"","Casa","Mes","Ano","energia.x","Energia","Energia_Ajustada","tipo","importe","mes","fecha","energia.y","energia_ajustada","treatment","report_intervention_month","intervention_group","sms_intervention_month","sms_intervention_month_text","information_group","wtp_paper","wtp_values","wtp_lw_md_h","mean_cost","fraction_wtp","fraction_lw_md_h","importe_dl","Lugar","energia","lag_variable","diff_variable","treatment_v2","mbm_paper","sms_dr","all_months_intervention"
"612","302","Febrero",2016,NA,"TD[""00_5_0""] = ""187"";","TD[""00_5_0""] = ""187"";","Recibos de energia electrica",1235.74,2,2016-02-01,187,187,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",42,"casa",187,173,14,"Control","Only Paper Intervention","Other","Other"
"613","302","Marzo",2016,NA,"TD[""00_6_0""] = ""220"";","TD[""00_6_0""] = ""220"";","Recibos de energia electrica",1445.46,3,2016-03-01,220,220,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",49,"casa",220,187,33,"Control","Only Paper Intervention","Other","Other"
"614","302","Abril",2016,NA,"TD[""00_7_0""] = ""222"";","TD[""00_7_0""] = ""222"";","Recibos de energia electrica",1467.36,4,2016-04-01,222,222,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",50,"casa",222,220,2,"Control","Only Paper Intervention","Other","Other"
"615","302","Mayo",2016,NA,"TD[""00_8_0""] = ""232"";","TD[""00_8_0""] = ""232"";","Recibos de energia electrica",1534.44,5,2016-05-01,232,232,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",52,"casa",232,222,10,"Control","Only Paper Intervention","Other","Other"
"616","302","Junio",2016,NA,"TD[""00_9_0""] = ""261"";","TD[""00_9_0""] = ""261"";","Recibos de energia electrica",1728.29,6,2016-06-01,261,261,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",59,"casa",261,232,29,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"617","302","Julio",2016,NA,"TD[""00_10_0""] = ""254"";","TD[""00_10_0""] = ""254"";","Recibos de energia electrica",1874.95,7,2016-07-01,254,254,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",64,"casa",254,261,-7,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"618","302","Agosto",2016,NA,"TD[""00_11_0""] = ""245"";","TD[""00_11_0""] = ""245"";","Recibos de energia electrica",1632.19,8,2016-08-01,245,245,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",56,"casa",245,254,-9,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"619","302","Septiembre",2016,NA,"271","271","Recibos de energia electrica",1789.6,9,2016-09-01,271,271,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",61,"casa",271,245,26,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"620","302","Octubre",2016,NA,"261","261","Recibos de energia electrica",1746.57,10,2016-10-01,261,261,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",60,"casa",261,271,-10,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"621","302","Noviembre",2016,NA,"261","261","Recibos de energia electrica",1737.98,11,2016-11-01,261,261,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",59,"casa",261,261,0,"Control","Other","Other","DR Intervetnion + SMS All"
"622","302","Diciembre",2016,NA,"306","306","Recibos de energia electrica",2181.67,12,2016-12-01,306,306,"Control",0,"Control Post-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",75,"casa",306,261,45,"Control","Other","Other","DR Intervetnion + SMS All"
"623","302","Enero",2017,NA,"248","248","Recibos de energia electrica",1673.66,1,2017-01-01,248,248,"Control",0,"Control Post-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",57,"casa",248,306,-58,"Control","Other","Other","Other"
"624","304","Enero",2015,NA,"108","108","Recibos de energia electrica",339.64,1,2015-01-01,108,108,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",11,"casa",108,NA,NA,"Control","Other","Other","Other"
"625","304","Febrero",2015,NA,"86","86","Recibos de energia electrica",231.71,2,2015-02-01,86,86,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",7,"casa",86,108,-22,"Control","Other","Other","Other"
"626","304","Marzo",2015,NA,"96","96","Recibos de energia electrica",260.58,3,2015-03-01,96,96,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",8,"casa",96,86,10,"Control","Other","Other","Other"
"627","304","Abril",2015,NA,"101","101","Recibos de energia electrica",295,4,2015-04-01,101,101,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",10,"casa",101,96,5,"Control","Other","Other","Other"
"628","304","Mayo",2015,NA,"124","124","Recibos de energia electrica",335.19,5,2015-05-01,124,124,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",11,"casa",124,101,23,"Control","Other","Other","Other"
"629","304","Junio",2015,NA,"119","119","Recibos de energia electrica",356.97,6,2015-06-01,119,119,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",12,"casa",119,124,-5,"Control","Other","Other","Other"
"630","304","Julio",2015,NA,"104","104","Recibos de energia electrica",307.48,7,2015-07-01,104,104,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",10,"casa",104,119,-15,"Control","Other","Other","Other"
"631","304","Agosto",2015,NA,"122","122","Recibos de energia electrica",370.36,8,2015-08-01,122,122,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",12,"casa",122,104,18,"Control","Other","Other","Other"
"632","304","Septiembre",2015,NA,"TD[""00_0_0""] = ""117"";","TD[""00_0_0""] = ""117"";","Recibos de energia electrica",354.31,9,2015-09-01,117,117,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",12,"casa",117,122,-5,"Control","Other","Other","Other"
"633","304","Octubre",2015,NA,"TD[""00_1_0""] = ""133"";","TD[""00_1_0""] = ""133"";","Recibos de energia electrica",410.2,10,2015-10-01,133,133,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",133,117,16,"Control","Other","Other","Other"
"634","304","Noviembre",2015,NA,"TD[""00_2_0""] = ""112"";","TD[""00_2_0""] = ""112"";","Recibos de energia electrica",339.88,11,2015-11-01,112,112,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",11,"casa",112,133,-21,"Control","Other","Other","Other"
"635","304","Diciembre",2015,NA,"TD[""00_3_0""] = ""105"";","TD[""00_3_0""] = ""105"";","Recibos de energia electrica",317.47,12,2015-12-01,105,105,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",10,"casa",105,112,-7,"Control","Other","Other","Other"
"636","304","Enero",2016,NA,"TD[""00_4_0""] = ""94"";","TD[""00_4_0""] = ""94"";","Recibos de energia electrica",242.96,1,2016-01-01,94,94,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",8,"casa",94,105,-11,"Control","Other","Other","Other"
"637","304","Febrero",2016,NA,"TD[""00_5_0""] = ""94"";","TD[""00_5_0""] = ""94"";","Recibos de energia electrica",239.66,2,2016-02-01,94,94,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",8,"casa",94,94,0,"Control","Only Paper Intervention","Other","Other"
"638","304","Marzo",2016,NA,"TD[""00_6_0""] = ""109"";","TD[""00_6_0""] = ""109"";","Recibos de energia electrica",324.66,3,2016-03-01,109,109,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",11,"casa",109,94,15,"Control","Only Paper Intervention","Other","Other"
"639","304","Abril",2016,NA,"TD[""00_7_0""] = ""119"";","TD[""00_7_0""] = ""119"";","Recibos de energia electrica",359.9,4,2016-04-01,119,119,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",12,"casa",119,109,10,"Control","Only Paper Intervention","Other","Other"
"640","304","Mayo",2016,NA,"TD[""00_8_0""] = ""133"";","TD[""00_8_0""] = ""133"";","Recibos de energia electrica",406.9,5,2016-05-01,133,133,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",133,119,14,"Control","Only Paper Intervention","Other","Other"
"641","304","Junio",2016,NA,"TD[""00_9_0""] = ""115"";","TD[""00_9_0""] = ""115"";","Recibos de energia electrica",347.04,6,2016-06-01,115,115,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",11,"casa",115,133,-18,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"642","304","Julio",2016,NA,"TD[""00_10_0""] = ""113"";","TD[""00_10_0""] = ""113"";","Recibos de energia electrica",341.02,7,2016-07-01,113,113,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",11,"casa",113,115,-2,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"643","304","Agosto",2016,NA,"TD[""00_11_0""] = ""135"";","TD[""00_11_0""] = ""135"";","Recibos de energia electrica",416.35,8,2016-08-01,135,135,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",135,113,22,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"644","304","Septiembre",2016,NA,"138","138","Recibos de energia electrica",425.7,9,2016-09-01,138,138,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",138,135,3,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"645","304","Octubre",2016,NA,"149","149","Recibos de energia electrica",465,10,2016-10-01,149,149,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",16,"casa",149,138,11,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"646","304","Noviembre",2016,NA,"135","135","Recibos de energia electrica",418.68,11,2016-11-01,135,135,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",135,149,-14,"Control","Other","Other","DR Intervetnion + SMS All"
"647","304","Diciembre",2016,NA,"130","130","Recibos de energia electrica",403.11,12,2016-12-01,130,130,"Control",0,"Control Post-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",13,"casa",130,135,-5,"Control","Other","Other","DR Intervetnion + SMS All"
"648","304","Enero",2017,NA,"116","116","Recibos de energia electrica",356.93,1,2017-01-01,116,116,"Control",0,"Control Post-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",12,"casa",116,130,-14,"Control","Other","Other","Other"
"649","305","Enero",2015,NA,"105","105","Recibos de energia electrica",328.14,1,2015-01-01,105,105,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",11,"casa",105,NA,NA,"Control","Other","Other","Other"
"650","305","Febrero",2015,NA,"104","104","Recibos de energia electrica",328.06,2,2015-02-01,104,104,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",11,"casa",104,105,-1,"Control","Other","Other","Other"
"651","305","Marzo",2015,NA,"122","122","Recibos de energia electrica",397.09,3,2015-03-01,122,122,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",13,"casa",122,104,18,"Control","Other","Other","Other"
"652","305","Abril",2015,NA,"120","120","Recibos de energia electrica",373.43,4,2015-04-01,120,120,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",12,"casa",120,122,-2,"Control","Other","Other","Other"
"653","305","Mayo",2015,NA,"136","136","Recibos de energia electrica",415.14,5,2015-05-01,136,136,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",136,120,16,"Control","Other","Other","Other"
"654","305","Junio",2015,NA,"115","115","Recibos de energia electrica",342.81,6,2015-06-01,115,115,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",11,"casa",115,136,-21,"Control","Other","Other","Other"
"655","305","Julio",2015,NA,"119","119","Recibos de energia electrica",357.01,7,2015-07-01,119,119,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",12,"casa",119,115,4,"Control","Other","Other","Other"
"656","305","Agosto",2015,NA,"127","127","Recibos de energia electrica",388.33,8,2015-08-01,127,127,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",13,"casa",127,119,8,"Control","Other","Other","Other"
"657","305","Septiembre",2015,NA,"TD[""00_0_0""] = ""132"";","TD[""00_0_0""] = ""132"";","Recibos de energia electrica",407.55,9,2015-09-01,132,132,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",132,127,5,"Control","Other","Other","Other"
"658","305","Octubre",2015,NA,"TD[""00_1_0""] = ""148"";","TD[""00_1_0""] = ""148"";","Recibos de energia electrica",463.86,10,2015-10-01,148,148,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",15,"casa",148,132,16,"Control","Other","Other","Other"
"659","305","Noviembre",2015,NA,"TD[""00_2_0""] = ""139"";","TD[""00_2_0""] = ""139"";","Recibos de energia electrica",436.58,11,2015-11-01,139,139,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",15,"casa",139,148,-9,"Control","Other","Other","Other"
"660","305","Diciembre",2015,NA,"TD[""00_3_0""] = ""142"";","TD[""00_3_0""] = ""142"";","Recibos de energia electrica",447,12,2015-12-01,142,142,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",15,"casa",142,139,3,"Control","Other","Other","Other"
"661","305","Enero",2016,NA,"TD[""00_4_0""] = ""133"";","TD[""00_4_0""] = ""133"";","Recibos de energia electrica",415.15,1,2016-01-01,133,133,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",133,142,-9,"Control","Other","Other","Other"
"662","305","Febrero",2016,NA,"TD[""00_5_0""] = ""133"";","TD[""00_5_0""] = ""133"";","Recibos de energia electrica",414.06,2,2016-02-01,133,133,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",133,133,0,"Control","Only Paper Intervention","Other","Other"
"663","305","Marzo",2016,NA,"TD[""00_6_0""] = ""141"";","TD[""00_6_0""] = ""141"";","Recibos de energia electrica",431.69,3,2016-03-01,141,141,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",141,133,8,"Control","Only Paper Intervention","Other","Other"
"664","305","Abril",2016,NA,"TD[""00_7_0""] = ""130"";","TD[""00_7_0""] = ""130"";","Recibos de energia electrica",398.95,4,2016-04-01,130,130,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",13,"casa",130,141,-11,"Control","Only Paper Intervention","Other","Other"
"665","305","Mayo",2016,NA,"TD[""00_8_0""] = ""123"";","TD[""00_8_0""] = ""123"";","Recibos de energia electrica",561.61,5,2016-05-01,123,123,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",19,"casa",123,130,-7,"Control","Only Paper Intervention","Other","Other"
"666","305","Junio",2016,NA,"TD[""00_9_0""] = ""145"";","TD[""00_9_0""] = ""145"";","Recibos de energia electrica",449.66,6,2016-06-01,145,145,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",15,"casa",145,123,22,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"667","305","Julio",2016,NA,"TD[""00_10_0""] = ""156"";","TD[""00_10_0""] = ""156"";","Recibos de energia electrica",467.24,7,2016-07-01,156,156,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",16,"casa",156,145,11,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"668","305","Agosto",2016,NA,"TD[""00_11_0""] = ""123"";","TD[""00_11_0""] = ""123"";","Recibos de energia electrica",374.35,8,2016-08-01,123,123,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",12,"casa",123,156,-33,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"669","305","Septiembre",2016,NA,"122","122","Recibos de energia electrica",370,9,2016-09-01,122,122,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",12,"casa",122,123,-1,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"670","305","Octubre",2016,NA,"146","146","Recibos de energia electrica",455.93,10,2016-10-01,146,146,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",15,"casa",146,122,24,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"671","305","Noviembre",2016,NA,"155","155","Recibos de energia electrica",540.78,11,2016-11-01,155,155,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",18,"casa",155,146,9,"Control","Other","Other","DR Intervetnion + SMS All"
"672","305","Diciembre",2016,NA,"153","153","Recibos de energia electrica",542.73,12,2016-12-01,153,153,"Control",0,"Control Post-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",18,"casa",153,155,-2,"Control","Other","Other","DR Intervetnion + SMS All"
"673","305","Enero",2017,NA,"133","133","Recibos de energia electrica",414.92,1,2017-01-01,133,133,"Control",0,"Control Post-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",133,153,-20,"Control","Other","Other","Other"
"674","307","Julio",2015,NA,"221","221","Recibos de energia electrica",1462.25,7,2015-07-01,221,221,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",50,"casa",221,NA,NA,"Control","Other","Other","Other"
"675","307","Agosto",2015,NA,"151","151","Recibos de energia electrica",520.73,8,2015-08-01,151,151,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",17,"casa",151,221,-70,"Control","Other","Other","Other"
"676","307","Septiembre",2015,NA,"TD[""00_0_0""] = ""149"";","TD[""00_0_0""] = ""149"";","Recibos de energia electrica",463.17,9,2015-09-01,149,149,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",15,"casa",149,151,-2,"Control","Other","Other","Other"
"677","307","Octubre",2015,NA,"TD[""00_1_0""] = ""171"";","TD[""00_1_0""] = ""171"";","Recibos de energia electrica",1132.12,10,2015-10-01,171,171,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",39,"casa",171,149,22,"Control","Other","Other","Other"
"678","307","Noviembre",2015,NA,"TD[""00_2_0""] = ""159"";","TD[""00_2_0""] = ""159"";","Recibos de energia electrica",1055.59,11,2015-11-01,159,159,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",36,"casa",159,171,-12,"Control","Other","Other","Other"
"679","307","Diciembre",2015,NA,"TD[""00_3_0""] = ""161"";","TD[""00_3_0""] = ""161"";","Recibos de energia electrica",1073.74,12,2015-12-01,161,161,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",37,"casa",161,159,2,"Control","Other","Other","Other"
"680","307","Enero",2016,NA,"TD[""00_4_0""] = ""133"";","TD[""00_4_0""] = ""133"";","Recibos de energia electrica",415.19,1,2016-01-01,133,133,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",133,161,-28,"Control","Other","Other","Other"
"681","307","Febrero",2016,NA,"TD[""00_5_0""] = ""137"";","TD[""00_5_0""] = ""137"";","Recibos de energia electrica",423.39,2,2016-02-01,137,137,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",14,"casa",137,133,4,"Control","Only Paper Intervention","Other","Other"
"682","307","Marzo",2016,NA,"TD[""00_6_0""] = ""148"";","TD[""00_6_0""] = ""148"";","Recibos de energia electrica",455.3,3,2016-03-01,148,148,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",15,"casa",148,137,11,"Control","Only Paper Intervention","Other","Other"
"683","307","Abril",2016,NA,"TD[""00_7_0""] = ""149"";","TD[""00_7_0""] = ""149"";","Recibos de energia electrica",460.47,4,2016-04-01,149,149,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",15,"casa",149,148,1,"Control","Only Paper Intervention","Other","Other"
"684","307","Mayo",2016,NA,"TD[""00_8_0""] = ""151"";","TD[""00_8_0""] = ""151"";","Recibos de energia electrica",464.06,5,2016-05-01,151,151,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",16,"casa",151,149,2,"Control","Only Paper Intervention","Other","Other"
"685","307","Junio",2016,NA,"TD[""00_9_0""] = ""156"";","TD[""00_9_0""] = ""156"";","Recibos de energia electrica",1012.68,6,2016-06-01,156,156,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",34,"casa",156,151,5,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"686","307","Julio",2016,NA,"TD[""00_10_0""] = ""144"";","TD[""00_10_0""] = ""144"";","Recibos de energia electrica",445.33,7,2016-07-01,144,144,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",15,"casa",144,156,-12,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"687","307","Agosto",2016,NA,"TD[""00_11_0""] = ""166"";","TD[""00_11_0""] = ""166"";","Recibos de energia electrica",1083.93,8,2016-08-01,166,166,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",37,"casa",166,144,22,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"688","307","Septiembre",2016,NA,"TD[""00_7_0""] = ""148"";","148","Recibos de energia electrica",449.66,9,2016-09-01,148,148,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",15,"casa",148,166,-18,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"689","307","Octubre",2016,NA,"TD[""00_8_0""] = ""153"";","153","Recibos de energia electrica",532.58,10,2016-10-01,153,153,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",18,"casa",153,148,5,"Control","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"690","307","Noviembre",2016,NA,"TD[""00_9_0""] = ""151"";","151","Recibos de energia electrica",528.71,11,2016-11-01,151,151,"Control",1,"Control Post-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",18,"casa",151,153,-2,"Control","Other","Other","DR Intervetnion + SMS All"
"691","307","Diciembre",2016,NA,"TD[""00_10_0""] = ""163"";","163","Recibos de energia electrica",567.35,12,2016-12-01,163,163,"Control",0,"Control Post-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",19,"casa",163,151,12,"Control","Other","Other","DR Intervetnion + SMS All"
"692","307","Enero",2017,NA,"TD[""00_11_0""] = ""126"";","126","Recibos de energia electrica",392.26,1,2017-01-01,126,126,"Control",0,"Control Post-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",13,"casa",126,163,-37,"Control","Other","Other","Other"
"693","310","Febrero",2015,NA,"280","280","Recibos de energia electrica",1921.09,2,2015-02-01,280,280,"Control",0,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",66,"casa",280,NA,NA,"Control","Other","Other","Other"
"694","310","Marzo",2015,NA,"252","252","Recibos de energia electrica",1804.26,3,2015-03-01,252,252,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",62,"casa",252,280,-28,"Control","Other","Other","Other"
"695","310","Abril",2015,NA,"269","269","Recibos de energia electrica",1852.74,4,2015-04-01,269,269,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",63,"casa",269,252,17,"Control","Other","Other","Other"
"696","310","Mayo",2015,NA,"150","150","Recibos de energia electrica",483.37,5,2015-05-01,150,150,"Control",1,"Control Pre-Intervention",0,"No SMS","Control",NA,NA,"Control",NA,NA,"Control",16,"casa",150,269,-119,"Control","Other","Other","Other"
"697","310","Junio",2015,NA,"259","259","Recibos de energia electrica",1707.23,6,2015-06-01,259,259,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",58,"casa",259,150,109,"Control","Other","Other","Other"
"698","310","Julio",2015,NA,"125","125","Recibos de energia electrica",380.63,7,2015-07-01,125,125,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",13,"casa",125,259,-134,"Control","Other","Other","Other"
"699","310","Agosto",2015,NA,"315","315","Recibos de energia electrica",2236.74,8,2015-08-01,315,315,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",77,"casa",315,125,190,"Control","Other","Other","Other"
"700","310","Septiembre",2015,NA,"TD[""00_0_0""] = ""257"";","TD[""00_0_0""] = ""257"";","Recibos de energia electrica",1729.42,9,2015-09-01,257,257,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",59,"casa",257,315,-58,"Control","Other","Other","Other"
"701","310","Octubre",2015,NA,"TD[""00_1_0""] = ""356"";","TD[""00_1_0""] = ""356"";","Recibos de energia electrica",2557.49,10,2015-10-01,356,356,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",88,"casa",356,257,99,"Control","Other","Other","Other"
"702","310","Noviembre",2015,NA,"TD[""00_2_0""] = ""227"";","TD[""00_2_0""] = ""227"";","Recibos de energia electrica",1540.38,11,2015-11-01,227,227,"Control",1,"Control Pre-Intervention",1,"Actively Receiving SMS","Control",NA,NA,"Control",NA,NA,"Control",53,"casa",227,356,-129,"Control","Other","Other","Other"
