,HORA,APANAS,ASTURIAS,HIDROPANTASMA,LARREYNAGA,VIRGEN,Date
19,955.03,925.25,841.616,682.834,440,19,19/2/2016
20,955.03,925.25,841.592,682.806,440,20,19/2/2016
21,955.03,925.25,841.567,682.715,440,21,19/2/2016
22,955.02,925.26,841.562,682.767,440,22,19/2/2016
23,955.02,925.26,841.581,682.63,440,23,19/2/2016
0,955.02,925.25,841.599,682.277,440,0,20/2/2016
1,955.02,925.24,841.611,682.58,440,1,20/2/2016
2,955.02,925.23,841.631,682.54,440,2,20/2/2016
3,955.02,925.23,841.649,682.61,440,3,20/2/2016
4,955.02,925.23,841.669,682.708,440,4,20/2/2016
5,955.02,925.23,841.687,682.718,440,5,20/2/2016
6,955.02,925.24,841.71,682.689,440,6,20/2/2016
7,955.02,925.24,841.727,682.397,440,7,20/2/2016
8,955.02,925.24,841.754,682.576,440,8,20/2/2016
9,955.02,925.24,841.773,682.594,440,9,20/2/2016
10,955.02,925.24,841.8,682.624,440,10,20/2/2016
11,955.02,925.25,841.805,682.669,440,11,20/2/2016
12,955.02,925.25,841.793,682.559,440,12,20/2/2016
13,955.02,925.25,841.787,682.326,440,13,20/2/2016
14,955.02,925.25,841.778,682.268,440,14,20/2/2016
15,955.02,925.25,841.77,682.317,440,15,20/2/2016
16,955.02,925.25,841.761,682.576,440,16,20/2/2016
17,955.01,925.25,841.7,682.563,440,17,20/2/2016
18,955.01,925.26,841.795,682.687,440,18,20/2/2016
19,955.01,925.26,841.78,682.624,440,19,20/2/2016
20,955.01,925.26,841.771,682.893,440,20,20/2/2016
21,955.01,925.26,841.775,682.39,440,21,20/2/2016
22,955.01,925.27,841.748,682.425,440,22,20/2/2016
23,955.01,925.27,841.766,682.273,440,23,20/2/2016
0,955.01,925.27,841.791,682.257,440,0,21/2/2016
1,955.01,925.27,841.818,682.409,440,1,21/2/2016
2,955.01,925.27,841.841,682.445,440,2,21/2/2016
3,955.01,925.27,841.869,682.341,440,3,21/2/2016
4,955.01,925.27,841.889,682.215,440,4,21/2/2016
5,955.01,925.27,841.912,682.273,440,5,21/2/2016
6,955.01,925.27,841.939,682.286,439.99,6,21/2/2016
7,955,925.28,841.961,681.996,439.98,7,21/2/2016
8,955,925.28,841.968,681.73,439.97,8,21/2/2016
9,955,925.28,841.981,681.731,439.97,9,21/2/2016
10,955,925.28,841.999,681.73,439.96,10,21/2/2016
11,955,925.28,842.021,681.719,439.96,11,21/2/2016
12,955,925.29,842.037,681.806,439.95,12,21/2/2016
13,955,925.29,842.056,682.153,439.95,13,21/2/2016
14,955,925.29,842.052,682.712,439.94,14,21/2/2016
15,955,925.29,842.034,682.628,439.93,15,21/2/2016
16,955,925.29,842.013,682.72,439.92,16,21/2/2016
17,955,925.29,841.992,682.668,439.91,17,21/2/2016
18,955,925.3,841.974,682.768,439.9,18,21/2/2016
19,955,925.3,841.955,682.653,439.9,19,21/2/2016
20,955,925.31,841.933,682.724,439.89,20,21/2/2016
21,955,925.31,841.912,682.58,439.88,21,21/2/2016
22,955,925.31,841.894,682.368,439.88,22,21/2/2016
23,955,925.31,841.872,682.318,439.88,23,21/2/2016
0,955,925.32,841.857,682.256,439.87,0,22/2/2016
1,955,925.31,841.872,682.087,439.87,1,22/2/2016
2,955,925.3,841.89,682.071,439.86,2,22/2/2016
3,955,925.29,841.91,682.209,439.86,3,22/2/2016
4,955,925.29,841.92,682.47,439.86,4,22/2/2016
5,955,925.29,841.945,682.771,439.85,5,22/2/2016
6,955,925.29,841.964,682.734,439.86,6,22/2/2016
7,955,925.29,841.956,682.456,439.85,7,22/2/2016
8,955,925.29,841.938,682.514,439.85,8,22/2/2016
9,955,925.3,841.918,682.776,439.84,9,22/2/2016
10,955,925.3,841.898,682.798,439.83,10,22/2/2016
11,955,925.31,841.878,682.37,439.83,11,22/2/2016
12,954.99,925.31,841.858,682.833,439.83,12,22/2/2016
13,954.99,925.31,841.839,682.844,439.83,13,22/2/2016
14,954.99,925.31,841.816,682.746,439.83,14,22/2/2016
15,954.99,925.31,841.795,682.813,439.83,15,22/2/2016
16,954.99,925.31,841.776,682.682,439.83,16,22/2/2016
17,954.99,925.31,841.753,682.63,439.83,17,22/2/2016
18,954.99,925.32,841.731,682.258,439.83,18,22/2/2016
19,954.99,925.32,841.706,682.5,439.83,19,22/2/2016
20,954.99,925.32,841.684,682.571,439.82,20,22/2/2016
21,954.99,925.32,841.661,682.789,439.82,21,22/2/2016
22,954.99,925.32,841.637,682.651,439.82,22,22/2/2016
23,954.99,925.32,841.615,682.648,439.82,23,22/2/2016
0,954.99,925.32,841.606,682.326,439.82,0,23/2/2016
1,954.99,925.32,841.62,682.173,439.83,1,23/2/2016
2,954.99,925.32,841.637,681.99,439.84,2,23/2/2016
3,954.99,925.32,841.656,682.025,439.85,3,23/2/2016
4,954.99,925.32,841.669,681.96,439.86,4,23/2/2016
5,954.99,925.32,841.68,682.319,439.87,5,23/2/2016
6,954.99,925.32,841.702,682.404,439.883,6,23/2/2016
7,954.99,925.32,841.719,682.101,439.88,7,23/2/2016
8,954.99,925.32,841.736,682.348,439.88,8,23/2/2016
9,954.98,925.33,841.753,682.539,439.88,9,23/2/2016
10,954.98,925.33,841.765,682.763,439.87,10,23/2/2016
11,954.98,925.33,841.743,682.488,439.87,11,23/2/2016
12,954.98,925.33,841.719,682.768,439.86,12,23/2/2016
13,954.98,925.33,841.696,682.758,439.86,13,23/2/2016
14,954.98,925.34,841.668,682.801,439.85,14,23/2/2016
15,954.98,925.34,841.646,682.484,439.84,15,23/2/2016
16,954.98,925.34,841.622,682.585,439.83,16,23/2/2016
17,954.97,925.34,841.596,682.53,439.83,17,23/2/2016
18,954.97,925.34,841.579,682.323,439.82,18,23/2/2016
19,954.97,925.34,841.557,682.803,439.81,19,23/2/2016
20,954.97,925.34,841.533,682.897,439.81,20,23/2/2016
21,954.97,925.34,841.55,682.818,439.8,21,23/2/2016
22,954.97,925.34,841.564,682.605,439.8,22,23/2/2016
23,954.97,925.33,841.58,682.434,439.81,23,23/2/2016
0,954.97,925.32,841.596,682.353,439.82,0,24/2/2016
1,954.97,925.31,841.609,682.389,439.83,1,24/2/2016
2,954.97,925.3,841.625,682.411,439.84,2,24/2/2016
3,954.97,925.29,841.641,682.353,439.85,3,24/2/2016
4,954.97,925.29,841.654,682.62,439.86,4,24/2/2016
5,954.97,925.29,841.671,682.878,439.87,5,24/2/2016
6,954.97,925.29,841.685,682.723,439.87,6,24/2/2016
7,954.97,925.29,841.702,682.274,439.87,7,24/2/2016
8,954.97,925.29,841.713,682.628,439.87,8,24/2/2016
9,954.97,925.29,841.725,682.448,439.88,9,24/2/2016
10,954.97,925.29,841.747,682.473,439.88,10,24/2/2016
11,954.97,925.29,841.76,682.732,439.88,11,24/2/2016
12,954.97,925.29,841.739,682.498,439.87,12,24/2/2016
13,954.97,925.3,841.712,682.785,439.86,13,24/2/2016
14,954.97,925.3,841.687,682.633,439.85,14,24/2/2016
15,954.96,925.3,841.661,682.572,439.83,15,24/2/2016
16,954.96,925.3,841.639,682.819,439.83,16,24/2/2016
17,954.96,925.3,841.611,682.594,439.82,17,24/2/2016
18,954.96,925.3,841.587,682.527,439.82,18,24/2/2016
19,954.96,925.3,841.562,682.613,439.82,19,24/2/2016
20,954.96,925.3,841.534,682.364,439.82,20,24/2/2016
21,954.96,925.3,841.507,682.332,439.81,21,24/2/2016
22,954.96,925.3,841.52,682.632,439.82,22,24/2/2016
23,954.95,925.29,841.534,682.303,439.82,23,24/2/2016
0,954.95,925.28,841.551,682.234,439.83,0,25/2/2016
1,954.95,925.27,841.564,682.199,439.83,1,25/2/2016
2,954.95,925.26,841.58,682.231,439.84,2,25/2/2016
3,954.95,925.25,841.594,682.355,439.86,3,25/2/2016
4,954.95,925.24,841.609,682.262,439.87,4,25/2/2016
5,954.95,925.24,841.623,682.346,439.88,5,25/2/2016
6,954.95,925.24,841.63,682.461,439.88,6,25/2/2016
7,954.95,925.24,841.654,682.648,439.89,7,25/2/2016
8,954.95,925.24,841.667,682.778,439.89,8,25/2/2016
9,954.94,925.24,841.68,682.758,439.89,9,25/2/2016
10,954.94,925.25,841.69,682.371,439.89,10,25/2/2016
11,954.94,925.25,841.707,682.678,439.9,11,25/2/2016
12,954.94,925.25,841.719,682.691,439.91,12,25/2/2016
13,954.94,925.25,841.736,682.635,439.91,13,25/2/2016
14,954.94,925.25,841.754,682.744,439.9,14,25/2/2016
15,954.94,925.25,841.764,682.75,439.9,15,25/2/2016
16,954.94,925.25,841.755,682.573,439.89,16,25/2/2016
17,954.93,925.25,841.733,682.481,439.88,17,25/2/2016
18,954.93,925.25,841.703,682.66,439.89,18,25/2/2016
19,954.93,925.25,841.677,682.737,439.87,19,25/2/2016
20,954.93,925.25,841.655,682.711,439.87,20,25/2/2016
21,954.93,925.26,841.626,682.848,439.86,21,25/2/2016
22,954.93,925.26,841.599,682.838,439.86,22,25/2/2016
23,954.93,925.25,841.573,682.772,439.85,23,25/2/2016
0,954.93,925.24,841.545,682.458,439.85,0,26/2/2016
1,954.93,925.23,841.556,682.259,439.87,1,26/2/2016
2,954.93,925.22,841.57,682.244,439.88,2,26/2/2016
3,954.93,925.21,841.582,682.321,439.89,3,26/2/2016
4,954.93,925.2,841.597,682.443,439.9,4,26/2/2016
5,954.93,925.2,841.61,682.482,439.91,5,26/2/2016
6,954.93,925.2,841.623,682.273,439.92,6,26/2/2016
7,954.93,925.2,841.637,682.514,439.93,7,26/2/2016
8,954.93,925.2,841.654,682.652,439.93,8,26/2/2016
9,954.93,925.2,841.668,682.823,439.94,9,26/2/2016
10,954.93,925.2,841.681,682.621,439.94,10,26/2/2016
11,954.93,925.2,841.69,682.387,439.93,11,26/2/2016
12,954.92,925.21,841.668,682.727,439.93,12,26/2/2016
13,954.92,925.21,841.645,682.609,439.93,13,26/2/2016
14,954.92,925.21,841.616,682.787,439.92,14,26/2/2016
15,954.92,925.21,841.588,682.648,439.92,15,26/2/2016
16,954.92,925.21,841.562,682.478,439.91,16,26/2/2016
17,954.92,925.21,841.533,682.663,439.9,17,26/2/2016
18,954.92,925.21,841.506,682.567,439.89,18,26/2/2016
19,954.92,925.21,841.478,682.614,439.89,19,26/2/2016
20,954.92,925.21,841.449,682.513,439.88,20,26/2/2016
21,954.91,925.22,841.423,682.635,439.87,21,26/2/2016
22,954.91,925.22,841.434,682.364,439.86,22,26/2/2016
23,954.91,925.22,841.448,681.971,439.87,23,26/2/2016
0,954.91,925.21,841.463,681.672,439.87,0,27/2/2016
1,954.91,925.19,841.472,681.708,439.88,1,27/2/2016
2,954.91,925.2,841.492,681.781,439.89,2,27/2/2016
3,954.91,925.2,841.509,681.943,439.9,3,27/2/2016
4,954.91,925.2,841.522,682.017,439.92,4,27/2/2016
5,954.91,925.2,841.544,682.329,439.92,5,27/2/2016
6,954.91,925.2,841.565,682.34,439.93,6,27/2/2016
7,954.91,925.2,841.587,682.275,439.93,7,27/2/2016
8,954.91,925.2,841.608,682.714,439.94,8,27/2/2016
9,954.91,925.2,841.631,682.83,439.95,9,27/2/2016
10,954.9,925.21,841.66,682.641,439.95,10,27/2/2016
11,954.9,925.21,841.687,682.693,439.95,11,27/2/2016
12,954.9,925.21,841.719,682.513,439.94,12,27/2/2016
13,954.9,925.21,841.754,682.412,439.93,13,27/2/2016
14,954.9,925.21,841.741,682.444,439.93,14,27/2/2016
15,954.9,925.21,841.73,682.394,439.92,15,27/2/2016
16,954.9,925.21,841.727,682.4,439.92,16,27/2/2016
17,954.9,925.21,841.721,682.651,439.92,17,27/2/2016
18,954.9,925.22,841.714,682.877,439.92,18,27/2/2016
19,954.9,925.22,841.72,682.683,439.92,19,27/2/2016
20,954.9,925.22,841.72,682.768,439.91,20,27/2/2016
21,954.9,925.22,841.73,682.726,439.91,21,27/2/2016
22,954.9,925.22,841.748,682.692,439.91,22,27/2/2016
23,954.9,925.22,841.772,682.781,439.91,23,27/2/2016
0,954.89,925.22,841.791,682.755,439.91,0,28/2/2016
1,954.89,925.22,841.806,682.455,439.93,1,28/2/2016
2,954.89,925.22,841.812,682.435,439.93,2,28/2/2016
3,954.89,925.22,841.814,682.647,439.93,3,28/2/2016
4,954.89,925.23,841.814,682.805,439.94,4,28/2/2016
5,954.89,925.23,841.808,682.705,439.95,5,28/2/2016
6,954.89,925.23,841.802,682.776,439.95,6,28/2/2016
7,954.89,925.23,841.795,682.745,439.94,7,28/2/2016
8,954.89,925.23,841.787,682.574,439.94,8,28/2/2016
9,954.88,925.23,841.777,682.434,439.94,9,28/2/2016
10,954.88,925.23,841.762,682.381,439.94,10,28/2/2016
11,954.88,925.23,841.749,682.604,439.93,11,28/2/2016
12,954.88,925.23,841.736,682.608,439.92,12,28/2/2016
13,954.88,925.23,841.721,682.633,439.91,13,28/2/2016
14,954.88,925.23,841.706,682.627,439.91,14,28/2/2016
15,954.88,925.24,841.687,682.595,439.9,15,28/2/2016
16,954.88,925.24,841.673,682.58,439.9,16,28/2/2016
17,954.88,925.24,841.656,682.567,439.9,17,28/2/2016
18,954.88,925.24,841.63,682.222,439.9,18,28/2/2016
19,954.88,925.24,841.619,682.458,439.89,19,28/2/2016
20,954.88,925.24,841.6,682.172,439.89,20,28/2/2016
21,954.88,925.4,841.579,681.7,439.89,21,28/2/2016
22,954.88,925.24,841.587,681.6,439.89,22,28/2/2016
23,954.88,925.23,841.608,681.8,439.89,23,28/2/2016
0,954.88,925.23,841.629,681.7,439.89,0,29/2/2016
1,954.88,925.2,841.65,681.5,439.89,1,29/2/2016
2,954.88,925.21,841.671,681.5,439.89,2,29/2/2016
3,954.88,925.2,841.692,681.4,439.89,3,29/2/2016
4,954.88,925.2,841.706,681.5,439.9,4,29/2/2016
5,954.88,925.2,841.726,681.6,439.9,5,29/2/2016
6,954.88,925.2,841.744,681.9,439.89,6,29/2/2016
7,954.88,925.2,841.762,681.813,439.89,7,29/2/2016
8,954.88,925.2,841.781,681.791,439.89,8,29/2/2016
9,954.88,925.2,841.8,682.205,439.89,9,29/2/2016
10,954.88,925.2,841.814,682.792,439.89,10,29/2/2016
11,954.88,925.2,841.805,682.742,439.89,11,29/2/2016
12,954.87,925.2,841.781,682.847,439.89,12,29/2/2016
13,954.87,925.2,841.759,682.697,439.88,13,29/2/2016
14,954.87,925.21,841.737,682.761,439.87,14,29/2/2016
15,954.87,925.21,841.716,682.717,439.87,15,29/2/2016
16,954.87,925.21,841.69,682.789,439.86,16,29/2/2016
17,954.87,925.21,841.66,682.594,439.85,17,29/2/2016
18,954.87,925.21,841.646,682.526,439.85,18,29/2/2016
19,954.87,925.21,841.622,682.702,439.85,19,29/2/2016
20,954.87,925.21,841.6,682.563,439.85,20,29/2/2016
21,954.87,925.22,841.575,682.713,439.84,21,29/2/2016
22,954.87,925.22,841.548,682.544,439.84,22,29/2/2016
23,954.87,925.22,841.553,682.784,439.84,23,29/2/2016
