,HORA,APANAS,ASTURIAS,HIDROPANTASMA,LARREYNAGA,VIRGEN,Date
18,954.82,925.13,841.681,682.612,439.81,18,3/3/2016
19,954.82,925.13,841.656,682.785,439.81,19,3/3/2016
20,954.82,925.13,841.633,682.678,439.8,20,3/3/2016
21,954.82,925.13,841.605,682.462,439.79,21,3/3/2016
22,954.82,925.13,841.58,682.563,439.79,22,3/3/2016
23,954.82,925.13,841.592,682.424,439.79,23,3/3/2016
0,954.81,925.13,841.605,682.302,439.79,0,4/3/2016
1,954.81,925.12,841.622,682.249,439.81,1,4/3/2016
2,954.81,925.12,841.637,682.284,439.81,2,4/3/2016
3,954.81,925.12,841.651,682.479,439.82,3,4/3/2016
4,954.81,925.12,841.667,682.401,439.83,4,4/3/2016
5,954.81,925.12,841.681,682.456,439.83,5,4/3/2016
6,954.81,925.12,841.696,682.86,439.84,6,4/3/2016
7,954.81,925.12,841.712,682.576,439.85,7,4/3/2016
8,954.81,925.12,841.725,682.619,439.86,8,4/3/2016
9,954.81,925.12,841.739,682.546,439.85,9,4/3/2016
10,954.81,925.12,841.714,682.657,439.85,10,4/3/2016
11,954.81,925.12,841.69,682.724,439.85,11,4/3/2016
12,954.8,925.13,841.663,682.889,439.85,12,4/3/2016
13,954.8,925.13,841.64,682.884,439.84,13,4/3/2016
14,954.8,925.13,841.616,682.898,439.84,14,4/3/2016
15,954.8,925.13,841.588,682.9,439.83,15,4/3/2016
16,954.8,925.13,844.563,682.646,439.83,16,4/3/2016
17,954.79,925.14,841.536,682.758,439.83,17,4/3/2016
18,954.79,925.14,841.511,682.861,439.83,18,4/3/2016
19,954.79,925.14,841.484,682.752,439.82,19,4/3/2016
20,954.79,925.14,841.458,682.659,439.82,20,4/3/2016
21,954.79,925.14,841.47,682.582,439.81,21,4/3/2016
22,954.79,925.14,841.486,682.464,439.82,22,4/3/2016
23,954.79,925.14,841.499,682.388,439.83,23,4/3/2016
0,954.79,925.14,841.515,682.265,439.83,0,5/3/2016
1,954.79,925.14,841.529,682.19,439.84,1,5/3/2016
2,954.79,925.14,841.542,682.16,439.84,2,5/3/2016
3,954.79,925.14,841.558,682.112,439.85,3,5/3/2016
4,954.79,925.14,841.574,682.147,439.85,4,5/3/2016
5,954.79,925.14,841.591,682.084,439.87,5,5/3/2016
6,954.78,925.14,841.602,682.052,439.89,6,5/3/2016
7,954.78,925.14,841.617,682.146,439.9,7,5/3/2016
8,954.78,925.14,841.633,682.495,439.91,8,5/3/2016
9,954.78,925.14,841.645,682.599,439.91,9,5/3/2016
10,954.78,925.14,841.661,682.249,439.91,10,5/3/2016
11,954.78,925.14,841.63,682.193,439.9,11,5/3/2016
12,954.78,925.15,841.608,682.404,439.9,12,5/3/2016
13,954.78,925.15,841.58,682.381,439.89,13,5/3/2016
14,954.78,925.15,841.55,682.253,439.89,14,5/3/2016
15,954.78,925.15,841.529,682.227,439.89,15,5/3/2016
16,954.78,925.15,841.504,682.263,439.89,16,5/3/2016
17,954.77,925.15,841.458,682.181,439.87,17,5/3/2016
18,954.77,925.15,841.447,682.474,439.87,18,5/3/2016
19,954.77,925.15,841.419,682.528,439.86,19,5/3/2016
20,954.77,925.15,841.431,682.302,439.85,20,5/3/2016
21,954.77,925.15,841.446,682.341,439.84,21,5/3/2016
22,954.77,925.15,841.46,682.569,439.84,22,5/3/2016
23,954.77,925.15,841.475,682.752,439.84,23,5/3/2016
0,954.77,925.15,841.489,682.686,439.86,0,6/3/2016
1,954.77,925.14,841.504,682.329,439.87,1,6/3/2016
2,954.77,925.13,841.516,682.246,439.88,2,6/3/2016
3,954.77,925.12,841.529,682.285,439.89,3,6/3/2016
4,954.77,925.11,841.545,682.221,439.9,4,6/3/2016
5,954.77,925.1,841.562,682.31,439.9,5,6/3/2016
6,954.77,925.1,841.574,682.473,439.91,6,6/3/2016
7,954.77,925.1,841.591,682.422,439.92,7,6/3/2016
8,954.77,925.1,841.606,682.245,439.92,8,6/3/2016
9,954.77,925.1,841.616,682.226,439.92,9,6/3/2016
10,954.77,925.1,841.629,682.684,439.93,10,6/3/2016
11,954.77,925.1,841.644,682.661,439.93,11,6/3/2016
12,954.76,925.1,841.639,682.848,439.93,12,6/3/2016
13,954.76,925.1,841.61,682.492,439.93,13,6/3/2016
14,954.76,925.1,841.585,682.464,439.92,14,6/3/2016
15,954.76,925.1,841.553,682.577,439.91,15,6/3/2016
16,954.76,925.1,841.52,682.811,439.91,16,6/3/2016
17,954.76,925.1,841.5,682.496,439.9,17,6/3/2016
18,954.76,925.1,841.471,682.611,439.89,18,6/3/2016
19,954.76,925.1,841.443,682.765,439.89,19,6/3/2016
20,954.75,925.1,841.414,682.717,439.88,20,6/3/2016
21,954.75,925.1,841.4,682.618,439.87,21,6/3/2016
22,954.75,925.1,841.42,682.551,439.87,22,6/3/2016
23,954.75,925.1,841.435,682.673,439.87,23,6/3/2016
0,954.75,925.1,841.448,682.777,439.88,0,7/3/2016
1,954.75,925.1,841.463,682.482,439.88,1,7/3/2016
2,954.75,925.1,841.476,682.116,439.89,2,7/3/2016
3,954.75,925.1,841.49,681.966,439.9,3,7/3/2016
4,954.75,925.1,841.506,681.986,439.91,4,7/3/2016
5,954.75,925.1,841.522,681.991,439.92,5,7/3/2016
6,954.75,925.11,841.535,681.878,439.94,6,7/3/2016
7,954.75,925.11,841.551,681.878,439.95,7,7/3/2016
8,954.75,925.11,841.565,682.173,439.95,8,7/3/2016
9,954.75,925.11,841.579,682.798,439.94,9,7/3/2016
10,954.74,925.11,841.594,682.471,439.94,10,7/3/2016
11,954.74,925.11,841.608,682.437,439.93,11,7/3/2016
12,954.74,925.11,841.585,681.881,439.92,12,7/3/2016
13,954.74,925.11,841.557,681.541,439.92,13,7/3/2016
14,954.73,925.11,841.528,682.276,439.91,14,7/3/2016
15,954.73,925.11,841.501,682.715,439,15,7/3/2016
16,954.73,925.11,841.476,682.304,439.89,16,7/3/2016
17,954.73,925.11,841.447,682.069,439.89,17,7/3/2016
18,954.73,925.11,841.42,682.203,439.88,18,7/3/2016
19,954.73,925.11,841.39,682.473,439.87,19,7/3/2016
20,954.72,925.11,841.365,682.645,439.87,20,7/3/2016
21,954.72,925.11,841.377,682.498,439.86,21,7/3/2016
22,954.72,925.11,841.394,682.451,439.86,22,7/3/2016
23,954.72,925.11,841.408,682.287,439.86,23,7/3/2016
0,954.72,925.11,841.423,682.21,439.87,0,8/3/2016
1,954.72,925.11,841.435,681.983,439.88,1,8/3/2016
2,954.72,925.11,841.449,681.99,439.89,2,8/3/2016
3,954.72,925.11,841.464,682.071,439.9,3,8/3/2016
4,954.72,925.11,841.483,682.036,439.91,4,8/3/2016
5,954.72,925.12,841.492,681.943,439.91,5,8/3/2016
6,954.72,925.12,841.506,681.82,439.92,6,8/3/2016
7,954.72,925.12,841.519,681.751,439.93,7,8/3/2016
8,954.72,925.12,841.534,681.701,439.93,8,8/3/2016
9,954.72,925.12,841.545,682.033,439.93,9,8/3/2016
10,954.72,925.12,841.562,682.429,439.93,10,8/3/2016
11,954.72,925.12,841.575,682.901,439.93,11,8/3/2016
12,954.72,925.12,841.588,682.974,439.92,12,8/3/2016
13,954.72,925.12,841.599,682.582,439.91,13,8/3/2016
14,954.71,925.12,841.573,682.676,439.91,14,8/3/2016
15,954.71,925.12,841.542,682.518,439.89,15,8/3/2016
16,954.71,925.12,841.516,682.84,439.88,16,8/3/2016
17,954.71,925.12,841.49,682.491,439.87,17,8/3/2016
18,954.71,925.12,841.461,682.427,439.87,18,8/3/2016
19,954.71,925.12,841.435,682.716,439.87,19,8/3/2016
20,954.71,925.12,841.405,682.703,439.86,20,8/3/2016
21,954.71,925.12,841.374,682.714,439.85,21,8/3/2016
22,954.71,925.12,841.38,682.729,439.85,22,8/3/2016
23,954.71,925.12,841.401,682.825,439.85,23,8/3/2016
0,954.7,925.12,841.41,682.453,439.86,0,9/3/2016
1,954.7,925.12,841.428,682.27,439.86,1,9/3/2016
2,954.7,925.12,841.44,682.303,439.88,2,9/3/2016
3,954.7,925.12,841.455,682.544,439.89,3,9/3/2016
4,954.7,925.12,841.47,682.701,439.9,4,9/3/2016
5,954.7,925.12,841.484,682.69,439.91,5,9/3/2016
6,954.7,925.13,841.498,682.494,439.91,6,9/3/2016
7,954.7,925.13,841.512,682.141,439.92,7,9/3/2016
8,954.7,925.13,841.524,682.207,439.92,8,9/3/2016
9,954.7,925.13,841.538,682.759,439.92,9,9/3/2016
10,954.7,925.13,841.553,682.798,439.92,10,9/3/2016
11,954.7,925.13,841.565,682.936,439.91,11,9/3/2016
12,954.7,925.14,841.58,682.548,439.9,12,9/3/2016
13,954.7,925.14,841.593,682.675,439.9,13,9/3/2016
14,954.7,925.14,841.564,682.76,439.9,14,9/3/2016
15,954.7,925.14,841.535,682.453,439.89,15,9/3/2016
16,954.69,925.15,841.506,682.546,439.89,16,9/3/2016
17,954.69,925.15,841.48,682.714,439.88,17,9/3/2016
18,954.69,925.15,841.452,682.229,439.87,18,9/3/2016
19,954.69,925.15,841.423,682.721,439.87,19,9/3/2016
20,954.69,925.15,841.395,682.594,439.86,20,9/3/2016
21,954.69,925.16,841.37,682.277,439.85,21,9/3/2016
22,954.69,925.16,841.37,681.941,439.85,22,9/3/2016
23,954.69,925.16,841.396,682.003,439.85,23,9/3/2016
0,954.69,925.16,841.409,682.664,439.86,0,10/3/2016
1,954.69,925.16,841.423,682.759,439.87,1,10/3/2016
2,954.69,925.17,841.43,682.336,439.88,2,10/3/2016
3,954.69,925.17,841.448,682.09,439.89,3,10/3/2016
4,954.69,925.17,841.46,682.144,439.9,4,10/3/2016
5,954.69,925.17,841.47,681.67,439.89,5,10/3/2016
6,954.69,925.18,841.489,681.583,439.9,6,10/3/2016
7,954.68,925.18,841.504,681.716,439.9,7,10/3/2016
8,954.68,925.18,841.515,681.844,439.9,8,10/3/2016
9,954.68,925.18,841.528,682.069,439.9,9,10/3/2016
10,954.68,925.18,841.541,682.766,439.9,10,10/3/2016
11,954.68,925.18,841.554,682.461,439.9,11,10/3/2016
12,954.67,925.18,841.567,682.575,439.9,12,10/3/2016
13,954.67,925.18,841.58,682.765,439.89,13,10/3/2016
14,954.67,925.18,841.553,682.725,439.89,14,10/3/2016
15,954.67,925.19,841.523,682.437,439.89,15,10/3/2016
16,954.67,925.19,841.498,682.856,439.89,16,10/3/2016
17,954.67,925.19,841.47,682.429,439.89,17,10/3/2016
18,954.67,925.19,841.441,682.395,439.89,18,10/3/2016
19,954.67,925.2,841.413,682.549,439.89,19,10/3/2016
20,954.67,925.2,841.386,682.62,439.89,20,10/3/2016
21,954.67,925.2,841.358,682.718,439.88,21,10/3/2016
22,954.66,925.2,841.362,682.755,439.87,22,10/3/2016
23,954.66,925.2,841.377,682.789,439.87,23,10/3/2016
0,954.66,925.2,841.394,682.735,439.87,0,11/3/2016
1,954.66,925.2,841.405,682.408,439.87,1,11/3/2016
2,954.66,925.2,841.42,682.218,439.87,2,11/3/2016
3,954.66,925.2,841.435,682.302,439.88,3,11/3/2016
4,954.66,925.2,841.448,682.435,439.89,4,11/3/2016
5,954.66,925.2,841.464,682.419,439.89,5,11/3/2016
6,954.65,925.21,841.481,682.47,439.9,6,11/3/2016
7,954.65,925.21,841.498,682.53,439.91,7,11/3/2016
8,954.65,925.21,841.511,682.466,439.92,8,11/3/2016
9,954.65,925.21,841.528,682.7,439.92,9,11/3/2016
10,954.65,925.21,841.545,682.616,439.92,10,11/3/2016
11,954.65,925.21,841.564,682.754,439.92,11,11/3/2016
12,954.65,925.21,841.581,682.764,439.91,12,11/3/2016
13,954.65,925.21,841.591,682.512,439.91,13,11/3/2016
14,954.65,925.21,841.57,682.812,439.9,14,11/3/2016
15,954.65,925.21,841.546,682.441,439.89,15,11/3/2016
16,954.65,925.21,841.524,682.467,439.89,16,11/3/2016
17,954.65,925.21,841.504,682.513,439.87,17,11/3/2016
18,954.65,925.21,841.498,682.495,439.87,18,11/3/2016
19,954.65,925.22,841.477,682.552,439.87,19,11/3/2016
20,954.65,925.22,841.452,682.346,439.86,20,11/3/2016
21,954.65,925.22,841.426,682.361,439.85,21,11/3/2016
22,954.65,925.22,841.44,682.475,439.84,22,11/3/2016
23,954.65,925.22,841.455,682.593,439.85,23,11/3/2016
0,954.65,925.22,841.471,682.304,439.86,0,12/3/2016
1,954.65,925.22,841.489,681.677,439.86,1,12/3/2016
2,954.65,925.22,841.505,681.628,439.87,2,12/3/2016
3,954.65,925.22,841.521,681.596,439.88,3,12/3/2016
4,954.65,925.22,841.536,681.767,439.89,4,12/3/2016
5,954.65,925.22,841.552,681.877,439.9,5,12/3/2016
6,954.64,925.22,841.567,682.168,439.91,6,12/3/2016
7,954.64,925.22,841.585,682.166,439.91,7,12/3/2016
8,954.64,925.22,841.599,682.372,439.91,8,12/3/2016
9,954.64,925.23,841.619,682.885,439.91,9,12/3/2016
10,954.64,925.23,841.629,682.871,439.9,10,12/3/2016
11,954.64,925.23,841.629,682.864,439.89,11,12/3/2016
12,954.64,925.23,841.6,682.845,439.86,12,12/3/2016
13,954.64,925.23,841.58,682.76,439.85,13,12/3/2016
14,954.64,925.23,841.552,682.742,439.86,14,12/3/2016
15,954.64,925.23,841.522,682.776,439.86,15,12/3/2016
16,954.64,925.23,841.499,682.857,439.86,16,12/3/2016
17,954.63,925.24,841.47,682.813,439.86,17,12/3/2016
18,954.63,925.24,841.447,682.592,439.87,18,12/3/2016
19,954.63,925.24,841.418,682.581,439.86,19,12/3/2016
20,954.63,925.24,841.409,682.396,439.85,20,12/3/2016
21,954.63,925.24,841.424,682.707,439.85,21,12/3/2016
22,954.63,925.24,841.438,682.771,439.86,22,12/3/2016
23,954.63,925.24,841.432,682.78,439.87,23,12/3/2016
0,954.63,925.24,841.466,682.704,439.89,0,13/3/2016
1,954.63,925.24,841.478,682.455,439.9,1,13/3/2016
2,954.63,925.24,841.493,682.184,439.91,2,13/3/2016
3,954.63,925.24,841.507,682.151,439.92,3,13/3/2016
4,954.63,925.24,841.521,682.154,439.92,4,13/3/2016
5,954.63,925.24,841.533,682.14,439.93,5,13/3/2016
6,954.62,925.25,841.548,682.274,439.94,6,13/3/2016
7,954.62,925.25,841.562,682.442,439.94,7,13/3/2016
8,954.62,925.25,841.574,682.498,439.95,8,13/3/2016
9,954.62,925.25,841.59,682.455,439.95,9,13/3/2016
10,954.62,925.25,841.6,682.567,439.95,10,13/3/2016
11,954.62,925.25,841.614,682.797,439.95,11,13/3/2016
12,954.62,925.25,841.628,682.718,439.94,12,13/3/2016
13,954.62,925.25,841.635,682.698,439.94,13,13/3/2016
14,954.62,925.25,841.611,682.816,439.92,14,13/3/2016
15,954.62,925.26,841.585,682.817,439.9,15,13/3/2016
16,954.62,925.26,841.557,682.825,439.89,16,13/3/2016
17,954.62,925.26,841.527,682.784,439.88,17,13/3/2016
18,954.62,925.26,841.501,682.542,439.87,18,13/3/2016
19,954.62,925.26,841.472,682.722,439.87,19,13/3/2016
20,954.62,925.26,841.446,682.599,439.86,20,13/3/2016
21,954.62,925.26,841.455,682.5,439.85,21,13/3/2016
22,954.62,925.26,841.47,682.307,439.86,22,13/3/2016
23,954.62,925.26,841.483,682.483,439.86,23,13/3/2016
0,954.61,925.26,841.494,682.337,439.85,0,14/3/2016
1,954.61,925.26,841.506,681.556,439.86,1,14/3/2016
2,954.61,925.26,841.519,681.835,439.87,2,14/3/2016
3,954.61,925.26,841.53,682.077,439.88,3,14/3/2016
4,954.61,925.26,841.544,682.254,439.89,4,14/3/2016
5,954.61,925.26,841.557,682.476,439.9,5,14/3/2016
6,954.61,925.27,841.57,682.451,439.91,6,14/3/2016
7,954.6,925.27,841.582,682.576,439.91,7,14/3/2016
8,954.6,925.27,841.594,682.611,439.91,8,14/3/2016
9,954.6,925.27,841.606,682.813,439.92,9,14/3/2016
10,954.6,925.27,841.614,682.815,439.93,10,14/3/2016
11,954.6,925.27,841.632,682.877,439.93,11,14/3/2016
12,954.6,925.27,841.645,682.877,439.92,12,14/3/2016
13,954.6,925.27,841.649,682.863,439.91,13,14/3/2016
14,954.6,925.27,841.622,682.859,439.91,14,14/3/2016
15,954.6,925.28,841.593,682.744,439.89,15,14/3/2016
16,954.6,925.28,841.843,682.777,439.88,16,14/3/2016
17,954.6,925.28,841.533,682.82,439.88,17,14/3/2016
18,954.6,925.28,841.504,682.755,439.85,18,14/3/2016
19,954.6,925.28,841.476,682.732,439.85,19,14/3/2016
20,954.6,925.28,841.446,682.788,439.84,20,14/3/2016
21,954.59,925.28,841.454,682.789,439.84,21,14/3/2016
22,954.59,925.28,841.467,682.747,439.84,22,14/3/2016
23,954.59,925.28,841.478,682.497,439.85,23,14/3/2016
0,954.59,925.29,841.492,682.123,439.84,0,15/3/2016
1,954.59,925.29,841.504,682.06,439.85,1,15/3/2016
2,954.59,925.29,841.516,682.047,439.84,2,15/3/2016
3,954.59,925.29,841.528,682.046,439.84,3,15/3/2016
4,954.59,925.29,841.538,681.997,439.84,4,15/3/2016
5,954.59,925.29,841.552,682.003,439.86,5,15/3/2016
6,954.59,925.29,841.564,681.952,439.88,6,15/3/2016
7,954.59,925.29,841.572,681.921,439.89,7,15/3/2016
8,954.59,925.29,841.588,682.136,439.89,8,15/3/2016
9,954.59,925.29,841.602,682.621,439.89,9,15/3/2016
10,954.59,925.29,841.611,682.711,439.89,10,15/3/2016
11,954.58,925.29,841.626,682.748,439.9,11,15/3/2016
12,954.58,925.29,841.637,682.846,439.9,12,15/3/2016
13,954.58,925.29,841.646,682.649,439.89,13,15/3/2016
14,954.58,925.29,841.617,682.547,439.87,14,15/3/2016
15,954.58,925.29,841.588,682.501,439.86,15,15/3/2016
16,954.58,925.29,841.558,682.773,439.85,16,15/3/2016
17,954.58,925.29,841.528,682.734,439.83,17,15/3/2016
18,954.58,925.29,841.499,682.815,439.82,18,15/3/2016
19,954.58,925.29,841.47,682.455,439.82,19,15/3/2016
20,954.58,925.29,841.44,682.389,439.81,20,15/3/2016
21,954.58,925.29,841.443,682.507,439.79,21,15/3/2016
22,954.57,925.3,841.454,682.531,439.79,22,15/3/2016
23,954.57,925.3,841.47,682.326,439.8,23,15/3/2016
0,954.57,925.3,841.48,682.27,439.8,0,16/3/2016
1,954.57,925.3,841.49,682.292,439.82,1,16/3/2016
2,954.57,925.3,841.501,682.261,439.83,2,16/3/2016
3,954.57,925.3,841.513,682.206,439.83,3,16/3/2016
4,954.57,925.3,841.524,682.17,439.83,4,16/3/2016
5,954.57,925.3,841.54,682.14,439.85,5,16/3/2016
6,954.57,925.3,841.55,682.072,439.85,6,16/3/2016
7,954.57,925.3,841.563,682.088,439.86,7,16/3/2016
8,954.56,925.3,841.571,682.216,439.86,8,16/3/2016
9,954.56,925.3,841.585,682.754,439.86,9,16/3/2016
10,954.56,925.3,841.594,682.838,439.86,10,16/3/2016
11,954.56,925.3,841.608,682.802,439.86,11,16/3/2016
12,954.56,925.3,841.616,682.774,439.86,12,16/3/2016
13,954.56,925.31,841.625,682.774,439.84,13,16/3/2016
14,954.56,925.31,841.618,682.735,439.83,14,16/3/2016
15,954.56,925.31,841.595,682.778,439.81,15,16/3/2016
16,954.56,925.31,841.52,682.774,439.79,16,16/3/2016
17,954.55,925.31,841.493,682.789,439.78,17,16/3/2016
18,954.55,925.31,841.47,682.725,439.78,18,16/3/2016
19,954.55,925.31,841.431,682.684,439.76,19,16/3/2016
20,954.55,925.31,841.397,682.654,439.73,20,16/3/2016
21,954.55,925.31,841.402,682.851,439.72,21,16/3/2016
22,954.55,925.31,841.419,682.694,439.73,22,16/3/2016
23,954.31,925.31,841.43,682.785,439.73,23,16/3/2016
0,954.55,925.31,841.45,682.797,439.73,0,17/3/2016
1,954.55,925.31,841.45,682.679,439.75,1,17/3/2016
2,954.55,925.31,841.465,682.682,439.77,2,17/3/2016
3,954.55,925.31,841.47,682.674,439.8,3,17/3/2016
4,954.55,925.31,841.488,682.725,439.79,4,17/3/2016
5,954.55,925.31,841.49,682.843,439.81,5,17/3/2016
6,954.55,925.32,841.512,682.812,439.81,6,17/3/2016
7,954.55,925.32,841.53,682.797,439.81,7,17/3/2016
8,954.55,925.32,841.539,682.521,439.82,8,17/3/2016
9,954.54,925.32,841.54,682.643,439.82,9,17/3/2016
10,954.54,925.32,841.553,682.562,439.82,10,17/3/2016
11,954.54,925.32,841.561,682.386,439.81,11,17/3/2016
12,954.54,925.32,841.569,682.702,439.8,12,17/3/2016
13,954.54,925.32,841.57,682.66,439.79,13,17/3/2016
14,954.54,925.32,841.558,682.768,439.78,14,17/3/2016
15,954.54,925.32,841.553,682.581,439,15,17/3/2016
16,954.54,925.32,841.51,682.422,439.72,16,17/3/2016
17,954.54,925.32,841.486,682.464,439.71,17,17/3/2016
18,954.54,925.32,841.433,682.544,439.71,18,17/3/2016
19,954.53,925.33,841.408,682.571,439.7,19,17/3/2016
20,954.53,925.33,841.375,682.413,439.7,20,17/3/2016
21,954.53,925.33,841.381,682.336,439.7,21,17/3/2016
22,954.53,925.33,841.39,682.449,439.72,22,17/3/2016
23,954.53,925.33,841.403,682.358,439.72,23,17/3/2016
0,954.52,925.33,841.415,682.383,439.75,0,18/3/2016
1,954.52,925.33,841.425,682.496,439.76,1,18/3/2016
2,954.52,925.33,841.43,682.385,439.77,2,18/3/2016
3,954.52,925.33,841.45,682.689,439.78,3,18/3/2016
4,954.52,925.33,841.461,682.666,439.79,4,18/3/2016
5,954.52,925.33,841.47,682.621,439.79,5,18/3/2016
6,954.51,925.33,841.481,682.282,439.8,6,18/3/2016
7,954.51,925.33,841.489,682.326,439.8,7,18/3/2016
8,954.51,925.33,841.498,682.718,439.81,8,18/3/2016
9,954.51,925.33,841.502,682.526,439.81,9,18/3/2016
10,954.51,925.33,841.518,682.689,439.81,10,18/3/2016
11,954.51,925.33,841.53,682.574,439.81,11,18/3/2016
12,954.51,925.33,841.541,682.237,439.8,12,18/3/2016
13,954.51,925.34,841.55,682.87,439.79,13,18/3/2016
14,954.51,925.34,841.555,682.333,439.78,14,18/3/2016
15,954.51,925.35,841.545,682.485,439.78,15,18/3/2016
16,954.51,925.35,841.519,682.246,439.78,16,18/3/2016
17,954.51,925.35,841.487,682.16,439.78,17,18/3/2016
18,954.51,925.35,841.448,682.181,439.78,18,18/3/2016
19,954.5,925.35,841.422,682.258,439.78,19,18/3/2016
20,954.5,925.35,841.401,682.191,439.78,20,18/3/2016
21,954.5,925.35,841.399,682.411,439.78,21,18/3/2016
22,954.5,925.35,841.412,682.506,439.79,22,18/3/2016
23,954.5,925.35,841.424,682.279,439.81,23,18/3/2016
0,954.49,925.35,841.431,682.142,439.82,0,19/3/2016
1,954.49,925.35,841.44,682.072,439.83,1,19/3/2016
2,954.49,925.35,841.451,682.278,439.84,2,19/3/2016
3,954.49,925.35,841.463,682.338,439.85,3,19/3/2016
4,954.49,925.35,841.472,682.404,439.85,4,19/3/2016
5,954.49,925.35,841.487,682.693,439.86,5,19/3/2016
6,954.49,925.35,841.495,682.59,439.87,6,19/3/2016
7,954.49,925.35,841.505,682.371,439.87,7,19/3/2016
8,954.49,925.35,841.525,682.17,439.88,8,19/3/2016
9,954.49,925.35,841.545,682.025,439.88,9,19/3/2016
10,954.49,925.35,841.545,681.948,439.89,10,19/3/2016
11,954.49,925.35,841.555,682.127,439.89,11,19/3/2016
12,954.48,925.35,841.565,682.389,439.89,12,19/3/2016
13,954.48,925.35,841.578,682.67,439.89,13,19/3/2016
14,954.48,925.35,841.591,682.279,439.89,14,19/3/2016
15,954.48,925.36,841.56,682.195,439.89,15,19/3/2016
