,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,CEN,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
18,18,172.9662,173.5241,172.1396,,,160.3483,161.0281,161.1817,160.4711,,,,,161.774,,,198.9476,209.7314,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,149.5368,155.3039,1/6/2012
19,19,173.2468,173.157,170.2989,,,160.3282,160.8416,161.196,160.8182,,,,,161.774,,,198.8532,209.5532,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,149.2139,155.3238,1/6/2012
20,20,,,173.0037,,,160.355,160.8559,161.2264,160.9696,,,,,161.774,,,198.8467,209.5532,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,149.2209,154.99,1/6/2012
21,21,,,,,,160.3397,160.8474,161.1845,160.9652,,,,,161.774,,,198.8694,210.1243,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1967,154.99,1/6/2012
22,22,,,,,,160.2669,160.832,162.4371,160.956,,,,,,,,198.8694,210.332,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2357,155.8815,1/6/2012
23,23,,,,,,160.2776,160.8552,,164.897,,,,,,,,198.9231,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2313,155.6777,1/6/2012
0,00,,,,,,160.2876,161.7446,,,,,,,,,,199.0013,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2195,154.9801,2/6/2012
1,01,,,,,,160.2949,180.1738,,,,,,,,,,199.0278,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2079,154.9765,2/6/2012
2,02,,,,,,160.291,,,,,,,,,,,198.9448,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2193,154.9602,2/6/2012
3,03,,,,,,160.2635,,,,,,,,,,,198.8694,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2039,154.9602,2/6/2012
4,04,,,,,,160.2886,175.4435,,,,,,,,,,198.8945,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1859,154.8565,2/6/2012
5,05,,,,,,160.2891,160.7978,,,,,,,,,,198.9019,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1561,154.9652,2/6/2012
6,06,,,,,,160.3086,160.7986,,,,,,,,,,198.9426,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1561,154.9507,2/6/2012
7,07,,,,,,160.3263,161.0111,162.972,170.6358,,,,,,,,198.9426,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.179,154.9454,2/6/2012
8,08,,,,,,160.3312,161.0736,163.6484,161.6619,,,,,161.774,,,199.0888,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1723,155.3701,2/6/2012
9,09,,,,,,160.3732,160.8574,,160.9898,,,,,161.774,,,199.2201,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1783,154.9668,2/6/2012
10,10,,,,,,160.4333,160.8781,,160.9987,,,,,161.774,,,199.118,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,149.1732,154.9668,2/6/2012
11,11,,,,,,160.5391,160.9141,163.2587,161.0342,,227.477,,,161.774,,,199.0672,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,149.163,154.8514,2/6/2012
12,12,,,,,,160.5763,160.9463,163.6221,160.5786,,,,,161.774,,,199.0969,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,149.5016,155.2516,2/6/2012
13,13,,,,,,160.5778,160.9628,,160.9141,,,,,161.774,,,199.0969,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2533,154.8942,2/6/2012
14,14,,,,,,160.535,160.9804,163.062,161.1033,,,,,161.774,,,199.0969,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2326,154.9784,2/6/2012
15,15,,,,,,160.518,160.968,163.1001,161.1792,,,,,161.774,,,199.2756,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2564,154.9791,2/6/2012
16,16,,,,,,160.5284,160.9806,163.0734,160.5556,,,,,161.774,,,199.2906,,,,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1912,154.8029,2/6/2012
17,17,,,,,,160.5045,160.9646,162.4575,160.7321,,,,,161.774,,,199.2573,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,150.0711,156.0616,2/6/2012
18,18,173.5758,173.9841,172.4732,,,160.3902,160.8472,161.1808,161.0957,,,,,161.774,,,199.2756,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,149.2059,154.986,2/6/2012
19,19,169.8621,169.6718,169.7001,,,160.3638,163.8044,161.6035,161.0759,227.477,227.477,,,161.774,,,198.8588,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,149.1625,154.8974,2/6/2012
20,20,176.45,176.9841,173.3713,,,160.3636,160.8231,162.1253,160.9053,,,,,161.774,,,198.7541,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,150.0104,155.9489,2/6/2012
21,21,,,,,,160.396,160.8453,162.1688,160.5277,,,,,161.774,,,198.652,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2768,155.0253,2/6/2012
22,22,,,,,,160.3797,160.8411,163.2858,161.5129,,,,,,,,198.7092,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,150.0182,156.039,2/6/2012
23,23,,,,,,160.3733,163.1646,,171.2663,,,,,,,,198.7452,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2754,155.0164,2/6/2012
0,00,,,,,,161.9496,180.4868,,,,,,,,,,198.6144,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.174,155.8438,3/6/2012
1,01,,,,,,,,,,,,,,,,,198.6898,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1708,157.6372,3/6/2012
2,02,,,,,,,,,,,,,,,,,198.7565,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1766,158.3503,3/6/2012
3,03,,,,,,,,,,,,,,,,,198.6179,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1675,158.323,3/6/2012
4,04,,,,,,,,,,,,,,,,,198.8784,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1828,158.5502,3/6/2012
5,05,,,,,,,,,,,,,,,,,198.8508,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2256,159.4818,3/6/2012
6,06,,,,,,,,,,,,,,,,,198.6317,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1732,158.8167,3/6/2012
7,07,,,,,,161.1903,,,,,,,,,,,199.0085,,,50,67.394,130.47,130.47,,102.305,,63.371,,,,,,,65.6,65.6,149.7771,155.5517,3/6/2012
8,08,,,,,,160.3374,,,,,,,,,,,199.0815,,,50,67.394,130.47,130.47,,102.305,,63.371,,,,,,,65.6,65.6,149.1628,155.0082,3/6/2012
9,09,,,,,,160.3749,167.2165,,,,,,,,,,198.8769,,,50,67.394,130.47,130.47,,102.305,,63.371,,,,,,,65.6,65.6,149.7509,155.5798,3/6/2012
10,10,,,,,,163.5913,160.968,,,,,,,,,,198.9596,,,50,67.394,130.47,130.47,,102.305,,63.371,,,,,,,65.6,65.6,150.3996,156.1693,3/6/2012
11,11,,,,,,161.5288,160.8729,,,,,,,,,,199.0027,,,50,67.394,130.47,130.47,,102.305,,63.371,,,,,,,65.6,65.6,149.2238,155.2543,3/6/2012
12,12,,,,,,160.4389,161.1618,162.4316,,,227.477,,,,,,199.0654,,,50,67.394,130.47,130.47,,102.305,,63.371,,,,,,,65.6,65.6,149.1657,154.836,3/6/2012
13,13,,,,,,160.5339,161.2703,162.388,170.54,,,,,,,,199.2456,,,50,67.394,130.47,130.47,,102.305,,63.371,,,,,,,65.6,65.6,149.1667,154.7974,3/6/2012
14,14,,,,,,160.5968,162.1497,163.1186,160.7851,,,,,161.774,,,199.201,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.7728,155.4787,3/6/2012
15,15,,,,,,160.5996,176.2701,,160.5709,,,,,161.774,,,199.17,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,150.2258,156.1751,3/6/2012
16,16,,,,,,160.4294,,,160.8086,,,,,,,,199.2314,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1951,155.0744,3/6/2012
17,17,,,,,,159.7281,168.5017,,160.5524,,,,,,,,199.235,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2186,154.8978,3/6/2012
18,18,177.5665,178.2378,174.3261,,,159.6891,160.8868,162.3982,160.5504,,227.477,,,161.774,,,199.235,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,150.9838,154.8324,3/6/2012
19,19,171.429,172.6591,169.3551,,,159.6823,160.8888,161.9106,160.5085,,,,,161.774,,,199.0058,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,149.8618,156.0113,3/6/2012
20,20,,,175.3154,,,159.6956,160.91,161.9637,160.5625,,,,,161.774,,,198.9338,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,162.944,,,65.6,65.6,149.183,154.9232,3/6/2012
21,21,,,,,,159.6963,160.9028,162.2442,160.5247,,,,,161.774,,,198.8019,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.1879,155.0829,3/6/2012
22,22,,,,,,159.6821,167.7985,163.2417,160.5445,,,,,,,,198.9832,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.474,156.2612,3/6/2012
23,23,,,,,,159.6924,,,163.0124,,,,,,,,198.9832,,,50,67.394,130.47,130.47,102.305,102.305,,63.371,,,,,,,65.6,65.6,149.2023,155.7068,3/6/2012
0,00,,,,,,158.5748,,,,,,,,,,,197.433,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.0728,153.8189,4/6/2012
1,01,,,,,,158.5655,,,,,,,,,,,197.3331,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,150.2327,153.8453,4/6/2012
2,02,,,,,,158.5788,,,,,,,,,,,197.2863,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,150.5516,155.0195,4/6/2012
3,03,,,,,,158.5796,,,,,,,,,,,197.2863,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.2737,155.3478,4/6/2012
4,04,,,,,,158.5765,,,174.3039,,,,,,,,197.2863,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.0677,153.9409,4/6/2012
5,05,,,,,,158.5692,,,162.1617,,,,,,,,197.226,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.6309,154.7158,4/6/2012
6,06,,,,,,158.5742,,,160.3245,,,,,,,,197.2347,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,150.2208,153.9875,4/6/2012
7,07,,,,,,158.5826,187.1752,,160.8418,224.943,224.943,,,,,,197.2899,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.0825,153.7746,4/6/2012
8,08,176.157,178.9027,171.4175,184.4108,,158.5843,163.0782,161.9336,160.8624,224.943,224.943,,,160.661,,,197.4991,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,,149.2326,153.9213,4/6/2012
9,09,169.9598,169.7396,169.8457,174.067,,158.5999,160.236,162.3941,160.8549,,,,,160.661,,,197.2872,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,150.0602,155.1839,4/6/2012
10,10,168.8386,168.7515,168.7289,,,158.5785,160.2455,160.8349,160.8556,,224.943,,,160.661,,,197.3984,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,150.7322,153.8056,4/6/2012
11,11,168.313,168.1733,168.409,170.8346,,159.1911,160.3274,160.9774,160.9186,,,,,160.661,,,197.6178,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,150.6995,153.7895,4/6/2012
12,12,169.6121,169.6295,169.7099,170.7579,,158.6189,160.7172,161.0243,160.5027,,,,,160.661,,,197.6195,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,150.709,154.878,4/6/2012
13,13,170.353,170.1299,169.7361,173.2383,,158.6502,161.4662,161.6381,160.9275,,,,,160.661,,,197.4183,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,150.7199,154.5801,4/6/2012
14,14,168.975,169.245,169.3039,,,158.7149,161.7817,161.6227,161.1424,,,,,160.661,,,197.167,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,149.9284,154.271,4/6/2012
15,15,171.6727,180.7177,169.6474,,,159.591,162.063,161.6444,161.1724,,224.943,,,160.661,,,197.1881,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,150.1417,154.8165,4/6/2012
16,16,,,171.5069,,,159.1073,164.4449,161.6536,161.1235,,224.943,,,160.661,,,197.2178,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,150.6423,153.8223,4/6/2012
17,17,173.5059,174.8494,171.4294,183.607,,158.6566,160.5267,161.635,160.7945,224.943,224.943,,,160.661,,,197.3325,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,150.7569,153.6125,4/6/2012
18,18,168.351,168.11,168.2219,170.1194,177.7144,158.6798,160.2656,161.3463,160.4496,,,,,160.661,,,197.3641,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,149.8152,154.67,4/6/2012
19,19,168.3179,172.1533,168.1792,180.5415,,158.6566,160.2533,160.7613,160.3809,,,,,160.661,,,197.591,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.5647,154.6983,4/6/2012
20,20,173.2489,,171.3794,,,158.6851,160.3085,160.8298,160.3741,,,,,160.661,,,197.6007,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.0578,154.7082,4/6/2012
21,21,,,,,,158.6766,160.3127,160.8406,160.372,,,,,160.661,,,197.6007,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.0551,153.8175,4/6/2012
22,22,,,,,,158.6704,160.336,161.4584,160.3792,,,,,160.661,,,197.6007,,,50,67.098,135.51,,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.8665,154.8844,4/6/2012
23,23,,,,,,158.683,160.3585,,160.0331,,,,,160.661,,,197.6596,,,50,67.098,,,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.277,155.2327,4/6/2012
0,00,,,,,,158.6694,174.1927,,159.7864,,,,,,,,197.6249,,,50,67.098,,,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.0997,154.9206,5/6/2012
1,01,,,,,,160.4118,,,166.8707,,,,,,,,197.6297,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.4012,154.7389,5/6/2012
2,02,,,,,,,,,,,,,,,,,197.662,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.5238,154.1515,5/6/2012
3,03,,,,,,163.882,,,,,,,,,,,197.5862,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.5624,153.8191,5/6/2012
4,04,,,,,,159.1737,,,167.3139,,,,,,,,197.4046,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.0071,154.4456,5/6/2012
5,05,,,,,,158.5598,,,159.7443,,,,,,,,197.6483,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.43,155.0635,5/6/2012
6,06,,,,,,158.5819,,,159.759,,,,,,,,197.6174,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.2275,155.0111,5/6/2012
7,07,,,,,,158.5818,,161.5428,159.9219,,,,,160.661,,,197.6733,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.098,153.8109,5/6/2012
8,08,,,,,,158.5941,164.378,160.7945,160.0622,,,,,160.661,,,197.6322,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.5843,154.3935,5/6/2012
9,09,174.4068,,,,,158.5994,161.646,161.0773,159.8222,,,,,160.661,,,197.6513,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.4181,154.2645,5/6/2012
10,10,168.3586,184.2821,,,,158.5237,161.914,161.3306,159.8395,,,,,160.661,,,197.6491,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.1068,153.8322,5/6/2012
11,11,168.313,170.2526,172.203,,,158.5548,161.4724,160.8326,159.8412,,,,,160.661,,,197.6495,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.6095,154.5644,5/6/2012
12,12,169.8304,169.598,179.2032,,,158.5942,160.7497,160.6185,159.8919,,,,,160.661,,,197.2101,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,149.1967,155.0891,5/6/2012
13,13,169.7919,169.4221,,185.229,,158.6059,160.769,160.9431,161.6242,,,,,160.661,,,197.13,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.0585,153.6617,5/6/2012
14,14,169.2874,168.9707,,172.5654,,158.5568,161.1387,160.845,161.9411,,,,,160.661,,,197.425,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.2087,154.0255,5/6/2012
15,15,170.0329,168.1843,,171.5739,,158.5858,161.6661,160.9034,161.1066,,,,,160.661,,,197.4883,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.6171,154.7104,5/6/2012
16,16,184.399,173.2707,,,,158.5869,160.8188,160.5857,160.8656,,,,,160.661,,,197.5076,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.0583,154.3102,5/6/2012
17,17,,,,,,158.5811,160.7068,160.1291,159.5285,,,,,160.661,,,197.512,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,149.1843,155.1932,5/6/2012
18,18,171.8706,169.9886,170.3896,173.1957,,158.5939,160.5886,160.1999,159.4753,,,,,160.661,,,197.539,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.5727,153.9738,5/6/2012
19,19,168.376,168.1133,168.2439,170.2302,,158.5726,160.4561,160.1591,159.4326,,,,,160.661,,,197.7236,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.645,154.6563,5/6/2012
20,20,177.8571,169.9082,170.028,183.7068,,158.5915,160.4971,160.2239,159.424,,,,,160.661,,,197.6944,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,149.3243,154.9294,5/6/2012
21,21,,182.7933,184.1529,,,158.6003,160.5571,160.2321,159.3979,,,,,160.661,,,197.891,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.5047,154.8167,5/6/2012
22,22,,,,,,158.5931,167.9865,161.4634,159.3491,,,,,160.661,,,197.7964,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.1365,155.2042,5/6/2012
23,23,,,,,,158.5818,187.302,,162.881,,,,,,,,197.8286,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.0043,155.2758,5/6/2012
0,00,,,,,,158.6026,,,,,,,,,,,197.6048,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.0579,154.8447,6/6/2012
1,01,,,,,,161.9908,,,,,,,,,,,197.6691,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.0631,155.571,6/6/2012
2,02,,,,,,,,,,,,,,,,,197.7041,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.0389,154.8539,6/6/2012
3,03,,,,,,,,,,,,,,,,,197.7466,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,149.2907,154.5377,6/6/2012
4,04,,,,,,159.457,,,,,,,,,,,197.7266,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.4303,153.4996,6/6/2012
5,05,,,,,,158.5663,,,164.5862,,,,,,,,197.6514,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.7688,154.6696,6/6/2012
6,06,,,,,,158.5613,,,159.2561,,,,,160.661,,,197.7108,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.3096,155.5291,6/6/2012
7,07,,,,,,158.5683,,161.9296,159.5737,,,,,160.661,,,197.5761,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,,,,65.6,65.6,148.3726,154.2679,6/6/2012
8,08,176.706,,184.219,,,159.2456,168.4003,161.1226,159.8375,,224.943,,,160.661,,,197.5472,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.0917,154.2108,6/6/2012
9,09,169.1558,,171.0646,,,159.2519,160.1889,161.3612,159.8487,,,,,160.661,,,197.5909,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.4222,154.9949,6/6/2012
10,10,169.8626,,169.7912,,,158.6061,160.227,161.3282,159.8705,,,,,160.661,,,197.5293,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.7126,154.5492,6/6/2012
11,11,169.0662,,169.1002,,,158.6333,160.5966,161.2555,159.9008,,,,,160.661,,,197.572,,,50,67.098,135.51,135.51,106.35,106.35,,63.371,,,,161.756,,,65.6,65.6,148.0801,154.2322,6/6/2012
