,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
12,12,,,,,,154.1718,155.3292,,,,,,,,156.223,148.156,,,190.9414,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.6051,1/8/2013
13,13,,,,,,154.162,155.3264,,162.7423,,,,,,156.223,148.156,,,190.9931,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.471,1/8/2013
14,14,,,,,,154.1658,155.327,,156.2078,,,,,,156.223,148.156,,,191.1036,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,149.6489,1/8/2013
15,15,,,,,,154.1591,155.3268,,156.9614,,,,,,156.223,148.156,,,191.1017,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,149.6489,1/8/2013
16,16,,,,,,154.1564,155.3469,,166.1245,,,,,,156.223,148.156,,,191.1188,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.9689,1/8/2013
17,17,,,,,,154.1597,155.0439,,165.6276,,,,,,156.223,148.156,,,191.0797,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,151.0811,1/8/2013
18,18,,,168.5086,,,154.1519,155.0444,159.7458,156.4345,,,,,,156.223,148.156,,,191.0243,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.7056,151.7718,1/8/2013
19,19,,,163.3797,,,154.1536,154.8678,160.01,156.7221,,,,,,156.223,148.156,,,191.0301,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.8101,150.003,1/8/2013
20,20,,,164.0044,,,154.1995,154.953,159.7695,156.5064,,,,,,156.223,148.156,,,191.0456,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,150.5036,1/8/2013
21,21,,,174.4257,,,155.0726,154.9686,159.7894,156.4637,,,,,,156.223,148.156,,,191.0678,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,150.8134,1/8/2013
22,22,,,,,,154.9379,154.8766,159.6821,160.1146,,,,,,156.223,148.156,,,191.0804,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.5653,1/8/2013
23,23,,,,,,154.1888,154.8401,159.5813,,,,,,,156.223,148.156,,,191.0312,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.2035,1/8/2013
0,0,,,,,,154.2002,154.7863,,,,,,,,156.223,148.156,,,191.0609,,,,,50,,155.826,155.826,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.0714,2/8/2013
1,1,,,,,,154.2024,154.8481,,,,,,,,156.223,148.156,,,191.0761,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.4994,2/8/2013
2,2,,,,,,154.2076,154.8734,,,,,,,,156.223,148.156,,,191.0337,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.5732,149.4994,2/8/2013
3,3,,,,,,154.1905,154.7227,,,,,,,,156.223,148.156,,,191.0779,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.6479,2/8/2013
4,4,,,,,,154.1759,154.6622,,,,,,,,156.223,148.156,,,191.0094,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,152.0122,2/8/2013
5,5,,,,,,154.1839,154.6724,,,,,,,,156.223,148.156,,,191.012,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.5767,151.2463,2/8/2013
6,6,,,,,,154.1866,154.6804,,,,,,,,156.223,148.156,,,191.0562,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,144.4109,149.6357,2/8/2013
7,7,,,,,,154.2041,154.7284,,,,,,,,156.223,148.156,,,191.0228,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.9266,2/8/2013
8,8,,,,,,154.1708,154.9414,,160.6609,,,,,,156.223,148.156,,,190.9164,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.5854,2/8/2013
9,9,,,,,,154.7463,154.9696,,156.4546,,,,,,156.223,148.156,,,190.9367,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.5489,2/8/2013
10,10,,,,,,155.1311,154.9953,,156.3167,,,,,,156.223,148.156,,,191.062,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,149.558,2/8/2013
11,11,,,,,,155.2387,155.0103,,155.8888,,,,,,156.223,148.156,,,191.0467,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.5845,2/8/2013
12,12,,,,,,155.2831,155.1671,,155.9424,,,,,,156.223,148.156,,,190.9363,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.4384,2/8/2013
13,13,,,,,,155.3065,155.0076,,156.0109,,,,,,156.223,148.156,,,190.8907,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.4384,2/8/2013
14,14,,,,,,155.298,154.9952,,155.9134,,,,,,156.223,148.156,,,190.9102,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.4384,2/8/2013
15,15,,,,,,155.004,155.0016,,155.9847,,,,,,156.223,148.156,,,191.1007,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.9875,2/8/2013
16,16,,,,,,154.2319,154.9327,,155.6954,,,,,,156.223,148.156,,,191.1914,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,151.2502,2/8/2013
17,17,,,,,,154.2086,154.8304,,155.5705,,,,,,156.223,148.156,,,191.2328,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.6726,151.2502,2/8/2013
18,18,,,,,,154.1582,154.738,,155.5847,,,,,,156.223,148.156,,,191.2557,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,157.194,,,66.857,66.857,143.9552,150.5737,2/8/2013
19,19,,,,,,154.1412,154.7046,,155.5685,,,,,,156.223,148.156,,,191.2803,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,150.3336,2/8/2013
20,20,,,,,,154.1289,154.6825,,160.6773,,,,,,156.223,148.156,,,191.272,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,150.1053,2/8/2013
21,21,,,,,,154.1629,154.7251,,,,,,,,156.223,148.156,,,191.2336,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.6648,2/8/2013
22,22,,,,,,154.1063,154.709,,,,,,,,156.223,148.156,,,191.3247,,,,,50,,155.826,155.826,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.652,2/8/2013
23,23,,,,,,154.1391,161.4445,,,,,,,,,148.156,,,191.356,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.3165,2/8/2013
0,0,,,,,,154.1346,,,,,,,,,,148.156,,,191.4074,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.669,3/8/2013
1,1,,,,,,154.1277,,,,,,,,,,148.156,,,191.3976,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.5938,150.4857,3/8/2013
2,2,,,,,,154.1389,,,,,,,,,,148.156,,,191.4431,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.6219,149.5757,3/8/2013
3,3,,,,,,154.1505,,,,,,,,,,148.156,,,191.4694,,,,,50,,155.826,155.826,,,,64.199,64.199,,,,,,,66.857,66.857,143.5203,149.2606,3/8/2013
4,4,,,,,,154.1376,,,,,,,,,,148.156,,,191.4969,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.4177,3/8/2013
5,5,,,,,,154.1332,,,,,,,,,,148.156,,,191.3342,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.4177,3/8/2013
6,6,,,,,,154.13,,,169.283,,,,,,,148.156,,,191.1532,,,,,50,,155.826,155.826,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.4177,3/8/2013
7,7,,,,,,154.1269,,,158.5813,,,,,,156.223,148.156,,,191.1286,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.7116,3/8/2013
8,8,,,,,,154.1294,,,155.5471,,,,,,156.223,148.156,,,191.1224,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,149.8333,3/8/2013
9,9,,,,,,154.1355,,159.566,155.5882,,,,,,156.223,148.156,,,191.1189,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,149.702,3/8/2013
10,10,,,,,,154.14,179.0529,160.1056,155.9359,,,,,,156.223,148.156,,,191.0341,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,149.483,3/8/2013
11,11,,,,,,154.1659,158.8322,160.2025,156.039,,,,,,156.223,148.156,,,190.9779,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,150.852,3/8/2013
12,12,,,,,,154.2413,157.5857,159.9807,156.0606,,,,,,156.223,148.156,,,190.9355,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,151.0317,3/8/2013
13,13,,,,,,154.2277,161.7729,,156.0399,,,,,,156.223,148.156,,,190.8961,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.988,3/8/2013
14,14,,,,,,154.2518,,159.566,162.661,,,,,,156.223,148.156,,,190.9062,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.51,151.5467,3/8/2013
15,15,,,,,,154.2215,,159.5668,,,,,,,156.223,148.156,,,190.9378,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,151.4655,3/8/2013
16,16,,,,,,154.2252,,159.5707,,,,,,,156.223,148.156,,,190.9863,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,151.2404,3/8/2013
17,17,,,,,,154.2336,,159.566,,,,,,,156.223,148.156,,,190.9276,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,151.2404,3/8/2013
18,18,178.9832,,168.9236,,,154.2103,,159.6292,163.2084,,,,,,156.223,148.156,,,190.9279,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,150.1943,3/8/2013
19,19,165.4659,,163.7097,,,154.1123,,159.0639,155.5606,,,,,,156.223,148.156,,,190.9968,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.8099,149.5994,3/8/2013
20,20,173.6268,,172.9,,,154.132,,159.4148,155.9692,,,,,,156.223,148.156,,,191.171,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,157.194,,,66.857,66.857,144.1446,149.5653,3/8/2013
21,21,,,,,,154.1454,,159.566,156.0066,,,,,,156.223,148.156,,,191.2249,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.2692,3/8/2013
22,22,,,,,,154.1389,,159.5661,159.5409,,,,,,156.223,148.156,,,191.2988,,,,,50,,155.826,155.826,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.0485,3/8/2013
23,23,,,,,,154.1414,,159.566,,,,,,,156.223,148.156,,,191.3108,,,,,50,,155.826,155.826,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.4367,3/8/2013
0,0,,,,,,156.3896,,159.566,,,,,,,,148.156,,,191.3126,,,,,50,,155.826,155.826,,,,64.199,64.199,,,,,,,66.857,66.857,143.5725,150.213,4/8/2013
1,1,,,,,,,,159.5661,,,,,,,,148.156,,,191.2277,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.8994,150.8687,4/8/2013
2,2,,,,,,,,159.566,,,,,,,,148.156,,,191.2684,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.6618,150.6762,4/8/2013
3,3,,,,,,,,159.5661,,,,,,,,148.156,,,191.281,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,144.0155,152.585,4/8/2013
4,4,,,,,,,,159.566,,,,,,,,148.156,,,191.4222,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,152.2635,4/8/2013
5,5,,,,,,,,159.566,,,,,,,,148.156,,,191.3817,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,144.1687,155.0766,4/8/2013
6,6,,,,,,,,159.5661,,,,,,,,148.156,,,191.3588,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,144.0688,162.0342,4/8/2013
7,7,,,,,,,,159.566,,,,,,,,148.156,,,191.3907,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,144.1048,155.6584,4/8/2013
8,8,,,,,,155.0901,,159.566,,,,,,,,148.156,,,191.3412,,,,,50,,155.826,155.826,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.8454,4/8/2013
9,9,,,,,,154.0234,,159.566,,,,,,,,148.156,,,191.411,,,,,50,,155.826,155.826,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.5396,4/8/2013
10,10,,,,,,154.0717,,159.566,,,,,,,,148.156,,,191.3647,,,,,50,,155.826,155.826,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.5396,4/8/2013
11,11,,,,,,154.5878,,159.566,,,,,,,,148.156,,,191.3802,,,,,50,,155.826,155.826,156.223,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.5305,4/8/2013
12,12,,,,,,155.5496,,159.566,,,,,,,156.223,148.156,,,191.3995,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.4851,4/8/2013
13,13,,,,,,154.0379,,159.566,,,,,,,156.223,148.156,,,191.059,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.1375,4/8/2013
14,14,,,,,,154.0489,,159.566,,,,,,,,148.156,,,191.0786,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,144.182,150.0563,4/8/2013
15,15,,,,,,154.0597,,159.566,,,,,,,,148.156,,,191.0859,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.7596,149.7243,4/8/2013
16,16,,,,,,154.0564,,159.566,,,,,,,,148.156,,,191.0413,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.5095,4/8/2013
17,17,,,,,,154.0497,,159.566,,,,,,,156.223,148.156,,,191.0449,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,150.3658,4/8/2013
18,18,,,,,,154.0462,,159.5661,160.147,,,,,,156.223,148.156,,,191.054,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,149.5031,4/8/2013
19,19,,,,,,154.062,160.186,159.6709,155.5908,232.342,,,,,156.223,148.156,,,191.041,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.5024,149.5368,4/8/2013
20,20,,,,,,154.0537,154.7126,159.475,157.8994,,,,,,156.223,148.156,,,191.0264,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,157.194,,,66.857,66.857,143.6975,149.8443,4/8/2013
21,21,,,,,,154.063,159.9527,159.566,169.283,,,,,,156.223,148.156,,,191.0044,,,,,50,,155.826,155.826,156.223,156.223,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.8244,4/8/2013
22,22,,,,,,154.9184,173.2816,159.566,,,,,,,156.223,148.156,,,190.966,,,,,50,,155.826,155.826,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.7131,4/8/2013
23,23,,,,,,,,159.566,,,,,,,156.223,148.156,,,190.8882,,,,,50,,155.826,,,,,64.199,64.199,,,,,,,66.857,66.857,143.5024,149.8553,4/8/2013
0,0,,,,,,,,159.673,,,,,,,,148.261,,,190.9803,,,,,50,,155.937,,,,,64.199,64.199,,,,,,,66.857,66.857,144.5147,151.9391,5/8/2013
1,1,,,,,,,,159.673,,,,,,,,148.261,,,191.0318,,,,,50,,,,,,,64.199,64.199,,,,,,,66.857,66.857,144.22,152.1067,5/8/2013
2,2,,,,,,,,159.673,,,,,,,,148.261,,,191.0481,,,,,50,,,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.7245,152.934,5/8/2013
3,3,,,,,,,,159.673,,,,,,,,,,,191.0572,,,,,50,,,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6098,153.3706,5/8/2013
4,4,,,,,,,,159.673,,,,,,,,148.261,,,191.0989,,,,,50,,,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.871,152.8496,5/8/2013
5,5,,,,,,156.1726,,159.6732,,,,,,,,148.261,,,191.0688,,,,,50,,,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.1176,5/8/2013
6,6,,,,,,155.5407,158.009,159.673,,,,,,,,148.261,,,191.0503,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.9783,5/8/2013
7,7,,,,,,155.1101,154.9893,159.673,,,,,,,156.328,148.261,,,191.0782,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.8565,5/8/2013
8,8,,,,,,155.0929,154.9773,159.673,167.9824,,,,,,156.328,148.261,,,191.1021,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.46,5/8/2013
9,9,,,,,,154.809,155.0127,159.673,157.0578,,,,,,156.328,148.261,,,191.0931,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.381,5/8/2013
10,10,,,,,,154.2331,155.2498,159.673,156.1338,,,,,,156.328,148.261,,,191.1065,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.214,5/8/2013
11,11,,,,,,154.2345,155.0344,159.8345,156.1212,,229.485,,,,156.328,148.261,,,191.1191,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.4167,5/8/2013
12,12,,,,,,154.8881,155.1029,159.9063,156.4154,,,,,,156.328,148.261,,,191.1123,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.804,5/8/2013
13,13,,,,,,155.2926,155.1577,160.1031,156.1876,,,,,,156.328,148.261,,,191.0706,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,151.0735,5/8/2013
14,14,,,,,,155.2418,155.15,160.1008,155.9871,,,,,,156.328,148.261,,,191.0608,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,144.4758,151.2887,5/8/2013
15,15,,,,,,155.2344,155.1676,159.673,155.6643,,,,,,156.328,148.261,,,191.106,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,144.2368,150.9496,5/8/2013
16,16,,,,,,155.2406,155.1707,159.673,160.9067,,,,,,156.328,148.261,,,191.1397,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,151.0125,5/8/2013
17,17,,,,,,154.2855,155.0529,159.673,,,,,,,156.328,148.261,,,191.1358,,,,,50,,155.937,155.937,156.328,,,64.199,64.199,,,,,,,66.857,66.857,144.0842,150.8763,5/8/2013
18,18,,,,,,154.1,155.0253,159.673,159.155,,,,,,156.328,148.261,,,191.1028,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6344,149.9586,5/8/2013
19,19,,,,,,154.0988,155.0037,159.673,156.6619,,,,,,156.328,148.261,,,191.1169,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.8849,5/8/2013
20,20,,,,,,154.1102,154.9907,159.6731,167.9101,,,,,,156.328,148.261,,,191.1141,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.2561,5/8/2013
21,21,,,,,,154.1007,155.0175,159.6732,,,,,,,156.328,148.261,,,191.0714,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.9455,5/8/2013
22,22,,,,,,154.0911,155.0139,159.6732,,,,,,,,148.261,,,191.0536,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,151.0812,5/8/2013
23,23,,,,,,154.1117,155.051,159.6732,,,,,,,,148.261,,,191.0163,,,,,50,,155.937,,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.6321,5/8/2013
0,0,,,,,,154.1034,155.0134,159.6733,,,,,,,,148.261,,,191.0199,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,151.1795,6/8/2013
1,1,,,,,,154.0966,155.1781,159.6733,,,,,,,,148.261,,,191.0372,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,151.3258,6/8/2013
2,2,,,,,,154.0933,155.1838,159.6733,,,,,,,,148.261,,,191.0561,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6768,149.5195,6/8/2013
3,3,,,,,,154.1067,155.0224,159.673,,,,,,,,148.261,,,191.0655,,,,,50,,155.937,,,,,64.199,64.199,,,,,,,66.857,66.857,143.9389,150.7073,6/8/2013
4,4,,,,,,154.0912,155.0142,159.6732,,,,,,,,148.261,,,191.134,,,,,50,,,,,,,64.199,64.199,,,,,,,66.857,66.857,144.3084,150.6193,6/8/2013
5,5,,,,,,154.079,155.0201,159.6731,,,,,,,,148.261,,,191.3405,,,,,50,,155.937,,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.7824,6/8/2013
6,6,,,,,,154.0867,155.0282,159.6731,,,,,,,,148.261,,,191.3953,,,,,50,,155.937,,,,,64.199,64.199,,,,,,,66.857,66.857,144.5655,149.891,6/8/2013
7,7,,,,,,154.2473,155.0244,159.6731,,,,,,,,148.261,,,191.3851,,,,,50,,155.937,155.937,156.328,,,64.199,64.199,,,,,,,66.857,66.857,143.6512,149.7704,6/8/2013
8,8,,,,,,154.9649,155.0466,159.673,,,,,,,156.328,148.261,,,191.4177,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.7654,6/8/2013
9,9,,,,,,154.9625,155.0586,,,,,,,,156.328,148.261,,,191.3373,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.5982,6/8/2013
10,10,,,,,,155.0712,155.081,,168.5523,,,,,,156.328,148.261,,,191.3387,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.4207,6/8/2013
11,11,,,,,,155.1111,155.1066,,157.0802,,,,,,156.328,148.261,,,191.2825,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.8893,6/8/2013
12,12,,,,,,155.1755,155.1787,,156.0613,,,,,,156.328,148.261,,,191.2274,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.0881,6/8/2013
