,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
8,8,174.0892,,181.478,,,156.4748,157.7487,159.1675,166.8471,,,,,,158.23,,,,,204.6187,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.9734,151.5752,30/11/2012
9,9,165.7522,178.3103,170.3617,,,156.626,157.7437,159.3775,159.6726,,,,,,158.23,,,,,204.8926,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6172,151.6875,30/11/2012
10,10,166.7425,167.11,167.1707,,,156.1433,157.7759,159.3675,159.8135,,,,,,158.23,,,,,204.81,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6139,151.6905,30/11/2012
11,11,166.4364,166.9204,167.2614,182.528,171.5802,156.1778,157.7745,159.2283,159.8242,,,,,,158.23,,,,,204.8336,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6213,151.6905,30/11/2012
12,12,165.9215,166.979,167.1351,,168.895,156.1408,157.7683,159.159,159.7197,,,,,,158.23,,,,,204.8336,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6156,152.0118,30/11/2012
13,13,165.9565,166.9689,167.1442,,169.1896,156.8759,157.7932,159.23,159.4952,,,,,,158.23,,,,,204.8336,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6192,151.3696,30/11/2012
14,14,165.9476,166.964,167.1935,,168.656,156.9002,157.8046,159.2471,159.1913,,,,,,158.23,,,,,204.8336,,50,33.486,,166.59,166.59,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6138,151.7508,30/11/2012
15,15,165.9495,166.9768,167.2127,,168.2707,155.8573,157.6426,158.7311,159.157,,,,,,158.23,,,,,204.7999,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6723,151.7493,30/11/2012
16,16,165.8383,174.948,171.9263,,177.8049,155.6166,157.3837,158.7191,159.1453,,,,,,158.23,,,,,204.8147,,50,33.486,,,,,,64.199,,,,159.161,157.775,,65.595,65.595,146.5815,153.0028,30/11/2012
17,17,165.8083,170.5763,171.7824,,183.091,155.5712,157.2838,158.7509,159.0138,,,,,,158.23,,,,,204.8764,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.9835,151.7034,30/11/2012
18,18,165.804,166.872,166.9332,,,155.5819,157.2815,158.7244,159.2129,,,,,,158.23,,,,,204.9157,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6328,151.3183,30/11/2012
19,19,165.8459,169.8999,166.7815,,,155.5901,157.2799,158.7149,159.2038,,,,,,158.23,,,,,204.8855,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6307,151.8413,30/11/2012
20,20,165.827,,165.9106,,,155.5789,157.2897,158.0898,159.1804,,,,,,158.23,,,,,204.9203,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6769,151.139,30/11/2012
21,21,170.1453,,169.368,,,155.5922,157.2979,158.0822,159.4011,,,,,,158.23,,,,,204.8089,,50,33.486,,,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6264,151.8193,30/11/2012
22,22,,,,,,155.5807,157.2836,158.0771,167.7768,,,,,,158.23,,,,,204.8027,,50,33.486,,,,,,64.199,,,,159.161,157.775,,65.595,65.595,146.0648,152.9203,30/11/2012
23,23,,,,,,155.5739,157.2766,159.5398,,,,,,,158.23,,,,,204.8756,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.7164,151.4445,30/11/2012
