,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
19,19,,,,,,154.0573,155.6768,157.7733,,,,,,,156.654,148.875,,,192.2415,202.7815,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,150.2865,18/11/2012
20,20,,,,,,153.991,155.6867,157.5779,,,,,,,156.654,148.875,,,192.08,202.5735,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.8068,151.1772,18/11/2012
21,21,,,,,,155.4133,176.7151,,,,,,,,156.654,148.875,,,192.0647,202.3678,,50,66.029,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.4345,150.5386,18/11/2012
22,22,,,,,,,182.559,,,,,,,,,148.875,,,192.0288,202.5468,,50,66.029,165.62,,,,,64.199,,,,,,,65.595,65.595,144.07,155.0545,18/11/2012
23,23,,,,,,,182.559,,,,,,,,,148.875,,,192.0208,202.5735,,50,66.029,165.62,,,,,64.199,,,,,,,65.595,65.595,144.5099,,18/11/2012
0,0,,,,,,,183.549,,,,,,,,,,,,193.1254,203.7531,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,146.8634,,19/11/2012
1,1,,,,,,,183.549,,,,,,,,157.49,,,,193.108,203.8762,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,146.3245,,19/11/2012
2,2,,,,,,,183.549,,,,,,,,,,,,193.2809,203.6245,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,153.4765,,19/11/2012
3,3,,,,,,,183.549,,,,,,,,,,,,193.2775,203.5405,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,147.2464,,19/11/2012
4,4,,,,,,,183.549,,,,,,,,,149.716,,,193.2793,203.7891,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.3536,,19/11/2012
5,5,,,,,,,183.549,,,,,,,,,149.716,,,193.2793,203.8201,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,145.1608,156.3096,19/11/2012
6,6,,,,,,156.5377,183.549,,,,,,,,157.49,149.716,,,193.2589,203.5794,,50,66.252,166.73,,,,,64.199,,,,,156.991,,65.595,65.595,144.9629,151.9015,19/11/2012
7,7,,,,,,155.4281,163.4022,,,,,,,,157.49,149.716,,,193.2138,203.8015,,50,66.252,166.73,,,,,64.199,,,,,156.991,,65.595,65.595,145.6778,152.0271,19/11/2012
8,8,,,,,,155.4393,156.7624,,,,,,,,157.49,149.716,,,193.0423,204.0104,,50,66.252,,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.9435,151.584,19/11/2012
9,9,,,,,,155.4391,156.8734,158.4474,170.915,,,,,,157.49,149.716,,,193.2365,203.8957,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,150.6404,19/11/2012
10,10,180.5588,,,,,155.4298,156.7014,158.7588,163.0697,,,,,,157.49,149.716,,,193.1959,204.1982,,50,66.252,166.73,,,167.7,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,150.7469,19/11/2012
11,11,166.4282,,,,,155.4268,156.7578,159.2069,160.2673,,,,,,157.49,149.716,,,193.3493,203.841,,50,66.252,166.73,,,167.7,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.4007,19/11/2012
12,12,170.5356,,,,,155.4381,156.603,159.2288,160.3391,,,,,,157.49,149.716,,,193.5207,203.7911,,50,66.252,166.73,,,167.7,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,150.8531,19/11/2012
13,13,168.094,,,,,155.4733,156.5817,159.2226,160.3143,,,,,,157.49,149.716,,,193.5207,203.7553,,50,66.252,166.73,,,167.7,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,150.6342,19/11/2012
14,14,165.1152,168.3714,,,,154.9929,156.6269,159.2606,160.2522,,,,,,157.49,149.716,,,193.5207,203.6751,,50,66.252,166.73,,,167.7,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.1553,19/11/2012
15,15,165.1322,167.5726,,,,154.9953,156.7652,158.7441,160.2061,,,,,,157.49,149.716,,,193.45,203.9078,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.2988,152.054,19/11/2012
16,16,171.5021,,,,,154.9914,156.6229,158.6409,159.5253,,,,,,157.49,149.716,,,193.3628,203.8682,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.2641,151.7872,19/11/2012
17,17,171.0937,169.5383,171.1272,,,154.9403,156.5898,158.641,159.0033,,,,,,157.49,149.716,,,193.3968,203.832,,50,66.252,166.73,,,167.7,,64.199,,,,158.37,156.991,,65.595,65.595,145.2302,151.422,19/11/2012
18,18,165.0766,164.9183,166.414,,,154.7918,156.5266,158.6409,159.0008,,,,,,157.49,149.716,,,193.1778,203.9114,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.4453,19/11/2012
19,19,165.088,166.5832,171.1623,,,154.8115,156.546,158.6471,159.0272,,,,,,157.49,149.716,,,193.3453,203.832,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.5606,19/11/2012
20,20,169.9944,179.316,,,,154.797,156.5316,158.0709,162.9015,,,,,,157.49,149.716,,,193.4553,203.832,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.1523,151.212,19/11/2012
21,21,,,,,,154.814,156.5449,158.5151,,,,,,,157.49,149.716,,,193.4553,203.832,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.61,19/11/2012
22,22,,,,,,154.8061,156.6672,,,,,,,,157.49,149.716,,,193.4553,203.832,,50,66.252,166.73,,,,,64.199,,,,,156.991,,65.595,65.595,145.3508,152.0905,19/11/2012
23,23,,,,,,154.8025,170.7328,,,,,,,,,149.716,,,193.4553,203.832,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.8541,153.6592,19/11/2012
0,0,,,,,,155.4439,,,,,,,,,,149.716,,,193.4553,203.8839,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,145.4417,,20/11/2012
1,1,,,,,,154.8108,,,,,,,,,,,,,193.4331,203.5152,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,145.5648,,20/11/2012
2,2,,,,,,154.7992,,,,,,,,,,,,,193.2396,203.5188,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,145.5902,,20/11/2012
3,3,,,,,,154.7907,,,,,,,,,,,,,193.1917,203.6573,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,145.9958,,20/11/2012
4,4,,,,,,154.8027,180.2655,,,,,,,,,,,,193.1917,203.5452,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,144.8924,153.2581,20/11/2012
5,5,,,,,,154.794,160.803,,,,,,,,,149.716,,,193.1917,203.8665,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.2121,151.6303,20/11/2012
6,6,,,,,,154.7973,156.4807,,,,,,,,,149.716,,,193.1917,204.0317,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.8956,152.19,20/11/2012
7,7,,,,,,154.8142,156.5225,,,,,,,,157.49,149.716,,,193.2825,204.1353,,50,66.252,,,,,,64.199,,,,,156.991,,65.595,65.595,145.0965,151.3841,20/11/2012
8,8,,,,,,155.3106,156.7233,,,,,,,,157.49,149.716,,,193.3235,203.7437,,50,66.252,166.73,,,,,64.199,,,,,156.991,,65.595,65.595,144.867,151.0322,20/11/2012
9,9,,,,,,155.4077,156.7621,158.4042,169.7187,,,,,,157.49,149.716,,,193.3235,203.6409,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,150.7614,20/11/2012
10,10,180.822,171.7464,179.2483,,,155.4046,156.7762,158.5158,159.962,,,,,,157.49,149.716,,,193.3235,203.586,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,150.5308,20/11/2012
11,11,167.7854,164.8178,169.1695,,,155.2894,156.6808,158.6457,159.1499,,,,,,157.49,149.716,,,193.3783,203.6797,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,150.8486,20/11/2012
12,12,165.0526,164.9878,173.1154,,,154.8905,156.5679,158.606,158.9807,,,,,,157.49,149.716,,,193.389,203.6797,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.5586,151.4031,20/11/2012
13,13,165.0998,165.0051,177.8334,,,154.9738,156.5828,158.5925,159.0122,,,,,,157.49,149.716,,,193.4205,203.6797,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,150.6967,20/11/2012
14,14,165.1306,165.0264,167.7624,,,155.0108,156.6635,158.8562,159.3298,,,,,,157.49,149.716,,,193.3014,203.6797,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.1058,20/11/2012
15,15,165.066,164.9964,168.1405,,,154.9967,156.6734,159.2046,159.4587,,,,,,157.49,149.716,,,193.3014,203.6599,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.0473,20/11/2012
16,16,165.1059,164.9871,176.5651,,,155.0022,156.6767,159.2732,158.9927,,,,,,157.49,149.716,,,193.3508,203.6734,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.8822,20/11/2012
17,17,165.0672,164.9344,171.9224,,,154.9465,156.6411,159.2441,158.4136,,,,,,157.49,149.716,,,193.2359,203.9169,,50,66.252,166.73,,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.1516,20/11/2012
18,18,165.049,164.902,167.8601,170.3629,170.0277,154.8496,156.5752,159.0658,158.3763,,,,,,157.49,149.716,,,193.2359,204.0151,,50,66.252,166.73,,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.8936,20/11/2012
19,19,165.0219,165.9355,167.8732,176.9145,173.2488,154.8159,156.5575,158.5945,158.4279,,,,,,157.49,149.716,,,193.2512,204.0151,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.0314,20/11/2012
20,20,167.0362,167.9829,173.5161,,,154.8087,156.5542,158.0929,158.4299,,,,,,157.49,149.716,,,193.418,204.0151,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.2619,151.677,20/11/2012
21,21,,,,,,154.8101,156.5619,158.3955,163.6768,,,,,,157.49,149.716,,,193.4553,204.0151,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.812,152.2768,20/11/2012
22,22,,,,,,154.7942,156.5363,,,,,,,,157.49,149.716,,,193.4516,203.9579,,50,66.252,,,,,,64.199,,,,,156.991,,65.595,65.595,145.5636,151.6395,20/11/2012
23,23,,,,,,155.0114,161.8549,,,,,,,,,149.716,,,193.389,203.9537,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.3083,152.0004,20/11/2012
0,0,,,,,,158.4851,183.549,,,,,,,,,149.716,,,193.4056,203.9537,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.0557,152.8099,21/11/2012
1,1,,,,,,,,,,,,,,,,149.716,,,193.3857,204.2157,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.4273,156.5259,21/11/2012
2,2,,,,,,,,,,,,,,,,149.716,,,193.4136,203.5605,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,145.7489,155.5788,21/11/2012
3,3,,,,,,,,,,,,,,,,149.716,,,193.4332,203.5569,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,144.9992,163.353,21/11/2012
4,4,,,,,,,,,,,,,,,,149.716,,,193.4332,203.5239,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,144.8672,153.8583,21/11/2012
5,5,,,,,,155.4694,159.7792,,,,,,,,,149.716,,,193.4332,203.9274,,50,66.252,166.73,,,,,64.199,,,,,156.991,,65.595,65.595,145.3185,151.5406,21/11/2012
6,6,,,,,,154.7745,156.4965,,,,,,,,,149.716,,,193.4332,204.1499,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.9265,151.9413,21/11/2012
7,7,,,,,,155.3127,156.5262,,,,,,,,157.49,149.716,,,193.3654,203.93,,50,66.252,166.73,166.73,167.7,167.7,,64.199,,,,158.37,156.991,,65.595,65.595,144.9177,151.0261,21/11/2012
8,8,167.944,,,,,155.4039,156.5582,158.5366,162.2551,,,,,,157.49,149.716,,,193.3523,203.7911,,50,66.252,166.73,166.73,167.7,167.7,,64.199,,,,158.37,156.991,,65.595,65.595,147.3437,151.8364,21/11/2012
9,9,165.438,,,,,155.4011,156.9224,158.4466,159.0402,,,,,,157.49,149.716,,,193.3235,203.7706,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.8884,150.7966,21/11/2012
10,10,165.022,172.4458,,,178.3209,155.3888,157.0064,159.2619,159.0879,,,,,,157.49,149.716,,,193.3235,203.6808,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.493,21/11/2012
11,11,165.0229,164.8086,172.0849,,171.2486,155.4463,157.0286,159.2686,159.4485,,,,,,157.49,149.716,,,193.3486,203.8079,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.4376,151.9021,21/11/2012
12,12,172.7295,174.7324,167.6837,,,155.5536,156.9622,159.1519,159.1075,,,,,,157.49,149.716,,,193.3862,203.9189,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.8359,21/11/2012
13,13,168.6135,,167.8349,,,155.5419,156.8762,158.8851,159.0074,,,,,,157.49,149.716,,,193.552,203.7275,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.1639,151.4839,21/11/2012
14,14,165.0302,,167.9184,,,155.0677,156.9437,159.2128,159.0126,,,,,,157.49,149.716,,,193.5108,203.7216,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.866,151.4217,21/11/2012
15,15,165.0413,,167.5873,,,155.0418,156.9198,159.2152,159.0382,,,,,,157.49,149.716,,,193.5207,203.7136,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.8453,151.2206,21/11/2012
16,16,168.2334,,178.0758,,,154.9247,156.7361,158.5977,158.8187,,,,,,157.49,149.716,,,193.4958,203.5395,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.3213,151.3526,21/11/2012
17,17,172.3233,168.4432,173.667,,,154.832,156.5865,158.6148,158.5449,,,,,,157.49,149.716,,,193.4033,203.5558,,50,66.252,166.73,,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,145.3485,151.7454,21/11/2012
18,18,165.0431,164.8843,169.9502,,,154.7956,156.5507,158.5802,158.5239,,,,,,157.49,149.716,,,193.4111,203.503,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.8567,151.4967,21/11/2012
19,19,165.0708,169.0452,,181.706,,154.814,156.5285,158.6164,158.5322,,,,,,157.49,149.716,,,193.4111,204.056,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.8576,151.829,21/11/2012
20,20,169.3255,,,,,154.8073,156.5232,158.3617,161.4949,,,,,,157.49,149.716,,,193.4111,203.7868,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.5658,151.788,21/11/2012
21,21,,,,,,154.7984,156.5272,,,,,,,,157.49,149.716,,,193.4111,203.8637,,50,66.252,,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,152.1162,21/11/2012
22,22,,,,,,154.8079,166.9993,,,,,,,,,149.716,,,193.4111,203.8627,,50,66.252,,,,,,64.199,,,,,156.991,,65.595,65.595,144.9772,151.4029,21/11/2012
23,23,,,,,,154.7989,,,,,,,,,,,,,193.4111,203.8502,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,144.8686,150.7514,21/11/2012
0,0,,,,,,157.3412,,,,,,,,,,,,,193.4111,204.0287,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.376,152.2164,22/11/2012
1,1,,,,,,,,,,,,,,,,,,,193.3899,204.153,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,144.937,151.5049,22/11/2012
2,2,,,,,,,,,,,,,,,,,,,193.2116,204.1675,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.2077,151.7137,22/11/2012
3,3,,,,,,,,,,,,,,,,,,,193.2138,204.1675,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,144.9187,151.2577,22/11/2012
4,4,,,,,,155.9384,,,,,,,,,,149.716,,,193.2138,204.1675,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.0516,150.9331,22/11/2012
5,5,,,,,,154.7833,,,,,,,,,,149.716,,,193.2138,204.0684,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,145.0906,151.3366,22/11/2012
6,6,,,,,,154.7924,180.5071,,,,,,,,,149.716,,,193.2138,204.021,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,144.867,150.4729,22/11/2012
7,7,,,,,,154.7933,157.5708,,,,,,,,157.49,149.716,,,193.1829,203.8897,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.3346,151.2331,22/11/2012
8,8,,,,,,154.8057,156.7773,,,,,,,,157.49,149.716,,,193.1696,203.9955,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.6907,22/11/2012
9,9,,179.8533,,,,154.8032,156.7812,158.8642,,,,,,,157.49,149.716,,,193.2399,203.8952,,50,66.252,166.73,,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.2407,22/11/2012
10,10,178.3767,165.4362,172.4909,,,155.3532,156.783,158.2901,,,,,,,157.49,149.716,,,193.3906,203.7122,,50,66.252,166.73,,167.7,167.7,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,150.8473,22/11/2012
11,11,166.6335,164.911,166.6735,171.4212,,155.4483,156.7985,159.0557,162.2385,,,,,,157.49,149.716,,,193.3506,203.8013,,50,66.252,166.73,,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,145.4687,151.2275,22/11/2012
12,12,167.0619,164.9208,166.4353,,,155.4971,156.7976,158.6803,159.1098,,,,,,157.49,149.716,,,193.3677,203.8013,,50,66.252,166.73,,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,145.8372,151.5738,22/11/2012
13,13,166.7169,164.9457,170.4089,,,155.4996,156.8069,158.6535,158.884,,,,,,157.49,149.716,,,193.3677,203.5897,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.2111,151.2545,22/11/2012
14,14,166.3257,168.2715,,,,155.534,156.832,158.6649,159.1198,,,,,,157.49,149.716,,,193.3677,203.4045,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.7469,152.095,22/11/2012
15,15,166.3111,,,,,155.4845,156.7588,158.6318,159.6184,,,,,,157.49,149.716,,,193.4107,203.4828,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.6121,151.66,22/11/2012
16,16,173.1466,,,,,155.1287,156.566,158.6217,159.0184,,,,,,157.49,149.716,,,193.2983,203.5607,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.8025,152.005,22/11/2012
17,17,170.2483,169.1304,171.334,,,154.7932,156.5885,158.5304,158.5194,,,,,,157.49,149.716,,,193.291,203.8755,,50,66.252,166.73,,167.7,167.7,,64.199,,,,158.37,156.991,,65.595,65.595,144.9639,151.306,22/11/2012
18,18,165.0589,164.874,169.375,,,154.7924,156.5012,157.97,158.5183,,,,,,157.49,149.716,,,193.2771,203.8123,,50,66.252,166.73,,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,151.3289,22/11/2012
19,19,165.0525,164.9003,,,,154.7986,156.5074,157.9255,158.5282,,,,,,157.49,149.716,,,193.1677,203.7706,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.867,150.4434,22/11/2012
20,20,169.326,172.0817,,,,154.8191,156.5316,157.5286,161.0055,,,,,,157.49,149.716,,,193.286,203.7741,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.6279,151.4309,22/11/2012
21,21,,,,,,154.826,156.5435,159.0495,,,,,,,157.49,149.716,,,193.3624,203.7399,,50,66.252,166.73,,,,,64.199,,,,,156.991,,65.595,65.595,144.9211,151.5602,22/11/2012
22,22,,,,,,156.7786,168.3894,,,,,,,,,149.716,,,193.3235,203.7996,,50,66.252,,,,,,64.199,,,,,156.991,,65.595,65.595,145.5528,152.8413,22/11/2012
23,23,,,,,,,,,,,,,,,,149.716,,,193.3235,203.8013,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.6685,155.8561,22/11/2012
0,0,,,,,,,,,,,,,,,,149.716,,,193.3235,203.7941,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,146.3944,161.5289,23/11/2012
1,1,,,,,,,,,,,,,,,,149.716,,,193.3456,203.9799,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,147.1091,,23/11/2012
2,2,,,,,,,,,,,,,,,,,,,193.3265,204.0253,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,146.6635,,23/11/2012
3,3,,,,,,,,,,,,,,,,,,,193.4111,204.1388,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,146.471,,23/11/2012
4,4,,,,,,,,,,,,,,,,149.716,,,193.4111,203.9612,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,144.8946,159.4252,23/11/2012
5,5,,,,,,,,,,,,,,,,149.716,,,193.4111,203.9704,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,144.867,155.6253,23/11/2012
6,6,,,,,,155.9562,,,,,,,,,,149.716,,,193.3349,203.9356,,50,66.252,166.73,,,,,64.199,,,,,,,65.595,65.595,144.8848,151.2438,23/11/2012
7,7,,,,,,155.4061,160.1022,,,,,,,,,,,,193.4111,203.787,,50,66.252,166.73,,,,,64.199,,,,,156.991,,65.595,65.595,144.8703,151.4173,23/11/2012
8,8,,,,,,155.4063,156.9239,,,,,,,,157.49,,,,193.3857,203.7388,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.8696,151.0244,23/11/2012
9,9,,,,,,154.9343,156.8336,158.7054,170.1777,,,,,,157.49,,,,193.2866,203.7409,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.8744,151.3614,23/11/2012
10,10,,,169.9178,,,154.8523,156.8383,158.6247,159.8988,,,,,,157.49,,,,193.3276,203.6977,,50,66.252,166.73,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.6726,152.3565,23/11/2012
11,11,,,166.5668,,,154.8632,156.8382,158.0723,159.0058,,,,,,157.49,,,,193.3781,203.6768,,50,66.252,,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.4017,151.6418,23/11/2012
12,12,,,175.7846,,,154.9003,156.8555,158.2571,159.0176,,,,,,157.49,,,,193.3115,203.6183,,50,66.252,,166.73,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.9077,151.1592,23/11/2012
13,13,,,,,,154.9168,156.8541,158.6301,159.0169,,,,,,157.49,,,,193.35,203.6183,,50,66.252,,166.73,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.9292,151.0669,23/11/2012
14,14,,,,,,154.8732,156.8347,158.6272,159.0614,,,,,,157.49,,,,193.2793,203.6274,,50,66.252,,166.73,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.8926,150.7536,23/11/2012
15,15,,,,,,154.8982,156.8468,158.7648,159.0455,,,,,,157.49,,,,193.2555,203.7068,,50,66.252,,166.73,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.868,151.3472,23/11/2012
16,16,,,,,,154.9033,156.733,,159.0132,,,,,,157.49,,,,193.1784,203.724,,50,66.252,,166.73,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.0584,151.6912,23/11/2012
17,17,,,,,,154.8913,156.5601,158.7818,158.9653,,,,,,157.49,,,,193.0931,203.564,,50,66.252,,166.73,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,145.2984,151.4083,23/11/2012
18,18,,,,,,154.8781,156.557,158.2398,158.9713,,,,,,157.49,,,,193.1088,203.5569,,50,66.252,,,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.4186,151.806,23/11/2012
19,19,,,,,,154.8658,156.5747,,161.818,,,,,,157.49,,,,193.1092,203.603,,50,66.252,,,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,144.9167,151.2077,23/11/2012
20,20,,,,,,154.8527,156.567,,,,,,,,157.49,,,,193.2247,203.7327,,50,66.252,,166.73,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,144.9256,151.0957,23/11/2012
21,21,,,,,,154.8459,156.5709,,,,,,,,157.49,,,,193.1696,203.7506,,50,66.252,,166.73,167.7,,,64.199,,,,,156.991,,65.595,65.595,144.9311,151.2905,23/11/2012
22,22,,,,,,154.8346,169.7985,,,,,,,,,,,,193.5082,203.8766,,50,66.252,,166.73,,,,64.199,,,,158.37,156.991,,65.595,65.595,145.3285,151.5749,23/11/2012
23,23,,,,,,156.7018,,,,,,,,,,,,,,203.8409,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,144.8891,152.147,23/11/2012
0,0,,,,,,,,,,,,,,,,,,,,203.8627,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,144.8843,152.6605,24/11/2012
1,1,,,,,,,,,,,,,,,,,,,,203.8683,,50,,,,,,,64.199,,,,,,,65.595,65.595,145.8415,152.3396,24/11/2012
2,2,,,,,,,,,,,,,,,,,,,,203.9086,,50,,,,,,,64.199,,,,,,,65.595,65.595,146.5395,153.6765,24/11/2012
3,3,,,,,,,,,,,,,,,,,,,,204.0151,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.0854,157.3956,24/11/2012
4,4,,,,,,,,,,,,,,,,,,,,204.0151,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,144.9076,153.8868,24/11/2012
5,5,,,,,,156.0734,,,,,,,,,,,,,,204.0151,,50,66.252,,,,,,64.199,,,,,156.991,,65.595,65.595,145.321,152.8036,24/11/2012
6,6,,,,,,154.8078,,,,,,,,,,,,,,204.0151,,50,66.252,,,,,,64.199,,,,,156.991,,65.595,65.595,145.5683,155.4325,24/11/2012
7,7,,,,,,154.7929,166.9323,,,,,,,,,,,,,203.9454,,50,66.252,,,,,,64.199,,,,,156.991,,65.595,65.595,144.9344,152.7195,24/11/2012
8,8,,,,,,154.7889,156.5843,,,,,,,,157.49,,,,,203.745,,50,66.252,,,,,,64.199,,,,,156.991,,65.595,65.595,145.6105,152.8821,24/11/2012
9,9,,,,,,154.7998,156.5785,,,,,,,,157.49,,,,,203.4978,,50,66.252,,,167.7,,,64.199,,,,,156.991,,65.595,65.595,145.1906,152.7808,24/11/2012
10,10,,,,,,154.8125,156.5699,,,,,,,,157.49,,,,,203.6036,,50,66.252,,,167.7,,,64.199,,,,,156.991,,65.595,65.595,144.9326,153.1591,24/11/2012
11,11,,,,,,154.8075,156.5875,,,,,,,,157.49,,,,,203.6087,,50,66.252,,,167.7,,,64.199,,,,,156.991,,65.595,65.595,144.9381,152.4673,24/11/2012
