,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,MTL,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
21,21,,,,,,,50.8284,52.4368,,,,,,,,52.0351,49.9614,,,54.3273,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.5186,47.8418,21/2/2016
22,22,,,,,,,,,,,,,,,,52.0351,49.9614,,,54.3223,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.7295,47.8389,21/2/2016
23,23,,,,,,,,,,,,,,,,,49.9614,,,54.316,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.6996,47.8877,21/2/2016
0,0,,,,,,,,,,,,,,,,,,,,53.2475,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,,94.9506,,94.9506,48.8677,47.0917,22/2/2016
1,1,,,,,,,,,,,,,,,,,,,,53.2043,,44.69,,,,,,116.9836,114.7363,49.73,,,50.84,,92.9479,90.2407,49.93,,,,,,,94.9506,,94.9506,48.8604,47.0854,22/2/2016
2,2,,,,,,,,,,,,,,,,,,,,53.2084,,44.69,,,,,,116.9836,114.7363,49.73,,,50.84,,92.9479,90.2407,49.93,,,,,,,94.9506,,94.9506,48.864,47.0386,22/2/2016
3,3,,,,,,,,,,,,,,,,,,,,53.2291,,44.69,,,,,,116.9836,114.7363,49.73,,,50.84,,92.9479,90.2407,49.93,,,,,,,94.9506,,94.9506,48.8559,46.9906,22/2/2016
4,4,,,,,,,,,,,,,,,,,,,,53.2173,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,,94.9506,,94.9506,48.7889,46.9779,22/2/2016
5,5,,,,,,,,,,,,,,,,,49.1342,,,53.2142,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,,94.9506,,94.9506,48.5464,46.9424,22/2/2016
6,6,,,,,,,50.1603,58.177,,,,,,,,,49.1342,,,53.2191,,44.69,,,50.842,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,,94.9506,,94.9506,48.5447,47.0245,22/2/2016
7,7,,,,,,,49.7503,51.8656,,,,,,,,51.2119,49.1342,,,53.2404,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.6614,47.0487,22/2/2016
8,8,,,,,,,49.7615,50.6859,,54.0292,,,,,,51.2119,49.1342,,,53.3058,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5403,46.9821,22/2/2016
9,9,,,,,,,49.7592,50.7078,,51.1952,,,,,,51.2119,49.1342,,,52.6015,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5599,46.9773,22/2/2016
10,10,,,,,,,49.7746,50.7114,53.1302,51.0231,,,,,,51.2119,49.1342,,,51.5393,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5887,46.9976,22/2/2016
11,11,,58.2092,,,,,49.7721,50.7129,53.1638,51.1199,,,,,,51.2119,49.1342,,,51.5475,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5358,46.9398,22/2/2016
12,12,,57.298,58.2368,59.4085,,,49.7994,50.732,53.1614,51.1104,,,,,,51.2119,49.1342,,,51.5484,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5992,46.9726,22/2/2016
13,13,,57.0532,57.2564,57.3938,60.5109,61.2167,49.8127,50.7386,53.1593,51.002,,,,,,51.2119,49.1342,,,51.5468,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5898,46.9403,22/2/2016
14,14,,57.0613,57.1452,57.5778,59.5829,60.3988,49.8156,50.7436,53.146,51.0013,,,,,,51.2119,49.1342,,,51.5524,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5879,46.9574,22/2/2016
15,15,,57.0667,57.0821,57.7639,59.5757,60.4244,49.8144,50.7576,53.1375,51.0486,,,,,,51.2119,49.1342,,,51.5527,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5884,46.98,22/2/2016
16,16,,57.0725,57.9599,57.9854,61.2149,63.0785,49.8171,50.7099,53.1434,51.1528,,,,,,51.2119,49.1342,,,51.5451,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.6736,47.0257,22/2/2016
17,17,,59.2311,61.496,61.0594,,,49.8154,50.6849,53.1606,51.1425,,,,,,51.2119,49.1342,,,51.5523,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.9366,47.0804,22/2/2016
18,18,,58.1504,57.729,58.3006,,,49.8038,50.6659,53.1752,51.1425,,,,,,51.2119,49.1342,,,51.5505,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5469,47.0052,22/2/2016
19,19,,57.0465,57.1149,58.2976,,,49.7954,50.6255,53.1654,51.1425,,,,,,51.2119,49.1342,,,51.5486,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.6324,47.0338,22/2/2016
20,20,,58.5418,60.1781,60.8775,,,49.7938,50.6182,53.0672,51.1425,,,,,,51.2119,49.1342,,,51.5467,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5739,47.0275,22/2/2016
21,21,,,,,,,49.7976,50.6134,52.991,51.1721,90.957,90.957,,,,51.2119,49.1342,,,51.4602,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.6224,46.9961,22/2/2016
22,22,,,,,,,49.7843,50.6156,52.991,53.3494,,,,,,51.2119,49.1342,,,52.8903,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5792,46.9599,22/2/2016
23,23,,,,,,,49.7704,50.614,,,,,,,,51.2119,49.1342,,,53.261,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5787,47.087,22/2/2016
0,0,,,,,,,49.7596,50.5988,,,,,,,,,49.1342,,,53.2844,,,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.5346,47.0914,23/2/2016
1,1,,,,,,,49.7523,50.5856,,,,,,,,,49.1342,,,53.2585,,,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.6174,47.0756,23/2/2016
2,2,,,,,,,49.7601,50.5838,,,,,,,,,49.1342,,,53.2737,,,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.8498,46.9595,23/2/2016
3,3,,,,,,,49.7565,50.5869,,,,,,,,,49.1342,,,53.2507,,,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.85,47.0076,23/2/2016
4,4,,,,,,,49.756,50.5848,,,,,,,,51.2119,49.1342,,,53.2479,,,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.6041,46.9425,23/2/2016
5,5,,,,,,,49.7599,50.5867,,,,,,,,51.2119,49.1342,,,53.2527,,,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.5331,47.0421,23/2/2016
6,6,,,,,,,49.7587,50.5883,,,,,,,,51.2119,49.1342,,,53.243,,,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.7362,47.0156,23/2/2016
7,7,,,,,,,49.8988,50.6052,,,,,,,,51.2119,49.1342,,,53.2219,,,,,,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.645,46.9619,23/2/2016
8,8,,,,,,,49.9383,50.6123,,52.2752,,,,,,51.2119,49.1342,,,51.9217,,,,,,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,,94.9506,,94.9506,48.5562,46.9674,23/2/2016
9,9,,,,,,,49.9622,50.628,53.0321,51.0937,,,,,,51.2119,49.1342,,,51.3946,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,,94.9506,,94.9506,48.5349,46.9862,23/2/2016
10,10,,,,,,,49.9748,50.6452,53.1392,51.1175,,,,,,51.2119,49.1342,,,51.5411,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5975,46.9973,23/2/2016
11,11,,,,,,,50.0227,50.6544,53.0243,51.1175,,,,,,51.2119,49.1342,,,51.4336,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5658,46.9851,23/2/2016
12,12,,,,,,,50.0511,50.6657,52.991,51.1265,,,,,,51.2119,49.1342,,,51.3885,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5684,46.9755,23/2/2016
13,13,,,58.1974,,,,50.065,50.6722,53.1358,51.1325,,,,,,51.2119,49.1342,,,51.5421,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5394,46.9502,23/2/2016
14,14,,58.3569,57.0334,,,,50.0911,50.7051,53.1601,51.0611,,,,,,51.2119,49.1342,,,51.5508,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5938,46.9615,23/2/2016
15,15,,57.3257,57.056,,,,49.8669,50.7074,53.1684,51.0209,,,,,,51.2119,49.1342,,,51.5491,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5807,46.9612,23/2/2016
16,16,,59.7569,59.2764,,,,49.8214,50.7166,53.1746,51.0146,,,,,,51.2119,49.1342,,,51.4413,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5844,46.955,23/2/2016
17,17,,,,,,,49.8109,50.7084,53.176,51.0066,,,,,,51.2119,49.1342,,,51.322,,,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.8233,47.0217,23/2/2016
18,18,,59.3471,57.7369,59.935,,,49.7846,50.6848,53.1765,51.012,,,,,,51.2119,49.1342,,,51.4672,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.6215,47.0004,23/2/2016
19,19,,59.3423,58.6383,60.3866,,,50.0372,51.5459,53.1777,51.012,,,,,,51.2119,49.1342,,,51.5495,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5674,47.0001,23/2/2016
20,20,,,61.496,,,,51.217,58.1722,53.1781,51.012,,,,,,51.2119,49.1342,,,51.5546,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5532,46.9489,23/2/2016
21,21,,,,,,,,,53.1405,51.0058,,,,,,51.2119,49.1342,,,51.5873,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5813,47.0051,23/2/2016
22,22,,,,,,,,,,51.0038,,,,,,51.2119,49.1342,,,53.2879,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5959,46.9977,23/2/2016
23,23,,,,,,,,,,52.6615,,,,,,51.2119,49.1342,,,53.2521,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.9626,47.0781,23/2/2016
0,0,,,,,,,,,,,,,,,,51.2119,49.1342,,,53.2496,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.5938,47.0146,24/2/2016
1,1,,,,,,,,,,,,,,,,51.2119,49.1342,,,53.2622,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.8252,47.0101,24/2/2016
2,2,,,,,,,,,,,,,,,,51.2119,49.1342,,,53.2602,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.6722,47.0312,24/2/2016
3,3,,,,,,,,,,,,,,,,51.2119,49.1342,,,53.26,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.5709,46.9646,24/2/2016
4,4,,,,,,,,,,54.623,,,,,,51.2119,49.1342,,,53.2317,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.5331,46.956,24/2/2016
5,5,,,,,,,,,,52.5363,,,,,,51.2119,49.1342,,,53.25,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5396,47.0579,24/2/2016
6,6,,,,,,,51.217,,,50.9664,,,,,,51.2119,49.1342,,,53.2261,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5464,46.9832,24/2/2016
7,7,,,,,,,49.8723,51.9429,,50.9763,,,,,,51.2119,49.1342,,,53.2178,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.5833,46.9993,24/2/2016
8,8,,,,,,,49.9033,50.8092,,51.0149,,,,,,51.2119,49.1342,,,52.2246,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5998,46.9887,24/2/2016
9,9,,,,,,,49.9738,50.7296,53.0769,51.0812,,,,,,51.2119,49.1342,,,51.5401,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5597,46.998,24/2/2016
10,10,,,,60.3115,,,49.9883,50.7184,53.1489,51.0799,,,,,,51.2119,49.1342,,,51.5513,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5393,46.9591,24/2/2016
11,11,,,58.2763,58.0293,,,50.0619,50.7391,53.1599,51.0843,,,,,,51.2119,49.1342,,,51.5487,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5848,46.999,24/2/2016
12,12,,,61.496,,,,49.9027,50.7589,53.16,50.9969,,,,,,51.2119,49.1342,,,51.5484,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5506,46.9806,24/2/2016
13,13,,,57.97,,,,50.1095,50.7661,53.1594,50.9965,,,,,,51.2119,49.1342,,,51.5489,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5426,46.9717,24/2/2016
14,14,,58.4892,57.0512,58.2403,,,50.1206,50.7786,53.1593,50.9969,,,,,,51.2119,49.1342,,,51.5498,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5532,46.9403,24/2/2016
15,15,,57.2638,57.2637,57.3067,,,50.0512,50.7512,53.1612,50.9831,,,,,,51.2119,49.1342,,,51.5489,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5438,46.9614,24/2/2016
16,16,,57.2641,57.3324,59.8313,,,49.9501,50.713,53.1758,50.9719,,,,,,51.2119,49.1342,,,51.5515,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.577,46.9717,24/2/2016
17,17,,59.4615,58.846,61.0928,,,49.7992,50.7317,53.1753,50.9761,,,,,,51.2119,49.1342,,,51.5509,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.7167,47.0097,24/2/2016
18,18,,58.4515,57.9656,57.8862,,,49.7825,50.6656,53.1766,50.9768,,,,,,51.2119,49.1342,,,51.5488,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5752,47.0054,24/2/2016
19,19,,58.4149,59.0651,57.8058,,,49.7742,50.6882,53.1722,50.9768,,,,,,51.2119,49.1342,,,51.538,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.6203,47.0132,24/2/2016
20,20,,61.333,,,,,49.764,50.6663,53.0771,51.0739,,,,,,51.2119,49.1342,,,52.0828,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.609,47.0075,24/2/2016
21,21,,,,,,,49.7575,50.6229,53.0004,53.0995,,,,,,51.2119,49.1342,,,53.3023,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.6044,46.9902,24/2/2016
22,22,,,,,,,49.7558,50.617,,,,,,,,51.2119,49.1342,,,53.2985,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.7123,46.9958,24/2/2016
23,23,,,,,,,49.767,50.599,,,,,,,,51.2119,49.1342,,,53.2894,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.6525,47.0342,24/2/2016
0,0,,,,,,,49.7602,50.7528,,,,,,,,51.2119,49.1342,,,53.3035,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.9216,47.0335,25/2/2016
1,1,,,,,,,49.765,51.3863,,,,,,,,,49.1342,,,53.3177,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,,94.9506,,94.9506,48.7071,47.0201,25/2/2016
2,2,,,,,,,49.7715,51.0847,,,,,,,,,49.1342,,,53.2949,,,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.561,46.9543,25/2/2016
3,3,,,,,,,49.7714,50.6031,,,,,,,,,49.1342,,,53.2821,,,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.885,47.0797,25/2/2016
4,4,,,,,,,49.7657,50.6015,,,,,,,,,49.1342,,,53.2876,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.7637,47.1768,25/2/2016
5,5,,,,,,,49.7641,50.5983,,,,,,,,,49.1342,,,53.3056,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.5597,47.0738,25/2/2016
6,6,,,,,,,49.7634,50.6021,,,,,,,,,49.1342,,,53.3058,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.7181,47.0006,25/2/2016
7,7,,,,,,,49.8061,50.6527,,,,,,,,51.2119,49.1342,,,53.3301,,,,,,,,,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,,,,,,50.811,94.9506,,94.9506,48.7085,47.0189,25/2/2016
8,8,,,,,,,49.9725,50.7104,,54.623,,,,,,51.2119,49.1342,,,53.3039,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.7868,46.9685,25/2/2016
9,9,,,,,,,50.0183,50.7539,,51.7784,,,,,,51.2119,49.1342,,,53.3154,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.7444,46.9732,25/2/2016
10,10,,,,,,,50.0678,50.7382,,51.0312,,,,,,51.2119,49.1342,,,53.2743,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.7,46.9667,25/2/2016
11,11,,,,,,,50.0457,50.7111,,51.8141,,,,,,51.2119,49.1342,,,53.2875,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5331,46.9725,25/2/2016
12,12,,,,,,,50.0469,50.7374,,,,,,,,51.2119,49.1342,,,53.2817,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5548,46.9888,25/2/2016
13,13,,,,,,,50.0747,50.7633,,,,,,,,51.2119,49.1342,,,53.2871,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5454,46.9495,25/2/2016
14,14,,,,,,,49.9045,50.7667,,,,,,,,51.2119,49.1342,,,53.2633,,44.69,,,,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.6009,46.9485,25/2/2016
15,15,,,,,,,49.7059,50.7518,,,,,,,,51.2119,49.1342,,,53.2617,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5375,46.9964,25/2/2016
16,16,,,,,,,49.6735,50.7551,,,,,,,,51.2119,49.1342,,,53.2915,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5445,47.0824,25/2/2016
17,17,,,,,,,49.7855,50.7263,,,,,,,,51.2119,49.1342,,,53.2722,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.8427,47.0839,25/2/2016
18,18,,,,,,,49.7795,50.6818,,51.9747,,,,,,51.2119,49.1342,,,53.2777,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5743,47.0827,25/2/2016
19,19,,,,,,,49.6472,50.6504,,50.9919,,,,,,51.2119,49.1342,,,53.2858,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5331,47.1044,25/2/2016
20,20,,,,,,,49.6261,50.6258,,51.9861,,,,,,51.2119,49.1342,,,53.2896,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5484,47.134,25/2/2016
21,21,,,,,,,49.6263,50.7453,,,,,,,,51.2119,49.1342,,,53.2959,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,50.84,,92.9479,90.2407,49.93,49.93,,,,,50.811,94.9506,,94.9506,48.5773,47.1506,25/2/2016
22,22,,,,,,,49.756,54.2786,,,,,,,,51.2119,49.1342,,,53.3243,,44.69,,,50.842,,,116.9836,114.7363,49.73,49.73,,,,92.9479,90.2407,49.93,49.93,,,,,,94.9506,,94.9506,48.5356,47.111,25/2/2016
23,23,,,,,,,49.8535,,,,,,,,,,49.1342,,,53.2997,,44.69,,,50.842,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,49.93,,,,,,94.9506,,94.9506,48.543,47.1304,25/2/2016
0,0,,,,,,,50.8293,,,,,,,,,,49.1342,,,53.2892,,44.69,,,50.842,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,49.93,49.93,,,,,,94.9506,,94.9506,48.5395,47.1097,26/2/2016
1,1,,,,,,,,,,,,,,,,,49.1342,,,53.325,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,,49.93,,,,,,94.9506,,94.9506,48.6717,47.1368,26/2/2016
2,2,,,,,,,,,,,,,,,,,,,,53.2921,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,,49.93,,,,,,94.9506,,94.9506,48.5566,47.1048,26/2/2016
3,3,,,,,,,50.7766,,,,,,,,,,49.1342,,,53.3079,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,,49.93,,,,,,94.9506,,94.9506,48.5391,47.0913,26/2/2016
4,4,,,,,,,49.7663,,,,,,,,,,49.1342,,,53.3065,,44.69,,,,,,116.9836,114.7363,49.73,,,,,92.9479,90.2407,,49.93,,,,,,94.9506,,94.9506,48.5358,47.0301,26/2/2016
