,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
10,10,,,,,,155.6843,157.3958,,164.9349,,,,,,158.381,,,,194.1065,,,,142.9,,,145.86,145.86,,161.34,,64.199,64.199,,,,,,,66.857,66.857,145.6706,153.3282,1/9/2013
11,11,,,,,,155.6871,157.5862,,,,,,,,158.381,,,,194.1712,,,,142.9,,,145.86,145.86,,161.34,,64.199,64.199,,,,,,,66.857,66.857,145.6754,153.2664,1/9/2013
12,12,,,,,,155.7246,157.587,,,,,,,,158.381,,,,194.1543,,,,142.9,,,145.86,145.86,,161.34,,64.199,64.199,,,,,,,66.857,66.857,145.6695,153.4849,1/9/2013
13,13,,,,,,155.7703,157.6182,,,,,,,,158.381,,,,194.1826,,,,142.9,,,145.86,145.86,,161.34,,64.199,64.199,,,,,,,66.857,66.857,145.6805,153.8293,1/9/2013
14,14,,,,,,155.7699,157.6101,,,,,,,,158.381,,,,194.0698,,,,142.9,,,145.86,145.86,,161.34,,64.199,64.199,,,,,,,66.857,66.857,145.6851,153.3248,1/9/2013
15,15,,,,,,155.756,157.5948,,,,,,,,158.381,,,,194.0128,,,,142.9,,,145.86,145.86,,161.34,,64.199,64.199,,,,,,,66.857,66.857,145.6713,153.4669,1/9/2013
16,16,,,,,,155.7683,157.6185,,171.654,,,,,,158.381,,,,194.0598,,,,142.9,,,145.86,145.86,161.34,161.34,,64.199,64.199,,,,,,,66.857,66.857,145.6741,153.3735,1/9/2013
17,17,,,,,,155.756,157.6016,161.771,160.616,,,,,,158.381,,,,194.0785,,,,142.9,,,145.86,145.86,161.34,161.34,,64.199,64.199,,,,159.499,,,66.857,66.857,145.668,153.3866,1/9/2013
18,18,169.7118,166.8901,168.6663,169.6866,171.4467,155.7353,157.5788,161.694,157.4752,,236.322,,,,158.381,150.325,,,194.1488,,,,142.9,,,145.86,145.86,161.34,161.34,,64.199,64.199,,,,159.499,,,66.857,66.857,145.6872,153.2005,1/9/2013
19,19,167.1116,165.5168,165.6615,175.7067,177.1933,155.6964,157.4886,161.5849,157.4474,,,,,,158.381,150.325,,,193.947,,,,142.9,,,145.86,145.86,161.34,161.34,,64.199,64.199,,,,159.499,,,66.857,66.857,145.8694,153.1901,1/9/2013
20,20,170.4469,168.7392,166.4545,,,155.7199,157.3176,161.1853,157.4487,,,,,,158.381,150.325,,,193.8724,,,,142.9,,,145.86,145.86,161.34,161.34,,64.199,64.199,,,,159.499,,,66.857,66.857,145.6646,153.2162,1/9/2013
21,21,,181.531,177.158,,,155.7214,157.3203,161.5007,157.4988,,,,,,158.381,,,,193.8419,,,,142.9,,,145.86,145.86,161.34,161.34,,64.199,64.199,,,,159.499,,,66.857,66.857,145.664,153.2383,1/9/2013
22,22,,,,,,155.6854,157.2934,,160.8959,,,,,,158.381,150.325,,,193.8063,,,,142.9,,,145.86,145.86,,161.34,,64.199,64.199,,,,,,,66.857,66.857,145.7899,153.8297,1/9/2013
23,23,,,,,,155.6584,157.2871,,,,,,,,158.381,150.325,,,193.7779,,,,142.9,,,145.86,145.86,,,,64.199,64.199,,,,,,,66.857,66.857,145.9494,153.4215,1/9/2013
0,00,,,,,,157.6101,159.215,,,,,,,,160.323,152.278,,,196.3364,,,,147.609,,,149.77,149.77,,,,64.199,64.199,,,,,,,66.857,66.857,148.0786,154.9106,2/9/2013
1,01,,,,,,157.6205,159.2168,,,,,,,,160.323,152.278,,,196.3315,,,,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,154.9118,2/9/2013
2,02,,,,,,157.6236,159.2247,,,,,,,,160.323,152.278,,,196.4254,,,,147.609,,,149.77,149.77,,,,64.199,64.199,,,,,,,66.857,66.857,148.0786,154.9114,2/9/2013
3,03,,,,,,157.5979,159.1987,,,,,,,,160.323,152.278,,,196.4273,,,,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.9228,2/9/2013
4,04,,,,,,157.6196,159.2216,,,,,,,,160.323,152.278,,,196.4768,,,,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3182,2/9/2013
5,05,,,,,,157.6318,159.2254,,,,,,,,160.323,152.278,,,196.5222,,,,,,,149.77,149.77,,,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.5319,2/9/2013
6,06,,,,,,157.6396,159.2467,,,,,,,,160.323,152.278,,,196.418,,,,,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.5175,2/9/2013
7,07,,,,,,157.6504,159.2706,163.755,166.5144,,,,,,160.323,152.278,,,196.3472,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.2718,2/9/2013
8,08,179.4336,170.5241,171.0405,,,157.6734,159.4186,164.3347,159.7908,,,,,,160.323,152.278,,,196.3382,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.6231,2/9/2013
9,09,170.9404,167.9154,168.7389,176.0108,182.6791,157.7653,159.5096,164.401,159.9295,,,,,,160.323,152.278,,,196.4124,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.2176,2/9/2013
10,10,169.8736,167.5348,168.7939,170.017,171.386,158.1453,159.5187,164.3784,159.9376,,,,,,160.323,152.278,,,196.4862,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.4318,2/9/2013
11,11,169.033,167.5498,168.7951,169.9883,171.3355,158.2131,159.4248,164.3969,159.91,,,,,,160.323,152.278,,,196.4969,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.0959,2/9/2013
12,12,169.062,167.5607,168.8746,169.8583,175.8365,158.2083,159.4948,164.3675,159.8653,,240.915,,,,160.323,152.278,,,196.4332,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.2973,2/9/2013
13,13,169.0813,167.592,168.9285,169.9219,,158.2158,159.5215,164.3499,159.8751,,240.915,,,,160.323,152.278,,,196.4668,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9353,2/9/2013
14,14,169.0467,167.626,168.9611,173.2229,,158.1935,159.5372,164.3594,159.8828,,,,,,160.323,152.278,,,196.498,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9983,2/9/2013
15,15,171.7745,167.6547,168.9642,,,158.1938,159.4211,164.3893,159.8749,,,,,,160.323,152.278,,,196.4998,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.1986,2/9/2013
16,16,183.698,167.6213,168.5053,,,158.1631,159.2825,164.3636,159.4451,,,,,,160.323,152.278,,,196.548,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.0658,2/9/2013
17,17,181.2643,173.5386,167.7118,,,158.1459,159.2921,164.3612,159.3623,,,,,,160.323,152.278,,,196.5647,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.6761,2/9/2013
18,18,168.9361,167.2039,167.6768,171.3028,172.3577,158.136,159.3616,164.3449,159.3567,,,,,,160.323,152.278,,,192.5255,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.4578,2/9/2013
19,19,168.0094,167.4661,167.7773,169.9114,171.1596,158.1293,159.2535,164.3197,159.3704,,,,,,160.323,152.278,,,189.7561,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.9327,2/9/2013
20,20,170.3478,171.8896,168.7589,175.6095,176.6097,158.1426,159.4242,163.9276,159.5495,,,,,,160.323,152.278,,,195.6529,,,147.609,,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.5549,2/9/2013
21,21,,,172.4273,,,158.1187,159.4665,163.9081,159.3792,,,,,,160.323,152.278,,,196.4549,,,147.609,,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.2571,2/9/2013
22,22,,,,,,158.6679,159.4931,163.755,159.3963,,,,,,160.323,152.278,,,196.4052,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.9427,2/9/2013
23,23,,,,,,158.8287,159.4229,163.7555,162.738,,,,,,160.323,152.278,,,196.4183,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3302,2/9/2013
0,00,,,,,,158.884,159.2798,,,,,,,,,152.278,,,196.4347,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3259,3/9/2013
1,01,,,,,,159.0858,159.4693,,,,,,,,,152.278,,,196.3148,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.625,3/9/2013
2,02,,,,,,159.7143,159.4549,,,,,,,,,152.278,,,196.3416,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.063,155.0813,3/9/2013
3,03,,,,,,159.0178,159.6602,,,,,,,,,152.278,,,196.3439,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.6881,3/9/2013
4,04,,,,,,159.0005,159.6816,,169.0501,,,,,,,152.278,,,196.3479,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3509,3/9/2013
5,05,,,,,,159.027,159.5258,,159.3968,,,,,,,152.278,,,196.5312,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,156.3372,3/9/2013
6,06,,,,,,159.0001,159.4849,,159.3862,,,,,,,152.278,,,196.3505,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,156.3632,3/9/2013
7,07,,,,,,159.0301,159.4895,163.755,159.9563,,,,,,160.323,152.278,,,196.3286,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.6955,3/9/2013
8,08,,172.493,,,,159.0437,159.4916,164.3476,160.3947,,,,,,160.323,152.278,,,196.4377,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.9897,3/9/2013
9,09,177.2593,167.7736,171.5277,,,159.0529,159.4883,164.4377,160.3757,,,,,,160.323,152.278,,,196.384,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,,,,,161.574,,,66.857,66.857,148.0786,155.4179,3/9/2013
10,10,168.906,167.5286,168.7884,174.7403,,159.0561,159.5125,164.4379,160.3693,,,,,,160.323,152.278,,,196.365,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.7582,3/9/2013
11,11,169.1558,167.5597,168.866,170.6769,176.606,159.1008,159.5307,164.4381,160.3188,,,,,,160.323,152.278,,,196.4488,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.2662,3/9/2013
12,12,168.4317,167.6046,168.8911,169.96,172.1138,159.1485,159.5673,164.4344,160.3143,,,,,,160.323,152.278,,,196.5058,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.5289,3/9/2013
13,13,168.0608,167.5622,168.8525,169.8848,175.7331,159.1455,159.5383,164.4411,160.2957,,,,,,160.323,152.278,,,196.4657,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.744,3/9/2013
14,14,168.496,167.5592,168.8798,169.8747,171.2362,159.1414,159.5834,164.457,159.5588,,,,,,160.323,152.278,,,196.5255,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.6201,3/9/2013
15,15,169.3614,167.5658,168.7633,169.842,171.1928,159.141,159.5711,164.2829,159.4544,,,,,,160.323,152.278,,,196.5628,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.0602,3/9/2013
16,16,170.23,167.5455,167.8602,172.5092,176.428,159.1182,159.5501,163.7197,159.4301,,,,,,160.323,152.278,,,196.5092,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.1578,3/9/2013
17,17,,172.7282,167.8315,,,159.1143,159.2483,163.7339,159.4636,,,,,,160.323,152.278,,,196.4979,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.273,3/9/2013
18,18,171.3668,168.1694,167.7277,171.1026,172.9855,159.0958,159.1094,163.6848,159.4035,,240.915,,,,160.323,152.278,,,193.4561,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.7394,3/9/2013
19,19,167.9961,167.4575,167.5967,169.8762,174.4284,159.0817,159.1646,163.6489,159.3992,,,,,,160.323,152.278,,,194.0236,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,157.4203,3/9/2013
20,20,172.7757,168.9014,167.6704,174.2253,,159.4132,159.3229,163.2147,159.4297,,240.915,,,,160.323,152.278,,,196.6202,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.5474,3/9/2013
21,21,,182.5294,171.3712,,,159.1271,159.2935,163.4749,159.3792,,240.915,,,,160.323,152.278,,,196.5438,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.5825,3/9/2013
22,22,,,183.518,,,159.1355,159.1699,163.8589,163.2286,,,,,,160.323,152.278,,,196.5408,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.9807,3/9/2013
23,23,,,183.3892,,,159.1376,164.5695,163.8487,,,,,,,,152.278,,,196.4037,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.7532,3/9/2013
0,00,,,,,,159.1027,,,,,,,,,,152.278,,,196.4254,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,154.9211,4/9/2013
1,01,,,,,,159.0878,,,,,,,,,,152.278,,,196.4977,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.5553,4/9/2013
2,02,,,,,,159.1336,,,,,,,,,,152.278,,,196.4664,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0464,155.0221,4/9/2013
3,03,,,,,,159.1197,,,,,,,,,,152.278,,,196.475,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0691,156.2162,4/9/2013
4,04,,,,,,159.1341,168.2087,,,,,,,,,152.278,,,196.4724,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,156.5154,4/9/2013
5,05,,,,,,159.1201,159.2594,,,,,,,,,152.278,,,196.4886,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,156.4457,4/9/2013
6,06,,,,,,159.1119,159.148,,,,,,,,,152.278,,,196.5024,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,,148.0786,156.4625,4/9/2013
7,07,,,,,,159.1433,159.0644,,167.6626,,,,,,160.323,152.278,,,196.4735,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,,148.0786,155.3844,4/9/2013
8,08,,,,,,159.0931,159.2305,163.8353,160.849,,,,,,160.323,152.278,,,196.4504,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,,148.0786,155.4113,4/9/2013
9,09,,170.9626,181.6509,,,159.093,159.2552,163.9778,160.5822,,,,,,160.323,152.278,,,196.3725,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,,148.0786,154.9539,4/9/2013
10,10,172.7056,167.5581,169.0256,183.5741,,159.1149,159.2701,163.7188,160.3823,,,,,,160.323,152.278,,,196.3482,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,,148.0786,155.0946,4/9/2013
11,11,167.9904,167.5327,168.8477,171.042,173.8172,159.6631,159.2922,163.7288,160.3654,,,,,,160.323,152.278,,,196.3937,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,,148.0786,155.1329,4/9/2013
12,12,167.9504,167.8018,169.0974,169.9114,171.2693,160.1415,159.1826,163.7586,160.4086,,,,,,160.323,152.278,,,196.4642,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.5189,4/9/2013
13,13,167.9649,167.8246,169.1238,169.9123,171.2769,160.1934,159.1598,163.7465,160.3906,,,,,,160.323,152.278,,,196.3631,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.054,4/9/2013
14,14,167.9598,167.8321,169.0861,169.8635,174.0499,160.2035,159.2338,163.7272,160.3671,,,,,,160.323,152.278,,,196.4775,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.4034,4/9/2013
15,15,167.9758,167.7948,168.9366,170.5275,,159.8236,159.2916,163.7313,160.2469,,,,,,160.323,152.278,,,196.5195,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9039,4/9/2013
16,16,168.1504,168.575,168.5854,183.2783,,158.8814,159.3118,163.7186,159.6223,,,,,,160.323,152.278,,,196.565,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9039,4/9/2013
17,17,178.3309,182.4345,178.762,,,158.2858,159.3054,163.7157,159.4505,,,,,,160.323,152.278,,,196.542,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9301,4/9/2013
18,18,173.1195,168.9037,170.0577,171.2745,172.4399,158.2681,159.2361,163.7092,159.701,,,,,,160.323,152.278,,,196.5378,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.8974,4/9/2013
19,19,167.9942,167.4622,167.6757,170.2301,171.6349,158.2483,159.1721,163.6765,159.9223,,,,,,160.323,152.278,,,196.5643,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.1259,4/9/2013
20,20,172.2326,167.5607,167.8107,181.75,182.8866,158.255,159.1204,163.0605,159.9001,,,,,,160.323,152.278,,,196.6157,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9366,4/9/2013
21,21,,177.2412,175.9421,,,158.2123,159.1184,163.5282,159.8746,,,,,,160.323,152.278,,,196.7829,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9325,4/9/2013
22,22,,,,,,158.2421,159.0958,163.9762,159.8867,,,,,,160.323,152.278,,,196.7893,,,147.609,147.609,,,149.77,149.77,,,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0922,155.9486,4/9/2013
23,23,,,,,,158.2167,159.2338,163.9475,160.3554,,,,,,,,,,196.6202,,,147.609,147.609,,,149.77,149.77,,,,64.199,64.199,,,,,,,66.857,66.857,148.0502,155.9938,4/9/2013
0,00,,,,,,158.219,159.0085,,159.8974,,,,,,,152.278,,,196.619,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0604,155.015,5/9/2013
1,01,,,,,,158.2113,158.9959,,159.8817,,,,,,,152.278,,,196.4649,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,156.4328,5/9/2013
2,02,,,,,,158.2014,159.0075,,162.6596,,,,,,,152.278,,,196.4441,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0182,155.5429,5/9/2013
3,03,,,,,,158.2161,161.5597,,173.789,,,,,,,152.278,,,196.4583,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.6139,5/9/2013
4,04,,,,,,158.2088,159.0043,,164.9813,,,,,,,152.278,,,196.453,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.4029,5/9/2013
5,05,,,,,,158.2101,159.004,,159.5912,,,,,,,152.278,,,196.4772,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,156.1481,5/9/2013
6,06,,,,,,158.2098,159.0073,,159.8625,,,,,,,152.278,,,196.5032,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,156.3492,5/9/2013
7,07,,,,,,158.6223,159.0041,163.9777,160.1156,,,,,,160.323,152.278,,,196.5133,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.1789,5/9/2013
8,08,,183.72,,,,160.1429,159.1625,164.4651,160.1629,,,,,,160.323,152.278,,,196.5677,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.097,5/9/2013
9,09,,170.9099,170.9046,,,160.0849,159.061,164.3988,159.8892,,,,,,160.323,152.278,,,196.9677,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.8096,5/9/2013
10,10,174.7181,167.5221,168.8446,,,159.1356,159.0071,164.3616,160.0002,,,,,,160.323,152.278,,,196.9142,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.9226,5/9/2013
11,11,167.9564,167.5209,168.8781,184.3837,,159.1233,159.0667,164.3564,160.3191,,240.915,,,,160.323,152.278,,,196.7286,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.1702,5/9/2013
12,12,168.9696,167.584,168.961,171.9283,,159.1862,159.185,164.374,160.3467,,240.915,,,,160.323,152.278,,,196.7085,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,156.2805,5/9/2013
13,13,168.3536,167.6768,169.0382,169.9299,175.8605,159.2362,159.3025,164.4233,160.4294,,,,,,160.323,152.278,,,196.7196,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.1495,5/9/2013
14,14,167.9985,167.669,169.0532,169.8932,171.2208,159.3149,159.3421,164.407,160.1862,,,,,,160.323,152.278,,,196.7323,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0276,5/9/2013
15,15,167.9759,167.6049,169.1905,169.8561,171.2616,159.3214,159.3289,164.3793,159.8988,,,,,,160.323,152.278,,,196.9613,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9747,5/9/2013
16,16,167.9377,167.6541,169.0924,169.8502,171.324,159.2448,159.3271,164.3823,159.8708,,,,,,160.323,152.278,,,196.9734,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9471,5/9/2013
17,17,167.898,167.6675,167.9432,175.2387,178.5098,159.1811,159.2407,164.3814,159.5192,,,,,,160.323,152.278,,,196.9141,,,,147.609,,,149.77,149.77,,,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.965,5/9/2013
