,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
18,18,162.7973,160.591,161.0459,,166.1686,148.9358,150.3614,155.6196,151.8776,,,,,,151.727,143.637,,,,195.4985,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.1488,145.4971,1/7/2013
19,19,161.6492,158.7138,158.7601,,161.7402,148.9449,150.3617,155.6174,151.8875,,221.669,,,,151.727,143.637,,,,195.5419,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,149.4791,1/7/2013
20,20,160.6109,162.1594,159.1676,,173.0571,148.9447,150.3731,155.6522,151.8901,,,,,,151.727,143.637,,,,195.6521,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.4992,1/7/2013
21,21,,,168.1718,,,148.9524,150.3625,155.239,154.2282,,,,,,151.727,143.637,,,,195.7032,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,146.1416,1/7/2013
22,22,,,,,,148.9428,150.516,155.1636,,,,,,,151.727,143.637,,,,195.6336,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.9197,1/7/2013
23,23,,,,,,148.9333,150.5375,155.079,,,,,,,,143.637,,,,195.6161,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.014,145.7358,1/7/2013
0,0,,,,,,149.0052,160.4017,,,,,,,,151.727,143.637,,,,195.5777,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.4218,145.8934,2/7/2013
1,1,,,,,,151.1761,,,,,,,,,,143.637,,,,195.5283,,50,64.017,151.19,,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,146.0781,2/7/2013
2,2,,,,,,150.0499,,,,,,,,,,143.637,,,,195.484,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.0472,145.0768,2/7/2013
3,3,,,,,,149.5069,,,,,,,,,,143.637,,,,195.3271,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.3583,2/7/2013
4,4,,,,,,149.5204,152.8342,,,,,,,,,143.637,,,,195.1912,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.3861,2/7/2013
5,5,,,,,,149.5006,150.7206,,,,,,,,,143.637,,,,194.9993,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.0129,145.3071,2/7/2013
6,6,,,,,,149.5131,150.36,,,,,,,,151.727,143.637,,,,195.14,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.2892,2/7/2013
7,7,,,,,,149.5143,150.3705,,164.342,,,,,,151.727,143.637,,,,195.2468,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.0664,2/7/2013
8,8,170.6509,,,,,149.9945,150.3662,155.2984,156.1276,,,,,,151.727,143.637,,,,195.3793,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.1369,2/7/2013
9,9,159.117,164.3628,,,,150.3385,150.3811,155.5598,152.3423,,,,,,151.727,143.637,,,,195.3958,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.7527,2/7/2013
10,10,158.8967,158.7813,171.5429,,,150.3291,150.3892,155.6012,152.7544,,,,,,151.727,143.637,,,,195.2394,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.3928,2/7/2013
11,11,158.9192,158.8183,160.2451,,,150.3963,150.4067,155.6143,152.8114,,,,,,151.727,143.637,,,,195.1254,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.3005,2/7/2013
12,12,159.0156,158.7713,166.1567,,,150.4283,150.4356,155.6151,152.7957,,,,,,151.727,143.637,,,,195.1342,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,146.1109,2/7/2013
13,13,158.9929,158.8133,,,,150.4204,150.4446,155.6169,152.7717,,,,,,151.727,143.637,,,,195.0182,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.3396,2/7/2013
14,14,159.001,158.8478,161.8245,,173.1215,150.4129,150.5607,155.6146,152.5511,,,,,,151.727,143.637,,,,195.0656,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.1234,2/7/2013
15,15,158.97,158.7907,159.3921,,161.6813,150.3935,150.6661,155.6177,152.1786,,,,,,151.727,143.637,,,,195.1877,,50,,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.1194,2/7/2013
16,16,158.9092,158.9133,159.6987,,165.5363,149.9814,150.682,155.619,151.8662,,,,,,151.727,143.637,,,185.68,195.1459,,50,,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.127,2/7/2013
17,17,168.2596,168.1783,166.3248,,,149.5446,150.4181,155.6181,151.8913,,,,,,151.727,143.637,,,185.4839,195.3879,,50,,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.1233,2/7/2013
18,18,161.98,160.5048,160.7752,171.3932,162.4874,149.5151,150.2066,155.6184,151.8828,,,,,,151.727,143.637,,,185.2251,,,50,,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.1259,2/7/2013
19,19,158.9566,158.7039,158.7634,160.9301,161.0531,149.5058,150.1357,155.6215,151.8558,,,,,,151.727,143.637,,,185.2205,,,50,,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.1409,2/7/2013
20,20,159.0049,159.1749,158.7801,168.3183,164.0395,149.4945,150.1353,155.6548,151.8911,,,,,,151.727,143.637,,,185.0953,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.179,2/7/2013
21,21,166.4822,170.7137,162.6152,,,149.5062,150.1689,155.6084,152.6134,,,,,,151.727,143.637,,,184.8671,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.179,2/7/2013
22,22,,,,,,149.4854,150.2263,155.1707,160.1709,,,,,,151.727,143.637,,,185.1427,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.179,2/7/2013
23,23,,,,,,149.4823,150.3291,155.2581,,,,,,,151.727,143.637,,,185.1251,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.179,2/7/2013
0,0,,,,,,149.4799,150.387,155.0579,,,,,,,151.727,143.637,,,185.047,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.166,3/7/2013
1,1,,,,,,149.4768,150.4805,,,,,,,,,143.637,,,185.101,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.156,3/7/2013
2,2,,,,,,149.5041,150.4491,,,,,,,,,143.637,,,185.0239,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.0783,145.1398,3/7/2013
3,3,,,,,,150.1409,150.5475,,,,,,,,,143.637,,,185.0473,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.1481,3/7/2013
4,4,,,,,,149.7021,150.4444,,,,,,,,151.727,143.637,,,185.047,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.1819,3/7/2013
5,5,,,,,,149.4679,150.3709,,,,,,,,151.727,143.637,,,185.0547,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.184,3/7/2013
6,6,,,,,,149.4738,150.3755,,,,,,,,151.727,143.637,,,185.0248,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.184,3/7/2013
7,7,,,,,,149.5015,150.4186,,162.9712,,,,,,151.727,143.637,,,184.9912,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.0286,3/7/2013
8,8,162.2487,161.4369,173.822,,,149.5071,150.6357,155.4332,152.5138,,,,,,151.727,143.637,,,185.0058,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,144.9642,3/7/2013
9,9,158.8882,158.6985,161.9353,,,149.5057,150.4727,155.5602,151.8684,,,,,,151.727,143.637,,,185.2034,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.0377,3/7/2013
10,10,158.8754,158.7609,159.9328,,,149.5488,150.4148,155.578,151.9808,,,,,,151.727,143.637,,,185.0185,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,144.9712,3/7/2013
11,11,158.8671,158.7453,159.959,162.5725,,149.5651,150.3979,155.6118,152.3708,,,,,,151.727,143.637,,,185.1606,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.3288,3/7/2013
12,12,158.9458,158.7742,159.9799,164.6255,,149.6269,150.4549,155.6171,152.3542,,,,,,151.727,143.637,,,185.2231,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.3894,3/7/2013
13,13,158.9197,158.7388,160.0054,,,149.6699,150.4613,155.6152,152.4945,,,,,,151.727,143.637,,,185.2213,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.3885,3/7/2013
14,14,158.877,158.7471,159.9702,,,149.6954,150.4867,155.6163,152.3206,,,,,,151.727,143.637,,,185.1252,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.1839,3/7/2013
15,15,158.9334,158.7586,159.8352,,,149.5864,150.4722,155.6161,152.3366,,,,,,151.727,143.637,,,185.0248,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.1568,3/7/2013
16,16,158.8931,158.777,159.1054,,,149.5483,150.4713,155.5696,152.2944,,,,,,151.727,143.637,,,184.9021,,,,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.3206,3/7/2013
17,17,163.8931,166.0554,164.156,,,149.538,150.4528,155.5317,152.5125,,,,,,151.727,143.637,,,185.001,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.2943,3/7/2013
18,18,161.7702,160.0496,161.5199,168.7071,165.1288,149.4966,150.4014,155.5363,152.3158,,,,,,151.727,143.637,,,185.0042,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.233,3/7/2013
19,19,158.8791,158.6955,159.9109,161.2702,162.6411,149.4749,150.3716,155.4638,152.3331,,,,,,151.727,143.637,,,185.1175,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.1385,3/7/2013
20,20,159.3982,160.66,160.213,163.7542,164.6873,149.485,154.7001,155.0585,152.101,,221.669,,,,151.727,143.637,,,185.1441,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.1459,3/7/2013
21,21,172.331,,168.5765,,,149.5087,150.3907,155.1539,153.4278,,,,,,151.727,143.637,,,185.0389,,,50,64.017,151.19,151.19,,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.1459,3/7/2013
22,22,,,,,,149.49,150.3709,155.0285,164.342,,,,,,151.727,143.637,,,185.1013,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,146.3363,3/7/2013
23,23,,,,,,149.4931,150.37,155.0176,,,,,,,151.727,143.637,,,185.0771,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,146.7949,3/7/2013
0,0,,,,,,149.4921,150.3782,,,,,,,,151.727,143.637,,,185.244,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.7127,4/7/2013
1,1,,,,,,149.4807,150.5363,,,,,,,,,143.637,,,185.1185,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.5128,4/7/2013
2,2,,,,,,149.4902,150.5737,,,,,,,,,143.637,,,185.0901,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.1219,145.0099,4/7/2013
3,3,,,,,,149.4873,150.5595,,,,,,,,,143.637,,,185.0782,,,,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,144.8504,4/7/2013
4,4,,,,,,149.4881,150.4138,,,,,,,,151.727,143.637,,,185.0537,,,50,64.017,151.19,151.19,,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,144.8199,4/7/2013
5,5,,,,,,149.4785,150.3727,,,,,,,,151.727,143.637,,,185.062,,,50,64.017,151.19,151.19,,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.358,4/7/2013
6,6,,,,,,149.4834,150.3707,,,,,,,,151.727,143.637,,,185.0929,,,50,64.017,151.19,151.19,151.72,,,64.199,64.199,,,,,,,66.857,66.857,139,145.0772,4/7/2013
7,7,,,,,,149.4879,150.3801,,164.342,,,,,,151.727,143.637,,,185.0435,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,144.8367,4/7/2013
8,8,163.4213,,,,,149.4903,150.3836,155.2418,155.1219,,,,,,151.727,143.637,,,184.9417,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,146.0639,4/7/2013
9,9,158.9126,162.3169,,168.3823,,149.4925,150.3944,155.5832,152.3046,,,,,,151.727,143.637,,,184.9522,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,146.1213,4/7/2013
10,10,158.918,158.5569,,161.1562,,149.5051,150.4099,155.5851,151.9393,,,,,,151.727,143.637,,,184.92,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.7385,4/7/2013
11,11,158.923,158.8286,,161.3035,,149.9276,150.421,155.5808,152.3689,,,,,,151.727,143.637,,,184.928,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,144.8105,4/7/2013
12,12,158.9391,158.7676,,161.2628,,150.3857,150.4326,155.5808,152.3408,,,,,,151.727,143.637,,,185.1287,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,146.4132,4/7/2013
13,13,159.2354,158.7916,163.5328,161.2631,,150.3634,150.4392,155.616,152.3395,,,,,,151.727,143.637,,,185.3457,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.0477,4/7/2013
14,14,158.8708,158.7956,158.7841,161.2818,,150.4239,150.4725,155.5972,152.353,,,,,,151.727,143.637,,,185.1663,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.0408,4/7/2013
15,15,158.8911,158.7934,158.7873,166.2359,,149.6046,150.6603,155.5467,152.3316,,,,,,151.727,143.637,,,185.1589,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.0408,4/7/2013
16,16,160.84,165.0994,158.8697,174.8645,,149.5314,150.5541,155.5576,151.9997,,,,,,151.727,143.637,,,185.2149,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.0408,4/7/2013
17,17,,,165.9678,174.9127,,149.514,150.4,155.5498,151.8982,,,,,,151.727,143.637,,,185.2609,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.3303,4/7/2013
18,18,160.6713,161.7078,161.4371,171.1292,,149.4981,150.374,155.5512,151.8696,,,,,,151.727,143.637,,,185.2479,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.6444,4/7/2013
19,19,158.8431,158.7628,162.8343,163.8921,,149.4607,150.3475,155.5472,151.687,,,,,,151.727,143.637,,,185.0613,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139.4251,145.7241,4/7/2013
20,20,160.4959,162.7374,,,,149.4913,150.3795,155.1014,151.5762,,,,,,151.727,143.637,,,185.027,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.0738,4/7/2013
21,21,,,,,,149.4803,150.3656,155.3419,152.5866,,,,,,151.727,143.637,,,185.0411,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.2906,145.5644,4/7/2013
22,22,,,,,,149.4736,150.3622,,162.4574,,,,,,151.727,143.637,,,185.1031,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.1166,145.6265,4/7/2013
23,23,,,,,,149.4699,150.3531,,,,,,,,151.727,,,,185.1297,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.0007,145.2554,4/7/2013
0,0,,,,,,149.4634,150.3824,,,,,,,,,,,,185.1592,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.0033,145.5337,5/7/2013
1,1,,,,,,149.4645,150.4676,,,,,,,,,,,,185.1628,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.0047,146.0206,5/7/2013
2,2,,,,,,149.4775,150.3583,,,,,,,,,,,,185.0389,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.0015,146.4009,5/7/2013
3,3,,,,,,149.4722,150.3473,,,,,,,,,143.637,,,185.0417,,,50,64.017,151.19,151.19,,,,64.199,64.199,,,,,,,66.857,66.857,139.1178,145.741,5/7/2013
4,4,,,,,,149.4775,150.3511,,,,,,,,,143.637,,,185.0498,,,50,64.017,151.19,151.19,,,,64.199,64.199,,,,,,,66.857,66.857,139.2238,145.3887,5/7/2013
5,5,,,,,,149.4667,150.3553,,,,,,,,,143.637,,,185.0312,,,50,64.017,151.19,151.19,,,,64.199,64.199,,,,,,,66.857,66.857,139.3607,145.8025,5/7/2013
6,6,,,,,,149.4885,150.3655,,,,,,,,,143.637,,,185.0133,,,50,64.017,151.19,,,,,64.199,64.199,,,,,,,66.857,66.857,139.1037,145.4721,5/7/2013
7,7,,,,,,149.8476,150.4857,,,,,,,,,143.637,,,185.0417,,,50,64.017,151.19,151.19,,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,145.6179,5/7/2013
8,8,,,,,,150.3285,150.6196,,,,,,,,151.727,143.637,,,185.0666,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139,146.2536,5/7/2013
9,9,,,,,,150.2921,150.5325,,,,,,,,151.727,143.637,,,185.1143,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,146.2628,5/7/2013
10,10,,,,,,150.8171,150.4214,,156.0898,,,,,,151.727,143.637,,,184.9849,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,146.2733,5/7/2013
11,11,,,,,,151.3272,150.4207,,152.2304,,,,,,151.727,143.637,,,185.075,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.7351,5/7/2013
12,12,,,,,,150.6234,150.4653,,152.2738,,,,,,151.727,143.637,,,185.1501,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,146.2497,5/7/2013
13,13,,,,,,151.3132,150.6459,,152.2788,,,,,,151.727,143.637,,,185.1375,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,144.8512,5/7/2013
14,14,,,,,,151.3192,150.7084,,152.1134,,,,,,151.727,143.637,,,185.169,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.6752,5/7/2013
15,15,,,,,,151.2731,150.7196,,151.933,,,,,,151.727,143.637,,,185.2034,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.9929,5/7/2013
16,16,,,,,,150.1016,150.5516,,153.8657,,,,,,151.727,143.637,,,185.0841,,,50,64.017,151.19,151.19,,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139.627,146.3852,5/7/2013
17,17,,,,,,149.4802,150.4762,,,,,,,,151.727,143.637,,,185.1007,,,50,64.017,151.19,151.19,,,,64.199,64.199,,,,152.392,,,66.857,66.857,139.9648,145.697,5/7/2013
18,18,,,,,,149.4829,150.4562,,156.6651,,,,,,151.727,143.637,,,185.0452,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,145.0342,5/7/2013
19,19,,,,,,149.4785,150.4181,,151.5492,,221.669,,,,151.727,143.637,,,184.9758,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,146.7702,5/7/2013
20,20,,,,,,149.5142,150.4276,,151.562,,221.669,,,,151.727,143.637,,,184.9993,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139,146.0194,5/7/2013
21,21,,,,,,149.5158,150.4251,,156.3996,,,,,,151.727,143.637,,,184.9666,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,152.392,,,66.857,66.857,139.8265,145.1442,5/7/2013
22,22,,,,,,149.5023,150.4046,,,,,,,,151.727,143.637,,,184.9063,,,50,64.017,151.19,151.19,151.72,151.72,,64.199,64.199,,,,,,,66.857,66.857,139.2546,146.3431,5/7/2013
23,23,,,,,,149.5202,150.4255,,,,,,,,,143.637,,,184.9867,,,50,64.017,151.19,151.19,,,,64.199,64.199,,,,,,,66.857,66.857,139,145.5726,5/7/2013
0,0,,,,,,149.5141,159.5354,,,,,,,,,143.637,,,184.9611,,,50,64.017,151.19,,,,,64.199,64.199,,,,,,,66.857,66.857,139.2127,145.2716,6/7/2013
