,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
10,10,174.0922,173.7673,177.9606,174.8346,176.2713,165.0704,171.5192,168.2436,169.0807,,,,,,166.17,,,197.2601,201.0617,176.476,,,176,,,176,,64.199,,,,167.642,166.179,,65.595,,153.882,159.286,1/10/2012
11,11,174.0881,173.7697,177.1933,174.9032,176.2805,165.0754,171.305,168.1969,168.9752,,,,,,166.17,,,197.7844,200.9102,176.476,,,176,176,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.8256,159.286,1/10/2012
12,12,174.1589,173.7644,177.3627,174.9675,176.299,165.1227,171.1856,168.1742,169.0485,,,,,,166.17,,,197.0789,200.9461,176.476,,,176,176,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.9142,159.286,1/10/2012
13,13,175.1309,174.5934,175.1484,174.9677,176.3175,165.102,171.007,168.1714,168.7934,,,,,,166.17,,,196.8492,201.1018,176.476,,,176,,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.6672,159.286,1/10/2012
14,14,174.6408,173.8912,175.1549,174.9711,176.3215,165.1143,171.5703,168.2143,169.6186,,,,,,166.17,,,196.8578,205.57,176.476,,,176,176,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.6517,159.286,1/10/2012
15,15,174.121,173.9212,175.1366,174.9627,176.2858,165.1278,170.5141,168.2171,169.3499,,,,,,166.17,,,196.872,216.1135,176.476,,,176,176,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.6847,159.286,1/10/2012
16,16,174.0701,173.892,175.1232,174.9488,176.2752,165.1259,170.7578,168.2001,169.0875,,,,,,166.17,,,202.0522,215.7467,176.476,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.6786,159.286,1/10/2012
17,17,174.0692,173.8545,175.1447,175.3805,176.2791,165.0957,170.1573,168.1926,169.0565,,,,,,166.17,,,203.0348,215.5178,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.663,159.2236,1/10/2012
18,18,174.0592,173.8137,175.1262,175.4382,176.2592,165.1245,170.1331,168.1804,169.0608,,,,,,166.17,,,197.2233,203.6501,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7054,159.2503,1/10/2012
19,19,174.0722,173.8009,175.156,174.8321,176.2698,165.1915,170.0793,168.1608,169.0693,,,,,,166.17,,,197.2586,200.9667,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7636,159.4998,1/10/2012
20,20,174.0976,173.8417,175.143,174.8301,176.3175,165.7612,170.1889,168.2069,169.0823,,,,,,166.17,,,198.8522,206.676,176.476,,,176,,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.785,159.6256,1/10/2012
21,21,174.0882,173.823,177.5052,174.8145,182.4678,166.1586,170.0636,168.1701,169.059,,,,,,166.17,,,204.8941,215.8631,,,,176,,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7591,159.6645,1/10/2012
22,22,174.2216,177.9718,,179.0736,,166.1432,170.0738,167.7181,169.0659,,,,,,166.17,,,204.7058,216.1163,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.0668,159.8034,1/10/2012
23,23,182.4035,,,,,166.1489,170.0847,167.6162,169.0468,,,,,,166.17,,,204.7311,215.9142,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5831,159.3856,1/10/2012
0,00,,,,,,166.1483,170.0928,167.6286,169.0363,,,,,,166.17,,,204.748,215.5975,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.1932,159.845,2/10/2012
1,01,,,,,,166.1431,170.0168,167.614,169.0309,,,,,,166.17,,,204.677,215.73,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.8987,160.0273,2/10/2012
2,02,,,,,,166.1494,169.9146,167.6297,169.0423,,,,,,166.17,,,204.6637,215.6906,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,155.3073,159.5772,2/10/2012
3,03,,,,,,166.1484,169.8037,167.8409,169.0226,,,,,,166.17,,,204.8084,215.7567,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.6195,160.37,2/10/2012
4,04,,,,,,166.1549,169.9087,168.112,169.0343,,,,,,166.17,,,204.6268,215.7454,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.4379,159.5705,2/10/2012
5,05,,,,178.4624,,166.1521,169.8855,168.108,169.0696,,,,,,166.17,,,204.5915,215.721,,,,,,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.6445,159.5783,2/10/2012
6,06,,,,174.8307,,166.172,169.9787,168.1057,169.0839,,,,,,166.17,,,204.7125,215.8384,,,,,,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.6911,159.625,2/10/2012
7,07,180.8435,180.8184,190.3434,174.819,191.918,166.1529,169.9576,168.1339,169.2155,,,,,,166.17,,,204.8349,215.9938,,,,176,,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5702,159.2972,2/10/2012
8,08,175.1028,175.5658,178.2154,174.8541,178.8228,166.1782,170.0282,168.2581,169.8075,,,,,,166.17,,,202.39,216.074,176.476,,,176,,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5645,159.4553,2/10/2012
9,09,175.237,175.0797,176.3579,174.8317,176.2818,166.1808,170.048,168.1525,169.7927,,,,,,166.17,,,197.74,209.1111,176.476,,,176,,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5653,159.4553,2/10/2012
10,10,175.2385,190.0143,176.4062,174.8278,176.2977,166.1768,170.7626,168.1814,169.7181,,,,,,166.17,,,197.8652,201.0007,176.476,,,176,,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.567,159.4553,2/10/2012
11,11,175.2273,,176.4649,174.8326,176.3506,166.1729,169.8856,168.2055,169.5897,,,,,,166.17,,,197.8474,200.5753,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5637,159.4553,2/10/2012
12,12,175.2443,,176.6071,174.8906,176.4128,166.1923,170.3827,168.2439,169.8906,,,,,,166.17,,,197.8259,200.5318,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5622,159.4553,2/10/2012
13,13,175.2035,,176.6271,174.8563,176.3308,166.1978,170.2881,168.2707,170.1432,,,,,,166.17,,,197.8356,200.6867,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5636,159.4553,2/10/2012
14,14,175.2139,,177.1989,174.8341,176.303,166.2129,170.4549,168.2292,170.4356,,,,,,166.17,,,197.8471,200.6245,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5633,159.4553,2/10/2012
15,15,175.2313,,176.1116,174.8816,176.2845,166.1837,170.5539,167.7272,170.4448,,,,,,166.17,,,197.8342,200.564,176.476,,,176,,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5657,159.4553,2/10/2012
16,16,175.2091,190.3157,175.5395,174.8671,176.2792,166.2311,170.1508,167.7932,169.8051,,,,,,166.17,,,197.8337,200.6322,176.476,,,176,,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5636,159.4553,2/10/2012
17,17,174.3941,,175.5295,174.8312,176.2606,166.1962,169.1301,168.2565,169.1055,,,,,,166.17,,,197.8357,200.6322,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5636,159.2859,2/10/2012
18,18,174.0635,,175.5026,174.8117,176.2209,166.1295,169.0526,168.2527,169.082,,,,,,166.17,,,197.8541,200.5783,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5623,159.3134,2/10/2012
19,19,174.0414,,175.5058,174.8556,176.2209,166.1549,168.8669,168.1601,169.0912,,,,,,166.17,,,197.8354,200.5303,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5611,159.6825,2/10/2012
20,20,174.0039,,175.4945,177.4814,178.1307,166.1672,168.7605,168.201,169.0813,,,,,,166.17,,,197.8357,200.5443,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5664,160.1069,2/10/2012
21,21,174.0481,,175.2413,,,166.1526,168.7926,168.1737,169.0797,,,,,,166.17,,,197.4863,203.1256,176.476,,,176,176,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5646,159.6017,2/10/2012
22,22,174.5372,,178.2716,,,166.1532,168.7922,168.1081,169.1529,,,,,,166.17,,,202.6108,215.4108,176.476,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5632,159.8722,2/10/2012
23,23,177.6038,,,,,166.1441,168.7561,167.5942,169.1385,,,,,,166.17,,,204.961,215.5008,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.398,159.7625,2/10/2012
0,00,,,,,,166.1616,168.7028,167.6069,169.1174,,,,,,166.17,,,204.899,215.4554,,,,,,,,,64.199,,,,,166.179,,65.595,65.595,153.5914,159.8055,3/10/2012
1,01,,189.8893,,,,166.1692,168.6431,167.5804,169.1118,,,,,,166.17,,,204.6228,215.8569,,,,,,,,,64.199,,,,,166.179,,65.595,65.595,154.052,159.8785,3/10/2012
2,02,,,,,,166.2157,168.7485,167.5999,169.1144,,,,,,166.17,,,204.6287,215.8912,,,,,,,,,64.199,,,,,,,65.595,65.595,155.2905,159.5909,3/10/2012
3,03,,,,,,166.224,168.706,167.5803,169.1019,,,,,,166.17,,,204.8014,215.9918,,,,,,,,,64.199,,,,,,,65.595,65.595,154.5153,159.95,3/10/2012
4,04,,,,,,166.2318,168.7357,167.5825,169.1246,,,,,,166.17,,,204.8014,215.9355,,,,,,,,,64.199,,,,,,,65.595,65.595,154.346,159.5076,3/10/2012
5,05,,,,,,166.2065,168.7028,167.5562,169.1066,,,,,,166.17,,,204.9276,215.9264,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.2769,160.2059,3/10/2012
6,06,,,,,,166.224,168.7496,167.6235,169.1443,,,,,,166.17,,,204.8157,215.9389,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5681,159.8692,3/10/2012
7,07,178.4011,,190.435,181.9342,,166.237,168.8362,168.1954,169.1341,,,,,,166.17,,,205.0087,215.9383,,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5695,159.5586,3/10/2012
8,08,174.0338,,180.3383,175.9576,180.8712,166.2485,168.7808,168.2473,169.1056,,,,,,166.17,,,201.3019,214.7245,176.476,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5871,160.7145,3/10/2012
9,09,174.0475,,176.3126,176.1204,175.9582,166.2507,169.1774,168.2832,168.9928,,,,,,166.17,,,197.8087,202.5497,176.476,,,176,,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5754,160.9658,3/10/2012
10,10,174.0411,,176.3901,176.0943,176.3255,166.2411,171.8592,168.281,168.5117,,,,,,166.17,,,197.8374,200.5021,176.476,,,176,176,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.569,160.0211,3/10/2012
11,11,174.0587,,176.617,175.649,176.389,166.249,171.7617,168.2813,169.2106,,,,,,166.17,,,197.8294,200.5217,176.476,,,176,176,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5719,159.4627,3/10/2012
12,12,174.1471,,176.7803,174.9161,176.4141,166.2828,170.8374,168.1725,169.2337,,,,,,166.17,,,197.826,200.5268,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5713,159.3418,3/10/2012
13,13,174.1144,,176.9983,174.8788,177.2813,166.2873,170.8002,168.1567,169.7712,,,,,,166.17,,,197.6796,201.1482,176.476,,,176,176,176,,,64.199,,,,167.642,166.179,,65.595,65.595,154.2152,160.0721,3/10/2012
14,14,174.1169,,178.0324,174.8419,177.4497,166.2535,171.157,168.1254,169.8908,,,,,,166.17,,,197.163,213.4171,176.476,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.8366,159.587,3/10/2012
15,15,174.9442,,177.2269,174.8079,182.7834,165.8577,170.3465,168.0999,170.1903,,,,,,166.17,,,204.4608,216.1744,176.476,,,176,,176,,,64.199,,,,167.642,166.179,,65.595,65.595,154.4119,160.0191,3/10/2012
16,16,174.0585,189.1112,176.064,174.8104,,166.2448,169.4351,168.1137,170.241,,,,,,166.17,,,204.8708,215.8969,,,,176,,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5787,159.3631,3/10/2012
17,17,174.0977,175.3904,175.5416,174.817,185.8892,165.9998,169.3447,168.1164,170.2483,,,,,,166.17,,,204.8708,216.0445,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.8165,159.7739,3/10/2012
18,18,174.0811,173.6527,175.6129,174.8159,176.4369,165.3017,169.2592,168.1335,168.8538,,,,,,166.17,,,204.862,216.0905,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,154.2459,160.8138,3/10/2012
19,19,174.0843,173.7519,175.6044,174.8118,180.902,165.1266,169.265,168.132,168.5856,,,,,,166.17,,,204.8826,216.0232,,,,176,,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5667,159.8387,3/10/2012
20,20,174.1291,173.7506,176.9166,178.459,,165.2297,169.2963,168.1394,168.6167,,,,,,166.17,,,204.8072,216.0243,,,,176,,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.9799,159.3272,3/10/2012
21,21,176.6059,177.0908,189.4842,,,165.1989,169.2059,168.1083,168.6678,,,,,,166.17,,,204.8708,216.2298,,,,,,176,,,64.199,,,,167.642,166.179,,65.595,65.595,154.5155,159.3172,3/10/2012
22,22,,,,,,165.1964,169.1763,167.5907,168.6651,,,,,,166.17,,,204.8708,216.2223,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.45,159.97,3/10/2012
23,23,,,,,,165.1987,179.8334,168.1925,169.4713,,,,,,166.17,,,204.8708,216.0501,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.4012,160.6479,3/10/2012
0,00,,,,,,165.1807,,168.2508,173.0142,,,,,,166.17,,,204.8815,215.8828,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.2584,159.5021,4/10/2012
1,01,,,,,,165.2075,,168.2973,,,,,,,166.17,,,204.7562,215.9867,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.7041,159.7072,4/10/2012
2,02,,,,,,165.1936,,168.2796,,,,,,,166.17,,,204.771,216.0683,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,155.9653,159.2457,4/10/2012
3,03,,,,,,165.1893,,168.2874,,,,,,,166.17,,,204.778,216.0683,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.7032,160.1145,4/10/2012
4,04,,,,,,165.2024,,168.2892,176.396,,,,,,166.17,,,204.778,216.1064,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.7384,159.3848,4/10/2012
5,05,,,,,,165.1784,187.0965,168.2845,168.2788,,,,,,166.17,,,204.778,216.0683,,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5728,159.267,4/10/2012
6,06,,,,,,165.1855,169.0693,168.2906,168.6841,,,,,,166.17,,,204.6511,215.9754,,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.9561,159.9878,4/10/2012
7,07,189.4633,,,,,165.1998,168.7771,168.2692,168.741,,,,,,166.17,,,204.8394,216.069,,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.56,159.4035,4/10/2012
8,08,175.0756,177.0025,,179.4958,,165.2194,170.0308,168.2674,168.8488,,,,,,166.17,,,204.502,215.9959,,,,176,,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5617,159.4771,4/10/2012
9,09,174.0982,173.7693,179.1125,176.1151,191.5497,166.0038,172.1019,168.2723,168.859,,,,,,166.17,,,204.4752,216.0928,,,,176,,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.608,159.9978,4/10/2012
10,10,174.0851,173.7521,175.4094,176.0625,177.4058,165.9302,173.7592,168.2723,168.8925,,,,,,166.17,,,204.5336,216.0704,,,,176,,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5854,159.5827,4/10/2012
11,11,174.1113,173.8032,175.6285,176.0899,176.3136,165.2233,174.9512,168.266,168.8858,,,,,,166.17,,,204.5221,215.8229,,,,176,,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.6374,159.5353,4/10/2012
12,12,174.0568,173.7909,175.6929,181.6565,176.2566,165.2476,173.8911,168.2764,169.0193,,,,,,166.17,,,204.59,215.8394,,,,176,,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.6149,159.6539,4/10/2012
13,13,175.0857,173.7906,175.7509,178.1484,176.2765,165.2219,172.9715,168.184,169.5668,,,,,,166.17,,,204.8248,215.7214,,,,176,,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.6215,159.3957,4/10/2012
14,14,174.4746,173.8267,176.4366,176.0902,176.2963,165.2053,171.2232,168.2024,169.6862,,,,,,166.17,,,199.0536,215.6744,176.476,,,176,,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7506,159.568,4/10/2012
15,15,173.9496,173.798,176.4618,176.0575,176.25,165.1573,171.0546,168.1718,169.4065,,,,,,166.17,,,200.5539,216.1597,176.476,,,176,,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7158,159.5904,4/10/2012
16,16,173.9569,173.7793,175.6441,175.3505,179.9647,164.4092,170.9277,168.1494,169.2065,,,,,,166.17,,,204.6798,216.163,,,,176,,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.593,159.1467,4/10/2012
17,17,173.9553,173.7906,175.6562,174.8599,178.9097,164.1694,170.9025,168.2723,169.2284,,,,,,166.17,,,203.9752,215.7935,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5931,159.1433,4/10/2012
18,18,173.9085,173.7296,175.4537,174.8081,176.2474,164.1626,170.6658,168.2713,169.1161,,,,,,166.17,,,197.0001,202.3342,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.588,159.1433,4/10/2012
19,19,173.9069,173.7571,175.4271,174.8324,176.2156,164.1769,170.6652,168.2725,169.0523,,,,,,166.17,,,196.8661,201.6665,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.575,159.1433,4/10/2012
20,20,173.9244,173.7741,175.4028,174.8402,176.8025,164.1556,170.6199,168.2732,169.0213,,,,,,166.17,,,201.7715,214.6016,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.5703,159.1433,4/10/2012
21,21,173.9125,173.8076,177.7003,175.8037,189.7712,164.1411,170.6174,168.2723,169.0055,,,,,,166.17,,,204.778,216.1407,,,,176,176,176,,,64.199,,,,167.642,166.179,,65.595,65.595,153.581,159.1433,4/10/2012
22,22,173.9004,177.1524,,189.6971,,164.1437,170.471,168.3006,169.0013,,,,,,166.17,,,204.778,216.143,,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.5846,159.6322,4/10/2012
23,23,175.9935,,,,,164.1739,170.5715,168.3066,169.0072,,,,,,166.17,,,204.9439,216.2772,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.7858,159.5253,4/10/2012
0,00,,,,,,164.1464,170.5069,168.3024,169.0025,,,,,,166.17,,,204.9242,216.3437,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.6737,160.0139,5/10/2012
1,01,,,,,,164.1494,170.4802,168.2969,169.0085,,,,,,166.17,,,204.9139,216.303,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.4158,160.268,5/10/2012
2,02,,,,,,164.1508,175.3575,168.2961,168.9824,,,,,,166.17,,,204.9761,216.3692,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,155.3548,160.1541,5/10/2012
3,03,,,,,,164.1453,,168.2852,169.001,,,,,,166.17,,,205.0339,216.3271,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.7327,160.2167,5/10/2012
4,04,,,,191.1371,,164.1409,,168.2681,168.9616,,,,,,166.17,,,205.0339,216.3692,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.9645,159.4547,5/10/2012
5,05,,,,191.1633,,164.142,,168.2832,168.9919,,,,,,166.17,,,205.0339,216.3861,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.705,160.1925,5/10/2012
6,06,,,,191.355,,164.1499,174.6232,168.2922,168.9733,,,,,,166.17,,,204.9773,215.9522,,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.6333,159.5144,5/10/2012
7,07,176.4332,177.8443,,191.3283,,164.1482,170.4123,168.2698,169.0325,,,,,,166.17,,,204.9134,215.9461,,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.1906,160.0851,5/10/2012
8,08,174.4829,174.2017,176.657,177.0927,185.7761,164.1712,171.6408,168.2611,168.6356,,,,,,166.17,,,204.7627,216.0844,,,,176,,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.8218,159.1759,5/10/2012
9,09,173.9368,173.7548,175.1044,174.8456,176.0059,164.6114,173.7486,168.2218,168.8037,,,,,,166.17,,,201.7034,215.7339,176.476,,,176,,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7755,159.2842,5/10/2012
10,10,173.9741,173.7759,175.2332,174.828,176.2831,164.8952,173.4036,168.1813,169.059,,,,,,166.17,,,197.2061,215.69,176.476,,,176,176,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.76,159.5339,5/10/2012
11,11,173.981,173.7498,175.372,174.8453,176.2685,164.5933,172.124,168.2048,169.2081,,,,,,166.17,,,197.8544,215.8588,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7392,159.7094,5/10/2012
12,12,173.9673,173.7638,175.4387,174.9613,176.2844,164.1849,170.7799,168.2676,169.7434,,,,,,166.17,,,197.6044,215.9069,176.476,,,176,176,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7317,159.8321,5/10/2012
13,13,174.9524,173.7863,175.4969,174.9058,176.3122,164.2206,170.9858,168.2027,170.4322,,,,,,166.17,,,199.3623,215.9693,176.476,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.1079,160.3499,5/10/2012
14,14,174.305,174.216,175.6515,175.358,176.6581,164.5437,170.1922,168.2501,170.5918,,,,,,166.17,,,204.9992,216.1623,,,,176,,,176,,64.199,,,,167.642,166.179,,65.595,65.595,154.1016,159.5045,5/10/2012
15,15,173.9196,173.9416,175.7534,175.1693,177.1896,165.3321,170.7497,168.2682,170.622,,,,,,166.17,,,205.0042,215.9985,,,,176,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.7653,160.0028,5/10/2012
16,16,173.8789,173.7478,184.421,174.8258,,164.8463,169.6848,168.2586,170.533,,,,,,166.17,,,204.8298,215.8797,,,,176,,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7562,160.2061,5/10/2012
17,17,173.924,173.7172,179.5113,174.8516,183.315,163.5951,168.854,168.2365,170.5711,,,,,,166.17,,,204.687,215.863,,,,176,,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7963,159.377,5/10/2012
18,18,173.9327,173.7308,175.1026,174.8596,176.1692,163.5112,168.861,167.7611,170.0154,,,,,,166.17,,,200.3537,215.8163,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7697,159.3213,5/10/2012
19,19,173.9892,173.7166,175.1989,174.9216,178.5806,163.5276,168.8287,168.2004,169.7799,,,,,,166.17,,,204.7698,215.8634,176.476,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7997,159.3213,5/10/2012
20,20,173.9486,173.7536,175.1939,174.8903,,163.5208,168.8395,167.7037,169.7809,,,,,,166.17,,,205.0041,215.9168,,,,176,176,176,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.7862,159.3025,5/10/2012
21,21,173.937,173.7395,176.1587,174.8787,,163.5057,168.7835,167.6598,169.7102,,,,,,166.17,,,204.8458,215.9658,,,,176,,,176,,64.199,,,,167.642,166.179,,65.595,65.595,153.814,159.3681,5/10/2012
22,22,173.9551,173.7975,186.9616,178.2115,,163.5254,168.9584,167.6987,169.7299,,,,,,166.17,,,204.9182,216.1747,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,153.796,159.5366,5/10/2012
23,23,173.9282,176.3938,,,,163.5067,168.8507,167.659,169.7066,,,,,,166.17,,,204.8942,216.2433,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,154.3215,160.1782,5/10/2012
0,00,173.9024,,,,,163.5258,168.8314,167.6624,169.7227,,,,,,166.17,,,204.9522,216.2277,,,,,,,,,64.199,,,,167.642,166.179,,65.595,65.595,155.0216,160.1823,6/10/2012
