,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
11,11,156.8591,151.83,155.3249,153.1678,,142.5289,144.6173,145.5522,144.2348,,208.025,,,,144.623,136.781,,176.139,,,50,62.818,124.829,124.829,116.929,,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,137.8965,2/7/2012
12,12,156.0051,151.83,154.0855,153.1774,,142.8069,144.2828,144.7077,143.9527,,,,,,144.623,136.781,,176.1406,,,50,62.818,124.829,124.829,116.929,,,63.371,,,,144.625,143.37,,65.6,65.6,132.843,137.8975,2/7/2012
13,13,159.931,151.83,157.8785,153.9237,,142.8483,144.7437,144.9348,143.7847,,,,,,144.623,136.781,,176.1479,,,50,62.818,124.829,124.829,116.929,,,63.371,,,,144.625,143.37,,65.6,65.6,132.9137,137.832,2/7/2012
14,14,154.7507,151.83,154.6493,155.7784,,142.8374,144.6505,145.4612,143.8666,,,,,,144.623,136.781,,176.1479,,,50,62.818,124.829,124.829,116.929,,,63.371,,,,144.625,143.37,,65.6,65.6,132.896,137.9059,2/7/2012
15,15,,154.9896,,167.4,,143.0757,144.6708,145.4786,144.3158,,,,,,144.623,136.781,,176.2345,,,50,62.818,124.829,124.829,116.929,,,63.371,,,,144.625,143.37,,65.6,65.6,132.5962,137.9713,2/7/2012
16,16,,,,,,143.6177,149.5643,144.6028,144.3764,,,,,,144.623,136.781,,176.2408,186.349,,50,62.818,124.829,124.829,116.929,,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.5423,2/7/2012
17,17,,,,,,143.2058,,144.0584,143.7772,,,,,,144.623,136.781,,176.1479,186.1362,,50,62.818,124.829,124.829,116.929,,,63.371,,,,,143.37,,65.6,65.6,131.98,138.6676,2/7/2012
18,18,,,154.191,,,142.8635,145.8173,144.1045,143.7171,,,,,,144.623,136.781,,176.1636,178.3562,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,132.2401,138.4896,2/7/2012
19,19,,,156.8021,,,142.8621,144.1535,144.9145,143.7094,,,,,,144.623,136.781,,176.0877,172.1757,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,132.252,138.7031,2/7/2012
20,20,,,,,,142.8515,144.1873,,143.7232,,,,,,144.623,136.781,,176.1706,180.1342,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,137.9774,2/7/2012
21,21,,,,,,142.8715,144.7167,,143.747,,,,,,144.623,136.781,,176.158,186.1318,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.7036,138.8531,2/7/2012
22,22,,,,,,142.8563,157.9643,,145.3256,,,,,,144.623,136.781,,176.2284,185.8063,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.9266,138.3163,2/7/2012
23,23,,,,,,144.6616,,,154.4379,,,,,,,136.781,,176.0602,185.6094,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.8088,138.0988,2/7/2012
0,0,,,,,,,,,,,,,,,,136.781,,176.0274,185.723,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.1577,140.826,3/7/2012
1,1,,,,,,,,,,,,,,,,,,175.9107,185.5011,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.0086,146.0377,3/7/2012
2,2,,,,,,,,,,,,,,,,,,175.9444,185.5036,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.1219,148.8416,3/7/2012
3,3,,,,,,,,,,,,,,,,,,176.0022,185.6299,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.0225,145.3494,3/7/2012
4,4,,,,,,,,,,,,,,,,,,175.9126,185.5666,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.0555,141.0108,3/7/2012
5,5,,,,,,,,,,,,,,,,,,175.7482,185.6498,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.0487,139.3355,3/7/2012
6,6,,,,,,,,,,,,,,,,136.781,,176.018,185.9413,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.9812,139.9589,3/7/2012
7,7,,,,,,143.9541,,,154.7067,,,,,,144.623,136.781,,175.9221,185.815,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,138.6459,3/7/2012
8,8,,,,,,143.5064,156.2555,145.658,144.8086,,208.025,,,,144.623,136.781,,176.2898,185.6124,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.464,3/7/2012
9,9,,,,,,143.2282,144.7781,145.0465,144.1855,,,,,,144.623,136.781,,176.2301,185.7254,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,139.146,3/7/2012
10,10,,,,,,143.1657,144.0789,144.7334,143.7793,,,,,,144.623,136.781,,176.1884,185.7733,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,138.77,3/7/2012
11,11,,,,,,143.3618,143.9432,145.2532,143.7845,,,,,,144.623,136.781,,176.1593,185.8647,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,138.5904,3/7/2012
12,12,,,,,,143.2824,144.077,,143.8028,,,,,,144.623,136.781,,176.3331,185.9627,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,137.9448,3/7/2012
13,13,,,,,,143.3267,144.4514,145.3807,144.0941,,,,,,144.623,136.781,,176.2944,185.7038,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.2572,3/7/2012
14,14,,,,,,143.4993,144.2635,145.1928,144.3152,,,,,,144.623,136.781,,176.2164,185.4846,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.9748,3/7/2012
15,15,,,,,,143.5744,144.0801,145.7312,144.1094,,,,,,144.623,136.781,,176.3493,185.4881,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,138.4067,3/7/2012
16,16,,,,,,143.5705,144.0972,,143.9009,,,,,,144.623,136.781,,176.3081,185.5281,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,138.7863,3/7/2012
17,17,,,,,,143.6011,151.2672,145.543,143.8327,,,,,,144.623,136.781,,176.3082,185.5698,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,139.2697,3/7/2012
18,18,,,,,,142.8645,146.9545,144.7574,143.8469,,,,,,144.623,136.781,,176.3039,185.8339,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.9555,3/7/2012
19,19,,,,,,142.7954,144.196,144.0206,143.8212,,,,,,144.623,136.781,,176.1347,185.8224,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.6891,3/7/2012
20,20,,,,,,142.7945,144.1111,144.0602,143.8242,,,,,,144.623,136.781,,176.048,185.8858,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,138.9838,3/7/2012
21,21,,,,,,142.8176,150.1685,144.6384,143.8165,,,,,,144.623,136.781,,176.046,185.8693,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.9825,139.1342,3/7/2012
22,22,,,,,,142.8066,,,144.2807,,,,,,,136.781,,176.048,186.0088,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,139.1765,3/7/2012
23,23,,,,,,143.8438,,,152.0811,,,,,,,136.781,,176.048,185.9026,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.98,138.737,3/7/2012
0,0,,,,,,,,,,,,,,,,136.781,,176.048,185.6352,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.98,141.4843,4/7/2012
1,1,,,,,,,,,,,,,,,,136.781,,176.3398,185.9608,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.9805,142.1841,4/7/2012
2,2,,,,,,,,,,,,,,,,136.781,,176.3443,186.062,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.2651,139.7422,4/7/2012
3,3,,,,,,,,,,,,,,,,136.781,,176.3679,186.0773,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.7469,140.0496,4/7/2012
4,4,,,,,,,,,,,,,,,,136.781,,176.3679,186.0773,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.7512,141.6101,4/7/2012
5,5,,,,,,143.1998,,,,,,,,,,136.781,,176.2207,186.0773,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.1481,137.8883,4/7/2012
6,6,,,,,,142.6216,,,,,,,,,,136.781,,176.3544,185.7399,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.0078,137.8892,4/7/2012
7,7,,,,,,142.6119,,,149.1703,,,,,,144.623,136.781,,176.5944,186.0773,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,138.2464,4/7/2012
8,8,,,,,,142.6539,152.632,145.0674,144.398,,,,,,144.623,136.781,,176.6322,186.0773,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,137.8539,4/7/2012
9,9,,155.7361,,,,142.6808,144.0088,144.5748,144.1293,,,,,,144.623,136.781,,176.4279,185.9873,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.0833,4/7/2012
10,10,,151.7127,154.8666,,,142.7196,143.969,144.5273,144.0335,,,,,,144.623,136.781,,176.4124,185.6001,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,137.8136,4/7/2012
11,11,,151.9015,152.9229,,,142.7196,143.9643,144.6749,144.2553,,,,,,144.623,136.781,,176.644,185.9093,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.0574,4/7/2012
12,12,,151.9015,159.6967,,,142.7691,144.0233,144.702,144.5322,,,,,,144.623,136.781,,176.644,186.2994,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,137.9574,4/7/2012
13,13,,151.9015,152.8828,,,142.7765,144.0602,144.7133,144.8571,,,,,,144.623,136.781,,176.5477,186.1673,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.9869,137.7833,4/7/2012
14,14,,152.159,153.0531,,,142.7733,144.0467,144.693,144.837,,,,,,144.623,136.781,,176.585,185.8669,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.6635,4/7/2012
15,15,,153.691,159.8723,,,142.7707,144.0683,144.7008,144.5283,,,,,,144.623,136.781,,176.2292,185.7824,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.9543,4/7/2012
16,16,,164.075,,,,143.2093,144.0495,144.6752,144.4626,,,,,,144.623,136.781,,176.3494,185.9501,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.9869,138.1598,4/7/2012
17,17,,,,,,143.5945,144.1778,143.9005,144.4116,,,,,,144.623,136.781,,176.3664,186.1306,,50,,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,138.2651,4/7/2012
18,18,,151.7651,153.9942,,,143.1053,144.1964,143.8472,144.412,,,,,,144.623,136.781,,176.4685,185.9934,,50,,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.9858,4/7/2012
19,19,,155.5053,154.9893,,,142.7432,143.8702,143.8229,144.3662,,,,,,144.623,136.781,,176.2384,185.8199,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,132.4856,139.0391,4/7/2012
20,20,,,,,,142.7495,143.6574,143.8266,144.3534,,,,,,144.623,136.781,,176.168,185.6851,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.98,138.8847,4/7/2012
21,21,,,,,,142.7408,153.2374,143.8441,145.7557,,,,,,144.623,136.781,,176.168,185.7332,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,131.9927,138.5006,4/7/2012
22,22,,,,,,143.4547,167.9892,145.2518,156.4544,,,,,,,136.781,,176.168,185.7411,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,143.37,,65.6,65.6,132.2711,138.212,4/7/2012
23,23,,,,,,146.1903,168.312,,,,,,,,,136.781,,176.168,185.7663,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.98,139.9166,4/7/2012
0,0,,,,,,,168.312,,,,,,,,,136.781,,176.168,185.7564,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.98,140.6739,5/7/2012
1,1,,,,,,,,,,,,,,,,136.781,,176.2355,185.6651,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.98,140.6384,5/7/2012
2,2,,,,,,,,,,,,,,,,136.781,,176.2623,185.6934,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,132.082,140.6384,5/7/2012
3,3,,,,,,,,,,,,,,,,136.781,,176.268,185.5953,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.9819,140.5222,5/7/2012
4,4,,,,,,,,,,,,,,,,136.781,,176.268,185.7078,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.98,138.5627,5/7/2012
5,5,,,,,,143.0552,,,,,,,,,,136.781,,176.2159,185.6398,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.9869,138.1333,5/7/2012
6,6,,,,,,142.5909,167.5314,,,,208.025,,,,144.623,136.781,,176.0077,185.7327,,,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.98,137.7749,5/7/2012
7,7,,,,,,142.6159,165.9454,,,,,,,,144.623,136.781,,176.2073,185.8374,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,,,,65.6,65.6,131.98,138.2054,5/7/2012
8,8,166.3,,,,,142.6047,144.9422,145.4294,154.1038,,,,,,144.623,136.781,,176.2727,185.8116,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,,,65.6,65.6,131.98,138.6652,5/7/2012
9,9,166.1894,,,,,142.6145,144.5659,145.0138,144.6917,,,,,,144.623,136.781,,176.3088,185.9798,,50,62.818,124.829,124.829,116.929,116.929,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,139.0723,5/7/2012
10,10,166.1731,,154.7302,,,142.6169,145.1537,145.031,144.383,,,,,,144.623,136.781,,176.4744,186.1085,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.6266,5/7/2012
11,11,,152.0137,152.3543,,,142.7003,146.3489,145.0539,144.4154,,,,,,144.623,136.781,,176.6188,185.9954,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.7258,5/7/2012
12,12,,156.2397,153.254,,,142.7579,146.3744,145.0167,144.3913,,,,,,144.623,136.781,,176.644,186.0783,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,132.7294,139.1058,5/7/2012
13,13,,,153.3778,,,142.8321,145.9464,145.0601,144.5868,,,,,,144.623,136.781,,176.644,186.1003,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,132.6874,138.7074,5/7/2012
14,14,,,161.2307,,,142.8318,146.2265,145.0511,144.8476,,,,,,144.623,136.781,,176.5968,185.9654,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,139.0519,5/7/2012
15,15,,,,,,142.8491,146.316,145.1424,144.5405,,,,,,144.623,136.781,,176.5402,186.1454,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.9803,138.7119,5/7/2012
16,16,,,,,,142.8155,146.5544,144.9251,144.4018,,,,,,144.623,136.781,,176.5525,186.1433,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,138.4271,5/7/2012
17,17,,,,,,142.808,162.2981,144.9723,144.4097,,,,,,144.623,136.781,,176.5159,186.1688,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,139.0266,5/7/2012
18,18,,,154.193,,,142.8165,150.8729,145.5992,144.408,,,,,,144.623,136.781,,176.268,186.1396,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,139.1089,5/7/2012
19,19,,,154.8147,,,142.8063,143.9326,145.0831,144.3795,,,,,,144.623,136.781,,176.268,185.7778,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,139.1104,5/7/2012
20,20,,,,,,142.8245,143.9698,145.821,144.4065,,,,,,144.623,136.781,,176.268,185.6726,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.4499,5/7/2012
21,21,,,,,,142.8233,145.2184,,144.3893,,,,,,144.623,136.781,,176.268,185.7129,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,138.3132,5/7/2012
22,22,,,,,,144.2019,163.9536,,148.9079,,,,,,,136.781,,176.268,185.7324,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,131.98,138.8785,5/7/2012
23,23,,,,,,,166.2043,,,,,,,,,136.781,,176.268,185.5735,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,131.98,138.7782,5/7/2012
0,0,,,,,,,166.1524,,,,,,,,,136.781,,176.268,185.7056,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,132.2103,139.0457,6/7/2012
1,1,,,,,,,166.1593,,,,,,,,,136.781,,176.1164,185.7356,,50,,128.89,128.89,,141.662,,63.371,,,,,,,65.6,65.6,132.8386,137.912,6/7/2012
2,2,,,,,,,166.2344,,,,,,,,,136.781,,176.168,185.5752,,50,,128.89,128.89,,141.662,,63.371,,,,,,,65.6,65.6,132.2294,138.3686,6/7/2012
3,3,,,,,,,166.2044,,,,,,,,,136.781,,176.168,185.6397,,50,,128.89,128.89,,141.662,,63.371,,,,,,,65.6,65.6,132.1087,138.9671,6/7/2012
4,4,,,,,,147.1542,166.1781,,,,,,,,,136.781,,176.168,185.5716,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,131.98,139.0277,6/7/2012
5,5,,,,,,142.7239,166.185,,,,,,,,,136.781,,176.168,185.615,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,131.98,138.8334,6/7/2012
6,6,,,,,,142.5547,166.1862,,,,,,,,144.623,136.781,,176.168,185.7569,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,131.98,138.0294,6/7/2012
7,7,,,,,,142.5689,166.242,,154.9509,,,,,,144.623,136.781,,176.1192,185.7775,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,131.98,138.2709,6/7/2012
8,8,,,,,,142.5716,166.224,,144.2992,,,,,,144.623,136.781,,176.1479,185.7433,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,138.4221,6/7/2012
9,9,,,,,,142.698,159.619,,144.3772,,,,,,144.623,136.781,,176.1593,185.818,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.2119,6/7/2012
