,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,CEN,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
16,16,,,,,,177.8789,177.9746,,,,,,,177.881,171.223,,,233.1321,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,172.8693,1/5/2012
17,17,,,,,,177.6969,177.9615,,,,,,,177.881,171.223,,,233.2183,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,172.6423,1/5/2012
18,18,193.0034,190.0014,,,,176.5145,177.6337,179.6024,180.6175,,,,,177.881,171.223,,,233.0577,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,181.224,,,61.885,61.885,165.7382,171.0022,1/5/2012
19,19,187.6289,186.7556,,,,176.521,177.6294,179.1583,178.0181,,,,,177.881,171.223,,,233.1256,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.7387,171,1/5/2012
20,20,197.7111,196.2476,,,,176.5465,177.6615,179.4983,178.0535,,,,,177.881,171.223,,,233.0401,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,171,1/5/2012
21,21,,,,,,176.541,183.0384,180.7039,186.5604,,,,,177.881,171.223,,,233.0439,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.7388,171,1/5/2012
22,22,,,,,,176.5389,,,,,,,,177.881,171.223,,,233.4081,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,171,1/5/2012
23,23,,,,,,176.5507,,,,,,,,,171.223,,,233.4418,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,171,1/5/2012
0,00,,,,,,176.538,,,,,,,,177.881,171.223,,,233.4269,,50,33.151,171.43,171.43,171.43,,63.371,63.371,,,,,,,61.885,61.885,165.738,171,2/5/2012
1,01,,,,,,176.5416,,,,,,,,,171.223,,,233.5712,,50,33.151,171.43,171.43,171.43,,63.371,63.371,,,,,,,61.885,61.885,165.738,171,2/5/2012
2,02,,,,,,176.54,,,,,,,,,171.223,,,233.458,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,165.766,170.9099,2/5/2012
3,03,,,,,,176.5408,,,,,,,,,171.223,,,233.6569,,50,33.151,171.43,171.43,,,63.371,63.371,,,,,,,61.885,61.885,165.738,170.5615,2/5/2012
4,04,,,,,,176.5225,,,,,,,,,171.223,,,233.4335,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.8026,170.8405,2/5/2012
5,05,,,,,,176.5372,184.2511,,,,,,,177.881,,,,233.4922,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.8578,171.1428,2/5/2012
6,06,,,,,,176.5402,177.8674,,,,,,,177.881,,,,233.5062,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,,165.8588,172.8382,2/5/2012
7,07,,,,,,176.5378,182.0219,180.8436,180.9246,248.122,248.122,,,177.881,,,,233.364,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,,165.8512,172.8668,2/5/2012
8,08,,203.5484,,,,177.0277,178.3926,178.7043,178.6485,,,,,177.881,171.223,,,233.1445,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,,165.7899,172.8668,2/5/2012
9,09,,187.4012,193.3698,190.5898,,177.3224,178.369,178.3644,178.6323,,,,,177.881,171.223,,,233.1839,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,,166.0032,173.542,2/5/2012
10,10,,186.8015,188.2977,187.6908,,177.906,178.2624,178.3623,178.7311,248.122,,,,177.881,171.223,,,233.021,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,,165.738,172.748,2/5/2012
11,11,,186.7821,188.4411,187.6745,,177.7597,178.0151,179.0377,179.3889,,,,,177.881,171.223,,,232.9344,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,,165.738,170.9452,2/5/2012
12,12,,186.7637,195.0886,187.6716,,177.751,177.8724,178.4337,179.4093,,,,,177.881,171.223,,,232.9797,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,,165.738,170.9239,2/5/2012
13,13,,186.7979,191.0665,187.6712,,177.5289,178.1254,178.4251,179.4147,,,,,177.881,171.223,,,233.3873,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9239,2/5/2012
14,14,,186.7447,188.6417,187.6485,,177.6587,178.0466,178.4355,179.3963,,,,,177.881,171.223,,,233.4326,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9045,2/5/2012
15,15,,186.8314,188.6942,187.699,,177.3141,178.0937,178.4779,179.3913,,,,,177.881,171.223,,,233.4326,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9578,2/5/2012
16,16,,186.8612,195.3838,189.014,,177.6301,178.1139,178.4617,179.2524,,,,,177.881,171.223,,,233.506,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,172.4004,2/5/2012
17,17,,186.8186,,201.9503,,177.6782,177.8434,178.4281,178.1793,,,,,177.881,171.223,,,233.4563,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.9602,171.7292,2/5/2012
18,18,190.921,186.7378,190.7011,190.3229,,177.3538,177.6782,178.3614,178.0936,,,,,177.881,171.223,,,233.2458,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.98,2/5/2012
19,19,190.6044,186.7221,191.6309,189.3783,,177.3736,177.665,178.3682,178.0953,,,,,177.881,171.223,,,233.3219,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,166.2669,171.8476,2/5/2012
20,20,,196.9066,,204.5068,,177.3656,177.6844,179.1624,178.085,,,,,177.881,171.223,,,233.2942,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9807,2/5/2012
21,21,,,,,,177.4108,177.7169,,182.5836,,,,,177.881,171.223,,,233.4175,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9796,2/5/2012
22,22,,,,,,177.375,177.6881,,,,,,,177.881,171.223,,,233.745,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.7808,170.9796,2/5/2012
23,23,,,,,,177.3651,177.6873,,,,,,,177.881,,,,233.749,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.8124,170.9796,2/5/2012
0,00,,,,,,177.3846,183.2155,,,,,,,,171.223,,,233.6263,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,165.7935,170.9796,3/5/2012
1,01,,,,,,177.385,,,,,,,,,171.223,,,233.7006,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9796,3/5/2012
2,02,,,,,,177.3858,,,,,,,,,171.223,,,233.4062,,50,33.151,171.43,171.43,,,63.371,63.371,,,,,,,61.885,61.885,165.7386,170.9796,3/5/2012
3,03,,,,,,177.3696,,,,,,,,,171.223,,,233.3644,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,165.7389,170.9796,3/5/2012
4,04,,,,,,177.3401,,,,,,,,,171.223,,,233.4024,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,165.7384,170.9796,3/5/2012
5,05,,,,,,177.4093,179.9874,,,,,,,,171.223,,,233.3812,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,166.4286,170.9796,3/5/2012
6,06,,,,,,178.6412,177.6241,,,,,,,,171.223,,,233.0483,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,166.0753,170.9796,3/5/2012
7,07,,,,,,178.6672,177.7257,,193.8144,,,,,177.881,171.223,,,233.3435,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9796,3/5/2012
8,08,,,,,,178.6389,177.9346,180.4647,179.8456,,,,,177.881,171.223,,,233.1143,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9796,3/5/2012
9,09,203.7111,189.0127,,,,178.4687,178.075,179.237,178.6129,,,,,177.881,171.223,,,233.2462,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9796,3/5/2012
10,10,187.9482,186.7538,,190.7954,,177.3725,178.2064,179.1998,178.681,,,,,177.881,171.223,,,233.3498,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9465,3/5/2012
11,11,189.3485,186.7365,,187.7055,,177.3799,178.0833,179.0135,179.3132,,,,,177.881,171.223,,,233.7574,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9406,3/5/2012
12,12,187.563,186.8225,,187.7108,,176.7072,177.7131,179.1581,179.3538,,,,,177.881,171.223,,,233.8855,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,172.1514,3/5/2012
13,13,188.4227,186.7831,,187.6763,,176.8665,178.0659,179.394,183.3418,248.122,248.122,,,177.881,171.223,,,233.7446,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,173.8208,170.8978,3/5/2012
14,14,187.8558,186.7993,,187.6855,,177.9878,178.0393,178.5701,185.7053,248.122,248.122,,,177.881,171.223,,,233.5169,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,171,3/5/2012
15,15,187.4004,186.7528,,187.7189,,176.6902,177.9184,178.6646,184.7058,248.122,248.122,,,177.881,171.223,,,233.9667,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9872,3/5/2012
16,16,191.0995,189.0032,,192.7021,,176.6867,177.9843,178.679,178.8415,,,,,177.881,171.223,,,233.9317,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,166.232,171.5271,3/5/2012
17,17,,,,,,176.6697,177.8223,178.6458,178.7738,,,,,177.881,171.223,,,233.9831,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9592,3/5/2012
18,18,189.6508,189.3051,,191.5843,,176.5892,177.6985,178.3507,177.9966,,,,,177.881,171.223,,,233.9862,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9592,3/5/2012
19,19,187.0686,186.7147,,190.7739,,176.5559,177.716,178.3752,178.0168,,,,,177.881,171.223,,,233.6039,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9525,3/5/2012
20,20,189.2828,188.0076,,,,176.5763,177.7627,178.4345,178.0333,,,,,177.881,171.223,,,233.067,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9369,3/5/2012
21,21,,201.9637,,,,176.5711,177.7619,179.6388,182.2962,,,,,177.881,171.223,,,233.1829,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9369,3/5/2012
22,22,,,,,,176.5565,179.723,,,,,,,177.881,171.223,,,233.3445,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.7557,170.9369,3/5/2012
23,23,,,,,,176.5756,195.6791,,,,,,,177.881,,,,233.5282,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.7494,170.9369,3/5/2012
0,00,,,,,,176.5576,,,,,,,,177.881,171.223,,,233.571,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.7468,170.9369,4/5/2012
1,01,,,,,,176.5682,,,,,,,,177.881,171.223,,,233.9321,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9369,4/5/2012
2,02,,,,,,176.5672,,,,,,,,,171.223,,,234.1548,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9369,4/5/2012
3,03,,,,,,176.5716,,,,,,,,,171.223,,,234.0636,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9369,4/5/2012
4,04,,,,,,176.5807,198.2794,,,,,,,177.881,171.223,,,234.0617,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9369,4/5/2012
5,05,,,,,,176.564,179.3282,,,,,,,177.881,171.223,,,234.0617,,50,33.151,171.43,171.43,,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9369,4/5/2012
6,06,,,,,,176.5619,177.6069,,,,,,,177.881,171.223,,,234.0617,,50,33.151,171.43,171.43,,,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9369,4/5/2012
7,07,,,,,,176.5583,177.7696,,,,,,,177.881,171.223,,,234.0617,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9369,4/5/2012
8,08,,,,,,176.566,178.0602,180.7494,180.6173,,,,,177.881,171.223,,,234.0617,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,,,,61.885,61.885,165.738,170.9369,4/5/2012
9,09,199.2823,193.3428,,,,176.5643,178.3488,179.2624,178.0386,,,,,177.881,171.223,,,234.0617,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.7439,170.9369,4/5/2012
10,10,187.162,186.794,,204.763,,176.577,178.2118,179.2232,178.0274,,,,,177.881,171.223,,,233.9636,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.7482,170.9369,4/5/2012
11,11,187.1208,186.7597,,190.1576,,176.5604,178.2471,179.255,178.7528,,,,,177.881,171.223,,,233.8931,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.8752,4/5/2012
12,12,187.2284,187.1989,,187.9106,,176.6938,178.0584,179.911,178.8761,,,,,177.881,171.223,,,233.8478,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.8629,171.1098,4/5/2012
13,13,188.2741,186.9222,,187.6685,,176.8051,178.3573,179.6575,179.2995,,,,,177.881,171.223,,,233.8491,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.7392,170.9276,4/5/2012
14,14,187.771,186.8214,,187.7101,,177.0801,178.3318,179.9744,179.2439,,,,,177.881,171.223,,,233.9233,,50,33.151,171.43,171.43,171.43,171.43,63.371,63.371,,,,181.224,,,61.885,61.885,165.738,170.9276,4/5/2012
15,15,187.152,186.8166,,187.7587,,176.8403,178.2027,179.3644,179.4227,,,,,177.881,171.223,,,233.9746,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,181.224,,,61.885,61.885,165.738,170.9276,4/5/2012
16,16,187.914,186.8248,,190.3454,,176.8874,177.9464,179.354,179.1341,,,,,177.881,171.223,,,233.9862,,50,33.151,171.43,171.43,,171.43,,63.371,,,,181.224,,,61.885,61.885,165.738,170.9276,4/5/2012
17,17,203.2704,191.3948,,,,176.7778,177.783,179.2903,178.242,,,,,177.881,171.223,,,233.9862,,50,33.151,171.43,171.43,,,,63.371,,,,181.224,,,61.885,61.885,165.738,170.9276,4/5/2012
18,18,189.4627,189.1757,,191.1671,,176.5594,177.5954,179.1824,178.0425,,,,,177.881,171.223,,,233.9474,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9276,4/5/2012
19,19,187.0605,186.7435,,188.2052,,176.556,177.6403,179.2224,178.0342,,,,,177.881,171.223,,,233.8837,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9276,4/5/2012
20,20,189.446,189.792,,200.0159,,176.5986,177.6955,178.844,178.021,,,,,177.881,171.223,,,233.8627,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9276,4/5/2012
21,21,,,,,,176.5812,177.7401,179.7134,182.353,,,,,177.881,171.223,,,233.8327,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9276,4/5/2012
22,22,,,,,,176.551,192.5941,,,,,,,177.881,171.223,,,233.8478,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9276,4/5/2012
23,23,,,,,,176.5581,208.883,,,,,,,177.881,171.223,,,233.8151,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9276,4/5/2012
0,00,,,,,,176.5876,208.883,,,,,,,177.881,171.223,,,233.5886,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9276,5/5/2012
1,01,,,,,,176.5737,208.883,,,,,,,177.881,171.223,,,233.6001,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9276,5/5/2012
2,02,,,,,,176.574,208.883,,,,,,,177.881,171.223,,,233.4955,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.8096,170.7473,5/5/2012
3,03,,,,,,176.5815,208.883,,,,,,,177.881,171.223,,,233.5274,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.8081,5/5/2012
4,04,,,,,,176.5838,188.195,,,,,,,177.881,171.223,,,233.5173,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.738,171.0197,5/5/2012
5,05,,,,,,176.566,177.6371,,,,,,,177.881,171.223,,,233.7668,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.738,172.7358,5/5/2012
6,06,,,,,,176.5618,177.6419,,,,,,,177.881,171.223,,,233.7849,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.738,172.745,5/5/2012
7,07,,,,,,176.5749,177.6627,,193.6853,,,,,177.881,171.223,,,233.7849,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,172.745,5/5/2012
8,08,,,,,,176.5811,177.6649,180.544,179.1376,,,,,177.881,171.223,,,233.7849,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,172.745,5/5/2012
9,09,,,,,,176.5747,177.6703,178.8553,178.0142,,,,,177.881,171.223,,,233.7509,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,181.224,,,61.885,61.885,165.738,172.745,5/5/2012
10,10,,199.7698,,,,176.5801,177.6921,178.4468,177.9975,,,,,177.881,171.223,,,233.5866,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,181.224,,,61.885,61.885,165.738,172.745,5/5/2012
11,11,,186.8839,,,,176.6752,177.7323,178.4321,178.7429,,,,,177.881,171.223,,,233.5499,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,181.224,,,61.885,61.885,165.738,172.7425,5/5/2012
12,12,,186.8175,,,,176.7396,177.7973,178.5286,178.8443,,,,,177.881,171.223,,,233.5192,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,181.224,,,61.885,61.885,165.738,171.8828,5/5/2012
13,13,,186.7979,,,,176.7962,177.8154,178.4746,179.3033,,,,,177.881,171.223,,,233.451,,50,33.151,171.43,171.43,,,,63.371,,,,181.224,,,61.885,61.885,165.738,171.348,5/5/2012
14,14,,186.8323,204.778,,,176.9774,177.8835,178.4338,179.1991,,,,,177.881,171.223,,,233.3232,,50,33.151,171.43,171.43,,,,63.371,,,,181.224,,,61.885,61.885,165.738,172.019,5/5/2012
15,15,,194.628,204.778,,,176.9982,177.8911,178.4687,178.8333,,,,,177.881,171.223,,,233.3364,,50,33.151,171.43,171.43,,,,63.371,,,,181.224,,,61.885,61.885,165.738,170.94,5/5/2012
16,16,,,,,,176.9958,177.8728,179.168,178.8398,,,,,177.881,171.223,,,233.3907,,50,33.151,171.43,171.43,,,,63.371,,,,181.224,,,61.885,61.885,165.738,170.9369,5/5/2012
17,17,,,,,,176.9275,177.8363,,178.7211,,,,,177.881,171.223,,,233.4907,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9369,5/5/2012
18,18,190.0006,189.0016,192.7709,,,176.5581,177.659,178.7514,178.0174,,,,,177.881,171.223,,,233.3949,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,181.224,,,61.885,61.885,165.738,170.9369,5/5/2012
19,19,187.0771,186.776,187.1769,,,176.5412,177.6391,178.4239,178.0226,,,,,177.881,171.223,,,233.4678,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,181.224,,,61.885,61.885,165.738,170.9369,5/5/2012
20,20,187.4256,189.3985,187.415,,,176.5412,177.5893,178.3941,177.9899,,,,,177.881,171.223,,,233.5005,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,181.224,,,61.885,61.885,165.738,170.9369,5/5/2012
21,21,201.686,,198.0972,,,176.55,177.5833,178.9319,178.0016,,,,,177.881,171.223,,,233.5471,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,181.224,,,61.885,61.885,165.738,170.9369,5/5/2012
22,22,,,,,,176.5365,177.6399,180.6097,177.9979,,,,,177.881,171.223,,,233.9037,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9369,5/5/2012
23,23,,,,,,176.4948,177.6443,,180.6707,,,,,177.881,,,,234.263,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.7398,170.9369,5/5/2012
0,00,,,,,,176.4766,177.6524,,,,,,,177.881,,,,233.3854,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.7427,170.9369,6/5/2012
1,01,,,,,,176.4825,177.6491,,,,,,,177.881,,,,233.8507,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.7407,170.9369,6/5/2012
2,02,,,,,,176.4905,177.664,,,,,,,177.881,,,,233.9843,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.7547,170.9369,6/5/2012
3,03,,,,,,176.5025,177.6697,,,,,,,177.881,,,,233.8855,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.738,170.9369,6/5/2012
4,04,,,,,,176.4909,177.6373,,,,,,,177.881,,,,233.9144,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.7422,170.9369,6/5/2012
5,05,,,,,,176.4929,177.6442,,,,,,,177.881,,,,234.0617,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.7519,170.9369,6/5/2012
6,06,,,,,,176.4745,177.6249,,,,,,,,,,,234.0617,,50,33.151,171.43,171.43,,171.43,,63.371,,,,,,,61.885,61.885,165.7471,170.9369,6/5/2012
7,07,,,,,,176.4896,177.6364,,,,,,,,,,,233.921,,50,33.151,171.43,171.43,171.43,171.43,,63.371,,,,,,,61.885,61.885,165.7661,170.9369,6/5/2012
