,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,AMY-L9030,TCPI-L9150,Demanda,Date
17,17,0,0,0,0,0,10.24,31.368,0,0,0,22.801,12.4,13.551,34.291,51.208,16.724,0,25.634,25.411,0,0,0,10.391,11.129,17.911,16.803,0,37.567,0,0,0,0,5.2,0,0,6.3,38.951,0,12.8,2.893,373.651,1/9/2012
18,18,0,0,0,0,0,10.474,31.545,0,0,0,28.501,20.001,14.864,34.186,51.208,16.576,0,25.634,25.411,0,0,0,21.479,22.067,22.286,21.602,0,38.267,0,0,0,0,5.2,0,0,6.3,38.951,0,10.7,0,418.808,1/9/2012
19,19,18.11,18.677,18.494,19.398,0,10.496,32.163,22.173,36.378,0,25.101,15.901,16.807,34.272,45.14,14.578,0,25.411,25.3,0,0,0,12.469,13.207,17.569,16.68,0,38.567,0,0,0,0,5.2,0,0,6.3,37.183,25.391,0,0,503.891,1/9/2012
20,20,17.843,9.204,18.079,0,0,10.305,31.633,21.576,36.322,0,32.701,19.401,17.228,34.326,44.104,14.504,0,25.411,25.411,0,0,0,9.981,10.733,17.801,16.94,0,38.588,0,0,0,0,5.2,0,0,6.3,37.802,5.615,7.2,0,481.66,1/9/2012
21,21,0,0,0,0,0,10.474,32.104,17.87,36.517,0,26.001,15.501,18.751,34.327,50.912,16.798,0,25.467,24.994,0,0,0,14.11,15.026,20.467,19.415,0,38.527,0,0,0,0,5.2,0,0,6.3,37.916,3.174,5.7,0,447.456,1/9/2012
22,22,0,0,0,0,0,10.144,31.014,0,36.044,0,4.6,5.3,2.835,34.386,50.69,16.798,0,25.467,25.105,0,0,0,18.663,19.524,22.464,21.561,0,38.598,0,0,0,0,0,0,0,6.3,38.067,0,0,2.087,410.419,1/9/2012
23,23,0,0,0,0,0,10.262,31.486,0,14.445,0,13.2,7.4,3.151,19.945,50.542,16.65,0,25.467,25.523,0,0,0,23.885,24.665,15.997,14.588,0,38.288,0,0,0,0,0,0,0,6.3,38.942,16.236,0,0,376.757,1/9/2012
0,00,0,0,0,0,0,10.481,13.899,0,0,0,39.201,22.401,15.704,5.981,45.806,13.838,0,25.467,25.467,0,0,0,10.733,11.731,14.821,0,0,38.657,0,0,0,0,0,0,0,6.3,31.325,0,10.2,0,333.349,2/9/2012
1,01,0,0,0,0,0,0,2.38,0,0,0,11.1,9.3,11.135,0,51.874,17.094,0,25.467,25.829,0,0,0,23.844,24.391,20.604,19.36,0,38.397,0,0,0,0,0,0,0,6.3,40.176,0,2.4,0,324.864,2/9/2012
2,02,0,0,0,0,0,0,2.38,0,0,0,14.4,11.3,9.611,0,52.022,17.094,0,25.384,25.773,0,0,0,23.94,24.473,15.518,14.985,0,38.468,0,0,0,0,0,0,0,6.3,31.317,0,0,0,315.848,2/9/2012
3,03,0,0,0,0,0,0,2.292,0,0,0,26.301,18.401,16.44,0,50.468,0,0,25.384,25.829,0,0,0,24.145,24.405,16.174,0,0,38.227,0,0,0,0,0,0,0,6.3,30.001,0,6.7,0,302.077,2/9/2012
4,04,0,0,0,0,0,0,2.292,0,0,0,15.801,12.1,9.821,0,50.69,16.354,0,25.384,25.467,0,0,0,23.735,24.391,0,0,0,38.418,0,0,0,0,0,0,22,6.3,30.438,0,0,0,310.247,2/9/2012
5,05,0,0,0,0,0,0,2.262,0,0,0,19.901,14.4,10.294,0,50.542,16.502,0,25.384,25.467,0,0,0,23.776,24.651,0,0,0,39.087,0,0,0,0,0,0,22,6.3,39.634,0,2.9,0,317.78,2/9/2012
6,06,0,0,0,0,0,0,33.194,0,0,0,14.5,10.3,9.086,22.08,43.438,0,0,25.384,25.467,0,0,0,0,2.324,15.409,0,0,38.317,0,0,0,0,0,0,22,6.3,30.837,0,0,0,291.154,2/9/2012
7,07,0,0,0,0,0,0,32.31,0,0,0,29.201,14.6,11.712,0,42.772,0,0,25.384,25.467,0,0,0,0,0,16.229,0,0,38.978,0,0,0,0,0,0,22,6.3,41.305,14.649,2.7,0,286.407,2/9/2012
8,08,0,0,0,0,0,0,32.104,0,0,0,21.001,10.4,10.451,0,50.32,0,0,25.384,25.328,0,0,0,0,0,21.206,0,0,37.927,0,0,0,0,0,0,22,6.3,46.614,0,0,0,304.8,2/9/2012
9,09,0,0,0,0,0,0,32.193,0,0,0,29.601,16.901,13.235,0,49.358,0,0,24.994,25.439,0,0,0,0,0,22.245,0,0,38.248,0,0,0,0,0,0,22,6.3,48.282,6.226,8.7,0,312.939,2/9/2012
10,10,0,0,0,0,0,0,32.134,0,0,0,32.101,19.101,18.173,0,49.21,0,0,25.356,25.439,0,0,0,0,0,19.237,0,0,38.418,0,0,0,0,0,0,22,6.3,46.245,18.677,0,0,314.865,2/9/2012
11,11,0,0,0,0,0,0,16.874,0,0,0,23.201,19.201,17.122,0,49.802,0,0,24.994,25.328,0,0,0,0,25.362,18.075,0,0,37.827,0,0,0,0,0,0,22,6.3,45.779,5.86,3.3,0,313.695,2/9/2012
12,12,0,0,0,0,0,10.291,2.292,0,0,0,18.001,13,13.918,0,49.136,0,0,24.994,25.467,0,0,0,0,25.13,20.413,19.893,0,38.047,0,0,0,0,0,0,22,6.3,47.628,0,4.1,0,323.691,2/9/2012
13,13,0,0,0,0,0,10.386,13.634,0,0,0,10.9,8.9,7.142,0,50.838,0,0,24.994,25.523,0,0,0,0,25.13,23.311,22.682,0,38.028,0,0,0,0,0,0,22,6.3,48.935,8.057,0,0,329.02,2/9/2012
14,14,0,0,0,0,0,10.137,31.368,0,0,0,9.6,7.8,7.247,0,49.876,0,0,24.994,25.161,0,0,0,0,24.843,15.286,15.655,0,38.057,0,0,0,0,0,0,22,6.3,43.33,7.569,0,0,323.05,2/9/2012
15,15,0,0,0,0,0,10.305,31.633,0,0,0,5.1,4.8,4.305,0,49.95,0,0,25.356,25.551,0,0,0,14.028,13.7,15.682,14.616,0,38.387,0,0,0,0,0,0,22,6.3,44.783,11.597,0,0,321.504,2/9/2012
16,16,0,0,0,0,0,10.349,1.938,0,0,0,11.1,8.7,3.151,0,49.654,0,0,25.411,25.272,0,0,0,17.241,21.944,18.253,17.336,0,38.087,0,0,0,0,0,0,22,6.3,49.955,0,7.4,4.486,323.497,2/9/2012
17,17,0,0,0,0,0,10.474,2.439,0,0,0,15.601,9.9,5.093,0,51.578,15.466,0,25.384,25.495,0,0,0,9.119,8.244,14.903,13.905,0,38.168,0,0,0,0,0,0,22,6.3,48.52,0,1.8,0,317.106,2/9/2012
18,18,0,0,0,0,0,10.452,32.723,0,4.064,0,11,11.1,6.039,0,51.43,15.614,0,25.384,25.411,0,0,0,16.393,23.12,17.555,16.639,0,37.638,0,0,0,0,0,0,22,6.3,48.52,0,0,0,376.545,2/9/2012
19,19,0,0,17.493,0,0,10.298,31.486,21.705,38.632,0,22.701,15.501,11.082,40.585,43.438,13.69,0,25.384,25.439,0,0,0,7.752,8.655,15.477,14.506,0,38.938,0,0,0,0,5.2,0,22,6.3,43.094,3.662,3.7,0,467.411,2/9/2012
20,20,0,0,12.476,0,0,10.393,31.78,21.673,35.765,0,27.401,20.201,8.035,40.581,44.4,13.986,0,25.745,25.578,0,0,0,7.506,17.295,14.93,13.809,0,38.328,0,0,0,0,5.2,0,22,6.3,42.85,16.602,0,0,479.8,2/9/2012
21,21,0,0,0,0,0,10.284,16.697,7.735,36.127,0,25.301,20.501,14.339,0,51.356,16.872,0,25.69,25.411,0,0,0,19.592,15.149,21.561,21.219,0,38.248,0,0,0,0,0,0,22,6.3,42.85,0,2.3,0,431.305,2/9/2012
22,22,0,0,0,0,0,10.13,2.262,0,0,0,26.901,19.101,9.033,0,51.06,16.946,0,25.69,25.411,0,0,0,19.251,18.499,21.288,20.673,0,38.317,0,0,0,0,0,0,22,6.3,42.85,0,11.3,0,374.652,2/9/2012
23,23,0,0,0,0,0,10.247,2.469,0,0,0,11.9,9.7,12.395,0,50.246,0,0,25.69,25.411,0,0,0,20.399,19.456,15.545,14.916,0,38.777,0,0,0,0,0,0,22,6.3,46.513,0,0,0,333.889,2/9/2012
0,00,0,0,0,0,0,10.298,2.292,0,0,0,17.001,11,9.138,0,49.876,0,0,25.69,25.077,0,0,0,15.559,15.094,16.68,0,0,38.607,0,0,0,0,0,0,21.8,6,46.513,-14.039,2.7,-3.717,325.681,3/9/2012
1,01,0,0,0,0,0,10.43,2.292,0,0,0,14.3,8.6,10.031,0,49.876,0,0,25.69,25.133,0,0,0,18.881,17.965,0,0,0,38.628,0,0,0,0,0,0,22,5.9,47.472,-27.1,9.2,3.79,311.308,3/9/2012
2,02,0,0,0,0,0,5.794,2.292,0,0,0,11.1,8.5,6.984,0,49.728,3.848,0,25.662,25.384,0,0,0,17.514,19.497,0,0,0,37.608,0,0,0,0,0,0,22.3,5.92,47.472,-15.87,-.4,-.806,306.679,3/9/2012
3,03,0,0,0,0,0,0,2.262,0,0,0,7.6,5.8,8.403,0,50.838,16.65,0,25.662,25.384,0,0,0,16.981,18.061,0,0,0,38.598,0,0,0,0,0,0,22.1,5.76,42.27,-14.771,-1.3,-1.209,303.649,3/9/2012
4,04,0,0,0,0,0,0,2.262,0,0,0,15.601,10.6,9.716,0,50.986,16.206,0,25.662,25.328,0,0,0,10.5,7.178,0,0,0,38.477,0,0,0,0,0,0,22.2,6,44.387,-13.184,-3.1,-7.617,309.004,3/9/2012
5,05,0,0,0,0,0,4.937,2.292,0,0,0,25.101,17.001,10.137,0,50.172,16.502,0,25.662,25.328,0,0,0,20.549,20.85,0,0,0,38.557,0,0,0,0,0,0,22.5,6,46.438,-10.01,8.8,-4.01,337.246,3/9/2012
6,06,0,0,0,0,0,9.998,2.38,0,0,0,26.301,18.101,8.875,0,51.06,16.724,0,25.551,24.91,0,0,0,23.516,24.104,0,0,0,38.498,0,0,0,0,0,0,22.3,6,49.831,3.052,2.3,-9.009,351.806,3/9/2012
7,07,0,0,0,0,0,10.152,2.292,0,0,0,19.001,14.6,18.803,18.697,51.134,16.798,0,25.551,24.91,0,0,0,20.276,19.838,17.2,0,0,38.737,0,0,0,0,0,0,22.1,6.1,48.732,-10.254,14.2,3.388,367.587,3/9/2012
8,08,0,0,0,0,0,10.056,2.292,0,13.638,0,20.401,13,19.066,37.027,50.32,16.428,0,25.189,25.718,0,0,0,20.631,20.577,18.211,13.809,0,38.127,0,0,0,0,5.2,0,22.6,5.92,48.845,1.709,0.4,-6.903,431.849,3/9/2012
9,09,0,0,0,0,0,10.115,26.861,21.415,36.294,0,20.601,14.6,21.325,38.019,50.838,16.132,0,25.578,24.91,0,0,0,17.364,16.639,18.649,15.026,0,37.688,0,0,0,0,5.2,0,22.5,5.8,48.694,15.625,-1.3,-10.804,490.727,3/9/2012
10,10,0,0,0,0,0,10.262,26.478,19.32,34.763,0,30.901,17.901,19.224,38.011,51.726,16.206,0,25.328,25.551,0,0,0,20.864,21.548,19.046,17.241,0,37.367,0,0,0,0,5.2,0,22.6,5.67,48.694,14.649,2.1,-13.807,510.959,3/9/2012
11,11,0,5.725,16.895,0,0,9.954,24.681,19.03,34.234,0,26.101,18.301,12.868,37.839,51.504,15.54,0,25.356,25.551,0,0,0,23.106,22.997,22.956,21.712,0,38.487,0,0,0,0,5.2,0,22.3,5.59,47.577,5.005,5.7,-6.317,529.116,3/9/2012
12,12,0,18.47,17.92,18.299,0,9.588,25.623,18.869,34.346,0,28.401,20.601,17.385,40.794,51.8,15.54,0,25.718,25.328,0,0,0,13.823,9.106,14.971,14.78,0,36.687,0,0,0,0,5.2,0,22.1,5.36,38.946,-4.395,15,-2.106,521.156,3/9/2012
13,13,0,18.482,17.786,0,0,9.866,25.947,20.384,34.234,0,16.901,9.8,11.87,40.853,51.726,15.466,0,25.3,25.634,0,0,0,20.044,15.586,16.557,15.874,0,37.728,0,0,0,0,5.2,0,22.2,5.6,48.25,-11.353,-.1,-1.904,524.645,3/9/2012
14,14,0,18.653,17.847,13.221,0,10.1,24.916,20.722,33.149,0,15.301,10.6,12.921,41.236,52.17,16.058,0,25.745,25.69,0,0,0,21.151,17.282,21.753,21.534,0,38.257,0,0,0,0,5.2,0,22.4,5.36,48.545,6.958,0.7,-3.204,535.357,3/9/2012
15,15,0,18.445,16.553,18.384,0,9.947,24.504,20.448,34.04,0,13.8,11.8,9.559,41.189,52.244,15.688,0,25.745,25.69,0,0,0,18.977,15.696,23.68,23.913,0,38.307,0,0,0,0,1,0,22.3,5.51,46.167,12.94,-5.3,-9.302,535.248,3/9/2012
16,16,0,18.653,17.982,0,0,10.042,25.83,20.706,34.318,0,16.001,12.9,8.56,41.216,51.134,15.466,0,25.857,25.551,0,0,0,17.336,17.063,22.122,21.356,0,37.088,0,0,0,0,5.2,0,22,5.51,47.113,-1.343,-4.2,-5.512,530.059,3/9/2012
17,17,0,0,0,0,0,8.408,27.067,21.77,34.318,0,23.701,18.101,16.597,41.216,51.356,15.244,0,25.467,25.996,0,0,0,15.012,15.354,15.956,15.163,0,37.827,0,0,0,0,5.2,0,21.8,5.67,41.97,-4.761,10.9,0,477.054,3/9/2012
18,18,0,0,0,0,0,9.837,28.569,21.093,34.541,0,22.201,17.501,16.913,41.087,51.578,15.54,0,25.467,25.634,0,0,0,17.733,22.464,0,0,0,37.738,0,0,0,0,5.2,0,22.8,5.76,48.391,-21.485,11.2,0,480.332,3/9/2012
19,19,16.653,18.628,18.592,18.555,0,10.086,28.864,21.979,34.847,0,26.101,21.601,18.068,41.072,51.726,16.354,0,25.829,25.578,0,0,0,16.571,16.393,15.381,14.26,0,37.747,0,0,0,0,5.2,0,22.4,5.8,41.326,30.396,6.5,-10.309,543.024,3/9/2012
20,20,0,0,18.213,0,0,10.108,28.805,21.786,34.735,0,22.701,18.001,16.86,37.363,51.356,16.28,0,25.411,25.3,0,0,0,21.643,21.26,23.516,22.969,0,37.657,0,0,0,0,5.2,0,22.2,6,48.585,9.033,-1.9,-12.708,541.524,3/9/2012
21,21,0,0,0,0,0,9.969,29.011,12.44,34.541,0,21.101,17.201,12.395,37.461,51.948,16.502,0,25.411,25.328,0,0,0,18.581,17.665,20.426,20.044,0,38.147,0,0,0,0,5.2,0,22,5.92,48.699,-7.691,6.7,-3.113,494.094,3/9/2012
22,22,0,0,0,0,0,10.13,28.864,0,0,0,7.2,3.1,15.127,37.311,51.726,16.428,0,25.411,25.328,0,0,0,23.257,23.571,22.655,22.272,0,38.047,0,0,0,0,5.2,0,21.8,6,47.857,1.709,0.4,-1.117,430.292,3/9/2012
23,23,0,0,0,0,0,10.32,17.787,0,0,0,5.6,4.7,9.611,41.214,51.43,16.724,0,25.05,25.3,0,0,0,11.621,9.694,16.776,16.024,0,38.357,0,0,0,0,0,0,22,6.07,47.733,-9.888,-4.1,-.311,390.31,3/9/2012
0,00,0,0,0,0,0,10.027,0,0,0,0,2.4,2,6.617,37.493,50.468,16.502,0,25.411,25.328,0,0,0,21.534,21.247,16.188,0,0,38.477,0,0,0,0,0,0,22.2,6.07,47.733,-20.264,-.4,5.09,365.269,4/9/2012
1,01,0,0,0,0,0,10.064,0,0,0,0,2.5,2.7,4.359,40.801,50.764,16.65,0,25.356,25.328,0,0,0,22.067,22.204,0,0,0,38.127,0,0,0,0,0,0,22.2,6.15,47.733,-21.729,-5.7,-.403,364.835,4/9/2012
2,02,0,0,0,0,0,10.064,0,0,0,0,5.9,5,5.671,37.699,50.172,16.576,0,25.523,25.217,0,0,0,15.163,14.67,0,0,0,37.948,0,0,0,0,0,0,22.3,6.15,47.733,-11.841,-3.3,-1.904,342.831,4/9/2012
3,03,0,0,0,0,0,10.335,0,0,0,0,0.6,1,0.314,41.265,50.69,2.96,0,25.523,25.217,0,0,0,24.009,24.214,0,0,0,37.827,0,0,0,0,0,0,22.3,6.1,49.691,-6.836,-8.2,0,337.081,4/9/2012
4,04,0,0,0,0,0,10.298,0,0,0,0,0.1,0.9,1.575,37.657,50.838,16.058,0,25.3,25.189,0,0,0,22.628,24.022,0,0,0,38.307,0,0,0,0,0,0,22,6,46.198,-12.818,-6.2,4.688,341.4,4/9/2012
5,05,0,0,0,0,0,10.181,0,0,0,0,6.6,3.7,2.835,37.595,50.986,16.502,0,25.3,25.244,0,0,0,23.803,24.036,19.688,0,0,38.288,0,0,0,0,0,0,22,6.12,47.442,-6.714,-4.8,3.388,368.446,4/9/2012
6,06,0,0,0,0,0,10.452,0,23.446,0,0,4.5,4,6.775,37.708,52.244,15.91,0,25.3,25.217,0,0,0,18.198,18.799,15.491,0,0,38.017,0,0,0,0,5.2,0,23,5.92,46.068,-6.714,-1,3.699,380.26,4/9/2012
7,07,0,0,0,0,0,10.196,0,23.075,0,0,14.3,12.8,10.557,37.595,52.17,16.28,0,25.3,25.578,0,0,0,12.784,12.25,16.12,0,0,37.988,0,0,0,0,5.2,0,22.8,6.15,45.846,-2.686,2.8,-.513,387.388,4/9/2012
8,08,0,0,0,0,0,10.042,0,20.432,8.099,0,24.401,14.9,13.603,37.571,51.8,15.836,0,25.745,25.718,0,0,0,23.885,24.132,15.299,15.108,0,37.697,0,0,0,0,5.2,0,22.6,5.92,44.436,-7.447,4.7,-4.01,449.181,4/9/2012
9,09,0,16.858,0,0,0,10.247,30.189,20.658,34.958,0,23.101,17.201,11.765,37.579,52.096,0,0,25.745,25.718,0,0,0,21.903,21.096,17.104,16.407,0,37.707,0,0,0,0,5.2,0,22.6,5.84,44.436,15.748,-.9,-12.214,495.774,4/9/2012
10,10,0,18.433,4.639,0,0,10.02,28.422,20.174,34.68,0,21.101,16.901,12.605,37.024,51.43,16.798,0,25.495,25.662,0,0,0,22.176,23.243,19.182,18.403,0,35.848,0,0,0,0,5.2,0,23.1,5.84,44.436,-10.62,8.5,0,522.932,4/9/2012
11,11,0,18.494,16.919,0,0,9.947,27.361,20.223,35.042,0,18.001,13.6,13.183,40.855,51.652,16.798,0,25.885,25.606,0,0,0,23.544,24.104,22.245,21.274,0,34.328,0,0,0,0,5.2,0,23.1,5.67,45.274,-17.579,9.4,0,546.484,4/9/2012
12,12,16.372,18.641,16.578,0,0,9.939,29.482,21.883,34.596,0,11.6,10.2,7.352,40.625,51.948,16.946,0,25.523,25.578,0,0,0,22.614,22.723,15.368,14.711,0,34.567,0,0,0,0,5.2,0,23.5,5.59,48.519,-3.54,2.1,0.989,530.506,4/9/2012
13,13,16.639,18.592,16.443,0,0,10.013,28.923,21.447,34.624,0,10.6,8,6.196,40.547,51.43,16.724,0,25.523,25.551,0,0,0,20.098,24.555,15.204,14.178,0,34.407,0,0,0,0,5.2,0,22.6,5.54,48.731,-8.789,0.2,1.685,528.669,4/9/2012
14,14,15.056,18.409,16.456,18.262,0,9.756,27.155,19.046,33.399,0,12.3,8.5,7.037,40.359,51.8,16.724,0,25.523,25.634,0,0,0,18.786,19.88,14.602,13.877,0,34.028,0,0,0,0,5.2,0,22.8,5.2,48.731,-2.564,-.1,-5.512,536.696,4/9/2012
15,15,16.541,18.653,15.357,18.604,0,9.954,27.008,20.577,35.376,0,22.001,18.001,12.027,36.91,51.43,16.798,0,25.523,25.857,0,0,0,6.905,6.289,14.971,14.383,0,34.487,0,0,0,0,5.2,0,22.5,5.44,48.728,8.545,3.4,-10.016,527.591,4/9/2012
16,16,0,18.738,17.054,18.641,0,10.108,29.158,20.9,35.487,0,11.7,9.7,12.027,36.879,51.948,16.724,0,25.523,25.69,0,0,0,9.653,12.866,15.805,14.821,0,34.917,0,0,0,0,5.2,0,22.6,5.36,47.685,7.935,-10.2,-8.515,519.964,4/9/2012
17,17,0,14.747,18.238,0,0,9.881,28.569,21.576,36.572,0,6.1,5,6.617,36.817,51.8,16.798,0,25.495,25.356,0,0,0,13.303,14.082,14.821,13.918,0,34.898,0,0,0,0,5.2,0,22.7,5.92,48.379,-7.813,4.2,5.786,474.614,4/9/2012
18,18,0,12.94,13.147,0,0,9.983,28.363,21.48,36.6,0,11.5,8.4,6.775,37.03,51.208,16.798,0,25.69,25.523,0,0,0,10.541,11.252,19.538,21.301,0,34.248,0,0,0,0,5.2,0,23,5.92,48.379,-48.952,20.801,14.997,497.97,4/9/2012
19,19,16.359,18.751,18.299,18.348,17.285,9.969,28.893,21.576,36.238,0,6.1,4.9,1.891,37.261,51.208,16.872,0,25.523,25.606,0,0,0,20.481,21.083,21.055,20.426,0,34.208,0,0,0,0,5.2,0,22.6,5.84,48.379,-36.622,19.901,17.084,553.988,4/9/2012
20,20,16.639,18.543,18.262,18.47,17.285,10.042,29.129,21.673,36.071,0,3.1,2.6,0.945,33.534,51.134,16.872,0,25.523,25.411,0,0,0,14.493,15.012,23.106,22.764,0,34.168,0,0,0,0,5.2,0,22.7,6,48.379,-14.771,2.5,4.999,544.327,4/9/2012
21,21,0,18.775,18.299,18.445,0,9.932,29.011,21.512,36.405,0,2,2.4,0.735,33.62,51.134,16.798,0,25.356,25.523,0,0,0,13.946,14.657,15.368,14.411,0,34.447,0,0,0,0,5.2,0,22.7,6.07,48.267,-9.522,-8.4,0.897,502.036,4/9/2012
22,22,0,0,0,0,0,10.254,29.748,22.108,36.656,0,2.3,2.8,1.89,33.624,52.096,16.724,0,25.356,25.467,0,0,0,17.46,13.016,16.653,0,0,34.038,0,0,0,0,5.2,0,22.6,5.83,48.267,5.127,-8.4,-1.41,426.77,4/9/2012
23,23,0,0,0,0,0,10.152,29.394,23.204,0,0,0,0,2.783,33.206,51.43,16.798,0,25.217,25.467,0,0,0,10.774,10.446,18.157,0,0,33.938,0,0,0,0,5.2,0,22,6,48.267,-2.686,-9.6,-1.904,386.623,4/9/2012
0,00,0,0,0,0,0,9.983,29.306,0,0,0,0,0,1.26,33.327,52.022,16.946,0,25.189,25.662,0,0,0,12.825,11.731,19.921,0,0,34.307,0,0,0,0,5.2,0,22.6,6,38.59,-11.597,-5.4,2.893,358.973,5/9/2012
1,01,0,0,0,0,0,10.203,29.365,0,0,0,0,0,0,33.924,51.8,16.724,0,25.328,25.634,0,0,0,13.7,13.098,0,0,0,34.168,0,0,0,0,5.2,0,22.8,6.1,48.263,-4.883,-10.6,-.916,352.706,5/9/2012
2,02,0,0,0,0,0,10.013,29.099,0,0,0,0,0,0,37.004,52.096,16.798,0,25.662,25.439,0,0,0,7.055,6.467,0,0,0,34.307,0,0,0,0,5.2,0,22.6,5.99,48.263,-10.865,-4.8,3.882,337.776,5/9/2012
3,03,0,0,0,0,0,10.042,28.952,0,0,0,0.4,0,4.673,33.731,50.616,0,0,25.244,25.467,0,0,0,12.729,11.963,0,0,0,34.208,0,0,0,0,5.2,0,22,5.99,48.263,-17.579,-6,4.486,338.571,5/9/2012
