,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,MTL,GSR,HEM,HPA1,HPA2,PHD,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
17,17,19.404,15.673,0,0,0,0,10.005,0,15.598,36.35,0,0,15.1,9.2,14.864,55.285,47.369,0,20.868,47.288,0,0,0,0,5.021,5.055,1.508,9.366,28.248,14.069,15.409,15.627,0,27.658,27.569,8.359,8.347,0,0,0,4.9,4.9,19,0,4.9,40.173,-70.193,-70.479,87.403,51.399,549.01,1/2/2016
18,18,13.338,5.084,0,11.646,0,0,10.291,0,20.432,38.103,0,0,16.501,11.4,8.928,55.871,53.893,0,18.6,47.733,0,0,0,0,5.011,5.08,1.508,15.88,27.324,16.188,17.473,0,15.45,27.569,27.188,6.952,6.863,0,0,0,4.9,4.9,18.8,0,5,40.432,-58.84,-62.606,69.102,45.997,564.67,1/2/2016
19,19,30.3,16.877,4.736,17.566,0,0,10.247,0,20.851,37.908,0,0,28.301,16.301,35.402,53.678,50.177,0,26.829,47.956,0,0,0,0,4.999,5.088,1.508,25,29.832,13.139,14.383,0,15.819,27.518,27.038,3.678,3.615,0,0,0,4.9,4.9,19,0,5.13,38.706,-50.05,-57.387,74.002,25.983,648.88,1/2/2016
20,20,28.858,0,0,15.186,0,0,10.284,0,21.56,37.908,0,0,30.401,21.101,33.564,47.628,44.823,0,33.04,47.678,0,0,0,0,5.019,5.063,1.508,27.807,28.776,19.811,20.96,0,14.151,27.739,27.269,3.734,3.611,0,0,0,4.9,4.9,18.6,0,5.2,38.956,-47.975,-51.317,76.602,27.284,625.46,1/2/2016
21,21,34.238,0,0,0,0,0,10.415,0,0,37.908,0,0,32.301,21.801,35.297,54.706,50.486,0,41.355,47.622,0,0,0,0,6.601,0,1.508,30.391,25.872,14.957,15.272,0,15.135,27.768,27.238,3.495,3.481,0,0,0,4.9,4.9,18.5,0,5.3,38.462,-10.376,-19.611,68.702,11.994,559.24,1/2/2016
22,22,33.557,0,0,0,0,0,10.782,33.165,0,20.819,0,0,28.001,19.801,36.662,33.043,47.136,0,39.365,25.328,0,0,0,0,0,0,1.508,31.02,30.756,16.393,0,0,0,27.708,26.539,3.581,3.499,0,0,0,0,4.9,18.7,0,5.3,39.893,-12.94,-18.256,55.202,5.383,508.09,1/2/2016
23,23,34.363,0,0,0,0,0,10.716,33.283,0,0,0,0,23.501,16.301,26.578,52.045,53.995,0,34.552,25.578,0,0,0,0,0,0,1.888,29.133,29.964,7.205,0,0,0,27.368,26.499,3.511,3.426,0,0,0,0,4.9,18.7,0,5.37,38.931,-18.555,-26.963,62.102,13.99,477.25,1/2/2016
0,00,22.605,0,0,0,0,0,10.701,33.047,0,0,0,0,14.6,11.8,25.842,44.722,45.098,0,22.818,32.871,0,0,0,0,0,0,1.888,28.796,27.192,7.465,0,0,0,28.058,27.099,0,3.537,0,0,0,4.9,4.9,19,0,5.4,38.59,-4.273,-11.197,26.901,2.582,446.94,2/2/2016
1,01,18.538,0,0,0,0,0,10.796,33.342,0,0,0,0,17.001,14.9,23.215,14.735,45.548,0,26.568,25.495,0,0,0,0,0,0,1.888,30.548,26.664,7.301,0,0,0,27.928,26.888,0,3.524,0,0,0,0,4.9,19.4,0,5.53,38.415,19.532,4.559,-3.9,-31.001,433.96,2/2/2016
2,02,20.722,0,0,0,0,0,10.716,33.312,0,0,0,0,15.1,12.5,18.488,20.038,53.447,0,22.173,25.69,0,0,0,0,0,0,1.21,28.549,26.796,17.2,0,0,0,27.978,27.309,0,3.531,0,0,0,0,4.9,18.8,0,5.5,28.539,10.743,0,10.1,-12.012,413.68,2/2/2016
3,03,23.93,0,0,0,0,0,10.767,33.342,0,0,0,0,17.401,14.8,13.87,18.446,33.155,0,30.733,25.439,0,0,0,0,0,0,1.21,31.199,30.228,7.944,0,0,0,28.148,26.938,0,3.424,0,0,0,0,4.9,18.8,0,5.5,26.999,2.93,-4.55,11.4,-16.901,414.3,2/2/2016
4,04,25.384,0,0,0,0,0,10.598,33.459,0,0,0,0,19.301,15.901,22.86,15.552,44.388,0,28.229,25.356,0,0,0,0,0,0,1.21,29.47,30.888,6.877,0,0,0,27.978,27.088,0,3.477,0,0,0,0,4.9,18.9,0,5.53,28.207,11.475,0,8.4,-19.117,424.81,2/2/2016
5,05,29.995,0,0,0,0,0,10.672,33.43,0,16.7,0,0,24.401,17.901,16.81,0,32.628,0,34.037,25.606,0,0,0,0,0,0,1.21,30.638,31.944,6.891,0,0,0,27.978,26.828,0,3.51,0,0,0,0,4.9,18.8,0,5.61,26.986,-8.667,-14.502,27.601,-10.712,433.77,2/2/2016
6,06,26.036,0,0,0,0,0,10.664,33.165,0,37.658,0,0,20.601,17.901,23.36,0,43.995,0,34.591,25.578,0,0,0,0,0,0,1.21,29.919,23.628,7.629,0,0,0,28.178,27.158,0,3.494,0,0,0,0,4.9,19,0,5.6,29.886,-1.953,-8.817,22.301,-6.812,449.45,2/2/2016
7,07,26.026,0,0,0,0,0,10.73,33.312,0,37.129,0,0,20.301,14.9,16.7,0,47.277,0,30.663,28,0,0,0,0,0,0,1.21,30.031,33.66,7.903,0,0,0,27.688,27.158,0,3.399,0,0,0,0,4.9,19,0,5.6,28.777,-1.831,-6.711,20.101,-11.005,453.82,2/2/2016
8,08,26.946,0,0,0,0,0,10.686,33.047,0,36.461,0,0,17.901,14.9,18.6,24.657,53.344,0,25.207,47.65,0,0,0,0,0,0,2.291,31.087,32.208,9.051,0,0,0,27.648,27.278,0,3.417,0,0,0,0,4.9,18,0,5.5,30.153,-34.425,-31.184,42.301,5.786,518.47,2/2/2016
9,09,23.719,0,0,0,0,0,10.628,33.017,15.63,35.849,0,0,17.901,10.3,13.3,53.28,45.534,0,25.986,47.455,0,0,0,0,6.615,0,2.291,28.055,26.796,7.78,8.942,0,14.999,27.928,27.078,0,3.536,0,0,0,4.9,4.9,18,0,5,36.201,-30.396,-24.418,40.601,13.092,556.78,2/2/2016
10,10,26.287,0,0,0,0,0,10.496,32.517,16.678,37.491,0,0,17.501,11.9,17.8,51.976,52.464,0,22.563,47.873,0,0,0,0,6.63,0,2.291,29.312,31.68,8.49,9.83,0,15.641,27.938,27.009,3.493,3.393,0,0,0,4.9,4.9,18.6,0,5.22,37.717,-16.846,-14.621,29.601,2.49,581.97,2/2/2016
11,11,21.333,0,0,0,0,0,10.159,32.517,17.806,36.962,0,0,13.1,10.6,17.6,52.139,51.825,0,25.234,47.483,0,0,0,0,6.643,0,1.441,28.212,32.076,12.278,13.686,14.711,14.67,28.218,27.058,4.254,4.184,0,0,0,4.9,4.9,18.4,0,5.1,40.256,-66.774,-59.767,73.602,46.986,603.7,2/2/2016
12,12,26.31,0,0,0,0,0,10.364,31.869,15.501,36.99,0,0,12.2,9.7,20.9,51.441,52.268,0,23.05,47.344,0,0,0,0,6.636,0,1.441,27.111,31.02,9.871,11.157,15.299,15.381,28.198,27.208,3.485,3.439,0,0,0,4.9,4.9,18.5,0,5.06,40.154,-62.502,-56.691,73.102,39.094,598.7,2/2/2016
13,13,23.484,0,0,0,0,0,10.262,30.101,15.55,36.879,0,0,6.9,5.3,20.3,47.515,53.439,0,19.703,47.483,0,0,0,0,6.635,0,1.441,28.594,20.064,18.102,19.374,15.231,15.518,28.088,26.658,8.797,8.757,0,0,0,1,4.9,18.7,0,4.9,29.85,-61.892,-56.838,66.602,38.691,586.96,2/2/2016
14,14,14.085,17.969,18.555,17.164,0,0,10.13,29.806,15.614,36.934,0,0,2.3,2.4,11.9,50.921,51.536,0,11.289,47.26,0,0,0,0,6.616,0,1.441,30.503,31.68,17.733,19.004,18.922,18.348,27.638,27.229,3.539,3.411,0,0,0,0,4.9,18.9,0,5.1,29.85,-44.557,-45.805,49.402,38.197,605.45,2/2/2016
15,15,12.88,17.703,18.628,17.591,18.567,0,10.086,29.659,17.21,35.209,0,0,2.8,1.5,8.8,51.178,51.051,0,6.273,47.511,0,0,0,0,6.601,0,1.355,30.683,31.416,8.162,9.311,15.381,15.696,27.378,27.378,8.754,8.772,0,0,0,4.9,4.9,18.4,0,4.9,38.529,-32.105,-31.861,42.301,26.588,604.25,2/2/2016
16,16,11.266,17.465,18.445,17.164,0,0,10.086,29.394,15.614,38.075,0,0,1.1,1.5,9.4,47.027,51.025,0,10.627,47.511,0,0,0,0,6.616,0,1.139,29.941,26.664,15.969,17.391,20.016,19.838,27.888,27.518,5.829,5.617,0,0,0,4.9,4.9,18.4,0,4.82,38.592,-32.594,-33.042,38.201,32.795,596.4,2/2/2016
17,17,9.296,0,0,17.359,0,0,10.042,30.455,15.453,38.075,0,0,0.8,1.5,8.6,47.316,52.577,0,10.668,47.511,0,1.999,0,0,6.621,0,1.139,29.537,28.908,18.047,19.428,0,19.948,27.269,26.998,3.532,3.4,0,0,0,4.9,4.9,18.3,0,4.9,39.821,-24.415,-34.782,29.301,22.486,556.74,2/2/2016
18,18,11.543,0,0,17.627,0,0,10.181,31.486,16.21,38.075,0,0,7.2,7.2,19.6,49.742,53.595,0,20.196,47.65,0,2.2,0,0,6.625,0,1.139,29.402,27.192,11.485,12.77,0,19.934,27.848,27.638,3.515,3.409,0,0,0,4.9,4.9,19,0,4.98,39.373,-12.818,-25.91,30.401,13.898,571.07,2/2/2016
19,19,20.975,0,0,17.42,0,0,10.415,33.194,21.528,38.075,0,0,24.001,13.2,28.7,46.508,45.087,0,33.614,47.678,0,0,0,0,6.606,0,1.139,29.919,29.04,15.067,16.42,19.729,20.331,27.628,27.388,3.553,3.458,0,0,0,4.9,4.9,19,0,5.14,38.404,7.935,-9.055,17.501,-15.015,651.68,2/2/2016
20,20,25.776,0,0,0,0,0,10.445,33.165,1.482,38.075,0,0,22.501,13,31.9,53.06,45.416,0,31.991,47.678,0,6.999,0,0,6.618,0,1.139,28.369,24.816,17.2,18.512,19.743,21.548,27.408,27.928,6.016,5.887,0,0,0,4.9,4.9,19,0,5.1,38.601,8.789,0,19.001,-18.11,629.53,2/2/2016
21,21,24.958,0,0,0,0,0,10.503,33.459,2.578,38.075,0,0,20.501,13.6,21.6,49.185,46.036,0,30.735,47.65,0,0,0,0,6.603,0,1.139,29.919,29.04,7.78,8.928,15.327,14.793,27.198,26.568,3.558,3.479,0,0,0,0,4.9,19,0,5.2,37.044,18.921,5.622,5,-25.214,575.05,2/2/2016
22,22,29.969,0,0,0,0,0,10.379,33.518,0,0,0,0,24.701,15.801,30.2,45.516,45.368,0,39.532,25.634,0,0,0,0,6.618,0,2.233,29.38,31.416,11.621,0,0,0,27.768,26.468,0,6.022,0,0,0,0,4.9,18.6,0,5.4,37.405,8.545,-6.656,21.001,-19.41,504.98,2/2/2016
23,23,34.622,0,0,0,0,0,10.459,34.255,0,0,0,0,28.501,18.901,29.2,18.452,47.816,0,39.354,25.439,0,0,0,0,0,0,2.233,28.661,30.756,7.041,0,0,0,28.708,27.229,0,6.01,0,0,0,0,4.9,18.6,0,5.4,32.115,5.86,-6.226,25.601,-18.915,472.35,2/2/2016
0,00,26.371,0,0,0,0,0,10.503,34.255,0,0,0,0,27.201,19.301,30.622,10.068,35.633,0,37.908,25.912,0,0,0,0,0,0,1.181,27.83,29.964,7.26,0,0,0,27.808,27.578,0,6.014,0,0,0,0,4.9,18.6,0,5.4,33.186,-10.254,-20.545,38.101,-7.013,447.2,3/2/2016
1,01,23.385,0,0,0,0,0,10.503,34.343,0,0,0,0,19.501,16.301,22.585,21.169,43.995,0,33.965,25.328,0,0,0,0,0,0,1.181,32.12,32.076,7.533,0,0,0,27.288,27.058,0,3.4,0,0,0,0,4.9,18.8,0,5.53,39.257,-26.002,-38.234,63.302,24.5,426.67,3/2/2016
2,02,31.528,0,0,0,0,0,10.606,34.166,0,0,0,0,23.801,15.701,23.53,11.685,33.899,0,36.29,25.606,0,0,0,0,0,0,1.181,29.425,29.04,7.615,0,0,0,27.099,27.278,0,3.503,0,0,0,0,4.9,19.3,0,5.53,37.439,-32.594,-42.253,72.902,24.39,416.7,3/2/2016
3,03,27.618,0,0,0,0,0,10.547,34.107,0,0,0,0,23.601,15,17.857,10.765,50.238,0,32.799,25.551,0,0,0,0,0,0,1.181,29.357,27.72,7.233,0,0,0,27.978,27.488,0,3.467,0,0,0,0,4.9,19.3,0,5.55,39.883,-30.03,-38.124,71.202,28.584,410.53,3/2/2016
4,04,21.93,0,0,0,0,0,10.642,34.667,0,0,0,0,23.901,15.1,22.848,12.277,49.976,0,35.5,25.606,0,0,0,0,0,0,1.181,31.02,9.636,12.373,0,0,0,21.878,33.558,0,3.472,0,0,0,0,4.9,19,0,5.6,31.774,-24.537,-29.664,55.202,15.198,410.65,3/2/2016
5,05,16.9,0,0,0,0,0,10.708,34.402,0,0,0,0,23.801,15.701,22.69,48.144,47.456,0,33.637,35.988,0,0,0,0,0,0,1.181,30.458,7.92,8.053,0,0,0,21.469,33.388,0,3.461,0,0,0,0,4.9,19,0,5.6,38.954,-43.825,-46.977,77.902,36.293,440.43,3/2/2016
6,06,19.671,0,0,0,0,0,10.613,0,0,13.276,0,0,24.001,16.301,18.698,49.796,53.017,0,35.712,45.785,0,0,0,0,0,0,1.181,32.008,9.636,6.768,0,0,0,21.788,33.358,0,8.762,0,0,0,4.9,4.9,19,0,5.6,40.025,-61.892,-65.471,102.103,54.988,445.09,3/2/2016
7,07,24.685,0,0,0,0,0,10.664,0,0,38.437,0,0,27.101,18.401,17.332,35.707,49.159,0,32.391,47.566,0,0,0,0,0,0,1.181,31.469,12.408,7.164,0,0,0,21.608,33.317,0,3.473,0,0,0,4.9,4.9,19,0,5.6,40.093,-55.91,-49.797,89.503,44.496,458.27,3/2/2016
8,08,18.305,0,0,0,0,0,10.569,0,18.724,35.932,0,0,27.001,20.301,21.639,53.644,50.723,0,39.085,47.622,0,0,0,0,0,0,1.181,29.941,9.768,15.764,0,0,0,21.939,33.568,0,3.491,0,0,0,4.9,4.9,19.3,0,5.45,38.46,-45.289,-38.05,83.103,36,496.44,3/2/2016
9,09,26.971,0,0,15.882,0,0,10.511,0,18.644,35.32,0,0,19.001,16.701,19.906,52.782,49.622,0,31.542,47.483,0,0,0,0,0,0,1.181,29.537,2.376,15.231,16.749,16.831,15.969,21.048,34.258,0,3.528,0,0,0,4.9,4.9,19,0,5.3,38.555,-71.047,-62.175,98.303,51.985,556.67,3/2/2016
10,10,27.598,3.263,17.054,15.955,0,0,10.401,0,18.66,35.32,0,0,10.6,7.9,19.276,46.618,44.722,0,22.704,47.594,0,0,0,0,6.635,0,2.293,27.852,14.52,14.848,16.27,15.313,15.477,21.899,33.178,8.776,8.796,0,0,0,4.9,4.9,18.8,0,5.2,38.555,-71.78,-64.666,88.303,57.295,576.74,3/2/2016
11,11,11.357,12.003,16.968,15.748,3.906,0,10.467,0,17.226,35.32,0,0,8.3,5.7,12.447,52.462,51.762,0,11.928,47.399,0,0,0,0,6.636,0,2.293,30.75,14.256,18.348,19.702,22.764,19.743,21.499,33.598,6.554,6.5,0,0,0,4.9,4.9,18.8,0,5.2,40.352,-84.841,-77.053,85.503,65.096,601.09,3/2/2016
12,12,18.687,11.947,17.017,16.358,18.274,0,9.295,0,17.032,36.071,0,0,13.8,8.8,14.706,52.524,52.358,0,18.796,47.177,0,0,0,0,6.64,0,1.504,26.572,10.032,10.952,12.237,16.297,14.985,21.358,32.977,3.504,3.403,0,0,0,4.9,4.9,18.9,0,5.06,38.999,-81.423,-71.038,90.003,61.8,586.74,3/2/2016
13,13,26.612,11.905,16.834,17.066,18.311,0,8.972,0,15.566,35.515,0,0,9.5,7.1,12.395,52.115,44.802,0,19.688,47.316,0,0,0,0,6.628,0,1.504,30.076,13.2,12.661,13.905,16.024,15.053,21.708,33.277,3.575,3.474,0,0,0,4.9,4.9,18.8,0,4.9,38.278,-83.254,-73.949,91.503,60.884,591.41,3/2/2016
14,14,16.143,11.681,16.736,17.359,18.421,17.383,10.108,0,15.679,35.515,0,0,6.9,5.4,17.385,52.022,44.874,0,14.922,47.344,0,0,0,0,6.616,0,1.379,30.705,13.2,14.424,15.641,20.973,15.067,21.098,33.488,8.801,8.738,0,0,0,4.9,4.9,18.9,0,4.98,40.656,-77.395,-67.623,90.403,58.284,608.69,3/2/2016
15,15,15.289,11.541,16.968,17.176,18.628,17.285,10.1,0,15.856,37.213,0,0,6.2,5,9.19,52.022,51.071,0,12.74,47.26,0,0,0,0,6.625,0,1.379,28.414,10.824,21.233,22.176,25.048,6.795,27.988,27.288,6.52,6.527,0,0,0,4.9,4.9,19.2,0,4.92,40.308,-73,-71.514,79.402,57.991,615.73,3/2/2016
16,16,14.252,11.541,16.944,17.322,18.628,17.285,10.196,0,15.953,38.409,9.932,0,3,3.4,12.027,52.022,45.673,0,10.977,47.733,0,0,0,0,6.605,0,1.298,29.604,19.536,13.85,15.108,9.912,20.153,27.368,27.229,6.52,6.527,0,0,0,4.9,4.9,18.8,0,4.98,38.687,-66.53,-64.995,74.002,52.498,606.31,3/2/2016
17,17,8.649,17.745,0,17.457,0,0,10.313,2.292,17.451,38.409,0,0,5.4,5.6,7.93,48.577,49.598,0,14.332,47.372,0,0,0,0,6.616,0,1.298,29.537,21.912,14.479,15.942,20.44,20.358,27.368,27.218,3.507,3.481,0,0,0,4.9,4.9,19,0,4.98,40.318,-51.881,-60.729,60.402,47.499,562.11,3/2/2016
18,18,12.418,0,0,0,0,0,10.218,32.9,16.871,38.409,0,0,9.3,6.6,9.821,53.09,53.355,0,14.718,47.622,0,0,0,0,6.626,0,1.298,26.347,27.456,19.838,20.727,0,15.436,27.188,27.328,3.502,3.468,0,0,0,4.9,4.9,18.8,0,5.03,39.742,-62.746,-74.197,78.402,56.783,559.71,3/2/2016
19,19,21.795,18.306,18.628,17.164,0,0,10.379,32.959,17.161,38.326,0,0,25.401,16.301,21.062,49.777,47.588,0,22.447,47.539,0,0,0,0,6.625,0,1.298,24.169,24.552,12.729,14.014,16.024,14.616,27.358,26.268,3.534,3.509,0,0,0,4.9,4.9,18.7,0,5,40.263,-59.084,-66.204,84.903,41.786,651.9,3/2/2016
20,20,34.92,0,0,0,0,0,10.62,32.045,17.129,38.855,0,0,35.101,22.501,31.042,40.633,45.734,0,41.77,47.733,0,0,0,0,6.64,0,1.298,13.769,28.512,10.09,11.471,16.024,15.163,26.548,27.399,3.567,3.463,0,0,0,4.9,4.9,18.5,0,5.22,38.244,-49.928,-55.565,83.103,21.497,634.68,3/2/2016
21,21,34.405,0,0,0,0,0,10.694,31.81,0,38.855,0,0,32.101,22.001,35.402,47.989,48.137,0,41.91,28.25,0,0,0,0,0,0,1.298,31.042,28.644,9.27,10.596,0,15.627,28.438,28.498,5.492,5.535,0,0,0,0,4.9,18.7,0,4.8,38.323,-43.336,-47.05,89.803,26.899,576.42,3/2/2016
22,22,33.891,0,0,0,0,0,10.694,32.546,0,39.022,0,0,35.001,22.401,33.196,16.337,45.219,0,40.882,25.718,0,4.4,0,0,0,0,1.298,30.48,30.36,6.699,0,0,15.682,27.168,27.658,5.514,5.525,0,0,0,0,4.9,19.2,0,5.37,32.816,-36.866,-46.428,93.903,26.789,514.6,3/2/2016
23,23,34.726,0,0,0,0,0,10.679,32.252,0,3.897,0,0,23.901,16.801,25.001,11.347,47.5,0,34.685,25.745,0,0,0,0,0,0,1.298,29.47,26.928,14.985,0,0,15.477,26.008,27.399,8.049,0,0,0,0,0,4.9,18.7,0,5.45,30.034,-61.647,-71.816,91.603,40.687,476.44,3/2/2016
0,00,24.343,0,0,0,0,0,10.716,33.783,0,0,0,0,16.201,13.4,24.424,42.202,35.273,0,20.608,25.745,0,0,0,0,0,0,1.159,29.155,29.172,11.854,0,0,0,26.378,27.758,7.296,0,0,0,0,0,4.9,18.7,0,5.45,30.034,-59.084,-65.426,74.402,35.89,452.77,4/2/2016
1,01,20.18,0,0,0,0,0,10.73,32.517,0,0,0,0,13,11.8,12.29,36.831,36.309,0,19.577,25.411,0,0,0,0,0,0,1.159,28.594,30.096,12.196,0,0,0,22.719,33.667,8.74,0,0,0,0,0,4.9,18.7,0,5.53,29.65,-46.876,-54.558,54.902,28.694,432.46,4/2/2016
2,02,18.231,0,0,0,0,0,10.664,32.104,0,0,0,0,12.1,11.2,10.609,48.571,35.967,0,22.857,25.801,0,0,0,0,0,0,1.159,29.38,30.756,6.918,0,0,0,26.638,31.628,3.538,0,0,0,0,0,4.9,18.8,0,5.53,30.114,-50.783,-57.707,63.602,39.991,422.37,4/2/2016
3,03,19.575,0,0,0,0,0,10.613,32.487,0,0,0,0,18.201,13,12.71,28.331,44.607,0,27.588,25.857,0,0,0,0,0,0,1.159,22.956,31.944,6.631,0,0,0,28.248,29.248,3.478,0,0,0,0,0,4.9,18.8,0,5.53,29.894,-47.609,-56.407,66.802,35.487,417.5,4/2/2016
4,04,22.169,0,0,0,0,0,10.767,32.576,0,0,0,0,19.101,12.7,15.546,22.657,47.779,0,24.828,25.745,0,0,0,0,0,0,1.159,31.087,33.66,7.315,0,0,0,28.408,29.627,3.578,0,0,0,0,0,4.9,19.4,0,5.61,29.792,-33.692,-46.208,58.702,26.093,423.55,4/2/2016
