,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HEM,HPA1,HPA2,PHD,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,0,37.428,0,0,0,0,0,8.841,0,0,0,0,0,37.501,18.401,37.609,1.32,45.249,0,39.51,25.356,0,0,0,0,6.621,0,30.121,28.116,7.971,0,0,0,29.438,28.658,0,3.528,0,0,0,0,0,18.7,0,5.23,45.578,25.88,15.491,4.1,-46.712,456.43,31/12/2015
1,1,37.629,0,0,0,0,0,0,0,0,0,0,0,38.601,16.401,36.085,0,45.339,0,38.844,25.467,0,0,0,0,6.59,0,27.92,32.34,8.367,0,0,0,29.338,28.588,0,3.461,0,0,0,0,0,18.8,0,5.38,45.271,41.261,28.758,-12.7,-56.709,443.82,31/12/2015
2,2,37.753,0,0,0,0,0,0,0,0,0,0,0,38.701,17.701,37.66,0,42.853,0,38.533,25.773,0,0,0,0,6.6,0,30.48,26.004,0,0,0,0,29.218,28.328,0,3.428,0,0,0,0,0,18.6,0,5.3,44.605,30.396,20.508,0,-49.403,430.02,31/12/2015
3,3,37.432,0,0,0,0,0,0,0,0,0,0,0,36.301,18.401,37.923,0,49.401,0,39,25.801,0,0,0,0,6.596,0,28.369,27.456,0,0,0,0,28.398,27.638,0,0,0,0,0,0,0,18.8,0,5.3,36.973,26.368,18.11,5.1,-46.309,420.52,31/12/2015
4,4,37.372,0,0,0,0,0,0,0,0,0,0,0,38.301,18.201,38.659,0,49.847,0,39.49,25.885,0,0,0,0,6.581,0,30.233,25.608,0,0,0,0,28.259,27.758,0,0,0,0,0,0,0,18.8,0,5.3,36.973,38.331,27.265,-12.3,-59.017,432.99,31/12/2015
5,5,37.156,0,0,0,0,0,0,0,0,0,0,0,36.301,18.401,35.979,0,45.265,14.456,39.54,25.829,0,0,0,0,6.591,0,29.088,26.136,0,0,0,0,27.888,28.348,0,0,0,0,0,0,0,18.9,0,5.38,46.304,30.152,19.327,-6,-50.703,448.8,31/12/2015
6,6,35.876,0,0,0,0,0,0,0,0,0,0,0,38.601,17.601,38.659,0,48.81,15.213,39.692,25.773,0,0,0,0,6.633,0,8.221,27.72,7.615,0,0,0,28.178,27.978,0,0,0,0,0,0,0,18.8,0,5.34,47.419,42.97,31.275,-12.1,-56.215,432.2,31/12/2015
7,7,35.637,0,0,0,0,0,0,0,0,0,0,0,38.001,18.301,39.604,0,38.531,11.888,36.048,25.773,0,0,0,0,6.586,0,18.104,27.06,8.449,0,0,0,28.928,28.368,0,0,0,0,0,0,0,18.9,0,5.37,44.722,46.388,42.326,-23.701,-63.814,429.06,31/12/2015
8,8,37.554,0,0,0,0,0,0,0,0,0,0,0,38.101,6.1,39.131,0,50.721,16.459,38.997,25.829,0,0,0,0,6.573,0,29.38,29.964,8.162,0,0,0,27.638,26.988,0,5.017,0,0,0,0,0,18.9,0,5.3,49.09,34.303,35.313,-14.7,-54.805,459.8,31/12/2015
9,9,36.173,0,0,0,0,0,8.885,31.073,0,0,0,0,38.901,6.1,36.663,0,47.269,14.669,39.72,25.912,0,0,0,0,6.573,0,27.246,26.268,8.532,9.967,0,0,27.999,27.718,0,8.72,0,0,0,0,0,18.8,0,5.12,45.799,53.346,56.673,-34.801,-68.209,491.1,31/12/2015
10,10,36.894,0,0,0,0,0,8.577,32.163,0,0,0,0,39.001,6.1,37.608,0,46.86,14.83,39.844,25.718,0,0,0,0,6.588,0,29.29,25.74,8.026,9.16,0,0,28.658,27.168,0,8.741,0,0,0,0,0,18.7,0,4.9,45.427,46.022,50.804,-23.801,-63.704,490.68,31/12/2015
11,11,35.815,0,0,0,0,0,8.577,32.782,0,0,0,0,38.901,6.1,33.616,0,50.552,16.328,37.398,25.968,0,0,0,0,6.613,0,30.952,25.212,7.643,9.051,0,0,27.598,26.539,0,8.741,0,0,0,0,0,18.6,0,4.9,47.27,31.983,32.063,-14.6,-52.718,502.44,31/12/2015
12,12,36.393,0,0,0,0,0,9.661,32.163,0,0,0,0,38.801,14.3,35.98,0,47.981,15.164,36.78,25.801,0,0,0,0,6.601,0,28.257,25.608,8.217,9.639,0,0,27.309,25.828,0,8.741,0,0,0,0,0,18.8,0,4.7,43.244,40.284,42.18,-16.6,-62.404,496.5,31/12/2015
13,13,37.872,0,0,0,0,0,8.592,31.869,0,0,0,0,34.301,11.9,39.184,0,48.701,15.284,38.655,25.606,0,0,0,0,6.606,0,29.245,26.3,0,0,0,0,26.868,25.589,0,8.737,0,0,0,0,0,18.2,0,4.6,47.472,45.9,47.517,-21.801,-58.412,472.38,31/12/2015
14,14,37.486,0,0,0,0,0,8.577,31.751,0,0,0,0,36.601,18.201,38.816,0,41.65,13.23,40.06,25.773,0,0,0,0,6.603,0,30.435,23.8,0,0,0,0,27.078,26.149,0,0,0,0,0,0,0,19.1,0,4.9,50.05,33.57,30.58,-12.9,-57.314,486.33,31/12/2015
15,15,36.988,0,0,0,0,0,8.665,0,0,0,0,0,34.701,18.301,37.82,0,52.735,16.717,39.99,25.912,0,0,0,0,6.591,0,17.363,6,7.656,9.092,0,0,26.799,26.178,0,0,0,0,0,0,0,18.4,0,4.52,50.751,11.231,27.641,5,-46.107,447.43,31/12/2015
16,16,37.51,0,0,0,0,0,0,0,0,0,0,0,38.901,17.701,38.4,0,48.056,15.116,40.11,25.885,0,0,0,0,6.584,0,29.672,26.7,7.793,0,0,0,26.319,25.878,0,6.034,0,0,0,0,0,18.5,0,4.67,45.101,9.156,7.746,15.1,-41.31,468.23,31/12/2015
17,17,37.928,0,0,0,0,0,0,0,0,0,0,0,36.701,16.401,34.9,0,52.119,16.874,39.93,25.885,0,0,0,0,6.611,0,29.043,26.1,20.29,0,0,0,26.409,25.908,0,6.031,0,0,0,0,0,19,0,4.75,50.771,37.721,22.971,-6.1,-50.703,471.76,31/12/2015
18,18,37.716,0,0,0,0,0,8.811,33.96,0,0,0,0,38.701,16.301,37.2,12.364,53.343,16.987,39.91,25.829,0,0,0,0,6.596,0,30.054,25.9,22.546,23.776,15.094,14.916,28.318,27.258,7.787,6.491,0,0,0,0,0,18.6,0,4.9,50.397,32.594,12.204,-3.1,-50.502,612.58,31/12/2015
19,19,37.311,0,0,0,0,0,8.65,33.842,0,0,0,0,38.001,15.701,36.8,51.795,48.807,15.231,38.045,25.801,0,0,0,0,6.635,0,29.245,25.6,13.057,14.602,15.668,14.602,27.778,26.918,3.556,3.454,0,0,0,4.9,4.9,18.8,0,4.9,47.188,32.228,20.005,3.7,-49.513,605.38,31/12/2015
20,20,37.404,0,0,0,0,0,8.694,34.049,0,0,0,0,38.701,18.401,37.5,40.73,54.12,16.906,37.934,25.885,0,0,0,0,6.591,0,31.671,28.1,21.63,22.805,0,0,27.999,28.228,4.121,4.053,0,0,0,0,0,18.8,0,5,49.616,39.308,25.086,1.2,-49.202,582.54,31/12/2015
21,21,27.436,0,0,0,0,0,8.753,34.137,0,0,0,0,38.801,18.301,37.5,2.136,54.591,17.262,37.839,25.94,0,0,0,0,6.6,0,29.672,23.6,20.973,22.149,0,0,29.548,28.248,7.113,7.073,0,0,0,0,0,19,0,5.2,46.292,21.729,10.483,-3.6,-40.907,560.46,31/12/2015
22,22,34.231,0,0,0,0,0,8.899,26.89,0,0,0,0,38.701,17.801,37.3,2.136,48.643,15.467,38.058,25.94,0,0,0,0,6.581,0,31.379,26.1,10.268,11.676,0,0,28.148,27.838,3.552,3.482,0,0,0,0,0,18.8,0,5.2,49.092,35.768,22.175,-3.1,-53.816,515.16,31/12/2015
23,23,32.493,0,0,0,0,0,8.797,0,0,0,0,0,38.801,16.301,37.188,12.279,47.784,15.278,38.036,25.857,0,0,0,0,6.594,0,30.952,28.8,13.713,15.108,0,0,28.358,27.869,8.865,8.865,0,0,0,0,0,19,0,5.3,42.418,17.823,5.676,-10.9,-35.414,531.48,31/12/2015
