,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HEM,HPA1,HPA2,PHD,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
19,19,11.277,16.541,18.397,15.699,18.433,17.188,10.225,32.428,21.609,39.718,0,0,2.9,2.2,10.4,47.597,48.417,14.913,9.853,47.65,0,0,0,0,6.588,0,27.718,26.136,14.137,15.518,0,18.69,25.979,25.988,8.89,8.846,0,0,0,4.9,4.9,18.8,0,5.4,46.647,14.649,-4.596,1,-7.91,641.48,14/12/2015
20,20,8.196,16.555,18.531,15.906,18.372,17.48,8.833,32.222,21.673,39.189,0,0,1.9,2.6,8.9,47.45,49.454,15.798,11.582,47.65,0,0,0,0,6.583,0,32.098,27.984,10.172,11.608,0,15.327,24.758,24.158,5.101,5.076,0,0,0,4.9,4.9,18.8,0,5.46,49.195,18.311,0,-2.9,-4.505,617.52,14/12/2015
21,21,6.913,16.33,18.299,15.662,18.091,0,10.196,32.546,22.011,37.741,0,0,2.2,1.6,5.6,45.842,48.106,14.668,8.323,47.706,0,0,0,0,6.579,0,29.402,25.608,9.912,11.252,0,0,24.568,23.959,3.545,3.387,0,0,0,4.9,4.9,19.3,0,5.38,47.166,5.615,-8.689,-1,-1.813,577.59,14/12/2015
22,22,7.246,0,0,0,0,0,10.159,32.782,22.076,37.769,0,0,7.1,2.2,8.7,41.98,47.372,14.83,12.205,33.873,0,0,0,0,6.584,0,28.549,31.812,7.369,8.586,0,0,24.649,23.749,3.933,3.875,0,0,0,4.9,4.9,19,0,5.46,45.505,5.127,-15.271,0.6,-4.01,510.73,14/12/2015
23,23,10.679,0,0,0,0,0,10.503,33.489,22.108,37.964,0,0,3.1,2.3,9.8,42.912,48.289,14.788,12.554,25.578,0,0,0,0,6.613,0,30.458,28.512,0,0,0,0,24.548,23.829,0,3.513,0,0,0,4.9,4.9,18.8,0,5.5,45.741,29.786,6.665,-13.4,-17.212,465.52,14/12/2015
0,0,12.188,0,0,0,0,0,10.445,33.783,0,37.936,0,0,9.5,6.2,17.5,36.415,45.66,14.784,21.57,25.718,0,0,0,0,6.568,0,29.762,26.796,0,0,0,0,24.638,23.749,0,0.9,0,0,0,0,0,18.9,0,5.46,37.234,26.002,11.783,-7.9,-25.013,440.85,15/12/2015
1,1,5.118,0,0,0,0,0,10.437,33.577,0,35.069,0,0,2.4,1.9,7.1,45.008,50.878,16.45,11.223,25.551,0,0,0,0,0,0,27.763,26.4,0,0,0,0,24.618,23.938,0,0,0,0,0,4.9,4.9,18.9,0,5.5,51.026,38.575,19.163,-28.801,-25.709,429.44,15/12/2015
2,2,7.284,0,0,0,0,0,10.349,33.577,0,35.069,0,0,9.1,6.8,6.7,40.657,41.681,13.241,16.09,25.662,0,0,0,0,0,0,29.02,27.06,0,0,0,0,24.318,23.919,0,0,0,0,0,4.9,4.9,19.4,0,5.62,34.063,32.838,17.725,-21.701,-27.1,417.64,15/12/2015
3,3,6.574,0,0,0,0,0,10.276,33.577,0,35.069,0,0,6.4,3.5,7.4,47.785,41.77,13.385,13.904,25.745,0,0,0,0,0,0,29.694,26.4,0,0,0,0,24.378,23.838,0,0,0,0,0,0,0,19,0,5.6,42.228,36.378,20.06,-30.201,-30.909,421.21,15/12/2015
4,4,4.029,0,0,0,0,0,10.276,33.577,0,35.598,0,0,1.7,1.7,2.9,44.34,55.085,18.142,5.911,25.745,0,0,0,0,0,0,27.179,27.324,0,0,0,0,24.179,23.579,0,0,0,0,0,4.9,0,19,0,5.6,50.58,36.622,17.716,-29.901,-23.017,419.94,15/12/2015
5,5,1.658,0,0,0,0,0,10.364,33.43,22.463,35.069,0,0,0.7,1,3.2,55.307,50.935,0,8.257,25.801,0,0,0,0,0,0,28.661,26.004,0,9.256,0,0,24.238,23.779,0,0,0,0,0,4.9,0,19,0,5.7,50.54,25.025,7.718,-21.401,-16.114,445.03,15/12/2015
6,6,2.322,16.667,0,0,0,0,10.393,33.489,22.592,35.069,0,0,1,1.3,2.4,42.347,44.69,0,6.281,40.191,0,0,0,0,0,0,26.662,28.644,0,0,0,0,24.458,23.978,0,0,0,0,0,4.9,0,19.2,0,5.7,44.873,26.368,10.282,-17.501,-11.518,429.52,15/12/2015
7,7,4.484,16.583,0,0,0,0,10.225,32.988,22.479,35.069,0,0,3.3,2.5,3.7,47.675,45.779,0,7.815,40.636,0,0,0,2.109,0,0,30.121,27.588,0,0,0,0,25.428,24.219,0,0,0,0,0,4.9,0,19.5,0,5.7,46.177,2.319,-9.934,12,8.991,445.62,15/12/2015
8,8,6.423,16.513,0,14.478,0,0,8.76,32.782,20.368,35.042,0,0,5.3,4,9,51.308,49.509,0,8.933,40.747,0,0,0,6.645,0,0,29.851,27.456,0,0,0,0,26.208,23.888,0,0,0,0,0,4.9,2,18.9,0,5.55,40.498,-1.221,-16.498,-1,-5.512,513.3,15/12/2015
9,9,9.128,16.583,17.164,14.478,18.628,17.383,9.134,32.635,20.529,34.93,0,0,7.8,4.4,7.7,45.872,45.242,14.692,6.588,47.205,0,0,0,6.621,0,0,26.684,21.516,8.518,0,0,0,25.438,23.179,0,0,0,0,0,4.9,4.9,19.1,0,5.48,37.06,6.348,0,-9.9,-8.313,565.35,15/12/2015
10,10,9.708,16.695,17.066,15.748,18.494,17.48,9.558,31.456,20.561,34.902,0,0,10.9,7.7,10.14,46.032,42.234,13.328,10.426,47.539,0,0,0,6.616,0,0,31.424,25.344,8.832,0,0,0,25.518,23.269,3.567,0,0,0,0,4.9,4.9,18.9,0,5.24,47.722,12.329,3.488,-6.3,-8.203,584.89,15/12/2015
11,11,19.93,16.107,0,15.552,0,0,11.045,30.189,20.142,34.93,0,0,12.9,9.4,18.35,46.176,51.975,16.643,25.131,47.65,0,0,0,6.625,0,0,28.324,26.664,0,0,0,0,25.528,23.108,3.567,0,0,0,0,4.9,4.9,19.3,0,5.16,47.607,-10.376,-19.062,6.8,-10.712,605.17,15/12/2015
12,12,19.624,16.092,0,15.369,0,0,9.734,28.923,18.305,28.946,0,0,11.5,7.6,14.2,46.837,50.599,15.539,21.018,47.817,0,0,0,6.603,0,0,29.604,22.968,10.446,0,0,0,28.718,27.748,3.567,0,0,0,0,4.9,4.9,18.8,0,5,47.559,-11.719,-19.016,9.2,-8.405,592.88,15/12/2015
13,13,17.679,15.995,0,15.467,0,0,9.558,28.687,16.42,33.121,0,0,7.3,6,12.69,52.612,52.187,16.69,15.8,47.678,0,0,0,6.605,0,0,29.694,27.984,25.266,0,0,0,25.578,23.728,3.524,0,0,0,0,4.9,4.9,0,0,4.7,50.617,-10.132,-19.758,8,-7.91,585.2,15/12/2015
14,14,13.016,15.938,17.005,15.479,0,0,9.397,27.685,16.243,33.121,0,0,2.7,3.4,9.1,52.612,52.203,16.647,10.912,47.845,0,0,0,6.591,0,0,28.414,26.796,16.338,17.979,0,0,37.168,9.67,8.827,8.596,0,0,0,4.9,4.9,18.5,0,4.6,48.6,-7.324,-22.376,1.6,-5.402,618.71,15/12/2015
15,15,4.887,16.121,17.237,15.564,0,0,11.214,28.127,17.58,33.121,0,0,0.7,0.6,3.59,51.589,52.164,16.871,4.683,47.789,0,0,0,6.613,0,0,30.009,26.796,23.257,24.432,0,0,38.078,7.9,8.919,8.84,0,0,0,4.9,4.9,19.5,0,4.54,50.927,0,-9.632,-13.4,-8.203,612.68,15/12/2015
16,16,3.999,16.023,16.919,15.32,0,0,9.727,27.921,18.773,33.121,0,0,1,0.3,2.41,50.225,51.709,16.78,5.088,47.873,0,0,0,6.586,0,0,25.022,26.664,22.641,23.79,0,0,38.038,8.13,8.881,8.821,0,0,0,4.9,4.9,19.3,0,4.37,50.685,-9.888,-24.308,-3.5,4.395,603.22,15/12/2015
17,17,1.05,16.317,17.212,15.65,0,0,10.071,28.363,21.754,33.121,0,0,0,0,2.24,47.973,48.627,15.083,2.801,47.789,0,0,0,6.605,0,0,28.616,29.304,16.803,18.239,0,0,38.057,7.65,8.642,8.565,0,0,0,4.9,4.9,19,0,5.1,47.687,17.457,0,-14.2,-6.409,555.27,15/12/2015
18,18,1.594,16.849,17.066,4.968,18.287,17.383,9.851,30.101,21.254,36.044,0,0,0,0,2.58,47.728,51.316,16.02,1.962,47.733,0,0,0,6.6,0,0,30.57,23.628,21.042,22.149,16.461,14.711,25.249,24.819,8.515,8.845,0,0,0,4.9,4.9,19.2,0,5.47,50.518,0,-19.556,2.1,6.189,639.59,15/12/2015
19,19,0.639,17.956,17.115,15.638,18.519,17.383,11.529,32.664,21.786,36.656,0,0,0,0,1.04,52.621,52.189,17.091,0.583,47.706,0,0,0,6.625,0,0,27.56,23.1,21.903,22.874,15.614,15.053,25.148,24.828,8.87,8.822,0,0,0,4.9,4.9,20,0,5.47,50.518,14.283,-5.411,-12.7,1.099,650.04,15/12/2015
20,20,0.845,17.703,17.042,15.418,18.055,0,11.521,32.9,21.689,36.656,0,0,0,0,0,52.96,52.327,17.291,0,47.65,0,0,0,6.621,0,0,31.738,27.588,20.372,21.821,15.586,14.629,25.128,24.859,7.219,7.045,0,0,0,4.9,4.9,19,0,5.2,50.518,15.87,-5.622,-9.6,0.586,627.97,15/12/2015
21,21,0,17.592,17.115,15.467,1.465,0,11.712,33.342,22.688,36.656,0,0,0,0,0,46.662,51.731,16.703,0,47.706,0,0,0,6.605,0,0,29.515,25.608,22.969,23.954,0,0,25.198,24.958,7.49,7.397,0,0,0,4.9,4.9,19.2,0,5.5,50.518,14.893,0,-14.6,0,577.29,15/12/2015
22,22,0.315,17.634,1.465,0,0,0,11.712,31.839,22.414,36.071,0,0,0,0,0,49.908,54.382,18.027,1.111,47.594,0,0,0,6.601,0,0,32.502,25.344,9.776,0,0,0,25.079,24.769,3.546,3.455,0,0,0,4.9,4.9,19.2,0,5.3,50.781,14.649,-8.148,-8.3,-0.403,510.83,15/12/2015
23,23,1.051,17.605,0,0,0,0,11.917,32.517,22.882,36.656,0,0,0,0,0,45.571,52.361,17.39,0,47.539,0,0,0,6.615,0,0,30.503,25.74,0,0,0,0,25.488,25.029,3.584,0,0,0,0,4.9,4.9,19.5,0,5.5,39.337,44.191,20.783,-38.201,-27.302,477.13,15/12/2015
0,0,3.307,0,0,0,0,0,11.888,33.783,23.027,36.656,0,0,0,0,2.4,53.354,41.834,13.495,0,25.467,0,0,0,6.6,0,0,29.515,25.08,0,0,0,0,25.258,25.209,3.509,0,0,0,0,4.9,4.9,19,0,5.5,39.741,41.749,18.513,-37.801,-25.214,437.19,16/12/2015
1,1,3.204,0,0,0,0,0,11.792,33.607,22.833,35.403,0,0,2,0.5,2.6,51.143,47.652,14.868,4.947,25.662,0,0,0,0,0,0,30.256,23.892,0,0,0,0,25.258,24.599,0,0,0,0,0,4.9,4.9,18.9,0,5.47,37.602,22.095,0,-10.5,-6.702,427.08,16/12/2015
2,2,4.341,0,0,0,0,0,11.763,32.016,0,35.403,0,0,0.9,0.3,4.4,49.218,44.823,14.257,7.966,25.634,0,0,0,0,0,0,25.876,26.136,0,0,0,0,28.578,28.238,0,0,0,0,0,4.9,4.9,19,0,5.5,40.607,16.48,0,-11.8,-8.313,418.4,16/12/2015
3,3,7.974,0,0,0,0,0,11.763,32.075,0,35.403,0,0,0.7,0.3,4,46.881,47.345,14.793,2.954,25.773,0,0,0,0,0,0,31.693,26.136,0,0,0,0,25.898,25.478,0,0,0,0,0,4.9,4.9,19.4,0,5.6,38.444,20.997,6.775,-16,-13.807,414.43,16/12/2015
4,4,6.148,0,0,0,0,0,11.778,31.986,0,35.403,0,0,1.5,1.3,5.3,48.601,49.849,16.151,6.143,26.052,0,0,0,0,0,0,29.762,23.892,0,0,0,0,25.528,25.198,0,0,0,0,0,4.9,4.9,19.1,0,5.79,38.761,20.997,0,-13.8,-9.815,420.66,16/12/2015
5,5,3.973,0,0,0,0,0,11.888,30.896,22.849,35.403,0,0,2.1,0.7,5.4,49.648,45.802,13.967,9.615,25.467,0,0,0,0,0,0,32.906,25.608,0,0,0,0,25.538,25.298,0,0,0,0,0,4.9,4.9,19.2,0,5.79,38.884,27.223,5.329,-21.701,-14.411,444.31,16/12/2015
6,6,3.596,0,0,0,0,0,11.932,33.194,22.962,35.403,0,0,1.5,1.3,5.3,47.122,41.067,13.382,7.581,25.801,0,0,0,0,0,0,28.504,27.324,0,0,0,0,25.589,25.608,0,0,0,0,0,4.9,4.9,19.2,0,5.8,30.925,24.415,4.468,-15.3,-10.309,419.6,16/12/2015
7,7,8.063,0,0,0,0,0,11.851,33.253,22.785,35.403,0,0,4.5,3.5,9.7,50.645,45.883,15.014,7.781,25.634,0,0,0,0,0,0,30.099,29.568,0,0,0,0,24.968,24.689,0,0,0,0,0,4.9,4.9,19.2,0,5.7,41.66,46.754,23.667,-34.401,-31.916,455.59,16/12/2015
8,8,11.078,6.513,0,0,0,0,11.082,32.104,20.835,35.431,0,0,3.7,3.2,8.5,50.869,52.226,16.519,6.234,44.31,0,0,0,6.59,0,0,27.381,27.852,0,0,0,0,24.798,24.838,0,0,0,0,0,4.9,4.9,19.4,0,5.7,49.764,31.739,16.855,-26.501,-23.713,500.33,16/12/2015
9,9,10.42,16.597,16.993,15.601,6.055,0,8.789,29.63,20.4,35.097,0,0,4.9,2.8,8.46,51.244,49.239,15.664,9.501,47.706,0,0,0,6.633,0,0,28.728,26.532,0,19.046,0,0,24.868,25.159,0,0,0,0,0,4.9,4.9,18.7,0,5.5,49.157,11.841,0,-2.3,-6.207,559.9,16/12/2015
10,10,11.336,16.905,16.761,15.528,18.421,0,8.628,31.957,20.11,33.539,0,0,7.3,5.3,7.73,49.107,48.906,14.814,12.513,47.65,0,0,0,6.613,0,0,26.819,29.172,0,7.137,0,0,24.638,24.769,0,3.392,0,0,0,4.9,4.9,18.8,0,5.45,47.836,-18.921,-23.988,13.4,8.295,592.16,16/12/2015
11,11,14.384,16.247,17.078,15.882,0,0,8.643,32.016,20.545,33.01,0,0,5.8,5,8.8,48.871,47.755,14.93,13.347,47.622,0,0,0,6.605,0,0,26.976,29.172,11.635,12.961,0,0,27.498,26.848,3.598,3.548,0,0,0,4.9,4.9,18.9,0,5.3,47.048,2.93,-9.348,0.9,-7.801,593.17,16/12/2015
12,12,13.722,16.163,16.98,15.711,0,0,9.947,31.25,20.529,33.01,0,0,6.8,5.1,11.85,46.509,47.81,14.964,11.733,47.594,0,0,0,6.62,0,0,25.471,27.192,7.287,8.463,0,0,26.969,26.879,5.119,5.113,0,0,0,4.9,4.9,19.3,0,5.2,45.788,-6.104,-17.038,0.9,-3.607,594.71,16/12/2015
13,13,10.925,16.05,16.968,15.589,0,0,9.661,30.69,20.207,32.397,0,0,6.2,4.1,8.91,46.586,52.32,16.838,11.819,47.399,0,0,0,6.628,0,0,27.628,23.628,0,11.69,0,0,28.158,27.948,3.564,3.435,0,0,0,4.9,4.9,19,0,5.1,49.507,-3.54,-10.749,-4.7,-8.112,589.88,16/12/2015
14,14,7.522,15.995,16.773,15.516,0,0,9.536,28.834,18.724,32.871,0,0,3.8,3.6,7.9,49.604,50.816,15.913,9.027,47.399,0,0,0,6.61,0,0,28.234,27.06,11.744,13.112,0,19.551,26.588,25.778,0,3.542,0,0,0,4.9,4.9,19,0,5.1,50.52,-17.579,-25.489,2.3,0,621.23,16/12/2015
15,15,6.459,16.121,16.761,15.882,0,0,9.507,28.628,18.644,32.397,0,0,2.7,1.7,5.88,45.933,48.144,14.953,8.51,47.483,0,0,0,6.64,0,0,24.483,25.74,15.915,17.419,0,19.579,25.058,25.138,6.467,6.486,0,0,0,4.9,4.9,19.1,0,4.84,47.604,-10.743,-21.873,3.4,-1.703,604.88,16/12/2015
16,16,4.055,0,0,17.066,0,0,9.646,29.63,19.063,32.982,0,0,3.6,2.9,5.01,47.063,52.668,16.758,8.102,47.483,0,0,0,6.62,0,0,27.74,25.74,14.356,15.778,0,20.358,25.188,24.998,6.467,6.486,0,0,0,4.9,4.9,19.2,0,5,50.307,-2.93,-18.952,-5.4,-4.706,586.08,16/12/2015
17,17,8.513,0,0,15.552,0,0,11.272,30.248,19.175,32.982,0,0,3.8,2.9,6.616,47.727,52.194,16.867,7.927,47.678,0,0,0,6.64,0,0,27.807,20.196,13.207,14.465,0,0,24.998,24.668,6.996,7.02,0,0,0,4.9,4.9,19.1,0,5.12,50.307,16.358,0,-10.8,-12.305,540.56,16/12/2015
18,18,5.861,16.555,17.249,17.188,18.543,11.035,10.13,30.337,20.69,34.318,0,0,0.5,1.1,8.823,50.153,52.715,17.132,6.887,47.733,0,0,0,6.598,0,0,29.02,23.892,16.325,17.747,20.714,20.057,24.448,24.288,7.905,7.735,0,0,0,4.9,4.9,18.8,0,5.31,49.486,24.293,0,-15.2,-9.101,649.12,16/12/2015
19,19,1.76,16.58,17.017,16.761,18.336,17.188,10.108,32.045,20.319,33.733,0,0,0,0,0.314,53.412,52.165,17.187,0.626,47.622,0,0,0,6.588,0,0,28.773,24.42,18.799,20.098,20.413,19.346,24.718,24.349,8.757,8.653,0,0,0,4.9,4.9,18.7,0,5.47,50.659,35.89,16.361,-38.301,-23.511,654.3,16/12/2015
20,20,2.532,16.51,17.054,16.98,18.213,0,10.152,32.517,21.367,34.29,0,0,0,0,0.84,56.393,54.42,17.796,0.683,47.706,0,0,0,6.598,0,0,26.684,24.42,19.51,20.932,0,23.735,26.788,26.438,8.374,8.211,0,0,0,4.9,4.9,19.2,0,5.5,50.659,25.269,4.23,-17.401,-7.801,620,16/12/2015
21,21,4.601,16.485,17.042,16.81,0,0,10.525,32.723,21.335,35.403,0,0,0,0.2,3.045,56.725,54.42,17.712,3.323,47.622,0,0,0,6.59,0,0,30.997,24.42,13.002,14.247,0,0,28.188,27.128,4.142,4.004,0,0,0,4.9,4.9,19,0,5.6,50.777,26.49,3.204,-12.3,-3.809,562.3,16/12/2015
22,22,7.629,0,1.465,11.304,0,0,10.525,32.782,21.673,35.543,0,0,17.001,7.9,12.71,44.254,34.349,10.946,25.568,42.751,0,0,0,6.631,0,0,28.594,21.912,0,0,0,0,27.748,26.158,3.681,3.47,0,0,0,4.9,4.9,18.8,0,5.6,37.124,33.815,14.612,-18.501,-31.202,507.18,16/12/2015
23,23,14.958,0,0,0,0,0,11.617,32.399,0,35.153,0,0,21.901,10.4,25.369,37.087,40.86,13.302,27.2,25.551,0,0,0,6.6,0,0,24.169,26.268,0,0,0,0,25.348,24.358,5.088,0,0,0,0,0,0,18.9,0,5.6,47.491,24.171,7.636,1.9,-23.109,469.03,16/12/2015
0,0,15.658,0,0,0,0,0,11.543,32.252,0,0,0,0,21.801,12.6,14.601,38.684,44.79,14.243,29.801,25.467,0,0,0,6.603,0,0,28.504,23.232,0,0,0,0,25.329,25.108,0,0,0,0,0,0,0,18.8,0,5.55,42.57,7.202,-6.455,13.5,-14.704,437.58,17/12/2015
1,1,12.826,0,0,0,0,0,11.807,32.458,0,0,0,0,18.501,10.8,16.755,41.115,45.244,14.269,26.193,25.634,0,0,0,0,0,0,26.617,26.928,0,0,0,0,25.048,24.398,0,0,0,0,0,0,0,19.2,0,5.62,42.57,18.189,0,-1.6,-18.513,427.92,17/12/2015
2,2,12.845,0,0,0,0,0,11.69,32.458,0,0,0,0,16.301,9.7,12.395,46.588,45.315,14.514,27.51,26.302,0,0,0,0,0,0,25.516,24.156,0,0,0,0,25.218,24.538,0,0,0,0,0,0,0,18.6,0,5.61,42.841,16.846,0,-6.1,-20.417,431.79,17/12/2015
3,3,11.318,0,0,0,0,0,11.47,32.458,0,0,0,0,11.1,8.2,9.716,44.774,48.97,14.489,18.554,25.69,0,0,0,0,0,0,26.37,30.492,0,0,0,0,25.618,24.828,0,0,0,0,0,0,0,18.8,0,5.42,46.616,18.067,0,-4.8,-14.814,416.43,17/12/2015
4,4,14.578,0,0,0,0,0,11.485,32.723,0,0,0,0,19.701,10,13.55,47.299,46.47,14.773,26.844,25.801,0,0,0,0,0,0,29.357,25.74,0,0,0,0,25.168,24.138,0,0,0,0,0,0,0,18.8,0,5.5,39.67,24.781,6.949,-3.3,-20.417,423.59,17/12/2015
5,5,16.269,0,0,0,0,0,11.214,32.517,0,0,0,0,17.201,10.3,13.287,52.963,50.856,16.394,23.327,25.69,0,0,0,0,0,0,28.975,27.588,0,0,0,0,24.949,24.058,0,0,0,0,0,0,0,19.2,0,5.4,42.5,10.132,-5.502,7.1,-13.001,443.97,17/12/2015
6,6,23.744,0,0,0,0,0,11.397,32.546,0,0,0,0,19.101,10.7,11.711,41.727,34.338,10.896,28.505,25.69,0,0,0,0,0,0,27.089,27.984,0,0,0,0,27.538,26.548,0,0,0,0,0,0,0,18.8,0,5.5,38.393,20.631,5.31,-7.8,-25.709,429.79,17/12/2015
7,7,17.855,0,0,0,0,0,11.25,32.31,0,0,0,0,20.701,11.8,11.869,50.581,49.504,16.031,30.172,25.94,0,0,0,5.642,0,0,25.606,21.516,0,0,0,0,28.467,28.088,0,0,0,0,0,0,0,19.1,0,5.5,47.057,21.119,8.789,2.4,-19.501,446.19,17/12/2015
8,8,26.24,0,0,0,0,0,11.419,31.014,0,34.819,0,0,17.101,10.8,14.811,49.231,48.871,15.151,27.252,25.885,0,0,0,6.62,0,0,26.482,27.72,0,0,0,0,28.368,28.148,0,0,0,0,0,4.9,4.9,18.9,0,5.55,46.94,26.856,16.636,-13.2,-33.711,514.53,17/12/2015
9,9,23.657,0,0,0,0,0,11.36,30.484,19.997,34.596,0,0,18.601,10.3,16.491,49.725,48.585,15.115,28.202,36.712,0,0,0,6.601,0,0,27.381,25.872,15.108,16.584,0,0,26.969,27.198,0,0,0,0,0,4.9,4.9,19.4,0,5.47,47.339,9.156,0,8.4,-14.008,568.01,17/12/2015
10,10,15.332,0,0,0,0,0,11.184,29.895,20.336,34.513,0,0,21.301,11.6,17.227,49.926,49.087,15.434,27.19,47.149,0,0,0,6.618,0,0,26.999,26.928,11.362,12.825,0,0,27.739,28.078,8.999,0,0,0,0,4.9,4.9,19,0,5.39,47.856,6.47,-3.653,5.3,-13.202,586.87,17/12/2015
11,11,16.278,0,0,0,0,0,10.957,29.689,20.255,34.513,0,0,16.301,10.9,18.278,50.887,51.926,17.053,19.073,47.65,0,0,0,6.63,0,0,25.224,20.856,0,8.354,0,15.723,28.118,28.418,5.035,0,0,0,0,4.9,4.9,18.8,0,5.2,50.778,0,-12.552,-1.5,-14.905,595.67,17/12/2015
12,12,14.124,0,0,0,0,0,10.818,29.188,21.335,34.568,0,0,20.001,10.5,14.811,50.708,47.97,15.009,21.349,47.511,0,0,0,6.61,0,0,26.415,24.816,0,8.887,0,15.846,28.158,28.048,7.527,0,0,0,0,4.9,4.9,19,0,5,46.314,-7.202,-18.448,7.6,-8.002,590.39,17/12/2015
13,13,7.2,0,0,0,0,0,10.576,28.923,21.383,32.648,0,0,7.2,5.6,5.881,51.96,51.772,16.87,10.744,47.566,0,0,0,6.594,0,0,25.584,25.872,0,20.536,20.878,19.36,27.678,27.338,3.554,0,0,0,0,4.9,4.9,19,0,5,49.511,-18.433,-30.36,11.8,5.182,590.83,17/12/2015
14,14,11.432,0,0,15.223,0,0,10.657,28.569,19.675,32.592,0,0,4.8,4.1,6.879,46.838,51.061,16.476,10.901,47.372,0,0,0,6.623,0,0,26.639,23.1,15.791,17.131,20.645,19.059,27.968,27.668,9.049,0,0,0,0,4.9,4.9,19.4,0,4.84,47.356,-19.044,-27.503,3.9,3.296,621,17/12/2015
15,15,6.638,2.661,18.677,15.54,0,0,10.774,29.011,16.323,33.093,0,0,0.7,1.1,5.5,52.155,51.6,16.564,4.463,47.622,0,0,0,6.605,0,0,28.391,18.348,17.569,19.046,15.012,14.725,27.408,27.368,4.567,4.428,0,0,0,4.9,4.9,18.8,0,5,45.745,-2.319,-12.342,-9.7,-6.903,606.51,17/12/2015
16,16,3.122,16.597,18.555,15.369,0,0,10.657,28.569,17.403,32.564,0,0,0.1,0.3,2.6,49.377,49.459,15.094,1.625,47.706,0,0,0,6.578,0,0,27.763,24.948,17.008,18.622,15.586,14.493,27.529,27.328,3.513,3.435,0,0,0,4.9,4.9,19.1,0,5,44.716,-6.104,-17.963,-2.7,8.698,592.6,17/12/2015
17,17,2.089,16.555,18.482,15.577,0,0,10.906,30.131,17.564,33.093,0,0,0.2,0,1.48,48.772,49.508,15.101,1.245,47.65,0,0,0,6.605,0,0,30.975,20.988,10.323,11.744,0,16.407,26.669,26.678,3.527,3.448,0,0,0,4.9,4.9,18.8,0,5,45.831,12.818,-9.293,-10.1,-4.303,556.04,17/12/2015
18,18,3.114,17.269,18.336,15.32,18.299,17.383,10.774,29.335,18.644,32.509,0,0,2.2,2.3,2.1,52.016,48.165,14.828,4.63,47.483,0,0,0,6.605,0,0,26.482,23.232,17.61,19.1,20.071,21.055,26.778,26.128,8.274,8.14,0,0,0,4.9,4.9,19,0,5.24,47.219,15.625,4.862,-14,-4.706,637.67,17/12/2015
19,19,12.371,17.815,18.421,15.491,18.226,17.285,11.287,30.278,20.336,32.564,0,0,3.5,2.9,12.6,52.016,48.302,15.017,9.839,47.566,0,0,0,6.606,0,0,28.167,23.76,16.024,17.432,14.93,15.422,25.528,25.759,4.668,4.619,0,0,0,4.9,4.9,19.3,0,5.32,42.783,26.978,7.581,-14.8,-14.301,640.5,17/12/2015
20,20,13.219,17.914,18.506,15.613,18.213,17.285,11.089,30.926,19.449,33.093,0,0,20.801,12.1,16,51.775,52.587,16.801,27.392,48.429,0,0,0,6.608,0,0,29.47,22.968,0,0,0,0,25.088,24.658,3.508,3.497,0,0,0,4.9,4.9,18.7,0,5.2,44.139,22.706,5.896,-0.1,-17.505,623.85,17/12/2015
21,21,25.93,5.896,0,4.932,0,0,11.075,31.044,18.74,33.093,0,0,27.901,15.301,18.29,51.775,41.593,12.181,36.462,43.252,0,0,0,6.606,0,0,30.233,21.12,0,0,0,0,24.609,24.758,3.527,0,0,0,0,4.69,4.9,18.8,0,5.3,46.112,17.823,4.834,4.9,-30.909,571.48,17/12/2015
22,22,26.303,0,0,0,0,0,10.972,31.279,6.864,19.845,0,0,27.801,14.2,24.424,51.881,40.821,12.96,40.029,25.439,0,0,0,6.615,0,0,27.313,21.252,0,0,0,0,25.348,24.378,0,0,0,0,0,0,0,19,0,5.24,43.588,-3.174,-13.724,23.001,-15.601,515.04,17/12/2015
23,23,16.149,0,0,0,0,0,11.316,32.458,0,0,0,0,21.101,10.1,22.795,43.906,54.827,18.193,26.49,25.718,0,0,0,6.593,0,0,28.549,26.268,0,0,0,0,25.108,24.508,0,0,0,0,0,0,0,19.1,0,5.35,50.242,16.846,0,-0.3,-24.317,476.56,17/12/2015
0,0,23.247,0,0,0,0,0,11.36,32.487,0,0,0,0,18.901,12.1,20.904,31.274,47.672,15.066,30.952,25.829,0,0,0,6.6,0,0,26.123,24.684,0,0,0,0,25.379,24.318,0,0,0,0,0,0,0,18.8,0,5.32,47.084,18.921,3.919,5.3,-23.511,443.46,18/12/2015
1,1,29.019,0,0,0,0,0,11.39,32.252,0,0,0,0,23.901,13.3,16.702,0,50.834,16.659,32.253,25.801,0,0,0,0,0,0,27.291,26.268,0,0,0,0,26.178,24.698,0,0,0,0,0,0,0,19,0,5.48,50.178,21.485,5.576,2.1,-26.203,428.23,18/12/2015
