,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,AMY-L9030,TCPI-L9150,Demanda,Date
2,02,0,0,0,0,0,8.511,0,23.204,0,0,5.5,5.2,0,0,44.77,14.726,0,25.912,25.411,0,0,0,13.016,12.469,24.378,24.337,0,38.498,0,0,0,0,0,0,23,6,47.185,21.729,0,0,336.729,9/8/2012
3,03,0,0,0,0,0,7.508,0,23.155,0,0,4.4,3.7,0,0,50.616,6.956,0,25.551,25.439,0,0,0,12.032,14.164,24.514,24.186,0,38.617,0,0,0,0,0,0,23,6,47.07,7.813,0,0,335.633,9/8/2012
4,04,0,0,0,0,0,0,0,23.155,0,0,10,6.6,0,0,51.06,16.798,0,25.94,25.495,0,0,0,8.819,7.26,24.309,24.337,0,38.667,0,0,0,0,0,0,23,6,49.522,7.813,0,0,338.089,9/8/2012
5,05,0,0,0,0,0,1.348,0,23.268,0,0,8.8,5.3,0,0,50.764,16.724,0,25.94,25.439,0,0,0,21.083,21.602,24.35,24.214,0,38.177,0,0,0,0,0,0,23,6,48.342,1.709,0,0,366.773,9/8/2012
6,06,0,0,0,0,0,8.628,0,23.268,0,0,9.5,7.1,0,0,51.06,16.798,0,25.94,25.384,0,0,0,22.983,22.108,24.391,24.241,0,39.018,0,0,0,0,0,0,23,3.5,48.1,8.789,0,0,373.364,9/8/2012
7,07,0,0,0,0,0,8.76,0,11.006,0,0,22.201,14.2,0,25.495,51.43,17.02,0,25.912,25.495,0,0,0,11.881,14.26,24.378,24.268,0,38.447,0,0,0,0,5.2,0,23,3.5,45.27,7.08,0.9,0,389.475,9/8/2012
8,08,0,0,0,0,0,9.273,0,14.341,24.883,0,26.401,17.601,0,31.772,51.208,16.428,0,25.912,25.94,0,0,0,17.364,21.069,24.419,24.337,0,38.808,0,0,0,0,5.2,0,23,3.5,47.95,0,7.2,0,469.635,9/8/2012
9,09,16.821,18.665,16.846,0,0,8.943,24.268,16.404,23.908,0,7,6.9,0,32.287,51.06,16.428,0,25.968,25.523,0,0,0,22.368,23.202,24.227,24.378,0,37.818,0,0,0,0,5.2,0,23,3.5,46.433,0,0,0,523.107,9/8/2012
10,10,16.863,18.567,16.761,18.336,16.504,8.804,25.417,16.227,24.131,0,17.401,12.7,0,32.393,51.948,16.502,0,25.606,25.328,0,0,0,18.362,14.123,19.825,19.046,0,38.707,0,0,0,0,5.2,0,23,3.5,40.817,0,5.5,0,522.19,9/8/2012
11,11,16.667,18.531,16.834,18.445,15.918,8.577,23.296,16.388,24.187,0,13.8,9.3,0,32.564,52.022,15.762,0,25.523,25.634,0,0,0,22.751,23.093,22.108,21.848,0,38.328,0,0,0,0,5.2,0,23,5,48.088,9.156,0,0,544.714,9/8/2012
12,12,16.765,18.482,16.614,18.372,15.82,8.306,23.149,21.48,25.384,0,5.8,4.1,0,32.307,51.504,15.54,0,25.523,25.384,5,0,0,22.258,22.682,24.227,24.2,0,38.267,0,0,0,0,5.2,0,23,5.6,47.882,0,10.7,14.997,536.986,9/8/2012
13,13,16.989,18.506,16.773,18.543,15.918,8.372,22.972,20.384,24.827,0,7.5,4.8,0,31.819,51.06,14.726,0,25.523,25.634,5,0,0,22.286,23.38,15.04,14.807,0,37.747,0,0,0,0,5.2,0,23,5.6,48.651,0,17.101,18.384,524.607,9/8/2012
14,14,15.407,17.029,16.651,18.348,15.723,8.277,22.501,20.319,23.769,0,10.3,7.4,0,25.39,51.06,15.318,0,25.912,26.052,5,0,0,23.352,24.514,18.389,19.866,0,38.208,0,0,0,0,5.2,0,23,5.6,47.07,0,0,0,535.401,9/8/2012
15,15,17.101,18.274,17.982,18.372,15.82,8.225,21.735,20.432,23.658,0,6.2,3.9,0,28.081,50.468,15.096,0,25.885,25.495,5,0,0,20.59,21.452,19.251,19.592,0,37.657,0,0,0,0,5.2,0,23,5.6,49.614,10.01,0,0,520.077,9/8/2012
16,16,16.835,18.506,18.238,18.628,16.016,8.841,21.646,20.561,25.077,0,0,0,0,20.18,50.394,15.984,0,24.938,25.551,0,0,0,22.532,23.093,18.075,18.608,0,38.517,0,0,0,0,5.2,0,23,5.6,49.502,7.447,0,2.087,498.689,9/8/2012
17,17,16.891,18.604,0,16.846,0,9.463,22.56,22.028,26.413,0,0,0,0,19.704,50.542,15.762,0,25.439,25.69,0,0,0,19.524,22.887,17.118,17.651,0,38.227,0,0,0,0,2,0,23,5.6,49.502,26.124,0,0,464.73,9/8/2012
18,18,17.592,18.494,0,0,0,8.54,25.83,21.657,33.26,0,0,0,0,28.995,52.022,16.502,0,25.578,25.3,0,0,0,20.372,20.112,18.294,18.622,0,38.607,0,0,0,0,5.2,0,23,5.6,49.502,17.701,0,0,480.293,9/8/2012
19,19,18.011,18.799,19.019,19.324,16.992,8.496,26.242,21.995,31.535,0,0,0,0,0,52.318,16.502,0,47.761,25.578,5,0,0,14.274,19.852,21.083,21.383,0,39.198,0,0,0,0,5.2,0,23,5.6,50.074,67.263,0,0,511.276,9/8/2012
20,20,18.361,18.799,18.25,18.25,17.188,8.423,25.859,21.899,33.344,19.275,0,0,0,0,51.948,16.354,0,26.775,25.328,5,0,0,0,0,24.487,24.296,0,38.537,0,0,0,0,5.2,0,23,5.6,51.19,19.532,0,0,534.747,9/8/2012
21,21,18.361,18.726,18.519,15.699,16.406,8.701,26.478,21.963,33.372,0,0,0,0,0,51.874,16.28,0,25.189,25.495,5,0,0,15.067,12.729,20.946,21.493,0,38.657,0,0,0,0,5.2,0,23,5.9,42.184,42.848,0,0,484.507,9/8/2012
22,22,0,0,9.375,0,0,8.394,26.006,22.801,33.093,0,0,0,0,25.48,52.392,16.354,0,25.551,25.133,0,0,0,10.076,9.871,21.247,21.383,0,37.677,0,0,0,0,5.2,0,23,5.9,42.068,11.231,0,0,419.077,9/8/2012
23,23,0,0,0,0,0,8.511,0,23.091,18.036,0,0,0,0,22.82,52.244,15.984,0,25.551,25.133,0,0,0,14.014,20.755,17.801,17.938,0,38.458,0,0,0,0,5.2,0,23,5.9,42.068,3.296,0,0,380.35,9/8/2012
0,00,0,0,0,0,0,8.54,0,23.284,0,0,0,0,0,0,51.504,16.65,0,25.551,25.133,0,0,0,23.899,24.528,19.88,20.413,0,38.917,0,0,0,0,5.2,0,23,6.3,44.107,18.555,0,0,350.591,10/8/2012
1,01,0,0,0,0,0,8.555,0,23.091,0,0,0,0,0,0,51.8,16.576,0,25.495,25.133,0,0,0,23.858,24.514,18.567,18.704,0,38.997,0,0,0,0,0,0,23,6.3,41.399,0,0,8.094,343.975,10/8/2012
2,02,0,0,0,0,0,8.621,0,23.349,0,0,0,0,0,0,51.43,16.058,0,25.578,25.161,0,0,0,21.753,21.807,15.122,15.354,0,38.437,0,0,0,0,0,0,23,6.3,44.48,0,0,6.482,337.781,10/8/2012
3,03,0,0,0,0,0,8.57,0,23.123,0,0,0,0,0,0,50.024,0,0,25.578,25.161,0,0,0,22.3,22.464,19.838,20.331,0,38.577,0,0,0,0,0,0,23,6.3,47.546,1.831,0,3.79,334.12,10/8/2012
4,04,0,0,0,0,0,8.76,0,23.526,0,0,0,0,0,0,50.69,16.65,0,25.578,25.467,0,0,0,18.745,22.012,19.497,19.606,0,37.478,0,0,0,0,0,0,23,6.3,47.564,0,8.8,16.187,334.176,10/8/2012
5,05,0,0,0,0,0,8.665,0,23.301,0,0,0,0,0,0,51.282,16.576,0,25.578,25.467,0,0,0,20.823,21.165,22.19,22.559,0,38.477,0,0,0,0,0,0,23,6.3,48.598,0,0,6.098,354.634,10/8/2012
6,06,0,0,0,0,0,8.745,0,23.381,0,0,0,0,0,9.522,50.986,16.502,0,26.163,25.05,0,0,0,17.856,18.772,18.649,19.155,0,38.147,0,0,0,0,5.2,0,23,3.1,47.278,0,1.8,9.998,346.918,10/8/2012
7,07,0,0,0,0,0,8.394,0,20.158,0,0,0,0,0,12.912,51.06,16.798,0,25.745,25.189,0,0,0,21.397,20.003,19.155,19.975,0,37.707,0,0,0,0,5.2,0,23,3.1,48.84,2.564,0,0,377.803,10/8/2012
8,08,0,0,0,0,0,8.782,0,20.706,17.897,0,0,0,0,31.654,51.282,16.576,0,26.107,25.523,0,0,0,23.325,20.112,21.52,21.219,0,38.907,0,0,0,0,5.2,0,23,3.1,46.754,47.975,0,0,399.127,10/8/2012
9,09,0,0,0,0,0,9.712,0,19.852,27.499,0,2,1.6,0,31.541,51.282,16.724,0,25.578,25.217,0,0,0,22.778,23.503,22.819,22.86,0,38.177,0,0,0,0,5.2,0,23,3.1,45.206,0,0,2.399,428.983,10/8/2012
10,10,0,0,0,0,0,11.023,25.918,19.304,29.113,0,1.2,0,0,29.195,51.504,16.65,0,25.634,25.244,0,0,0,21.11,20.29,21.288,22.04,0,37.738,0,0,0,0,5.2,0,23,6.3,41.949,14.405,0,0,434.511,10/8/2012
11,11,0,0,0,0,0,8.789,25.476,20.078,31.423,0,0,0,0,29.144,50.912,16.798,0,25.3,25.578,0,0,0,22.108,21.561,17.665,20.987,0,38.598,0,0,0,0,5.2,0,23,6.3,50.784,0,0,4.999,449.388,10/8/2012
12,12,0,0,18.336,0,0,8.819,25.535,20.416,27.109,0,0,0,0,29.598,50.764,16.724,0,24.994,25.578,0,0,0,18.253,18.061,15.614,14.766,0,38.168,0,0,0,0,5.2,0,23,6.3,46.087,17.945,0,0,439.282,10/8/2012
13,13,0,0,18.104,0,0,8.533,25.623,18.853,26.859,0,0,0,0,29.5,51.134,16.65,0,25.022,25.578,0,0,0,18.362,17.514,15.053,15.737,0,38.437,0,0,0,0,5.2,0,23,6.3,45.062,0,5.4,16.095,444.382,10/8/2012
14,14,0,0,18.384,0,0,7.412,25.653,19.175,27.499,0,0,0,0,30.769,50.69,16.354,0,25.551,25.523,0,0,0,20.399,23.134,17.377,18.116,0,37.197,0,0,0,0,5.2,0,23,6.3,44.616,8.423,0,1.19,447.637,10/8/2012
15,15,0,0,3.247,0,0,10.064,25.771,20.497,26.33,0,0,0,0,30.512,51.134,16.576,0,25.551,25.578,0,0,0,21.083,22.026,15.983,15.518,0,38.537,0,0,0,0,5.2,0,23,6.3,47.024,22.828,0,0,433.912,10/8/2012
16,16,0,0,0,0,0,9.771,25.417,20.174,25.801,0,0,0,0,30.242,50.986,16.65,0,25.606,25.801,0,0,0,21.725,21.602,15.641,14.971,0,38.387,0,0,0,0,5.2,0,23,6.3,48.094,19.898,0,0,415.285,10/8/2012
17,17,0,0,0,0,0,9.998,26.595,20.255,12.219,0,0,0,0,30.436,50.394,16.65,0,25.634,25.328,0,0,0,23.024,23.981,15.641,15.163,0,38.387,0,0,0,0,5.2,0,23,6.3,50.286,16.48,0,0,421.923,10/8/2012
18,18,0,0,0,0,0,9.91,26.537,21.496,22.99,0,0,0,0,30.206,50.986,16.65,0,25.439,25.328,0,0,0,20.03,21.042,24.296,24.282,0,38.508,0,0,0,0,5.2,0,23,6.3,48.633,0,0,9.796,437.098,10/8/2012
19,19,18.236,18.714,18.494,18.69,17.383,10.203,27.185,22.108,34.68,0,0,0,0,30.005,50.986,16.65,0,24.827,25.328,0,0,0,21.315,21.739,21.233,21.124,0,37.887,0,0,0,0,5.2,0,23,6.3,46.612,83.743,0,0,531.373,10/8/2012
20,20,18.333,18.152,18.397,17.005,0,10.027,26.743,21.85,34.568,0,36.001,22.601,0,29.511,48.248,14.578,0,25.411,25.328,0,0,0,6.891,7.78,15.409,15.422,0,37.917,0,0,0,0,5.2,0,23,6.3,48.384,63.601,0,0,518.758,10/8/2012
21,21,0,0,0,0,0,9.888,13.427,21.447,34.68,0,25.801,20.001,0,29.681,50.69,16.724,0,25.3,25.578,0,0,0,13.221,13.891,20.358,20.864,0,38.588,0,0,0,0,5.2,0,23,6.3,48.384,59.694,0,0,467.738,10/8/2012
22,22,0,0,0,0,0,9.976,0,23.107,34.374,0,13.3,12.2,0,35.937,43.734,14.208,0,25.773,25.3,0,0,0,8.34,2.94,0,21.999,0,38.447,0,0,0,0,5.2,0,23,6.3,48.384,0,7.3,8.295,396.419,10/8/2012
23,23,0,0,0,0,0,9.822,0,22.962,0,0,0,0,0,36.116,50.246,0,0,25.773,25.3,0,0,0,19.606,21.807,0,22.3,0,38.038,0,0,0,0,5.2,0,23,6,48.384,6.348,0,2.582,354.355,10/8/2012
0,00,0,0,0,0,0,9.822,0,22.898,0,0,0,0,0,22.937,49.21,0,0,25.718,25.3,0,0,0,20.727,20.44,0,16.899,0,38.628,0,0,0,0,5.2,0,23,6.5,48.384,21.119,-17.201,-5.402,337.177,11/8/2012
1,01,0,0,0,0,0,9.983,0,23.091,0,0,0.2,0,0,0,50.098,0,0,25.718,25.3,0,0,0,21.63,21.52,15.081,15.231,0,38.697,0,0,0,0,0,0,23,6.5,48.174,13.916,-9,-1.3,320.637,11/8/2012
2,02,0,0,0,0,0,10.049,0,0,0,0,0.2,0,0,0,51.208,17.02,0,25.606,25.3,0,0,0,19.087,20.317,15.477,16.038,0,38.357,0,0,0,0,0,0,23,6.5,42.158,0,-7.1,2.289,315.128,11/8/2012
3,03,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,51.43,16.872,0,25.718,25.3,0,0,0,21.794,22.354,15.682,16.092,0,39.068,0,0,0,0,0,0,23,6.45,46.974,7.324,-8.6,-.311,312.521,11/8/2012
4,04,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,50.986,16.946,0,25.662,25.3,0,0,0,22.067,22.737,16.872,17.145,0,38.468,0,0,0,0,0,0,23,6.5,47.64,5.615,-7.1,1.282,313.726,11/8/2012
5,05,0,0,0,0,0,9.998,0,0,0,0,0.2,0,0,0,51.356,16.872,0,25.662,25.3,0,0,0,22.942,22.546,19.059,19.278,0,39.018,0,0,0,0,0,0,23,6.5,47.711,5.615,-9.6,-1.007,334.434,11/8/2012
6,06,0,0,0,0,0,10.122,0,0,0,0,0.2,0,0,0,51.43,16.946,0,25.662,25.411,0,0,0,20.782,20.194,15.86,16.147,0,39.068,0,0,0,0,0,0,22.8,6.38,47.663,0,-5.1,5.09,318.675,11/8/2012
7,07,0,0,0,0,0,10.122,0,23.043,0,0,0.8,1.2,0,0,51.8,16.946,0,25.69,25.495,0,0,0,20.167,23.858,16.475,19.223,0,38.957,0,0,0,0,0,0,22.6,6.3,47.878,-7.691,-1.5,5.383,354.362,11/8/2012
8,08,0,0,0,0,0,9.866,0,21.737,0,0,0.7,1.6,0,28.421,51.356,16.946,0,25.606,25.523,0,0,0,21.93,21.985,18.061,17.377,0,38.437,0,0,0,0,5.2,0,23.5,6.3,46.433,-4.883,-4.4,5.786,384.475,11/8/2012
9,09,0,0,0,0,0,9.822,0,21.367,30.616,0,5.9,5.6,0,33.777,50.838,16.354,0,25.606,25.495,0,0,0,20.399,20.167,14.793,15.026,0,39.007,0,0,0,0,5.2,0,23,6.07,43.57,0,-8.1,2.289,418.418,11/8/2012
10,10,0,0,0,0,0,10.005,0,21.866,34.875,0,10.4,7.7,0,33.981,50.986,16.724,0,25.996,25.328,0,0,0,20.973,21.671,17.309,16.844,0,37.927,0,0,0,0,5.2,0,22.8,6,41.828,9.4,-6,-1.3,426.313,11/8/2012
11,11,0,0,0,0,0,10.042,0,21.995,34.875,0,11.7,9.3,0,30.433,51.504,16.946,0,25.578,25.328,0,0,0,21.301,23.817,22.149,22.641,0,38.458,0,0,0,0,5.2,0,22.8,5.92,40.983,20.508,-3.5,-6.61,430.572,11/8/2012
12,12,0,0,0,0,0,9.793,0,21.609,34.735,0,1.4,0.8,0,33.539,51.134,16.724,0,25.467,25.606,0,0,0,23.462,23.927,24.391,24.186,0,38.888,0,0,0,0,5.2,0,22.7,5.84,49.575,-2.319,1.9,8.899,430.496,11/8/2012
13,13,0,0,0,0,0,9.8,2.145,21.383,34.624,0,0,0.1,0,25.295,50.986,16.576,0,25.495,25.551,0,0,0,24.091,24.46,24.296,24.214,0,38.357,0,0,0,0,5.2,0,22.7,5.84,40.372,-13.184,-.6,10.291,424.978,11/8/2012
14,14,0,0,0,0,0,9.734,2.734,21.754,34.93,0,0,0,0,15.023,51.43,16.65,0,25.495,25.551,0,0,0,24.091,24.72,24.378,24.077,0,37.187,0,0,0,0,5.2,0,22.7,5.76,40.553,25.758,-17.701,-7.508,411.418,11/8/2012
15,15,0,0,0,0,0,10.02,2.321,21.931,17.284,0,1,0.6,0,15.011,52.614,16.65,0,25.384,25.912,0,0,0,23.981,24.555,24.446,24.337,0,37.688,0,0,0,0,5.2,0,22.7,5.76,42.697,-14.161,6.6,12.69,394.962,11/8/2012
16,16,0,0,0,0,0,10.049,2.351,22.156,0,0,2.8,2.3,0,30.653,51.8,16.65,0,25.745,25.551,0,0,0,23.927,22.792,24.446,24.309,0,37.957,0,0,0,0,5.2,0,22.7,5.77,43.221,10.865,-7.4,-.201,397.113,11/8/2012
17,17,0,0,0,0,0,9.749,2.145,21.399,0,0,11.8,10.3,0,14.915,50.986,16.724,0,25.384,25.551,0,0,0,23.776,24.364,24.446,24.309,0,38.537,0,0,0,0,5.2,0,22.6,5.84,48.442,24.903,-6.3,-3.717,391.581,11/8/2012
18,18,0,0,0,0,0,9.881,26.212,21.673,31.785,0,24.701,15,0,33.727,51.652,16.872,0,25.662,25.578,0,0,0,20.741,20.262,24.145,23.749,0,37.518,0,0,0,0,5.2,0,22.6,6,41.609,31.129,16.701,6.995,429.742,11/8/2012
19,19,18.18,18.763,18.14,0,0,10.027,26.212,21.979,35.292,0,5.1,3.5,0,40.199,51.8,16.946,0,25.606,25.467,0,0,0,21.575,22.286,24.296,24.391,0,38.697,0,0,0,0,5.2,0,22.6,6.07,46.225,19.166,-13.8,-6.903,530.088,11/8/2012
20,20,2.605,0,18.043,0,0,9.969,25.947,21.899,34.596,0,0.2,0.4,0,40.199,51.356,16.946,0,25.606,25.885,0,0,0,23.913,24.46,24.296,24.337,0,38.607,0,0,0,0,5.2,0,22.7,5.6,50.069,-1.343,-10.8,3.79,501.186,11/8/2012
21,21,0,0,0,0,0,9.837,25.771,21.721,34.791,0,0,0,0,39.895,51.282,16.872,0,25.578,25.662,0,0,0,23.243,23.749,24.487,24.282,0,38.667,0,0,0,0,5.2,0,23,5.3,47.065,0,-1.9,8.899,459.403,11/8/2012
22,22,0,0,0,0,0,9.939,2.292,22.994,18.537,0,0,0,0,33.781,51.282,17.02,0,25.578,25.662,0,0,0,17.528,17.049,24.446,24.309,0,37.537,0,0,0,0,5.2,0,23,6.3,47.065,-7.202,-3.2,8.386,411.535,11/8/2012
23,23,0,0,0,0,0,10.013,2.262,0,0,0,0,0,0,27.281,51.578,17.02,0,25.217,25.356,0,0,0,24.036,24.46,24.446,24.132,0,38.827,0,0,0,0,5.2,0,23.2,6.38,39.035,5.005,-7.2,1.886,368.752,11/8/2012
0,00,0,0,0,0,0,9.895,0,0,0,0,0,0,0,0,51.134,16.724,0,25.718,25.356,0,0,0,24.036,24.46,24.255,24.282,0,38.737,0,0,0,0,5.2,0,23,6.37,45.121,-2.93,-2.9,6.592,343.485,12/8/2012
1,01,0,0,0,0,0,9.881,0,0,0,0,0,0,0,0,50.986,16.724,0,25.718,25.356,0,0,0,24.036,24.46,24.241,24.282,0,38.137,0,0,0,0,0,0,23,6.3,37.94,1.221,-5.2,1.794,333.246,12/8/2012
2,02,0,0,0,0,0,9.815,0,0,0,0,1.4,1,0,0,51.282,16.946,0,25.439,25.495,0,0,0,19.251,19.305,21.178,21.548,0,39.047,0,0,0,0,0,0,23,6.3,37.625,4.273,-7.7,0.293,321.765,12/8/2012
3,03,0,0,0,0,0,9.331,0,0,0,0,0.3,0.5,0,0,50.912,0,0,25.801,25.495,0,0,0,22.368,22.3,21.206,21.63,0,38.567,0,0,0,0,0,0,23,6.23,41.401,0,-5.2,3.186,311.055,12/8/2012
4,04,0,0,0,0,0,0,0,0,0,0,10.3,5.4,0,0,50.912,16.502,0,25.801,25.495,0,0,0,19.1,19.428,14.643,15.217,0,38.737,0,0,0,0,0,0,23.3,6.46,38.007,3.296,-3.8,0.897,308.909,12/8/2012
5,05,0,0,0,0,0,0.278,0,0,0,0,6,4.2,0,0,51.356,16.798,0,25.801,25.495,0,0,0,19.743,19.989,15.614,15.956,0,38.367,0,0,0,0,0,0,24,6.46,45.878,-3.54,-3.2,3.992,318.683,12/8/2012
6,06,0,0,0,0,0,10.606,0,0,0,0,12.4,6.4,0,0,45.214,14.874,0,25.801,25.467,0,0,0,12.319,7.862,15.682,16.188,0,38.747,0,0,0,0,0,0,23.8,6.38,23.106,2.686,-5.3,-.201,287.661,12/8/2012
7,07,0,0,0,0,0,10.152,0,0,0,0,14.8,11.3,0,0,44.77,14.578,0,25.551,25.05,0,0,0,19.223,18.922,15.081,15.436,0,38.797,0,0,0,0,0,0,23.3,6.23,25.562,20.631,-12.5,-9.906,310.527,12/8/2012
8,08,0,0,0,0,0,10.188,0,0,0,0,20.401,15.301,0,0,50.69,16.65,0,25.94,25.523,0,0,0,14.192,14.684,20.973,21.356,0,38.877,0,0,0,0,0,0,23.5,6.1,37.248,4.028,4.2,0,333.424,12/8/2012
9,09,0,0,0,0,0,9.983,0,0,0,0,15,10.1,0,0,51.06,16.946,0,25.745,25.69,0,0,0,20.44,20.235,24.391,24.186,0,37.837,0,0,0,0,0,0,23,6,48.572,-9.766,8.7,7.398,352.853,12/8/2012
10,10,0,0,0,0,0,10.034,0,0,0,0,19.001,15,0,9.571,51.06,16.724,0,25.801,25.69,0,0,0,9.748,8.6,24.391,24.2,0,38.017,0,0,0,0,5.2,0,23.6,5.8,47.221,0,-.6,-4.505,364.763,12/8/2012
11,11,0,0,0,0,0,10.166,2.321,0,0,0,20.301,12.5,0,9.571,51.134,16.798,0,25.662,25.69,0,0,0,7.561,19.729,24.405,24.118,0,38.267,0,0,0,0,5.2,0,23.6,5.5,47.106,20.386,-7,-11.115,367.358,12/8/2012
12,12,0,0,0,0,0,10.225,2.262,0,0,0,23.001,13.4,0,0,50.986,16.724,0,25.662,25.801,0,0,0,19.36,22.149,24.282,24.104,0,28.429,0,0,0,0,5.2,0,23.5,5.8,47.106,4.883,-.2,-1.611,364.92,12/8/2012
13,13,0,0,0,0,0,9.829,2.292,0,0,0,28.201,17.701,0,0,50.838,16.798,0,25.662,25.662,0,0,0,18.225,18.922,24.528,24.268,0,34.747,0,0,0,0,0,0,23.3,5.8,47.106,16.846,10.6,-2.6,349.033,12/8/2012
14,14,0,0,0,0,0,0,2.292,0,0,0,23.901,17.901,0,0,51.208,16.872,0,25.662,25.662,0,0,0,16.954,15.176,24.61,24.487,0,34.198,0,0,0,0,0,0,23,5.6,48.316,-4.883,0.8,1.19,358.732,12/8/2012
15,15,0,0,0,0,0,0,2.262,0,0,0,13.6,10.2,0,0,51.06,16.724,0,25.912,25.495,0,0,0,23.667,24.46,24.241,24.323,0,34.397,0,0,0,0,0,0,23,6,48.533,7.447,-4.9,-3.003,354.33,12/8/2012
16,16,0,0,0,0,0,0,2.262,0,0,0,17.501,12.5,0,0,51.134,16.872,0,25.829,25.523,0,0,0,22.696,22.518,24.227,24.227,0,34.258,0,0,0,0,0,0,23,6.1,48.533,16.236,-3.3,-5.2,349.444,12/8/2012
17,17,0,0,0,0,0,0,2.262,0,0,0,20.601,13.9,0,0.537,51.504,16.65,0,25.829,25.857,0,0,0,23.968,24.501,24.282,24.227,0,34.657,0,0,0,0,0,0,23,6.2,48.533,4.395,-1.5,-6.409,370.022,12/8/2012
18,18,0,0,0,0,0,10.203,1.055,0,0,0,11,7.6,0,34.087,51.8,16.798,0,25.829,25.773,0,0,0,24.009,24.624,24.282,24.214,0,34.877,0,0,0,0,5.2,0,23.5,6.1,48.533,-1.709,-5.2,-2.106,408.499,12/8/2012
19,19,18.194,18.702,18.189,0,0,9.961,25.034,22.14,37.129,0,17.001,14.3,0,40.577,51.652,16.724,0,25.829,25.773,0,0,0,10.213,8.313,16.571,15.122,0,37.317,0,0,0,0,5.2,0,23,6.1,37.05,8.911,-3.6,-6.5,501.28,12/8/2012
20,20,0,0,0,0,0,10.013,15.195,12.601,36.378,0,26.701,17.301,0,39.679,50.838,16.576,0,25.829,25.773,0,0,0,23.981,24.473,23.968,24.063,0,34.118,0,0,0,0,5.2,0,23.5,6.07,37.05,-5.005,2.6,-2.911,484.623,12/8/2012
21,21,0,0,0,0,0,10.474,2.292,0,35.292,0,15.1,12.3,0,39.437,51.652,17.02,0,25.829,25.773,0,0,0,23.598,24.391,24.46,24.255,0,34.477,0,0,0,0,5.2,0,23,6.07,40.115,-4.028,1,0,443.763,12/8/2012
22,22,0,0,0,0,0,10.386,2.292,0,0,0,12.7,11,0,21.016,51.208,16.502,0,25.829,25.773,0,0,0,23.844,21.958,17.295,21.493,0,35.068,0,0,0,0,5.2,0,22.9,6,50.106,0,-4.6,-2.802,387.972,12/8/2012
23,23,0,0,0,0,0,10.452,2.292,0,0,0,25.001,18.801,0,0.492,47.5,16.64,0,25.829,25.773,0,0,0,15.108,16.243,15.272,15.641,0,34.967,0,0,0,0,0,0,22.8,6.15,39.432,-8.423,7.5,-1.007,340.323,12/8/2012
0,00,0,0,0,0,0,0,2.292,0,0,0,29.501,19.101,0,0,51.8,16.872,0,25.829,25.356,0,0,0,14.93,17.077,0,15.928,0,34.798,0,0,0,0,0,0,23,6.15,41.776,6.47,2.1,-7.91,323.75,13/8/2012
1,01,0,0,0,0,0,0,2.292,0,0,0,23.401,12.8,0,0,51.8,16.65,0,25.829,25.356,0,0,0,17.186,11.649,0,14.26,0,34.617,0,0,0,0,0,0,23,6.07,36.55,3.296,-3.3,-7.105,308.569,13/8/2012
2,02,0,0,0,0,0,0,2.292,0,0,0,25.301,11.2,0,0,47.138,14.726,0,26.302,25.328,0,0,0,20.467,21.589,0,14.11,0,34.967,0,0,0,0,0,0,23,6.07,28.522,-2.686,3.8,-.806,300.704,13/8/2012
3,03,0,0,0,0,0,0,2.292,0,0,0,17.101,19.301,0,0,50.246,4.44,0,25.829,25.439,0,0,0,21.452,20.659,0,23.01,0,34.567,0,0,0,0,0,0,23,6.07,30.463,0,5.7,-1.813,299.982,13/8/2012
4,04,0,0,0,0,0,0,2.292,0,0,0,31.601,17.401,0,0,44.548,14.652,0,25.829,25.439,0,0,0,23.503,24.651,0,0,0,35.727,0,0,0,0,0,0,23.2,6.3,28.878,3.296,3.6,-6.5,303.615,13/8/2012
5,05,0,0,0,0,0,0,2.292,0,0,0,28.001,18.701,0,0,52.17,16.65,0,25.829,25.411,0,0,0,23.995,24.501,0,0,0,34.747,0,0,0,0,0,0,23.3,6.15,44.928,5.737,2,-8.313,327.251,13/8/2012
6,06,0,0,0,0,0,0,2.292,0,0,0,30.201,20.201,0,0,51.578,16.65,0,25.829,25.411,0,0,0,19.715,17.555,0,23.913,0,34.988,0,0,0,0,0,0,23.3,6.3,41.143,3.174,2.9,-8.203,341.165,13/8/2012
7,07,0,0,0,0,0,0,2.292,0,0,0,37.501,20.001,0,0,51.356,16.502,0,25.829,25.578,0,0,0,14.752,14.233,24.555,24.145,0,34.978,0,0,0,0,0,0,23,6.15,41.143,1.709,5.9,-6.5,360.906,13/8/2012
8,08,0,0,0,0,0,10.159,2.321,19.755,0,0,38.501,22.401,0,16.616,52.096,16.798,0,25.634,25.578,0,0,0,20.18,20.262,24.542,24.268,0,34.867,0,0,0,0,5.2,0,23,5.9,47.032,15.137,2.1,-11.005,428.878,13/8/2012
