,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
12,12,0,0,0,0,0,8.452,31.162,0,0,0,35.701,21.101,34.036,48.81,51.356,15.836,31.957,25.523,0,0,28.683,26.268,14.465,15.34,0,16.68,0,27.638,27.948,0,0,0,0,0,0,20,6,48.414,-12.085,0,26.301,0,571.103,1/2/2013
13,13,0,0,0,0,0,7.757,30.72,0,0,0,33.901,21.101,31.777,48.709,44.252,14.43,35.729,25.439,0,0,30.885,23.892,7.957,9.024,0,16.215,0,27.588,27.529,0,0,0,0,0,0,20,6,38.795,-11.353,0,36.001,0,514.982,1/2/2013
14,14,0,0,0,0,0,6.878,30.69,0,0,0,35.301,21.501,34.982,52.385,51.874,15.466,35.535,25.495,0,0,29.851,24.42,15.668,16.448,0,16.229,0,27.158,27.598,0,0,0,0,0,0,20,6,47.013,4.761,0,25.501,0,532.154,1/2/2013
15,15,0,0,0,0,0,6.812,30.455,0,0,0,35.101,22.501,33.301,45.814,51.726,15.244,34.263,25.634,0,0,31.222,26.268,12.36,13.317,0,15.176,0,27.128,27.788,0,0,0,0,0,0,20,6,47.013,2.075,0,23.701,0,526.941,1/2/2013
16,16,0,0,0,0,0,8.335,30.337,0,0,0,38.801,22.601,36.295,43.943,51.504,14.948,35.935,25.495,0,0,30.728,27.984,6.932,8.067,0,15.737,0,27.518,27.708,0,0,0,0,0,0,20,6,46.9,-3.906,0,36.501,0,514.047,1/2/2013
17,17,0,0,0,0,0,10.833,30.808,0,0,0,39.301,22.601,37.871,19.272,51.356,15.17,36.052,25.551,0,0,31.177,23.496,8.983,9.666,0,0,0,31.428,29.858,0,0,0,0,0,0,20,6,38.066,0,0,40.701,0,472.821,1/2/2013
18,18,0,0,0,0,0,9.866,31.898,0,0,0,39.301,22.701,38.186,0,52.244,16.502,37.996,25.523,0,0,30.593,22.836,20.522,3.801,0,0,0,30.338,30.168,0,0,0,0,0,0,20,6,50.348,-17.09,0,37.401,0,493.411,1/2/2013
19,19,0,0,0,0,0,9.954,32.045,0,0,0,39.301,22.601,39.447,53.699,51.134,16.132,35.943,25.467,0,0,30.413,23.628,8.532,9.379,16.038,14.342,0,30.638,30.818,0,0,0,0,0,0,20,6,43.151,-7.324,0,26.101,0,575.033,1/2/2013
20,20,0,0,0,0,0,10.02,32.369,0,0,0,39.301,22.601,40.077,25.874,51.282,16.058,37.932,25.551,0,0,29.739,22.836,14.452,14.739,16.188,15.313,0,30.608,30.248,0,0,0,0,0,0,20,6,45.882,-5.249,0,30.601,0,556.707,1/2/2013
21,21,0,0,0,0,0,9.976,31.986,0,0,0,39.301,22.401,39.447,15.204,51.208,15.836,37.901,25.467,0,0,31.446,20.064,7.629,12.373,0,16.885,0,30.558,30.738,0,0,0,0,0,0,20,6,41.54,-2.808,0,35.401,0,494.528,1/2/2013
22,22,0,0,0,0,0,10.064,0,0,0,0,39.301,18.501,37.504,0,51.134,15.91,37.973,25.662,0,0,31.693,22.44,16.626,16.325,0,0,0,29.868,29.908,0,0,0,0,0,0,20,6,42.178,-10.254,0,36.601,0,447.295,1/2/2013
23,23,0,0,0,0,0,0,0,0,0,0,39.301,22.601,37.818,0,51.134,15.836,37.992,25.411,0,0,31.469,27.324,11.02,0,0,0,0,30.268,30.078,0,0,0,0,0,0,20,6,32.577,-10.62,0,45.201,0,405.388,1/2/2013
0,0,0,0,0,0,0,0,0,0,0,0,39.501,22.501,38.869,0,48.766,15.91,37.936,25.662,0,0,30.683,26.4,14.862,0,0,0,0,30.368,30.168,0,0,0,0,0,0,19.6,5.8,0,-8.423,0,35.601,-11.115,390.4,2/2/2013
1,1,0,0,0,0,0,0,0,0,0,0,39.201,22.601,38.922,0,48.988,16.058,37.959,25.272,0,0,32.502,27.324,7.287,0,0,0,0,30.138,30.187,0,0,0,0,0,0,19.8,5.8,0,-1.343,0,35.101,-9.705,368.68,2/2/2013
2,2,0,0,0,0,0,0,0,0,0,0,39.401,22.601,38.607,0,42.772,0,37.849,25.857,0,0,32.659,24.288,6.891,0,0,0,0,29.908,30.038,0,0,0,0,0,0,19.8,5.8,0,-10.62,0,33.501,-11.701,358.264,2/2/2013
3,3,0,0,0,0,0,0,0,0,0,0,39.301,22.601,40.182,0,36.852,0,38.004,25.829,0,0,30.548,27.456,8.258,0,0,0,0,30.158,30.158,0,0,0,0,0,0,19.8,6,0,-8.789,0,35.801,-11.316,353.001,2/2/2013
4,4,0,0,0,0,0,0,0,0,0,0,39.101,22.601,40.498,0,44.03,0,37.49,25.829,0,0,27.852,30.624,7.123,0,0,0,0,30.208,30.168,0,0,0,0,0,0,20,6.07,0,-8.301,0,34.201,-12.012,361.036,2/2/2013
5,5,0,0,0,0,0,0,0,0,0,0,39.101,22.601,39.29,0,48.618,0,37.284,25.773,0,0,31.401,27.852,9.844,0,0,0,0,30.078,29.948,0,0,0,0,0,0,19.8,6.15,0,-12.818,0,38.601,-6.317,371.95,2/2/2013
6,6,0,0,0,0,0,0,0,0,0,0,39.101,22.601,38.921,0,2.368,0,37.507,25.578,0,0,32.592,22.704,9.311,0,0,0,0,29.408,29.828,0,0,0,0,0,0,19.8,6,0,-23.804,0,20.301,-21.717,369.889,2/2/2013
7,7,0,0,0,0,0,0,0,0,0,0,37.901,22.401,37.871,0,0,0,37.871,25.885,0,0,31.446,29.832,9.229,9.27,0,0,0,30.088,30.418,0,0,0,0,0,0,20.5,6,47.984,-13.794,0,38.201,-6.409,374.345,2/2/2013
8,8,0,0,0,0,0,10.437,0,0,0,0,38.801,22.401,37.871,0,0,0,37.742,25.773,0,0,30.615,24.816,23.147,24.35,0,0,0,30.487,29.719,0,0,0,0,0,0,20.2,5.8,50.062,2.197,0,20.201,-22.102,420.696,2/2/2013
9,9,0,0,0,0,0,9.969,32.281,0,0,0,39.301,22.701,38.607,0,0,0,36.815,25.439,0,0,31.559,23.496,21.589,23.27,0,0,0,30.357,30.057,0,0,0,0,0,0,21.4,5.7,48.966,-3.052,0,29.001,-15.015,438.685,2/2/2013
10,10,0,0,0,0,0,9.763,31.839,0,0,0,38.501,22.501,38.029,0,0,0,38.471,25.606,0,0,29.762,28.248,23.257,24.337,0,13.85,0,29.018,28.458,0,0,0,0,0,0,21.1,5.4,47.935,-13.794,0,32.901,-8.203,469.653,2/2/2013
11,11,0,0,0,0,0,9.983,32.252,0,0,0,38.201,22.501,38.501,21.685,0,0,37.831,25.411,0,0,30.57,25.74,22.764,23.325,0,14.096,0,30.068,29.828,0,0,0,0,0,0,21,5.29,42.511,-7.202,0,37.501,-6.5,459.038,2/2/2013
12,12,0,0,0,0,0,10.071,32.635,0,0,0,24.801,17.001,38.291,21.608,0,0,33.485,25.384,0,0,31.356,26.664,23.995,24.747,0,20.659,0,29.887,29.838,0,0,0,0,0,0,21.1,5.05,43.594,3.784,0,20.601,-12.818,458.624,2/2/2013
13,13,0,0,0,0,0,9.837,32.163,0,0,0,29.601,19.001,39.079,21.645,0,0,35.274,25.439,0,0,30.795,23.76,18.84,15.081,0,14.493,0,30.108,29.528,0,0,0,0,0,0,21,5,43.594,-1.709,0,28.601,-10.309,431.464,2/2/2013
14,14,0,0,0,0,0,9.947,32.31,0,0,0,35.301,21.001,39.447,21.507,0,0,37.7,25.3,0,0,30.368,24.42,8.764,9.393,0,14.903,0,29.518,28.618,0,0,0,0,0,0,20.3,4.97,41.322,-4.639,0,27.901,-16.608,432.766,2/2/2013
15,15,0,0,0,0,0,9.668,31.456,0,0,0,37.101,22.001,38.764,0,0,0,34.682,25.356,0,0,29.11,27.324,13.508,18.485,0,14.903,0,29.887,29.038,0,0,0,0,0,0,20.9,4.9,42.307,-2.93,0,26.401,-16.517,429.962,2/2/2013
16,16,0,0,0,0,0,9.617,31.456,0,0,0,22.801,16.001,37.398,0,0,0,35.862,25.495,0,0,30.93,21.384,20.249,21.083,0,14.643,0,29.738,29.378,0,0,0,0,0,0,20.7,4.9,45.648,-5.982,0,25.001,-11.408,415.486,2/2/2013
17,17,0,0,0,0,0,9.91,31.603,0,0,0,39.401,22.601,36.191,0,0,0,37.937,25.606,0,0,30.256,21.252,7.123,8.176,0,0,0,28.948,27.869,0,0,0,0,0,0,20.7,5.13,48.463,-9.644,0,38.101,-14.814,397.21,2/2/2013
18,18,0,0,0,0,0,10.005,32.458,0,0,0,38.301,22.501,39.132,20.761,0,0,35.913,25.634,0,0,30.772,24.816,9.981,11.02,0,14.452,0,29.698,30.408,0,0,0,0,0,0,20.7,5.3,48.463,-10.254,0,30.801,-13.605,459.88,2/2/2013
19,19,0,0,0,0,0,10.122,32.458,0,26.636,0,39.201,22.501,40.078,46.455,0,0,38.023,25.773,0,0,30.391,24.948,17.651,18.294,15.422,14.219,0,30.378,30.397,0,0,0,0,5.2,0,20.1,5.44,48.463,0,0,22.701,-20.911,547.016,2/2/2013
20,20,0,0,0,0,0,10.005,32.546,0,11.912,0,39.201,22.501,39.92,47.423,0,0,37.974,25.578,0,0,30.391,24.288,14.999,15.901,0,21.671,0,29.128,30.317,0,0,0,0,5.2,0,20,5.44,48.463,-19.776,0,34.801,-9.21,524.301,2/2/2013
21,21,0,0,0,0,0,9.895,32.31,0,0,0,39.301,22.601,38.817,53.937,0,0,37.816,25.69,0,0,30.728,24.024,13.768,14.711,0,14.903,0,30.548,29.788,0,0,0,0,0,0,20,5.6,48.463,-9.888,0,32.601,-11.005,495.026,2/2/2013
22,22,0,0,0,0,0,9.895,31.928,0,0,0,37.001,20.301,37.451,23.021,0,0,37.645,25.523,0,0,31.064,27.192,12.196,13.577,0,0,0,30.518,30.178,0,0,0,0,0,0,20.4,5.67,47.374,-8.179,0,31.701,-12.708,441.4,2/2/2013
23,23,0,0,0,0,0,9.983,32.31,0,0,0,33.601,21.501,36.611,0,0,0,36.015,25.69,0,0,32.682,27.984,10.336,18.034,0,0,0,29.468,28.788,0,0,0,0,0,0,20.3,5.76,47.793,0,0,31.501,-11.005,406.779,2/2/2013
0,0,0,0,0,0,0,9.983,32.281,0,0,0,27.601,21.401,35.35,0,0,0,32.326,25.773,0,0,30.5,9,11.498,13.686,0,0,0,30.438,30.178,0,0,0,0,0,0,20,5.84,45.397,-13.916,0,34.501,-4.303,375.572,3/2/2013
1,1,0,0,0,0,0,2.336,0,0,0,0,35.501,21.901,39.29,0,0,0,35.477,26.024,0,0,32.3,26.1,9.393,0,0,0,0,30.568,30.078,0,0,0,0,0,0,20,6,41.061,-16.114,0,31.401,-10.309,364.345,3/2/2013
2,2,0,0,0,0,0,0,0,0,0,0,35.701,22.401,36.978,0,0,0,36.038,25.912,0,0,31,24.1,9.707,0,0,0,0,30.288,29.719,0,0,0,0,0,0,20.2,6,37.992,-11.841,0,36.801,-7.105,342.482,3/2/2013
3,3,0,0,0,0,0,0,0,0,0,0,36.201,22.301,34.037,0,0,0,34.921,25.829,0,0,32,30.7,9.762,0,0,0,0,29.327,29.318,0,0,0,0,0,0,20.2,6,37.835,-8.057,0,35.401,-7.416,342.804,3/2/2013
4,4,0,0,0,0,0,0,0,0,0,0,38.901,22.501,35.508,0,0,0,35.953,25.773,0,0,32,27.1,9.748,0,0,0,0,29.958,29.968,0,0,0,0,0,0,20,6.23,31.232,-14.039,0,39.401,-6.702,340.513,3/2/2013
5,5,0,0,0,0,0,0,0,0,0,0,36.001,22.401,34.457,0,0,0,34.897,25.829,0,0,30.6,30.4,9.858,0,0,0,0,30.408,29.598,0,0,0,0,0,0,20,6.15,36.523,-8.667,0,27.501,-13.001,356.643,3/2/2013
6,6,0,0,0,0,0,0,0,0,0,0,34.701,19.301,28.993,0,0,0,30.121,25.662,0,0,31.6,29.6,10.774,0,0,0,0,30.168,29.658,0,0,0,0,0,0,20,6,32.408,-9.278,0,27.001,-9.009,333.822,3/2/2013
7,7,0,0,0,0,0,0,0,0,0,0,35.001,21.801,35.402,0,0,0,34.015,25.745,0,0,31.7,26.2,8.08,0,0,0,0,30.108,30.178,0,0,0,0,0,0,20,6.08,33.379,5.737,0,19.901,-19.611,338.465,3/2/2013
8,8,0,0,0,0,0,0,0,0,0,0,35.401,19.201,33.931,0,0,0,34.539,25.718,0,0,32,29.1,15.928,0,0,0,0,29.067,30.057,0,0,0,0,0,0,20,5.9,41.008,12.574,3.854,12.5,-25.617,348.539,3/2/2013
9,9,0,0,0,0,0,0,0,0,0,0,32.901,18.301,33.459,0,0,0,32.205,25.69,0,0,30.5,20.5,11.731,10.705,0,0,0,29.318,30.017,0,0,0,0,0,0,19.8,5.84,46.324,0,0,19.501,-19.117,351.485,3/2/2013
10,10,0,0,0,0,0,0,0,0,0,0,37.301,21.901,34.825,0,0,0,34.879,25.718,0,0,30.9,25.2,11.061,8.668,0,0,0,29.918,29.738,0,0,0,0,0,0,19.4,5.77,46.091,-7.447,0,29.101,-14.301,358.128,3/2/2013
11,11,0,0,0,0,0,0,0,0,0,0,33.901,21.701,0,0,0,0,33.224,25.634,0,0,30.5,26.9,23.298,23.612,16.598,0,0,29.708,29.348,0,0,0,0,0,0,20.3,5.44,49.426,0,0,14.8,-8.716,363.506,3/2/2013
12,12,0,0,0,0,0,0,0,0,0,0,30.501,20.201,0,0,0,0,33.867,25.551,0,0,30.4,27.5,23.817,23.708,22.983,0,0,30.078,29.548,0,0,0,0,0,0,20.3,5.13,49.93,-2.686,0,13.3,-8.405,382.154,3/2/2013
13,13,0,0,0,0,0,0,0,0,0,0,36.501,20.501,0,0,0,0,37.375,25.634,0,0,30.4,30.1,14.807,14.465,16.817,15.504,0,30.097,29.938,0,0,0,0,0,0,20,5.13,40.011,-3.54,0,16,-11.206,373.515,3/2/2013
14,14,0,0,0,0,0,0,0,0,0,0,26.901,20.401,0,0,0,0,37.944,25.356,0,0,30,24.7,13.836,24.733,19.647,18.745,0,28.078,27.978,0,0,0,0,0,0,20.4,5,42.501,3.174,0,9.2,-14.209,377.604,3/2/2013
15,15,0,0,0,0,0,0,0,0,0,0,39.001,21.001,0,0,0,0,37.952,25.467,0,0,29,27,14.069,20.18,13.932,14.698,0,28.528,30.458,0,0,0,0,0,0,20,5.05,37.532,1.587,0,18.401,-14.301,368.307,3/2/2013
16,16,0,0,0,0,0,0,0,0,0,0,38.901,22.501,0,0,0,0,37.886,25.662,0,0,30.9,27,22.901,23.516,14.889,0,0,29.008,29.978,0,0,0,0,0,0,19.9,5.13,49.069,-5.737,0,25.301,-13.202,377.755,3/2/2013
17,17,0,0,0,0,0,0,0,0,0,0,38.801,22.401,0,0,0,0,37.908,25.69,0,0,31.7,30.4,15.942,16.803,16.967,0,0,29.128,29.828,0,0,0,0,0,0,20.3,5.36,48.952,11.597,0,9,-21.204,370.807,3/2/2013
18,18,0,0,0,0,0,10.108,33.548,0,0,0,39.401,22.501,0,17.77,0,0,37.938,25.551,0,0,32.8,27,22.012,22.983,17.692,0,0,29.289,29.638,0,0,0,0,0,0,20.2,5.36,48.534,-12.94,0,19.601,-3.9,455.037,3/2/2013
19,19,0,0,0,0,0,9.976,32.576,0,34.429,0,38.901,21.501,0,53.748,0,0,35.987,25.384,0,0,32.6,18.4,21.958,22.477,15.559,15.928,0,28.458,29.719,0,0,0,0,5.2,0,21,5.59,48.644,-12.94,0,27.801,-0.604,523.81,3/2/2013
20,20,0,0,0,0,0,11.346,31.986,0,15.67,0,38.501,21.501,0,46.991,0,0,37.941,25.356,0,0,31.2,26,20.385,21.342,15.819,14.561,0,30.057,29.878,0,0,0,0,5.2,0,20.8,5.81,48.644,-15.381,0,23.001,-0.604,505.504,3/2/2013
21,21,0,0,0,0,0,11.485,32.546,0,0,0,39.301,22.401,0,53.492,0,0,37.958,25.439,0,0,28.9,24,21.739,22.532,15.778,0,0,30.238,29.658,0,0,0,0,0,0,20.8,5.76,48.644,1.221,0,23.501,-9.815,455.764,3/2/2013
22,22,0,0,0,0,0,11.382,32.31,0,0,0,37.801,22.401,0,32.966,0,0,37.806,25.467,0,0,30.2,25,8.504,9.201,0,0,0,28.259,28.167,0,0,0,0,0,0,20.4,5.76,48.191,-10.743,0,30.101,-2.802,395.636,3/2/2013
23,23,0,0,0,0,0,11.397,32.281,0,0,0,39.201,22.601,0,0,0,0,35.935,25.439,0,0,30,24,6.385,5.92,0,0,0,29.558,29.618,0,0,0,0,0,0,20.6,5.82,48.297,-14.893,0,35.501,1.099,363.198,3/2/2013
0,0,0,0,0,0,0,0,0,0,0,0,39.301,22.401,0,0,0,0,36.021,25.467,0,0,32.1,28.5,14.069,17.35,0,0,0,29.887,29.289,0,0,0,0,0,0,20.8,5.9,48.513,-8.545,0,31.001,-1.611,348.328,4/2/2013
1,1,0,0,0,0,0,0,0,0,0,0,39.301,22.401,29.257,0,0,0,35.94,25.467,0,0,32.1,28.5,7.164,0,0,0,0,30.548,29.738,0,0,0,0,0,0,20.8,5.9,40.809,-12.94,0,38.501,-6.116,347.578,4/2/2013
2,2,0,0,0,0,0,0,0,0,0,0,39.301,22.101,26.945,0,0,0,34.371,25.495,0,0,32.7,27,0,0,0,0,0,29.828,30.248,0,0,0,0,0,0,20,5.84,37.616,-8.545,0,31.601,-8.002,334.565,4/2/2013
3,3,0,0,0,0,0,0,0,0,0,0,37.201,22.601,26.736,0,0,0,33.986,25.523,0,0,31.5,28,0,0,0,0,0,32.048,31.678,0,0,0,0,0,0,20,6,29.311,-6.714,0,30.301,-10.218,329.508,4/2/2013
4,4,0,0,0,0,0,0,0,0,0,0,37.201,22.301,28.731,0,0,0,34.298,25.467,0,0,32.5,27,0,0,0,0,0,31.768,31.528,0,0,0,0,0,0,19.8,5.92,34.487,-10.254,0,35.401,-7.105,331.746,4/2/2013
5,5,0,0,0,0,0,0,0,0,0,0,38.601,22.201,27.734,0,0,0,34.008,25.69,0,0,31,25,10.869,0,0,0,0,33.208,33.098,0,0,0,0,0,0,20.6,6,49.773,-8.301,0,34.101,-8.002,349.541,4/2/2013
6,6,0,0,0,0,0,4.563,0,0,0,0,38.401,22.201,26.84,0,0,0,33.404,25.69,8.406,0,30.8,27,11.512,11.444,0,0,0,32.918,32.847,0,0,0,0,0,0,20.5,6.07,49.778,-1.465,0,30.801,-11.316,372.759,4/2/2013
7,7,0,0,0,0,0,10.24,0,0,0,0,35.901,21.101,26.42,0,0,0,34.061,25.885,20.847,0,30,28,20.85,0,0,0,0,32.977,31.968,0,0,0,0,0,0,19.6,6.15,49.647,0,0,20.901,-17.304,390.05,4/2/2013
8,8,0,0,0,0,0,10.093,31.103,0,0,0,32.201,19.201,23.006,1.074,0,0,33.427,25.718,25.606,0,32.996,24.4,21.219,22.313,0,0,0,32.688,32.597,0,0,0,0,5.2,0,19.5,5.76,47.111,0,0,15.6,-16.608,446.225,4/2/2013
9,9,0,0,0,0,0,10.122,31.014,0,34.68,0,29.601,18.201,27.996,53.026,0,0,34.557,25.634,25.384,0,25.1,22.5,9.666,11.006,0,0,0,32.928,33.258,0,0,0,0,5.2,0,20,5.6,41.193,5.982,0,11.1,-18.915,498.499,4/2/2013
10,10,0,0,0,0,0,9.983,32.193,0,34.262,0,28.601,16.401,23.899,53.359,0,0,32.062,25.467,25.523,0,31.7,22,14.028,14.752,17.309,0,0,32.658,33.128,0,0,0,0,5.2,0,19.5,4.7,46.557,-4.761,0,5.1,-19.41,542.353,4/2/2013
11,11,0,0,0,0,0,9.859,31.928,0,35.793,0,29.301,16.201,24.266,53.12,0,0,28.413,25.523,25.328,0,28.2,19.8,14.069,15.094,15.86,14.807,0,32.958,33.977,0,0,0,0,5.2,0,19.8,5.23,46.386,-45.778,0,40.901,5.292,530.698,4/2/2013
12,12,0,0,0,0,0,10.027,30.808,0,36.405,0,24.501,17.701,18.751,51.403,0,0,26.406,25.523,25.495,0,30.2,21.8,20.399,21.342,15.627,14.342,0,32.818,32.668,0,0,0,0,5.2,0,19.7,5.13,48.539,-15.381,0,22.501,0.494,527.171,4/2/2013
13,13,0,0,0,0,0,9.829,30.484,0,34.624,0,15.501,11.2,18.541,51.262,0,0,20.449,25.523,25.578,0,30.1,20.5,24.063,24.323,20.399,19.305,0,32.258,32.778,0,0,0,0,5.2,0,19.5,5.2,50.236,-19.166,0,23.301,7.398,515.32,4/2/2013
14,14,0,0,0,0,0,9.844,30.69,21.254,34.207,0,18.801,10.6,19.171,51.94,0,0,16.174,25.634,25.523,0,33.9,22.9,18.321,19.305,17.61,16.434,0,32.358,33.128,0,0,0,0,5.2,0,19.5,5.13,47.475,-44.801,0,26.001,8.295,545.604,4/2/2013
15,15,0,0,0,0,0,9.727,30.513,21.012,34.457,0,15.601,13.5,21.01,51.568,0,0,37.844,25.578,25.634,0,32.008,24.4,9.448,9.242,14.52,13.372,0,32.167,32.888,0,0,0,0,5.2,0,19.7,5.21,47.475,-25.269,0,20.101,-4.907,542.141,4/2/2013
16,16,0,0,0,0,0,9.969,30.72,12.118,36.071,0,15.901,10.6,22.796,51.665,0,0,34.65,25.69,25.745,0,32.8,20.9,10.09,11.061,15.655,14.452,0,32.287,33.348,0,0,0,0,5.2,0,20,5.15,47.475,-23.927,0,31.201,3.79,513.279,4/2/2013
17,17,0,0,0,0,0,9.895,31.839,0,34.791,0,16.101,9.8,15.757,51.641,0,0,36.48,25.662,25.578,0,30,24.9,15.19,16.379,0,0,0,31.848,33.468,0,0,0,0,5.2,0,20,5.2,47.475,-24.903,0,16,-3.809,499.916,4/2/2013
18,18,0,0,0,0,0,9.844,31.78,0.532,34.374,0,14,10.5,13.76,51.767,0,0,36.17,25.718,25.634,0,20,25.1,23.257,24.05,16.954,0,0,32.417,32.228,0,0,0,0,5.2,0,20,5.74,47.475,-51.515,0,28.201,8.991,520.823,4/2/2013
19,19,18.3,18.763,18.958,0,0,9.873,32.193,20.255,34.123,0,24.001,15.1,14.917,51.713,0,0,35.311,25.662,25.662,0,20.2,22.7,7.492,8.19,15.846,14.534,0,32.148,32.597,0,0,0,5.2,5.2,0,19.7,5.77,47.475,-6.836,0,19.501,-7.617,576.835,4/2/2013
20,20,0,0,9.351,0,0,9.917,31.928,20.126,34.374,0,26.501,14.4,20.222,51.564,0,0,39.267,25.718,25.634,0,30.5,24,12.934,13.932,16.065,0,0,32.138,32.918,0,0,0,5.2,5.2,0,20.1,5.77,47.488,-1.587,0,16.501,-13.404,553.737,4/2/2013
21,21,0,0,0,0,0,10.027,32.34,0,15.058,0,38.901,21.001,23.268,51.273,0,0,32.21,25.439,25.578,0,32.5,22,7.028,7.971,14.944,0,0,32.897,32.308,0,0,0,0,0,0,20.2,5.83,47.376,-19.166,0,17.101,-19.318,519.532,4/2/2013
22,22,0,0,0,0,0,9.895,32.075,0,0,0,36.701,20.201,26.316,19.468,0,0,32.027,25.69,25.69,0,31,23,10.049,11.17,0,0,0,33.118,32.788,0,0,0,0,0,0,20.3,5.84,47.376,-21.973,0,34.101,-5.402,435.978,4/2/2013
23,23,0,0,0,0,0,9.881,31.81,0,0,0,30.301,17.101,20.8,0,0,0,36.947,25.578,25.578,0,30,23,6.221,7.192,0,0,0,33.287,32.908,0,0,0,0,0,0,20,5.8,47.376,-37.843,0,35.601,1.593,404.429,4/2/2013
0,0,0,0,0,0,0,5.53,0,0,0,0,29.501,20.301,20.064,0,0,0,38.356,25.523,25.523,0,31.514,22.044,11.034,0,0,0,0,33.208,33.128,0,0,0,0,0,0,20,5.8,45.754,-30.641,0,32.901,-2.802,367.822,5/2/2013
1,1,0,0,0,0,0,0,0,0,0,0,30.101,19.301,26.42,0,0,0,39.365,25.551,25.523,0,30.188,26.796,0,0,0,0,0,33.358,32.908,0,0,0,0,0,0,20,5.8,50.027,-18.555,0,27.301,-9.503,366.095,5/2/2013
