,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
20,20,16.485,18.628,18.116,0,0,11.162,30.72,21.544,39.272,0,0,0,0,0,52.602,53.502,0,0,25.69,0,0,0,7.116,0,0,16.612,17.883,24.569,24.391,22.489,18.939,0,0,0,5.2,0,0,24.1,6,38.983,9.278,0,-11.2,2.692,493.243,1/9/2013
21,21,0,1.819,9.412,0,0,11.089,30.69,21.625,39.829,0,0,0,0,0,53.174,51.134,0,0,25.829,0,0,0,7.13,0,0,17.446,18.198,16.762,15.299,22.508,18.899,0,0,0,5.2,0,0,24.3,6,38.683,2.197,0,-10.1,6.793,445.778,1/9/2013
22,22,0,0,0,0,0,11.206,31.044,0,39.773,0,0,0,0,0,49.676,50.838,0,0,25.912,0,0,0,7.138,0,0,8.901,9.776,0,17.049,22.558,18.908,0,0,0,0,0,0,24.3,5.9,37.654,-8.057,0,-14.6,-.916,392.931,1/9/2013
23,23,0,0,0,0,0,11.177,30.896,0,0,0,0,0,0,0,41.053,50.764,0,0,25.912,0,0,0,7.11,0,0,19.825,20.454,0,0,22.518,18.929,0,0,0,0,0,0,24.4,6.15,36.292,-20.875,0,-3.5,8.185,357.864,1/9/2013
0,00,0,0,0,0,0,11.214,31.073,0,0,0,0,0,0,0,6.36,47.5,17.153,0,25.996,0,0,0,7.071,0,0,21.383,22.135,0,0,22.598,19.089,0,0,0,0,0,0,24.6,6.15,40.384,-16.846,0,-1.1,8.295,337.764,2/9/2013
1,01,0,0,0,0,0,11.316,31.25,0,0,0,0,0,0,0,6.516,47.5,17.819,0,25.773,0,0,0,7.135,0,0,22.915,23.749,0,0,22.478,19.099,0,0,0,0,0,0,24.4,6.15,40.384,0,0,-10.8,1.099,324.947,2/9/2013
2,02,0,0,0,0,0,11.126,30.955,0,0,0,0,0,0,0,32.868,47.5,17.409,0,25.801,0,0,0,7.076,0,0,15.518,16.516,0,0,22.678,19.149,0,0,0,0,0,0,24.2,6.21,40.379,3.906,0,-4.8,5.786,317.986,2/9/2013
3,03,0,0,0,0,0,11.316,31.132,0,0,0,0,0,0,0,33.211,47.5,16.948,0,25.801,0,0,0,7.096,0,0,16.174,16.995,0,0,22.518,19.149,0,0,0,0,0,0,24.5,6.26,40.379,3.906,0,-3.6,6.995,318.041,2/9/2013
4,04,0,0,0,0,0,11.214,30.926,0,0,0,0,0,0,0,33.622,47.5,16.743,0,25.718,0,0,0,7.103,0,0,16.243,17.295,0,15.86,22.428,18.899,0,0,0,0,0,0,24.4,6.22,33.337,5.371,0,-3.7,6.995,324.326,2/9/2013
5,05,0,0,0,0,0,11.265,31.014,0,0,0,0,0,0,0,49.091,47.5,17.102,0,25.69,0,0,0,0,0,0,18.253,19.141,0,0,22.409,19.009,0,0,0,0,0,0,24.4,6.15,35.998,-6.958,0,-9.9,2.783,353.842,2/9/2013
6,06,0,0,0,0,0,10.987,30.72,0,0,0,0,0,0,0,42.015,47.5,16.127,0,25.69,0,0,0,0,0,0,20.987,21.848,0,0,22.499,18.789,0,0,0,0,0,0,24.5,6.22,36.666,-17.579,0,-5.4,7.086,364.355,2/9/2013
7,07,0,0,0,0,0,11.14,30.838,0,0,0,0,0,0,0,53.429,47.5,17.563,0,25.829,0,0,0,0,0,0,17.719,19.169,0,16.516,22.619,19.149,0,0,0,0,0,0,24.3,6.04,36.666,-19.288,0,-7.3,5.383,394.201,2/9/2013
8,08,0,0,0,0,0,10.928,30.396,2.433,38.827,0,0,0,0,0,52.357,47.5,16.127,0,25.885,0,0,0,6.932,0,0,23.038,23.639,15.791,14.424,22.319,18.929,0,0,0,5.2,0,0,24.5,5.84,38.294,-19.532,0,4.4,20.893,442.977,2/9/2013
9,09,9.356,17.835,17.579,0,0,10.899,28.982,18.644,37.908,0,0,0,0,0,52.575,47.5,16.743,0,25.912,0,0,0,6.923,0,0,19.647,20.549,24.596,24.173,22.419,19.009,0,0,0,5.2,0,0,24.4,5.76,40.446,-3.906,0,3.4,13.092,495.263,2/9/2013
10,10,14.902,18.567,16.712,17.225,9.473,9.785,29.129,18.805,37.825,0,0,0,0,0,52.268,47.5,17.102,0,25.773,0,0,0,6.91,0,0,15.956,17.022,24.583,24.118,22.319,18.818,0,0,0,5.2,0,0,24.1,5.67,37.414,9.766,0,-11.2,0,518.61,2/9/2013
11,11,16.485,18.433,16.7,15.394,15.723,9.727,29.041,18.773,37.574,0,0,0.4,0,0,51.052,47.5,17.102,1.63,25.662,0,0,0,6.94,0,0,23.038,23.899,19.88,18.758,21.948,18.868,0,0,0,5.2,0,0,24.4,5.44,32.465,-1.831,0,-2.2,5.988,529.789,2/9/2013
12,12,16.681,18.397,16.81,16.773,15.625,9.661,30.572,18.805,37.769,0,0,0.6,0.4,2.939,52.029,47.5,16.538,2.321,25.829,0,0,0,6.917,0,0,23.421,24.063,20.235,19.21,21.849,19.049,0,0,0,5.2,0,0,24.2,5.44,30.323,4.639,0,-2.2,8.588,524.053,2/9/2013
13,13,16.667,18.47,16.48,16.822,0,9.624,28.923,18.934,37.881,0,35.843,0.1,0,0,3.332,47.5,16.896,0,25.801,0,0,0,6.922,0,0,23.913,24.569,24.651,24.186,21.948,19.078,0,0,0,5.2,0,0,24.1,5.35,40.453,5.737,0,-6.2,4.193,518.821,2/9/2013
14,14,16.639,18.604,16.712,17.103,0,9.668,29.011,19.175,38.242,0,0,0.1,0,0,34.796,47.5,17.666,0,25.606,0,0,0,6.91,0,0,23.913,24.378,24.542,24.227,21.819,18.959,0,0,0,5.2,0,0,24,5.63,39.847,7.324,0,-7.2,5.988,514.298,2/9/2013
15,15,16.793,18.531,16.565,0,0,9.91,29.689,19.337,38.048,0,0,0.1,0,0,45.223,47.5,17.717,0,25.69,0,0,0,6.948,0,0,18.335,19.278,16.981,15.477,21.708,18.908,0,0,0,5.2,0,0,24.2,5.84,39.847,-6.714,0,-20.601,-1.3,522.444,2/9/2013
16,16,0,18.47,16.529,0,0,9.807,30.69,19.111,38.048,0,0,2.6,1.5,3.202,42.035,47.5,16.179,3.368,25.578,0,0,0,6.972,0,0,19.456,20.317,15.75,14.561,21.679,19.038,0,0,0,5.2,0,0,24.4,5.85,38.053,-14.161,0,-1.8,1.593,501.603,2/9/2013
17,17,1.527,18.482,18.189,0,0,9.91,30.572,19.208,39.606,0,0,1.1,0.9,1.68,44.723,47.5,17.153,5.967,25.578,0,0,0,6.932,0,0,14.916,15.846,16.571,14.916,22.088,18.728,0,0,0,5.2,0,0,24.4,6,30.874,-6.47,0,-5.6,2.399,483.283,2/9/2013
18,18,10.434,14.222,18.226,0,0,9.837,30.602,18.966,39.773,0,0,0,0,0,45.744,47.5,17.717,1.718,25.606,0,0,0,6.942,0,0,23.051,23.489,23.79,22.928,22.189,18.988,0,0,0,5.2,0,0,24.3,6.07,39.6,-9.278,0,0,11.682,510.748,2/9/2013
19,19,18.081,18.812,18.165,17.017,15.918,10.049,31.427,19.401,39.912,0,0,0.2,0.1,0,48.775,47.5,17.973,3.278,44.783,0,0,0,6.902,0,0,24.05,24.46,22.956,22.163,22.298,18.998,0,0,0,5.2,0,0,24.4,6.12,30.391,13.184,0,-10.5,-2.106,558.751,2/9/2013
20,20,17.773,18.519,16.871,16.724,15.918,9.756,30.425,20.062,39.718,0,0,0,0,26.735,52.757,47.5,16.486,24.762,34.123,0,0,7.098,0,0,0,6.631,7.397,16.502,14.479,21.878,18.979,0,0,0,5.2,0,0,24.2,6.1,30.2,2.441,0,7.1,1.685,535.567,2/9/2013
21,21,0,0,16.81,0,0,9.903,29.335,20.174,39.384,0,0,0.2,0,2.257,55.199,47.5,16.999,0.554,25.829,0,0,7.093,0,0,0,23.927,24.419,24.569,24.296,22.228,18.818,0,0,0,5.2,0,0,24.2,6,36.423,8.911,0,-5.7,5.786,476.678,2/9/2013
22,22,0,0,0,0,0,10.166,29.983,1.611,39.968,0,0,0.2,0,0,35.046,47.5,18.435,0,25.69,0,0,0,0,0,0,18.717,19.702,15.997,15.012,22.338,19.028,0,0,0,0,0,0,24,0,30.403,-10.01,0,-10.7,4.083,409.705,2/9/2013
23,23,0,0,0,0,0,8.833,29.806,1.934,40.107,0,0,0.2,0,0,0,47.5,18.537,0,25.857,0,0,5.065,5.083,0,0,18.54,19.702,0,16.954,23.168,18.499,0,0,0,0,0,0,24,6,37.983,-14.771,0,-4.2,7.086,381.37,2/9/2013
0,00,0,0,0,0,0,8.811,30.749,0,0,0,0,0.2,0,0,0,47.5,18.127,0,25.829,0,0,5.061,5.115,0,0,23.954,24.446,0,24.692,23.118,18.319,0,0,0,0,0,0,24,6.1,34.605,-10.865,0,-8.9,0.989,360.56,3/9/2013
1,01,0,0,0,0,0,8.723,29.659,0,0,0,0,0.2,0,0,0,47.5,17.204,0,25.718,0,0,5.033,5.123,0,0,18.088,19.073,0,24.61,23.179,18.399,0,0,0,0,0,0,24.5,6.1,36.39,-12.94,0,-4.7,4.193,345.945,3/9/2013
2,02,0,0,0,0,0,7.244,29.541,0,0,0,0,0.2,0,0,0,47.5,16.743,0,25.912,0,0,5.051,5.132,0,0,16.749,17.706,0,24.35,23.118,18.329,0,0,0,0,0,0,24,6.1,34.958,-14.039,0,-4.6,5.896,339.245,3/9/2013
3,03,0,0,0,0,0,8.577,29.865,0,0,0,0,0.2,0,0,0,47.5,5.104,0,25.94,0,0,5.061,5.108,0,0,20.577,21.424,0,24.761,23.088,18.809,0,0,0,0,0,0,24,6.2,39.65,-9.766,0,-7.2,6.189,332.086,3/9/2013
4,04,0,0,0,0,0,8.54,28.51,0,0,0,0,0.2,0,0,0,47.5,17.307,0,25.94,0,0,5.049,5.1,0,0,18.499,19.141,0,24.583,23.078,19.078,0,0,0,0,0,0,24,6.15,36.219,-14.649,0,-6.1,5.786,346.371,3/9/2013
5,05,0,0,0,0,0,8.43,28.039,0,36.322,0,0,0.2,0,0,0,47.5,16.691,0,25.857,0,0,5.043,5.11,0,0,17.678,18.69,0,24.692,23.208,18.839,0,0,0,0,0,0,24,6.15,36.445,-11.963,0,-5.6,10.089,372.845,3/9/2013
6,06,0,0,0,0,0,8.606,29.748,0,39.857,0,0,0,0,0,0,47.5,17.563,0,26.079,0,0,5.066,5.107,0,0,17.583,18.499,0,24.733,22.839,19.189,0,0,0,0,0,0,24.6,6.1,31.489,-15.137,0,-8.2,6.592,384.027,3/9/2013
7,07,0,0,0,0,0,8.636,29.924,0,39.272,0,0,9.4,6.1,0,0,47.5,17.512,7.931,26.052,0,0,5.041,5.098,0,0,14.356,15.313,0,24.706,22.879,19.078,0,0,0,0,0,0,24.6,6.2,30.118,-13.55,0,-2.4,3.992,393.739,3/9/2013
8,08,0,0,0,0,0,8.518,29.6,1.547,36.767,0,0,10,7,3.675,15.128,47.5,17.204,8.902,25.829,0,0,5.071,5.137,0,0,23.858,24.501,25.294,24.911,22.019,19.028,0,0,0,5.2,0,0,24.4,6,40.492,0,0,0.1,3.992,447.309,3/9/2013
9,09,0,17.908,0,0,0,8.474,29.63,17.886,36.739,0,0,11.8,8.4,10.031,45.813,47.5,16.179,21.6,25.912,0,0,5.085,5.11,0,0,13.426,14.411,24.432,24.145,38.437,0,0,0,0,5.2,0,0,24.4,5.92,31.951,13.184,0,1.6,-7.508,483.113,3/9/2013
10,10,16.681,18.69,17.542,0,0,8.496,29.482,17.822,36.906,0,0,7,3.9,3.99,45.865,47.5,16.64,14.725,25.885,0,0,5.066,5.115,0,0,18.061,18.581,24.624,24.309,38.598,0,0,0,0,5.2,0,0,24.3,5.67,31.784,0,0,-.5,4.596,513.875,3/9/2013
11,11,16.821,18.641,16.822,17.457,0,8.496,29.63,17.951,37.268,0,0,3.2,1.5,4.043,49.322,47.5,16.896,6.624,25.885,0,0,5.085,5.127,0,0,19.77,20.631,24.35,24.309,21.299,21.129,0,0,0,5.2,0,0,24.2,5.5,35.954,8.423,0,-4.9,0,527.127,3/9/2013
12,12,16.485,18.58,16.553,16.907,16.504,8.423,29.158,17.548,36.739,0,0,0,0.2,0,49.216,47.5,16.64,1.814,25.69,0,0,5.086,5.127,0,0,18.717,19.797,24.446,24.227,21.058,21.089,0,0,0,5.2,0,0,24.3,5.44,32.228,0,0,1.8,10.584,523.668,3/9/2013
13,13,17.998,18.567,16.651,16.81,3.32,8.211,28.54,17.5,36.656,0,0,0,0,0,48.662,47.5,17.204,0.917,25.773,0,0,5.075,5.128,0,0,17.008,18.088,24.583,24.159,20.819,21.048,0,0,0,5.2,0,0,24.4,5.44,30.441,-3.296,0,4.1,15.583,508.272,3/9/2013
14,14,17.689,18.592,16.651,16.822,16.406,8.386,28.775,17.919,38.02,0,0,0,0,0,48.805,47.5,17.102,0,25.662,0,0,5.059,5.152,0,0,19.182,19.975,24.583,24.378,20.978,21.048,0,0,0,5.2,0,0,24.1,5.28,33.23,0,0,-3.9,9.796,530.285,3/9/2013
15,15,16.443,18.58,16.504,17.042,16.016,8.43,28.952,17.757,39.328,0,0,0,0,0,48.712,47.5,18.076,0,25.662,0,0,5.09,5.133,0,0,23.844,24.528,24.432,24.173,21.178,21.119,0,0,0,5.2,0,0,24.3,5.5,33.88,8.179,0,-6.3,3.095,532.375,3/9/2013
16,16,16.317,18.348,18.043,16.858,15.918,8.255,28.628,20.174,39.022,0,0,0,0,0,49.13,47.5,17.358,0,25.745,0,0,5.095,5.113,0,0,18.225,19.004,24.282,24.432,20.729,21.339,0,0,0,5.2,0,0,24.3,5.5,30.334,0,0,1.1,10.987,519.565,3/9/2013
17,17,0,18.567,18.116,0,0,8.357,29.011,20.448,39.551,0,0,0,0,0,49.118,47.5,17.512,0,25.773,0,0,5.073,5.142,0,0,22.696,23.38,24.569,24.214,20.569,20.939,0,0,0,5.2,0,0,24.2,5.44,37.252,0,0,-5.3,7.984,493.605,3/9/2013
18,18,0,6.275,18.262,0,0,8.365,31.338,20.319,40.024,0,0,3.7,2.5,5.199,26.345,47.5,19.358,8.214,25.773,0,0,5.086,5.121,0,0,23.954,24.46,24.569,24.432,20.498,21.358,0,0,0,5.2,0,0,24,5.67,40.304,0,0,1.4,5.695,493.721,3/9/2013
19,19,17.885,18.641,18.226,17.017,16.016,8.438,31.898,20.368,39.745,0,0,1.2,0.3,5.303,49.897,47.5,17.614,4.048,35.654,0,0,5.08,5.128,0,0,18.608,19.305,16.229,14.725,25.818,25.448,0,0,0,5.2,0,0,24.1,5.62,22.566,3.296,0,-5.9,5.09,540.843,3/9/2013
20,20,17.788,18.531,18.274,16.822,0,8.379,30.543,21.48,39.439,0,0,0.1,0,0,49.753,47.5,17.05,1.309,25.3,0,0,5.073,5.142,0,0,18.526,19.469,23.188,22.382,25.469,24.769,0,0,0,5.2,0,0,24.1,5.8,29.145,5.127,0,-8.1,5.988,520.922,3/9/2013
21,21,0,4.492,18.006,0,0,8.306,29.983,21.254,39.523,0,19.987,0.4,0,0,0,47.5,18.794,1.525,25.745,0,0,5.076,5.142,0,0,22.436,23.243,24.555,24.487,25.598,24.998,0,0,0,5.2,0,0,24.3,6,40.368,0,0,3.3,13.99,463.92,3/9/2013
22,22,0,0,1.587,0,0,8.43,31.014,6.929,39.411,0,0,0,0,0,13.605,47.5,18.076,0,25.495,0,0,5.1,5.115,0,0,7.916,8.655,23.366,23.147,25.889,25.368,0,0,0,0,0,0,24,5.9,30.18,-4.883,0,-9.5,-1.813,404.278,3/9/2013
23,23,0,0,2.747,0,0,8.255,31.633,5.672,0,0,0,0,0,0,0,47.5,7.052,0,25.885,0,0,5.078,5.155,0,0,14.916,15.969,24.583,24.296,25.478,25.119,0,0,0,0,0,0,24.5,5.9,40.191,-15.015,0,-7.6,2.893,380.91,3/9/2013
0,00,0,0,0,0,0,8.511,0,0,0,0,0,0,0,0,0,47.5,16,0,25.745,0,0,5.075,5.142,0,0,21.889,22.969,24.583,24.186,25.849,25.228,0,0,0,0,0,0,25,5.5,40.372,-11.109,0,-6.7,3.388,361.593,4/9/2013
1,01,0,0,0,0,0,8.423,0,0,0,0,0,0,0,0,0,47.5,16,0,25.773,0,0,5.078,5.133,0,0,16.94,18.075,24.419,24.255,25.889,25.459,0,0,0,0,0,0,25,5.5,39.446,-11.719,0,-5.5,5.493,350.769,4/9/2013
2,02,0,0,0,0,0,8.518,0,0,0,0,0,0,0,0,0,47.5,16,0,25.634,0,0,5.069,5.127,0,0,17.213,18.143,20.864,19.907,25.538,24.838,0,0,0,0,0,0,25,5.5,36.437,-12.452,0,-7.3,3.497,340.554,4/9/2013
3,03,0,0,0,0,0,8.408,0,0,0,0,0,1.3,0,2.31,0,48.041,0,3.184,25.745,0,0,5.083,5.13,0,0,19.702,20.645,20.194,19.469,25.668,24.748,0,0,0,0,0,0,25,5.5,39.336,-17.457,0,-3,5.695,338.593,4/9/2013
4,04,0,0,0,0,0,8.482,0,0,0,0,0,5.5,5,7.667,0,47.5,16,8.214,25.745,0,0,5.056,5.14,0,0,14.164,15.163,15.286,13.891,25.578,24.758,0,0,0,0,0,0,25,5.5,30.185,-15.259,0,-.1,1.483,344.596,4/9/2013
5,05,0,0,0,0,0,8.386,32.576,0,0,0,0,12.8,10.7,9.821,0,47.5,16,28.972,25.801,0,0,5.09,5.13,0,0,6.85,7.492,0,15.504,25.549,25.039,0,0,0,0,0,0,25,5.5,30.169,-10.498,0,11.5,0,366.304,4/9/2013
6,06,0,0,0,0,0,8.386,30.543,0,0,0,0,18.201,10.5,13.813,0,47.5,7,20.502,25.69,0,0,5.058,5.128,0,0,14.219,15.245,0,15.313,25.759,25.308,0,0,0,0,0,0,25,0,30.057,-15.015,0,2.4,0,384.228,4/9/2013
7,07,0,0,0,0,0,8.54,32.811,0,0,0,0,16.601,6.5,13.865,0,47.5,16,20.261,25.745,0,0,5.073,5.123,0,0,18.512,19.62,0,16.434,25.809,24.928,0,0,0,0,0,0,22,0,31.765,-15.381,0,-1.1,0,399.14,4/9/2013
8,08,0,0,0,0,0,8.233,30.867,0,35.431,0,0,22.401,11.9,15.283,5.837,47.5,16,23.042,25.718,0,0,5.063,5.113,0,0,22.163,21.657,0,22.409,25.138,24.868,0,0,0,0,0,0,22,0,37.962,-10.987,0,13,0,447.904,4/9/2013
9,09,0,0,0,0,0,8.496,31.044,13.906,34.875,0,0,17.501,11.3,17.175,37.322,47.5,16,22.22,25.857,0,0,5.069,5.13,0,0,24.036,24.487,24.501,24.282,24.488,24.398,0,0,0,5.2,0,0,22,0,40.363,10.62,0,5.5,0,505.288,4/9/2013
10,10,0,18.848,9.143,0,0,8.533,30.955,20.384,36.99,0,0,10.8,6.2,14.075,40.183,47.5,16,15.308,25.996,0,0,5.069,5.107,0,0,20.7,21.575,24.501,24.255,24.998,24.658,0,0,0,5.2,0,0,22,0,40.512,8.057,0,3,1.593,515.69,4/9/2013
11,11,18.46,18.458,16.565,6.616,0,8.408,30.69,20.207,36.322,0,0,5.2,3.1,8.35,40.251,47.5,16,7.347,25.968,0,0,5.063,5.14,0,0,24.009,24.46,24.569,24.309,24.888,24.769,0,0,0,5.2,0,0,22,0,40.467,-5.86,0,3.4,5.09,549.495,4/9/2013
12,12,18.026,18.226,16.37,16.688,15.918,6.922,30.248,20.013,36.378,0,0,0,0,2.362,40.327,47.5,16,2.723,25.634,0,0,5.085,5.127,0,0,24.009,24.2,24.569,24.309,24.638,24.228,0,0,0,5.2,0,0,22,0,30.238,-3.052,0,-6,6.391,544.679,4/9/2013
13,13,18.039,18.165,16.443,16.846,15.82,6.878,31.486,20.174,36.99,0,0,0,0,0,41.586,47.5,16,0,25.968,0,0,5.066,5.113,0,0,18.594,19.62,20.919,21.479,38.248,0,0,0,0,5.2,0,0,22,5.5,30.384,-10.498,0,-.3,12.69,527.091,4/9/2013
14,14,18.039,18.152,16.309,16.895,15.82,6.995,31.22,20.464,36.572,0,0,5.3,2.4,0,53.385,47.5,16,4.741,25.857,0,0,5.055,5.115,0,0,21.124,21.725,21.219,20.727,25.438,24.968,0,0,0,5.2,0,0,22,3.3,30.213,9.278,0,-2.6,5.493,537.917,4/9/2013
15,15,17.998,18.213,16.456,16.956,0,6.819,30.838,20.319,36.656,0,0,4.1,4.1,5.041,35.398,47.5,16,12.589,25.718,0,0,5.075,5.133,0,0,23.94,24.432,20.112,19.934,24.798,24.548,0,0,0,5.2,0,0,22,5,40.425,0,0,2.8,6.098,544.558,4/9/2013
16,16,17.872,18.177,18.018,4.358,0,8.028,30.189,20.271,37.825,0,0,4,4.1,5.409,53.448,47.5,16,8.39,25.662,0,0,5.069,5.123,0,0,20.563,21.534,16.01,14.397,24.758,24.779,0,0,0,5.2,0,0,22,5,40.425,-7.324,0,1.8,6.592,538.631,4/9/2013
17,17,11.625,4.798,9.729,0,0,9.58,30.661,20.448,40.052,0,0,6.5,3.7,5.934,53.604,47.5,16,12.795,25.634,0,0,5.066,5.108,0,0,12.483,13.207,16.776,15.559,24.748,24.739,0,0,0,5.2,0,0,22,5,40.425,8.057,0,-10.3,0,496.385,4/9/2013
