,ABR,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,HPA1,HPA2,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
10,,6.1,11.5,7.3,32.297,23/11/2013,457.544,52.022,17.094,20.041,0,10,0,6.596,14.161,31.267,11.352,9.611,24.268,24.802,24.747,23.803,0,0,0,0,0,10.013,30.985,0,0,23.609,23.198,0,0,0,0,0,0,5.2,0,11.3,4.8,25.94,0,-3.836,-3.406,38.818
11,,11.9,5,3.4,46.119,23/11/2013,472.581,51.134,16.724,9.904,0,11,0,6.579,-5.371,31.087,17.688,6.354,22.805,23.653,23.038,24.542,0,0,0,0,0,9.763,30.484,0,0,23.269,22.929,0,0,0,0,0,0,5.2,0,11.4,4.66,25.996,0,-21.937,7.599,43.044
12,,-5.6,0.7,0.7,46.336,23/11/2013,468.147,52.54,17.02,5.084,0,12,0,6.626,8.057,31.491,12.408,2.31,24.405,24.774,23.844,23.134,0,0,0,0,0,9.939,30.572,0,0,23.418,23.149,0,0,0,0,0,5.2,5.2,0,11.4,4.6,25.94,0,-7.764,-1.703,50.347
13,,-8.6,0,0.5,46.403,23/11/2013,448.359,51.874,17.168,2.584,0,13,0,6.59,15.748,32.39,12.276,2.362,24.405,25.034,24.214,22.942,0,0,0,0,0,9.998,30.72,0,0,23.359,23.158,0,0,0,0,0,5.2,5.2,0,12,4.6,25.829,0,0,-2.71,43.991
14,,1.3,0,0,46.023,23/11/2013,442.188,51.282,16.872,2.431,0,14,0,6.62,1.465,29.312,9.636,6.722,24.405,24.843,19.387,17.145,0,0,0,0,0,9.639,30.189,0,0,23.168,23.208,0,0,0,0,0,5.2,5.2,0,12.2,4.6,25.745,0,-13.614,6.391,43.903
15,,-10.9,1,0.1,46.007,23/11/2013,424.368,52.022,16.946,9.568,0,15,0,6.594,14.039,26.639,13.728,8.245,14.424,15.723,17.063,17.295,0,0,0,0,0,9.683,29.954,0,0,23.328,22.969,0,0,0,0,0,5.2,5.2,0,12.6,4.6,25.885,0,0,-8.313,34.421
16,,-.3,8.3,5.2,43.274,23/11/2013,421.573,44.548,14.652,16.891,0,16,0,6.613,9.033,30.615,11.88,2.258,17.747,18.922,17.35,0,0,0,0,0,0,9.954,30.926,0,0,23.458,22.969,0,0,0,0,0,0,5.2,0,12,5.36,25.912,0,-3.818,-5.914,46.545
17,,2.1,4.4,3.6,44.904,23/11/2013,429.639,51.726,16.872,9.004,0,17,0,6.596,-1.831,23.383,19.14,3.255,24.118,24.761,0,0,0,0,0,0,0,7.119,32.546,0,0,23.498,23.269,0,0,0,0,0,0,5.2,0,12.3,5,25.801,0,-15.638,2.692,50.47
18,,-6,6.9,3.9,52.061,23/11/2013,549.995,53.428,17.242,4.821,0,18,0,6.584,16.236,27.628,20.46,6.564,23.995,24.829,24.364,22.778,15.056,6.848,18.714,0,0,10.225,8.596,19.127,39.829,23.579,23.428,0,0,0,0,0,5.2,5.2,0,12,4.97,25.829,0,0,-2.802,43.274
19,,-12.3,8.4,7.9,46.605,23/11/2013,554.018,51.06,16.872,19.298,0,19,0,6.598,17.09,29.739,21.912,10.556,23.339,24.227,21.944,0,18.165,0,18.262,0,0,10.005,0,20.513,39.523,23.789,23.518,0,0,0,0,0,5.2,5.2,0,12.3,4.97,25.745,0,0,-16.407,46.761
20,,-5.9,15.801,12.7,46.703,23/11/2013,516.29,44.844,14.652,23.381,0,20,0,6.576,27.833,26.325,23.76,14.601,11.006,11.922,16.065,14.479,11.933,0,18.226,0,0,10.276,0,21.802,39.244,23.558,23.449,0,0,0,0,0,5.2,5.2,0,12.4,5.9,25.718,0,14.438,-19.611,47.329
21,,-10.5,17.601,11.7,46.706,23/11/2013,486.852,51.8,17.094,19.97,0,21,0,6.598,30.519,30.099,24.024,12.709,24.241,24.829,17.159,15.75,0,0,0,0,0,10.152,0,0,22.044,23.468,23.508,0,0,0,0,0,0,5.2,0,12.2,4.9,25.69,0,12.571,-25.416,46.584
22,,9.8,17.301,10.8,29.218,23/11/2013,428.78,51.578,17.02,24.697,0,22,0.621,6.548,11.353,31.356,18.876,13.078,23.626,24.487,15.245,0,0,0,0,0,0,10.1,0,0,0,23.959,23.838,0,0,0,0,0,0,5.2,0,12.1,4.97,25.745,0,-4.303,-9.009,46.258
23,,11.6,25.701,14.7,5.835,23/11/2013,398.514,43.882,14.43,20.959,0,23,5.115,5.132,5.127,32.165,19.668,11.344,19.756,20.467,14.944,0,0,0,0,0,0,9.053,0,0,0,23.678,23.458,0,0,0,0,0,0,0,0,12.2,5,25.634,0,-11.518,-8.918,41.684
0,,5,14,7.4,5.86,24/11/2013,365.905,44.548,14.652,23.486,0,00,5.113,5.117,0,29.133,16.764,13.602,16.42,17.487,21.301,0,0,0,0,0,0,0,0,0,0,23.668,23.408,0,0,0,0,0,0,0,0,12.1,4.9,25.662,0,-13.807,-8.313,24.164
1,,13.9,18.001,9.2,5.86,24/11/2013,342.067,44.178,10.582,30.53,0,01,5.085,5.135,-9.033,29.762,16.368,12.447,13.454,14.397,15.942,0,0,0,0,0,0,0,0,0,0,23.638,23.399,0,0,0,0,0,0,0,0,12.3,4.93,25.578,0,-20.142,-6.006,0
2,,8.6,13,11.6,10.913,24/11/2013,333.92,50.986,0,20.285,0,02,5.1,5.152,-7.324,32.345,13.332,12.237,13.549,14.588,16.092,0,0,0,0,0,0,0,0,0,0,23.909,23.638,0,0,0,0,0,0,0,0,12.2,4.9,25.634,0,-19.73,-6.006,0
3,,11.5,15.401,12.7,5.835,24/11/2013,324.585,26.048,0,28.722,0,03,5.1,5.147,-5.86,28.414,17.952,13.025,20.673,21.411,15.833,0,0,0,0,0,0,0,0,0,0,23.968,23.558,0,0,0,0,0,0,0,0,11.8,4.97,25.69,0,-14.768,-9.21,0
4,,10.8,12.6,9.4,5.835,24/11/2013,327.905,25.974,0,28.063,0,04,5.103,5.12,-8.789,31.401,21.648,18.698,17.036,18.088,16.106,0,0,0,0,0,0,0,0,0,0,23.928,23.648,0,0,0,0,0,0,0,0,12,5.05,25.745,0,-16.965,-7.508,0
5,,11,17.901,17.001,5.86,24/11/2013,340.768,34.188,0,20.766,0,05,5.128,5.148,-5.615,27.493,20.064,19.118,20.413,21.26,15.422,0,0,0,0,0,0,0,0,0,0,24.148,23.558,0,0,0,0,0,0,0,0,11.3,4.97,25.69,0,-15.72,-11.005,0
6,,5.1,2.1,2.8,2.271,24/11/2013,318.444,51.06,0,8.501,0,06,5.11,5.137,-7.447,29.492,17.952,13.76,18.417,19.374,15.436,14.643,0,0,0,0,0,0,0,0,0,23.959,23.598,0,0,0,0,0,0,0,0,11.9,5.13,25.718,0,-21.625,1.886,0
7,,8.9,9.5,6.4,2.319,24/11/2013,329.38,50.838,0,19.313,0,07,5.115,5.14,-9.156,27.987,18.612,17.332,9.379,10.309,15.491,14.288,0,0,0,0,0,0,0,0,0,23.699,23.449,0,0,0,0,0,0,0,0,12.2,5.13,25.495,0,-21.818,-5.31,0
8,,16.301,23.201,12.8,2.344,24/11/2013,346.876,50.542,0,23.266,0,08,5.095,5.145,4.517,28.594,22.44,21.061,22.956,23.694,16.749,0,0,0,0,0,0,0,0,0,0,23.688,23.258,0,0,0,0,0,0,0,0,12.1,4.9,25.718,0,-9.925,-10.218,0
9,,7.8,18.701,11.1,2.319,24/11/2013,354.779,50.246,0,25.315,0,09,5.121,5.15,9.278,32.412,17.556,10.398,23.817,24.774,18.403,18.526,0,0,0,0,0,0,0,0,0,23.869,23.518,0,0,0,0,0,0,0,0,12.2,4.9,25.578,0,-6.143,-11.811,0
10,,11.6,10.3,12.7,2.319,24/11/2013,359.452,52.022,17.168,31,0,10,5.121,5.135,10.254,29.223,13.2,15.651,23.598,24.391,16.584,15.081,0,0,0,0,0,0,0,0,0,24.049,23.538,0,0,0,0,0,0,0,0,12.4,4.9,25.384,0,-7.434,-10.108,0
11,,6,6.7,6.5,2.344,24/11/2013,372.272,51.282,16.872,18.163,0,11,5.113,5.125,12.452,29.649,10.032,12.657,23.626,24.255,23.721,23.051,0,0,0,0,0,0,0,0,0,23.938,23.269,0,0,0,0,0,0,0,0,12.3,4.8,25.551,0,-7.361,-4.303,30.112
12,,2.5,2.7,2.5,2.344,24/11/2013,382.128,51.134,16.798,6.496,0,12,5.103,5.1,9.278,33.243,14.784,7.405,23.981,24.952,22.573,21.561,0,2.1,0,0,0,0,0,0,0,23.858,23.518,0,0,0,0,0,0,0,0,12.5,4.74,25.578,0,-11.17,0,49.768
13,,2.6,2.6,3.2,15.854,24/11/2013,389.846,52.836,17.02,7.905,0,13,5.123,5.12,5.615,29.627,12.012,4.463,23.53,24.391,19.155,17.883,0,1.294,0,0,0,8.636,0,0,0,23.708,23.319,0,0,0,0,0,0,0,0,12.2,4.66,25.523,0,-10.95,1.593,48.645
14,,2.3,6.9,5.1,15.817,24/11/2013,388.364,51.726,17.02,10.803,0,14,5.128,5.125,11.109,33.827,17.424,7.772,22.081,22.696,15.204,13.727,0,2.527,0,0,0,8.43,0,0,0,24.018,22.799,0,0,0,0,0,0,0,0,12,4.6,25.662,0,-8.011,-3.003,40.373
15,,11.7,15.401,12.6,2.319,24/11/2013,376.737,51.874,16.502,30.361,0,15,5.127,5.1,8.545,32.367,17.028,18.331,7.451,8.162,14.999,13.549,0,2.905,0,0,0,0,0,0,0,24.018,22.929,0,0,0,0,0,0,0,0,12.2,4.6,25.745,0,-5.658,-10.016,37.74
16,,17.301,25.501,18.701,2.344,24/11/2013,372.014,44.178,14.652,37.84,0,16,5.118,5.091,7.08,27.179,19.8,26.525,12.948,13.877,0,0,0,2.661,0,0,0,0,0,0,0,23.688,23.338,0,0,0,0,0,0,0,0,11.3,4.6,25.578,0,-6.015,-16.517,28.964
17,,16.701,21.101,16.301,2.319,24/11/2013,383.297,44.03,14.43,23.823,0,17,5.101,5.103,3.296,27.605,20.46,22.953,20.344,21.124,16.202,0,0,2.612,0,0,0,0,0,0,0,23.659,22.969,0,0,0,0,0,0,0,0,12,4.74,25.829,0,-10.016,-11.609,28.964
18,,28.401,23.101,17.801,35.209,24/11/2013,509.451,51.43,16.946,36.482,0,18,5.096,5.108,3.662,28.279,17.028,26.682,22.491,23.448,23.038,22.682,0,2.71,0,0,0,10.078,0,0,4.648,23.678,23.028,0,0,0,0,0,5.2,5.2,0,12.3,4.76,25.829,0,-4.99,-17.505,46.767
19,,13.6,19.701,16.301,52.62,24/11/2013,527.338,51.652,16.946,37.324,0,19,5.117,5.101,12.207,31.244,16.764,31.095,17.801,18.84,16.899,16.038,0,2.673,0,0,0,10.071,27.45,0,21.932,23.948,22.839,0,0,0,0,0,0,5.2,0,0,5.51,25.885,0,0,-16.608,37.586
20,,13.2,30.301,21.401,23.673,24/11/2013,523.401,51.874,17.168,38.599,0,20,5.11,5.105,5.737,29.133,19.8,26.42,22.327,23.243,17.241,16.284,0,2.686,0,0,0,10.1,14.694,0,0,23.508,23.179,0,0,0,0,0,0,5.2,0,17.9,5.51,25.94,0,-9.11,-18.714,38.118
21,,18.101,32.901,21.901,5.835,24/11/2013,468.5,51.8,16.946,35.621,0,21,5.091,5.098,7.569,30.952,19.008,27.943,18.348,19.305,15.956,14.78,0,2.686,0,0,0,7.749,0,0,0,23.349,23.238,0,0,0,0,0,0,0,0,17.9,5.52,25.968,0,-7.297,-21.204,37.774
22,,14.1,19.601,17.101,5.86,24/11/2013,411.313,52.762,17.242,33.3,0,22,5.086,5.086,6.714,29.649,20.592,24.318,21.739,22.532,16.626,15.422,0,2.734,0,0,0,0,0,0,0,23.668,23.258,0,0,0,0,0,0,0,0,17.7,5.6,25.885,0,-10.474,-15.418,0.474
23,,19.101,20.901,13.6,5.884,24/11/2013,371.967,50.616,0,29.192,0,23,5.11,5.103,4.395,32.906,18.876,19.906,20.549,21.411,16.256,15.067,0,2.698,0,0,0,0,0,0,0,23.628,23.508,0,0,0,0,0,0,0,0,18,5.72,25.968,0,-11.646,-8.918,0
0,,4.3,16.701,12.4,5.86,25/11/2013,348.979,50.616,0,17.455,0,00,5.091,5.12,-5.493,31.828,12.408,15.126,14.903,15.887,15.34,0,0,2.686,0,0,0,0,0,0,0,23.678,23.749,0,0,0,0,0,0,0,0,17.9,5.59,25.912,0,-17.121,-12.415,0
1,,4.4,10.4,9,5.86,25/11/2013,333.642,50.468,0,15.746,0,01,5.118,5.071,-8.911,30.997,17.16,7.509,13.344,14.37,15.327,0,0,2.661,0,0,0,0,0,0,0,23.938,23.498,0,0,0,0,0,0,0,0,17.6,5.59,25.773,0,-22.285,-7.416,0
2,,5.5,9.8,7.9,5.86,25/11/2013,322.429,34.114,0,11.671,0,02,5.098,5.103,-8.179,27.538,20.196,10.136,21.178,22.012,16.12,0,0,2.673,0,0,0,0,0,0,0,23.668,23.418,0,0,0,0,0,0,0,0,18,5.59,26.163,0,-18.696,-4.816,0
3,,7.4,12.8,7.6,5.835,25/11/2013,322.274,34.632,0,25.899,0,03,5.12,5.08,-13.672,31.356,15.972,11.239,15.163,16.065,0,0,0,2.698,0,0,0,0,0,0,0,23.688,23.088,0,0,0,0,0,0,0,0,17.9,5.67,25.773,0,-22.514,-7.91,0
4,,9.7,12.2,10,5.786,25/11/2013,332.858,34.114,0,23.119,0,04,5.11,5.076,-12.329,32.547,13.86,18.856,20.344,21.329,0,0,0,2.722,0,0,0,0,0,0,0,23.919,23.279,0,0,0,0,0,0,0,0,18,5.52,25.773,0,-21.662,-7.013,0
5,,5.2,13.5,11.9,5.835,25/11/2013,365.74,34.41,0,23.141,0,05,5.083,5.09,-1.587,28.863,11.352,12.552,23.927,24.761,23.01,22.04,0,2.698,0,0,0,0,0,0,0,23.798,23.458,0,0,0,0,0,0,0,0,18.2,5.7,25.718,0,-12.415,-11.902,0
6,,12.3,19.401,11.4,5.835,25/11/2013,369.593,51.282,16.724,34.905,0,06,5.096,5.085,4.151,29.043,12.144,15.336,12.428,13.372,17.405,15.86,0,2.734,0,0,0,0,0,0,0,23.909,23.418,0,0,0,0,0,0,0,0,18.1,5.67,25.94,0,-10.355,-10.602,0
7,,8.2,18.401,14.2,5.835,25/11/2013,389.706,51.282,16.872,32.577,0,07,5.121,5.12,10.132,30.413,13.332,11.292,10.664,11.512,17.022,16.954,0,2.71,0,0,0,0,0,0,0,23.699,23.218,0,0,0,0,0,0,0,0,18,5.65,25.912,0,-4.761,-13.514,29.977
8,,10.5,33.201,18.201,5.786,25/11/2013,445.642,51.652,17.02,35.974,0,08,5.088,5.105,9.644,29.559,12.012,11.922,21.493,22.258,15.272,15.532,0,2.759,0,0,0,0.19,0,0,0,23.569,23.638,0,0,0,0,0,0,0,0,18.5,5.6,25.912,0,0,-21.204,44.339
9,,26.801,30.401,14.5,13.259,25/11/2013,486.373,52.984,17.168,36.414,0,09,5.086,5.081,3.784,30.93,11.88,18.226,17.008,17.993,22.026,20.495,0,2.71,0,0,0,5.845,0,0,35.236,23.489,23.598,0,0,0,0,0,0,5.2,0,18.2,5.52,25.662,0,-11.261,-8.313,38.473
10,,18.801,24.701,13.7,37.092,25/11/2013,518.908,52.54,17.316,25.918,0,10,5.107,5.096,1.343,30.997,9.24,13.866,22.805,23.598,21.889,19.018,0,1.282,0,0,0,5.742,0,0,36.016,23.258,23.198,0,0,0,0,0,5.2,5.2,0,18.3,5.29,25.912,0,-16.755,-4.907,45.109
11,,13,4.2,4.5,53.06,25/11/2013,534.944,52.318,0,23.94,0,11,5.103,5.073,4.151,32.435,0.66,8.98,23.913,24.829,23.954,23.817,0,1.831,0,0,0,5.698,27.185,18.096,36.879,23.739,23.238,0,10.011,0,0,0,5.2,5.2,0,18.3,5.29,25.634,0,-10.73,1.685,49.967
12,,26.701,5.8,4.7,53.165,25/11/2013,537.374,49.802,0,12.371,0,12,5.113,5.096,-18.433,31.896,5.676,6.931,23.106,23.817,22.491,23.161,0,2.673,18.238,0,0,5.611,26.507,19.304,35.654,21.939,24.299,0,0,0,0,0,5.2,5.2,0,18.1,5.28,25.384,0,-29.38,19.593,49.341
13,,27.501,1.2,1.7,52.904,25/11/2013,531.649,50.986,16.28,6.655,0,13,5.137,5.105,-22.095,29.604,4.62,5.985,23.257,23.954,19.633,19.647,0,2.686,17.92,0,0,5.611,26.389,20.352,36.879,23.319,23.728,0,0,0,0,0,5.2,5.2,0,18.2,5.13,25.356,0,-33.72,25.398,46.096
14,,12.3,0.2,0.3,51.94,25/11/2013,542.82,53.354,17.316,5.921,0,14,5.098,5.08,-1.831,25.921,10.428,4.726,23.667,24.391,23.284,22.135,13.347,2.576,18.165,0,0,5.603,26.419,19.498,37.881,23.439,23.099,0,0,0,0,0,5.2,5.2,0,18,5.13,25.439,0,-16.205,15.29,49.617
15,,9.2,0.2,0,51.833,25/11/2013,546.465,51.652,16.206,2.209,0,15,6.603,0,-4.273,27.987,7.92,0,24.214,24.911,17.118,17.61,18.376,18.189,18.14,0,0,6.599,26.419,19.369,37.658,22.988,23.408,0,0,0,0,0,5.2,5.2,0,17.9,5.2,25.551,0,-19.016,10.382,44.098
16,,11.8,0.4,1.2,51.871,25/11/2013,536.366,51.208,16.65,4.272,0,16,6.628,0,-7.324,30.211,11.352,1.575,18.403,19.196,14.834,14.616,18.068,17.042,17.884,0,0,5.603,25.8,18.853,37.463,23.518,23.319,0,0,0,0,0,5.2,5.2,0,17.9,5.2,25.439,0,-20.389,9.284,40.832
17,,27.801,4.3,4.3,52.199,25/11/2013,496.861,43.29,14.06,12.152,0,17,6.603,0,-16.48,27.785,5.28,5.303,15.04,16.038,15.204,15.094,0,2.637,18.177,0,0,7.237,28.422,20.207,38.827,23.218,23.218,0,0,0,0,0,5.2,5.2,0,17.9,5.28,25.551,0,-24.976,19.3,44.784
18,,23.801,8.1,4.2,52.384,25/11/2013,597.922,51.652,16.798,15.234,0,18,6.657,0,-12.696,27.74,5.676,12.92,22.655,23.339,23.134,22.532,17.367,18.384,18.006,0,0,8.789,27.803,20.062,39.05,23.179,23.298,0,0,0,0,0,5.2,5.2,0,17.8,5.28,25.523,0,-24.033,11.792,48.824
19,,10.7,6.7,4.8,52.875,25/11/2013,580.126,53.798,17.612,8.113,0,19,6.593,0,0,28.414,11.484,0.42,22.901,23.749,24.227,23.161,18.376,18.531,18.311,0,0,8.753,28.334,20.658,39.189,23.518,23.468,0,0,0,0,0,5.2,5.2,0,17.9,5.33,25.523,0,-13.944,6.299,40.043
20,,8.9,4.8,3.3,52.788,25/11/2013,564.1,52.244,17.168,6.885,0,20,6.63,0,-3.54,30.009,8.58,4.883,22.395,22.928,16.598,14.547,17.731,13.611,18.152,0,0,8.621,28.275,21.512,39.077,22.879,23.338,0,0,0,0,0,5.2,5.2,0,17.4,5.5,25.829,0,-21.598,9.284,41.066
21,,-5.7,1,1.8,52.821,25/11/2013,503.062,51.948,17.094,6.735,0,21,6.584,0,13.062,32.794,9.372,4.41,22.505,23.366,16.584,15.04,0,2.686,0,0,0,8.716,28.098,13.342,39.328,23.108,23.298,0,0,0,0,0,5.2,5.2,0,17.3,5.5,25.718,0,-5.805,-3.314,41.758
22,,3.5,6.5,5.6,36.691,25/11/2013,440.408,52.244,17.39,16.613,0,22,6.628,0,8.057,31.222,15.708,5.303,18.143,19.1,0,16.051,0,2.698,0,0,0,8.789,28.687,6.027,0,23.269,23.328,0,0,0,0,0,0,5.2,0,17,5.5,25.773,0,-6.83,-5.402,46.269
23,,-1.1,0.9,1.6,5.86,25/11/2013,396.099,52.244,17.094,11.776,0,23,6.628,0,9.644,30.503,12.936,8.087,21.055,21.876,0,15.682,0,2.734,0,0,0,8.87,28.569,0,0,23.598,23.238,0,0,0,0,0,0,0,0,16.4,5.6,25.829,0,-7.553,-5.512,50.499
0,,-2.1,3.5,2.5,5.86,26/11/2013,374.923,52.022,17.316,7.844,0,00,6.6,0,0,31.536,13.464,0.893,9.475,10.049,0,15.819,0,2.698,0,0,0,8.833,28.569,0,0,23.248,22.929,0,0,0,0,0,0,0,0,17.7,5.5,25.773,0,-18.018,-3.607,39.07
1,,4.7,6.5,6.8,5.86,26/11/2013,364.052,52.244,17.242,12.079,0,01,6.618,0,-9.644,31.783,11.748,4.673,13.207,14,0,15.901,0,2.747,0,0,0,0,0,0,0,24.078,23.328,0,0,0,0,0,0,0,0,17.8,5.6,25.662,0,-23.017,-.604,37.617
2,,6.6,10.9,8.7,5.835,26/11/2013,349.335,52.17,17.168,17.406,0,02,6.598,0,-5.249,32.435,13.464,6.301,19.456,20.413,0,15.655,0,2.673,0,0,0,0,0,0,0,23.919,23.248,0,0,0,0,0,0,0,0,17.3,5.84,25.634,0,-20.371,-5.2,0
3,,8.4,8.8,7.2,5.835,26/11/2013,347.439,47.508,15.466,12.67,0,03,6.625,0,-7.935,32.569,11.616,8.192,23.803,24.678,0,21.684,0,2.698,0,0,0,0,0,0,0,23.518,23.439,0,0,0,0,0,0,0,0,17.7,5.9,25.69,0,-21.104,-1.209,0
4,,8.8,10.2,7.1,5.86,26/11/2013,357.704,51.948,17.02,14.571,0,04,6.598,0,-8.301,29.402,12.936,7.824,15.176,16.188,0,14.821,0,2.722,0,0,0,0,0,0,0,24.068,23.579,0,0,0,0,0,0,0,0,17.5,5.76,25.662,0,-21.708,-2.106,25.454
5,,-.1,4.2,2.4,5.884,26/11/2013,387.34,52.022,17.168,6.697,0,05,6.594,0,-4.151,30.907,17.292,4.725,24.296,24.938,0,23.995,0,2.734,0,0,0,0,0,0,0,23.789,23.408,0,0,0,0,0,0,0,0,17.6,5.84,25.773,0,-18.769,-.714,43.344
6,,10.4,2.9,3.1,5.884,26/11/2013,386.695,50.912,16.724,10.89,0,06,6.618,0,0,29.874,11.88,4.988,23.462,24.268,23.981,22.983,0,2.698,0,0,0,8.672,0,0,0,23.968,23.319,0,0,0,0,0,0,0,0,17.7,5.84,25.857,0,-17.203,7.288,40.662
7,,7.1,4,3.4,5.884,26/11/2013,400.013,52.984,16.872,8.791,0,07,6.626,0,9.156,29.829,15.972,9.032,21.438,22.217,16.94,14.957,0,2.686,0,0,0,8.716,0,0,36.238,23.388,23.529,0,0,0,0,0,0,0,0,17.7,5.76,25.718,0,-8.386,2.49,37.696
8,,19.801,4,4.3,8.568,26/11/2013,455.198,51.874,0,13.538,0,08,6.628,0,-11.353,29.47,11.88,8.087,23.598,24.446,20.768,21.151,0,2.673,0,0,0,8.709,27.185,0,36.044,23.349,23.349,0,0,0,0,0,0,5.2,0,17.7,5.6,25.745,0,-23.2,10.785,47.369
9,,24.501,8.4,3.6,52.626,26/11/2013,501.383,51.134,0,8.447,0,09,6.579,0,-16.968,24.326,15.576,6.039,24.35,24.979,23.844,23.284,0,2.71,0,0,0,8.628,27.361,0,37.018,23.309,22.969,0,0,0,0,0,5.2,5.2,0,17.8,5.6,25.745,0,-27.65,13.788,40.33
10,,3.1,4.6,4,53.501,26/11/2013,522.196,50.764,0,7.459,0,10,6.621,0,8.545,29.829,15.444,5.198,24.227,25.007,21.917,17.145,18.544,2.698,0,0,0,7.852,27.509,18.289,36.99,23.768,23.338,0,0,0,0,0,5.2,5.2,0,17.7,5.52,26.024,0,-4.578,2.783,47.702
11,,8.5,5,4,53.538,26/11/2013,544.64,50.69,0,8.179,0,11,6.606,0,0,33.266,16.236,2.047,8.627,8.08,18.676,18.184,18.487,15.552,17.078,18.677,0,7.486,27.42,18.354,37.157,23.668,23.529,0,0,0,0,0,5.2,5.2,0,17.5,5.36,25.773,0,-13.514,4.889,44.945
12,,22.001,4.1,2.8,52.971,26/11/2013,522.535,49.506,0,10.351,0,12,6.606,0,-11.109,24.101,17.556,3.465,18.307,19.128,15.477,14.438,18.333,15.345,16.614,0,0,7.442,26.831,19.143,36.517,23.449,23.038,0,0,0,0,0,5.2,5.2,0,17.7,5.51,25.69,0,-21.809,19.19,45.99
13,,20.101,1.1,1.7,46.43,26/11/2013,516.991,51.504,16.798,5.46,0,13,6.625,0,-10.01,32.008,13.596,0.262,22.135,22.901,15.245,16.079,18.264,0,16.858,0,0,7.266,27.037,19.224,37.129,23.678,23.818,0,0,0,0,0,5.2,5.2,0,17.5,5.36,25.69,0,-22.147,18.696,39.564
14,,6.7,0.5,0.2,45.828,26/11/2013,544.296,51.43,6.734,1.986,0,14,6.608,0,-5.86,26.617,11.352,0,23.844,24.72,19.702,20.44,18.558,16.993,16.736,3.662,0,8.526,26.595,18.869,36.266,23.149,23.149,0,0,0,0,0,5.2,5.2,0,17.4,5.5,25.662,0,-19.098,11.682,46.294
15,,24.201,0,0.1,45.973,26/11/2013,539.932,51.652,16.798,2.776,0,15,6.616,0,-18.799,29.941,14.652,0,21.876,22.491,0,14.711,18.249,16.797,16.651,18.25,0,8.291,25.005,20.384,38.743,23.338,23.428,0,0,0,0,0,5.2,5.2,0,17.3,5.44,25.801,0,-36.055,25.69,39.306
16,,43.001,0,0,52.822,26/11/2013,526.944,51.504,16.872,0,0,16,6.591,0,-33.937,32.547,12.936,0,23.749,24.35,0,15.518,18.222,16.858,16.846,0,0,8.372,25.24,20.577,38.966,22.988,23.189,0,0,0,0,0,5.2,5.2,0,17.7,5.44,25.551,0,-46.84,40.999,42.929
17,,15.5,0.2,0.3,53.117,26/11/2013,503.356,51.504,16.724,0,0,17,6.61,0,-8.301,31.064,15.972,0,18.922,19.934,0,0,18.418,16.871,16.822,0,0,8.416,26.154,22.076,39.356,23.269,23.238,0,0,0,0,0,5.2,5.2,0,17.5,5.51,25.551,0,-24.445,19.593,37.775
18,,14.1,0.1,0,53.308,26/11/2013,599.869,51.43,17.02,0,0,18,6.638,0,-10.987,30.548,10.824,0,23.516,24.309,24.624,23.68,18.291,16.785,16.81,18.409,9.473,8.467,28.098,21.963,39.606,23.068,23.049,0,0,0,0,0,5.2,5.2,0,18,5.51,25.718,0,-27.046,20.6,46.892
19,,-.3,0.4,0.5,53.102,26/11/2013,581.113,51.874,16.946,2.386,0,19,6.588,0,8.057,31.581,10.428,0,22.682,23.407,24.364,23.68,18.376,16.919,16.932,18.555,0,8.687,28.599,21.222,39.439,22.998,22.438,0,0,0,0,0,5.2,5.2,0,17.5,5.66,25.773,0,-7.224,0.586,40.796
20,,-2.3,0.1,0,52.518,26/11/2013,559.946,51.504,16.798,0,0,20,6.616,0,7.813,32.39,11.3,0,22.805,23.503,24.364,23.68,17.073,16.956,16.993,0,0,8.628,28.334,23.639,39.523,23.078,22.629,0,0,0,0,0,5.2,5.2,0,17.5,5.66,25.606,0,-10.959,6.793,39.696
21,,12.1,0.1,0,52.328,26/11/2013,504.598,51.8,17.02,0,0,21,6.626,0,0,30.368,12.8,0,19.497,20.536,24.364,23.68,1.653,0,8.631,0,0,8.562,28.451,23.349,39.523,23.279,22.759,0,0,0,0,0,5.2,5.2,0,18.2,5.84,25.912,0,-16.352,13.092,37.76
22,,13.1,0.1,0,39.051,26/11/2013,442.248,52.318,17.316,0,0,22,6.653,0,-2.808,32.322,10,0,16.667,17.801,20.96,20.153,0,0,0,0,0,8.745,28.864,0,39.578,23.229,22.698,0,0,0,0,0,0,5.2,0,17.7,5.76,25.829,0,-18.97,15.088,37.714
23,,20.501,13.2,8.9,5.811,26/11/2013,390.296,43.734,14.356,14.177,0,23,6.594,0,0,32.098,8.844,2.731,17.159,18.198,0,17.87,0,0,0,0,0,8.592,13.368,0,40.163,23.508,23.189,0,0,0,0,0,0,0,0,17.8,5.84,25.69,0,-13.55,2.289,37.714
