,ABR,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,HPA1,HPA2,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
0,,-7.8,13.8,6.8,0,1/11/2013,360.77,42.55,0,27.95,0,00,6.616,6.608,-16.114,0,0,13.76,7.492,8.272,0,14.67,0,0,0,0,0,4.871,17.463,0,0,22.199,22.428,0,0,0,0,0,0,0,0,21.5,5.67,25.718,0,0,-19.501,31.794
1,,-26.701,0.9,3.6,0,1/11/2013,347.663,34.706,0,25.294,0,01,6.623,6.623,-29.176,0,0,12.394,24.542,0,0,24.596,0,0,0,0,0,0,0,0,0,22.128,22.728,0,0,0,0,0,0,0,0,21.4,5.5,25.718,0,0,-25.214,0
2,,-23.301,1.7,2.4,0,1/11/2013,339.365,34.706,0,14.805,0,02,6.611,6.594,-30.641,0,0,9.4,17.145,18.211,0,24.596,0,0,0,0,0,0,0,0,0,22.119,22.678,0,0,0,0,0,0,0,0,21.4,5.84,25.718,0,0,-20.307,0
3,,-27.201,0.2,0.1,0,1/11/2013,333.883,34.41,0,10.574,0,03,6.613,6.601,-27.589,0,0,6.932,21.11,22.026,0,24.542,0,0,0,0,0,0,0,0,0,22.409,22.589,0,0,0,0,0,0,0,0,21.5,5.92,25.857,0,0,-18.714,0
4,,-25.501,0.9,1.9,0,1/11/2013,343.254,34.336,0,7.045,0,04,6.638,6.618,-27.467,0,0,11.817,24.282,24.993,0,24.542,0,0,0,0,0,0,0,0,0,22.568,22.889,0,0,0,0,0,0,0,0,21.3,5.92,25.912,0,0,-19.813,0
5,,-25.901,0.2,0,0,1/11/2013,369.088,50.764,0,0,0,05,6.616,6.594,-16.968,0,0,3.729,24.186,25.034,0,24.542,0,0,0,0,0,0,0,0,0,22.539,22.728,0,0,0,0,0,0,0,0,21.5,5.8,25.885,0,0,-15.601,50.469
6,,-6.9,0.1,2.3,20.135,1/11/2013,373.287,53.576,0,6.948,0,06,6.596,6.628,-14.283,0,0,5.199,10.459,11.375,0,24.542,0,0,0,0,0,8.701,30.985,0,0,22.398,22.598,0,0,0,0,0,0,5.2,0,21.5,5.95,25.94,0,0,0.385,42.553
7,,-.4,3.7,1.9,22.775,1/11/2013,384.281,53.354,0,7.107,0,07,6.606,6.61,-15.015,0,0,7.825,13.276,14.26,0,24.542,0,0,0,0,0,8.804,31.456,0,0,22.038,22.568,0,0,0,0,0,0,5.2,0,21.4,5.82,25.968,0,0,1.099,44.064
8,,-7.2,1.6,0.4,46.067,1/11/2013,445.767,50.024,0,3.807,0,08,6.61,6.652,-6.592,0,0,8.192,24.227,24.788,0,24.542,0,0,0,0,0,8.738,30.926,0,37.24,21.819,22.638,0,0,0,0,0,0,5.2,0,21.5,5.6,25.773,0,0,5.896,50.468
9,,-1.7,1.9,0.7,45.927,1/11/2013,493.928,43.512,0,6.612,0,09,6.596,6.611,3.174,0,0,6.301,20.59,21.807,0,24.542,18.487,17.054,18.201,16.883,0,8.555,30.867,19.24,35.932,22.038,22.719,0,0,0,0,0,5.2,5.2,0,21.3,5.5,25.857,0,0,5.585,37.645
10,,-12.9,3.5,1.9,51.199,1/11/2013,521.576,53.724,0,3.258,0,10,6.61,6.603,8.423,0,0,0.367,0,24.692,0,24.542,19.118,17.652,19.227,17.627,6.836,8.628,30.985,19.61,36.545,22.048,22.778,0,0,0,0,0,5.2,5.2,0,21,5.58,33.65,0,3.809,-2.509,50.32
11,,7,4.9,4.6,52.253,1/11/2013,530.51,43.438,0,9.156,0,11,6.571,6.63,0,0,4.8,4.936,0,23.803,0,24.528,18.333,16.944,18.287,16.907,15.918,6.951,29.63,19.32,36.405,18.299,25.518,0,0,0,0,0,5.2,5.2,0,21.5,5.44,41.749,0,0,6.189,50.34
12,,-1.6,0.3,0.1,52.175,1/11/2013,530.106,52.762,0,2.215,0,12,6.633,6.61,0,0,3.5,0,0,24.596,0,24.583,18.207,16.98,18.323,17.603,15.82,6.878,28.952,19.981,35.904,17.958,24.909,0,0,0,0,0,5.2,5.2,0,21.6,5.36,47.26,0,0,8.496,50.362
13,,8.4,0.5,0.7,52.217,1/11/2013,513.151,49.58,0,2.536,0,13,6.613,6.606,-2.075,0,4,1.785,0,24.843,0,24.61,18.194,16.895,18.567,18.104,15.723,8.306,28.304,19.32,35.459,17.949,25.488,0,0,0,0,0,5.2,5.2,0,21.2,5.36,47.093,0,0,15.088,44.553
14,,-.5,0,0,52.172,1/11/2013,513.564,50.32,0,0,0,14,6.611,6.601,6.348,0,2.8,0,20.973,21.766,0,24.432,18.249,16.956,18.409,18.409,15.918,6.709,28.805,18.096,35.57,17.998,24.708,0,0,0,0,0,5.2,5.2,0,21.4,5.36,38.771,0,0,9.687,47.666
15,,-15.6,0,0,52.261,1/11/2013,528.27,49.654,0,0,0,15,6.611,6.591,14.771,0,3.5,0,24.296,24.815,0,24.555,18.319,16.919,18.519,18.226,15.82,6.738,29.659,20.835,35.932,18.279,25.159,0,0,0,0,0,5.2,5.2,0,20.8,5.28,35.264,0,0,1.593,40.602
16,,-4.9,0,0,52.707,1/11/2013,499.364,53.872,0,0,0,16,6.581,6.621,3.784,0,3.5,0,24.145,24.979,0,24.665,18.361,16.871,16.822,18.311,15.723,8.401,0.33,20.916,37.185,18.088,25.079,0,10.046,0,0,0,0,0,0,21.4,5,25.523,0,0,5.493,44.724
17,,-5.4,0,0,52.606,1/11/2013,482.544,50.172,0,0,0,17,6.598,6.583,-3.052,0,2.7,0,24.268,24.733,0,24.637,18.291,18.36,0,2.576,0,8.592,30.101,20.384,37.936,18.209,25.218,0,0,0,0,0,5.2,5.2,0,21.1,5.4,25.272,0,0,6.299,40.694
18,,1.2,0.1,0,52.488,1/11/2013,567.065,50.394,0,0,0,18,6.63,6.598,0,0,2.9,0,24.391,25.007,0,24.596,18.249,18.494,16.614,17.115,14.941,8.614,30.248,20.593,38.966,18.469,24.729,0,33.863,0,0,0,5.2,5.2,0,19.3,5.66,39.829,0,0,10.785,49.862
19,,-16.801,0.1,0,52.459,1/11/2013,571.73,50.468,0,0,0,19,6.584,6.603,12.696,0,2.8,0,24.391,24.993,0,24.596,18.544,18.519,16.834,18.311,15.918,8.701,30.484,20.867,40.413,18.619,24.568,0,19.958,0,0,0,5.2,5.2,0,21.3,5.66,47.372,0,8.826,-1.813,45.176
20,,10.5,4.5,2.1,49.38,1/11/2013,543.738,44.252,0,6.979,0,20,6.631,6.581,-11.963,0,0,2.941,24.391,24.993,0,24.596,17.872,18.531,18.079,18.152,15.82,8.628,30.455,20.738,38.883,18.959,24.578,0,0,0,0,0,5.2,5.2,0,21.3,5.9,38.938,0,0,14.393,37.836
21,,-9.8,0,0,53.18,1/11/2013,501.335,50.024,0,14.736,0,21,6.601,6.601,6.592,0,0,3.465,21.698,21.548,0,24.596,11.023,18.531,18.177,2.844,0,8.599,30.307,21.447,39.133,18.688,24.078,0,0,0,0,0,5.2,5.2,0,21,6.07,25.439,0,0,-2.417,37.625
22,,1.9,0.2,1.7,46.655,1/11/2013,439.792,50.172,0,13.381,0,22,6.608,6.606,0,0,0,8.613,21.848,21.657,0,24.651,0,0,0,2.673,0,8.628,30.425,20.481,38.994,18.529,24.188,0,0,0,0,0,0,5.2,0,21.3,6.07,25.523,0,0,4.486,37.782
23,,-4.2,0,0.3,37.236,1/11/2013,397.191,52.984,0,5.755,0,23,6.59,6.615,-2.197,0,0,20.011,17.733,18.813,0,24.528,0,0,0,2.637,0,8.789,31.073,5.994,0,18.879,24.219,0,0,0,0,0,0,2.2,0,21.2,6,25.523,0,0,-1.703,44.2
0,,-22.901,0,0,0,2/11/2013,381.842,53.132,0,0,0,00,6.6,6.593,-18.067,0,0,0.577,23.968,24.815,0,24.501,0,0,0,2.661,0,8.064,29.07,0,0,19.199,24.078,0,0,0,0,0,0,0,0,22,6,25.718,0,0,-8.112,31.158
1,,-31.101,0,0,0,2/11/2013,356.204,52.614,0,0,0,01,6.6,6.561,-28.199,0,0,0,24.241,24.788,0,0,0,0,0,1.27,0,0,0,0,0,19.009,24.138,0,0,0,0,0,0,0,0,21.1,6,25.606,0,0,-14.814,39.144
2,,-27.601,0,0,0,2/11/2013,345.641,43.216,0,0,0,02,6.621,6.593,-32.105,0,0,0,24.241,24.788,0,0,0,0,0,2.649,0,0,0,0,0,19.059,24.238,0,0,0,0,0,0,0,0,21,6,25.885,0,0,-11.811,36.105
3,,-29.001,0,0,0,2/11/2013,337.161,34.706,0,0,0,03,6.65,6.584,-30.396,0,0,0,24.241,24.993,0,0,0,0,0,2.649,0,0,0,0,0,19.179,24.508,0,0,0,0,0,0,0,0,20.7,6,25.968,0,0,-14.209,37.722
4,,-30.101,0,0,0,2/11/2013,342.177,34.632,0,0,0,04,6.616,6.591,-29.42,0,0,0,24.241,25.007,0,0,0,0,0,2.649,0,0,0,0,0,19.149,24.649,0,0,0,0,0,0,0,0,21,5.8,25.912,0,0,-14.704,42.024
5,,-26.901,0.2,0.2,0,2/11/2013,363.209,48.174,0,0,0,05,6.611,6.561,-20.875,0,0,0,24.241,24.993,0,0,0,0,0,2.673,0,8.665,15.048,0,0,19.199,24.668,0,0,0,0,0,0,0,0,20.7,5.76,25.94,0,0,-12.506,46.359
6,,-9.5,1.1,0.1,12.585,2/11/2013,350.46,42.254,0,0,0,06,6.593,6.611,-10.865,0,0,0,24.255,24.473,0,0,0,0,0,2.673,0,8.621,29.011,0,6.235,18.988,24.418,0,0,0,0,0,0,5.2,0,21,5.92,26.135,0,0,1.685,50.071
7,,5.5,1,0.3,48.942,2/11/2013,369.988,44.104,0,0.389,0,07,6.594,6.623,-7.08,0,0,0,12.496,13.741,0,0,0,0,0,2.71,0,8.643,29.512,0,39.189,19.118,24.609,0,0,0,0,0,5.2,5.2,0,21,5.9,25.968,0,0,0,37.721
8,,14.2,0,0,49.534,2/11/2013,400.591,49.876,0,0,0,08,6.608,6.596,-14.161,0,0,0.683,20.399,21.452,0,0,0,0,0,2.637,0,8.577,29.158,6.333,39.05,19.069,24.878,0,0,0,0,0,5.2,5.2,0,20.8,5.76,25.801,0,0,0,35.239
9,,-13.8,0,0,49.903,2/11/2013,433.04,50.172,0,0,0,09,6.606,6.571,3.052,0,4.488,0,24.419,24.925,0,0,0,0,7.52,2.71,0,8.753,29.954,20.851,39.133,18.308,25.188,0,0,0,0,0,5.2,5.2,0,21.2,5.6,25.912,0,0,0,39.679
10,,-12.2,0.3,0.1,50.696,2/11/2013,439.838,50.098,0,3.453,0,10,6.579,6.62,7.569,0,3.828,2.625,24.2,24.815,0,0,0,0,18.323,2.673,0,9.016,29.335,19.353,38.994,15.949,28.228,0,0,0,0,0,5.2,5.2,0,21,5.61,25.968,0,0,0,37.044
11,,-1.7,0,0,50.864,2/11/2013,445.285,53.724,0,0,0,11,6.633,6.561,7.691,0,4.092,0,24.227,24.815,0,0,18.418,0,18.506,2.661,0,8.643,30.955,19.627,39.217,16.729,27.598,0,0,0,0,0,5.2,5.2,0,20.1,5.4,25.801,0,0,0,36.265
12,,-2.7,0,0,50.703,2/11/2013,445.748,52.91,0,0,0,12,6.6,6.584,8.789,0,4.092,0,24.241,24.925,0,0,18.46,0,18.348,2.686,0,8.394,30.779,19.498,39.05,16.989,27.728,0,0,0,0,0,5.2,5.2,0,21.4,5.51,25.634,0,0,0,36.906
13,,-2.3,0,0,50.431,2/11/2013,427.912,43.438,0,0,0,13,6.608,6.566,6.226,0,0,0,23.872,24.788,0,0,18.432,0,18.348,2.637,0,8.284,30.425,19.417,39.3,17.109,26.709,0,0,0,0,0,5.2,5.2,0,21.1,5.4,25.662,0,0,0,32.872
14,,8.8,0,0,50.344,2/11/2013,419.384,50.172,0,0,0,14,6.616,6.606,0,0,0,0,24.104,24.747,0,0,0,0,18.323,2.637,0,7.456,30.661,19.337,38.855,17.509,27.618,0,0,0,0,0,5.2,5.2,0,21,5.4,25.662,0,0,0,33.675
15,,-14.5,0,0,50.476,2/11/2013,413.079,50.32,0,0,0,15,6.6,6.576,7.935,0,0,0,23.735,24.323,0,0,0,0,3.882,2.673,0,10.672,31.073,18.047,38.604,17.859,26.348,0,0,0,0,0,5.2,5.2,0,20.7,5.4,25.662,0,0,0,33.124
16,,-8.4,4.9,2.6,21.552,2/11/2013,400.729,51.208,0,7.908,0,16,6.578,6.586,10.01,0,0,7.982,24.405,25.102,0,23.899,0,0,0,2.673,0,9.888,30.955,0,39.411,17.708,26.168,0,0,0,0,0,0,5.2,0,20.8,5.51,25.606,0,0,0,35.7
17,,-18.601,0.2,1,21.639,2/11/2013,416.553,53.798,0,4.606,0,17,6.578,6.574,11.841,0,0,4.253,24.405,24.829,0,24.391,0,0,0,2.71,0,9.698,30.278,1.112,39.244,17.658,25.379,10.495,0,0,0,0,5.2,5.2,0,21.5,5.59,25.968,0,0,0,37.488
18,,-1.5,0.1,0,50.27,2/11/2013,533.521,53.872,0,0,0,18,6.564,6.527,6.226,0,0,0,24.405,24.802,10.117,24.309,17.507,17.31,18.983,18.946,17.676,9.844,30.396,20.046,39.05,17.479,25.558,0,0,0,0,0,5.2,5.2,0,21.4,5.9,34.958,0,0,0,31.828
19,,9.5,0.1,0.1,51.578,2/11/2013,539.875,49.654,0,3.013,0,19,6.568,6.571,-5.615,0,0,2.467,24.268,24.241,14.793,24.282,18.432,18.299,18.152,18.128,17.285,9.925,30.396,19.111,38.883,17.828,25.828,0,0,0,0,0,5.2,5.2,0,21,5.92,35.57,0,0,15.088,31.407
20,,-3.3,0.1,0,40.859,2/11/2013,527.189,49.95,0,1.238,0,20,6.579,6.584,3.052,0,0,0.262,24.296,25.048,23.721,23.844,16.807,18.348,18.128,18.165,17.188,10.02,30.779,19.449,39.105,17.578,25.298,0,0,0,0,0,5.2,5.2,0,21.5,5.92,25.801,0,0,5.786,32.134
21,,-2.7,0.1,0,38.649,2/11/2013,484.445,50.32,0,1.744,0,21,6.626,6.578,6.958,0,0,4.568,22.997,23.735,24.091,24.104,9.58,18.519,18.482,2.588,0,10.013,30.72,20.529,39.3,17.349,25.159,0,0,0,0,0,5.2,5.2,0,21,5.9,25.912,0,0,2.692,32.432
22,,-12.9,0,0,41.97,2/11/2013,435.801,52.836,0,0,0,22,6.608,6.571,0,0,0,2.94,23.653,24.542,24.118,24.132,0,0,0,2.637,0,9.91,30.749,0,21.598,17.669,25.778,0,0,0,0,0,0,5.2,0,21.2,5.9,25.328,0,0,-2.417,40.092
23,,-25.201,0,0,0,2/11/2013,392.018,53.206,0,0,0,23,6.596,6.559,-1.587,0,0,0,24.2,25.048,24.118,24.132,0,0,0,2.698,0,10.071,30.896,0,0,17.788,25.708,0,0,0,0,0,0,0,0,21.3,5.9,26.024,0,0,-11.408,40.055
0,,-33.101,0,0,0,3/11/2013,365.803,51.282,0,0.541,0,00,6.573,6.608,-20.508,0,0,0.472,10.91,11.991,24.118,24.132,0,0,0,1.318,0,0,0,0,0,17.268,25.438,0,0,0,0,0,0,0,0,21,5.96,25.467,0,0,-19.208,34.263
1,,-31.901,0,0,0,3/11/2013,342.332,42.92,0,0.229,0,01,6.631,6.576,-26.49,0,0,2.152,24.296,25.02,18.225,17.842,0,0,0,0,0,0,0,0,0,17.799,25.968,0,0,0,0,0,0,0,0,21.1,0,25.523,0,0,-19.007,0
2,,-31.001,0,0,0,3/11/2013,330.641,43.586,0,0,0,02,6.594,6.579,-27.833,0,0,2.048,18.43,19.469,15.668,14.807,0,0,0,0,0,0,0,0,0,17.729,25.979,0,0,0,0,0,0,0,0,21.2,6.07,25.829,0,0,-17.505,0
3,,-31.601,0,0.8,0,3/11/2013,329.995,43.734,0,0,0,03,6.594,6.61,-25.269,0,0,1.207,18.991,20.044,16.27,15.422,0,0,0,0,0,0,0,0,0,17.759,26.348,0,0,0,0,0,0,0,0,21.1,6.07,25.272,0,0,-20.307,0
4,,-28.801,0.6,0,0,3/11/2013,326.4,34.114,0,0.483,0,04,6.573,6.549,-29.054,0,0,0.63,21.657,22.382,15.956,15.272,0,0,0,0,0,0,0,0,0,17.779,25.979,0,0,0,0,0,0,0,0,21.4,6.3,25.189,0,0,-17.212,0
5,,-34.101,0.1,0,0,3/11/2013,338.743,50.172,0,0,0,05,6.611,6.563,-20.997,0,0,0,23.667,24.678,14.643,14.561,0,0,0,0,0,0,0,0,0,18.088,25.928,0,0,0,0,0,0,0,0,21.4,6.07,25.606,0,0,-18.714,0
6,,-19.101,0.1,0,0,3/11/2013,313.215,42.476,0,0,0,06,6.601,6.605,-6.836,0,0,0,16.024,16.899,23.817,23.762,0,0,0,0,0,0,0,0,0,17.929,26.008,0,0,0,0,0,0,0,0,21,6.07,25.467,0,0,-6.903,32.84
7,,-23.801,0.1,0,0,3/11/2013,328.167,50.32,0,0,0,07,6.603,6.594,-2.197,0,0,0,16.12,17.022,24.118,24.678,0,0,0,0,0,0,0,0,0,17.918,25.798,0,0,0,0,0,0,0,0,21,6,25.439,0,0,-11.518,38.586
8,,-22.801,0.1,0,16.212,3/11/2013,349.541,50.394,0,0,0,08,6.603,6.596,-4.273,0,0,0,15.901,17.036,24.132,24.391,0,0,0,0,0,8.657,0,0,0,17.689,25.898,0,0,0,0,0,0,0,0,21,6,25.606,0,0,-9.503,33.84
9,,-26.101,0.1,0,25.772,3/11/2013,364.033,50.098,0,0,0,09,6.613,6.62,-1.465,0,0,0.577,17.063,18.307,24.227,24.364,0,0,0,0,0,9.983,0,0,0,17.748,25.769,0,0,0,0,0,0,0,0,20.5,6,25.467,0,0,-12.909,33.556
10,,-24.601,0.1,0,15.282,3/11/2013,358.523,50.024,0,0,0,10,6.631,6.615,2.686,0,0,1.207,24.173,24.925,24.227,24.391,0,0,0,0,0,9.939,0,0,0,17.859,25.278,0,0,0,0,0,0,0,0,21,6,25.606,0,0,-13.514,33.556
11,,-27.401,0.1,0,30.245,3/11/2013,371.082,50.32,0,0.503,0,11,6.588,6.581,11.719,0,0,2.572,23.981,24.911,24.227,24.391,0,0,0,2.698,0,9.873,0,0,0,17.909,25.228,0,0,0,0,0,0,5.2,0,21,5.7,25.551,0,0,-15.217,32.605
12,,-20.101,0.5,1.7,31.418,3/11/2013,374.62,44.992,0,3.879,0,12,6.606,6.596,5.615,0,0,8.14,23.735,24.706,24.487,24.378,0,0,0,2.649,0,11.294,0,0,0,18.279,25.119,0,0,0,0,0,0,5.2,0,21,5,25.634,0,0,-12.909,31.913
13,,-20.201,4.6,3.8,0,3/11/2013,386.644,50.246,0,12.202,0,13,6.618,6.594,2.808,0,0,11.974,24.405,24.87,24.446,24.2,0,0,0,2.673,0,10.269,0,0,0,18.619,25.339,0,0,0,0,0,0,0,0,21,5.9,25.69,0,0,-19.117,40.482
14,,-22.301,10.3,5.5,0,3/11/2013,371.125,45.066,0,17.475,0,14,6.598,6.581,3.54,0,0,16.334,13.248,14.192,24.446,24.214,0,0,0,2.649,0,0,0,0,0,18.589,25.498,0,0,0,0,0,0,0,0,20.5,5.8,25.69,0,0,-25.617,40.185
15,,-25.601,11.4,4,0,3/11/2013,372.371,44.844,0,14.641,0,15,6.613,6.588,3.906,0,0,10.451,24.159,24.87,24.446,24.214,0,0,0,2.661,0,2.725,0,0,0,17.528,26.308,0,0,0,0,0,0,0,0,21,5.98,25.69,0,0,-25.214,23.187
16,,-27.401,8.6,3.6,0,3/11/2013,370.45,49.95,0,12.601,0,16,6.579,6.59,4.151,0,0,9.82,15.532,16.598,24.446,24.145,0,0,0,2.698,0,0,0,0,0,17.429,26.258,0,0,0,0,0,0,0,0,20.7,6.15,25.912,0,0,-25.819,40.074
17,,-37.301,1.1,0.7,0,3/11/2013,381.018,50.542,0,2.857,0,17,6.591,6.576,10.498,0,0,0,24.35,25.061,24.296,24.35,0,0,0,2.673,0,11.748,0,0,0,17.278,26.008,0,0,0,0,0,0,5.2,0,20.8,6,25.523,0,0,-22.01,50.552
18,,-21.101,0.1,0.1,53.649,3/11/2013,512.23,50.024,0,2.183,0,18,6.588,6.591,21.363,0,0,0,22.559,22.969,24.432,24.268,18.291,0,17.042,2.649,0,11.609,31.279,20.481,39.217,17.259,26.218,0,0,0,0,0,5.2,5.2,0,21,6.07,25.551,0,8.972,-11.518,49.417
19,,-20.101,0.3,0,53.423,3/11/2013,523.574,49.728,0,0.486,0,19,6.578,6.591,18.189,0,0,0,22.477,23.366,24.391,24.255,18.249,18.409,18.189,2.661,0,11.353,31.014,18.998,38.827,17.398,26.478,0,0,0,0,0,5.2,5.2,0,21,6.23,25.551,0,4.871,-6.409,43.772
20,,-17.401,0,0,50.171,3/11/2013,487.3,50.246,0,0,0,20,6.566,6.566,20.875,0,0,0,21.889,22.778,24.473,24.309,18.418,0,18.543,2.649,0,11.316,30.896,19.643,39.328,17.299,26.568,0,0,0,0,0,5.2,5.2,0,21,6.23,25.69,0,12.635,-8.203,40.228
21,,-33.001,0,0,52.821,3/11/2013,446.244,50.394,0,0,0,21,6.588,6.564,28.077,0,0,0,16.831,17.924,24.391,24.282,0,0,0,2.698,0,11.58,31.78,11.376,39.551,17.159,26.438,0,0,0,0,0,5.2,5.2,0,21.9,6.23,25.718,0,18.595,-17.304,37.986
22,,-33.101,0,0,41.169,3/11/2013,391.006,50.616,0,0,0,22,6.601,6.603,13.306,0,0,0,9.379,10.541,24.391,24.282,0,0,0,2.698,0,11.565,31.633,0,0,17.318,26.258,0,0,0,0,0,0,5.2,0,21.4,6.15,25.718,0,5.402,-17.304,37.787
23,,-38.701,0,0,0,3/11/2013,352.818,50.246,0,0,0,23,6.615,6.573,3.052,0,0,0,22.204,23.516,20.536,19.073,0,0,0,2.637,0,5.969,0,0,0,17.259,26.528,0,0,0,0,0,0,0,0,21.7,6.23,25.94,0,0,-20.307,35.848
0,,-41.601,0,0,0,4/11/2013,326.485,50.394,0,0,0,00,6.583,6.566,-15.015,0,0,0,7.684,0,14.725,0,0,0,0,2.747,0,2.754,0,0,0,17.349,26.348,0,0,0,0,0,0,0,0,21.8,6.23,25.94,0,0,-26.405,36.564
1,,-36.001,0,0,0,4/11/2013,315.789,50.098,0,0,0,01,6.623,6.556,-28.199,0,0,0,8.012,0,24.884,0,0,0,0,2.722,0,2.739,0,0,0,17.499,27.218,0,0,0,0,0,0,0,0,21.2,6.15,25.885,0,0,-20.618,0
2,,-35.901,0,0,0,4/11/2013,312.628,50.616,0,0,0,02,6.626,6.601,-29.664,0,0,0,8.395,0,19.797,0,0,0,0,2.686,0,2.747,0,0,0,17.469,27.108,0,0,0,0,0,0,0,0,21.5,6.23,25.523,0,0,-20.014,0
3,,-30.001,5.1,3.4,0,4/11/2013,310.314,49.728,0,8.57,0,03,6.6,6.581,-20.631,0,0,0,7.356,0,24.569,0,0,0,0,2.649,0,2.747,0,0,0,17.299,26.648,0,0,0,0,0,0,0,0,21.6,6.23,25.578,0,0,-20.215,0
4,,-37.001,0.1,0,0,4/11/2013,316.029,50.616,0,0,0,04,6.621,6.584,-24.293,0,0,1.89,8.08,0,23.27,5.893,0,0,0,2.71,0,2.754,0,0,0,17.188,27.058,0,0,0,0,0,0,0,0,21.4,6.15,25.356,0,0,-22.01,0
5,,-26.901,0.1,0,0,4/11/2013,346.765,50.986,0,0,0,05,6.598,6.61,-15.259,0,0,0,11.061,0,24.214,24.583,0,0,0,2.271,0,2.703,0,0,0,17.369,27.108,0,0,0,0,0,0,0,0,21.6,6.23,25.384,0,0,-12.708,42.85
6,,-4.1,0.1,0,2.026,4/11/2013,355.687,50.098,0,0,0,06,6.588,6.59,-5.982,0,0,0,25.567,0,25.171,25.034,0,0,0,1.306,0,10.027,29.836,0,0,17.379,26.738,0,0,0,0,0,0,5.2,0,21.7,6.23,25.356,0,0,4.688,50.552
7,,-1,0.1,0,35.927,4/11/2013,376.229,50.764,0,0,0,07,6.616,6.601,0,0,0,0,7.752,0,24.528,24.255,0,0,0,2.686,0,9.939,29.954,0,37.547,17.139,26.518,0,0,0,0,0,0,5.2,0,21.4,6.07,25.411,0,0,8.185,40.026
8,,-7.6,0.1,0,52.822,4/11/2013,429.996,50.616,0,0,0,08,6.643,6.576,5.005,0,0,0,19.374,20.604,24.487,24.145,0,0,0,2.759,0,10.1,30.513,0.371,38.131,17.199,26.678,0,0,0,0,0,5.2,5.2,0,21,5.92,25.356,0,0,3.992,37.599
9,,-6.7,0.1,0,52.816,4/11/2013,484.442,50.616,0,0,0,09,6.623,6.61,5.371,0,0,0,22.956,23.803,24.487,24.268,0,0,19.129,0,0,10.042,29.806,19.53,37.992,16.928,26.778,0,0,0,0,0,5.2,5.2,0,21,5.84,25.3,0,0,3.296,47.073
10,,-7.5,0.1,0,53.259,4/11/2013,504.653,50.468,0,0,0,10,6.626,6.64,7.935,0,0,0,22.956,23.585,24.487,24.241,19.202,17.176,18.519,0,0,10.122,29.836,19.61,38.075,16.718,26.839,0,0,0,0,0,5.2,5.2,0,21,5.7,25.411,0,0,3.699,37.817
11,,-9.2,0.1,0,53.166,4/11/2013,520.352,43.882,0,0,0,11,6.584,6.579,6.47,0,0,0,14,14.957,24.487,24.241,18.418,17.261,18.653,17.75,16.016,10.144,29.954,21.077,39.551,17.039,26.839,0,0,0,0,0,5.2,5.2,0,20.8,5.67,24.604,0,0,2.197,37.647
12,,-1.8,0.1,0,52.77,4/11/2013,511.141,47.508,0,0,0,12,6.583,6.596,0,0,0,0,24.022,24.938,24.487,24.241,18.165,17.029,17.957,0,4.297,9.661,29.335,20.368,37.046,17.159,26.888,0,0,0,0,0,5.2,5.2,0,20.8,5.68,25.439,0,0,7.086,41.195
13,,-21.701,0.1,0,52.633,4/11/2013,514.971,50.542,0,0,0,13,6.631,6.615,14.039,0,0,0,20.577,21.889,24.514,24.241,18.264,17.164,18.03,0,0,8.533,29.718,20.9,37.602,16.449,26.818,0,0,0,0,0,5.2,5.2,0,21,5.6,25.69,0,8.542,-10.016,41.925
14,,-8.1,0.1,0,52.763,4/11/2013,530.015,50.764,0,0,0,14,6.648,6.564,7.324,0,0,0,24.241,25.007,24.473,24.282,18.249,17.115,18.165,18.616,0,8.408,28.216,20.996,37.686,16.769,26.938,0,0,0,0,0,5.2,5.2,0,21,5.6,24.771,0,0,3.497,40.845
15,,-8,0.1,0,52.74,4/11/2013,520.84,49.95,0,0,0,15,6.623,6.563,8.667,0,0,0,24.241,24.843,24.514,24.159,18.418,17.042,17.908,18.274,0,9.236,27.715,20.626,37.964,16.619,26.848,0,0,0,0,0,5.2,5.2,0,21,5.67,25.133,0,0,3.699,38.62
16,,-10.3,0.1,0,52.837,4/11/2013,532.865,50.394,0,0,0,16,6.618,6.618,-1.343,0,0,0,22.149,22.956,24.555,24.145,18.445,18.445,17.774,0,0,9.998,27.774,20.545,37.519,16.679,26.458,0,0,0,0,0,5.2,5.2,0,21,5.67,24.91,0,0,0.897,47.386
17,,-9.9,0.1,0,52.86,4/11/2013,486.601,50.468,0,1.171,0,17,6.635,6.591,8.789,0,0,0,15.176,16.311,20.755,19.838,18.487,18.628,18.03,0,0,10.1,29.659,21.012,37.964,16.749,26.738,0,0,0,0,0,5.2,5.2,0,20.9,5.8,25.996,0,0,2.582,37.704
18,,-1.7,0.1,0,53.807,4/11/2013,581.575,50.024,0,2.306,0,18,6.594,6.596,-1.465,0,0,0,23.639,24.432,24.337,24.036,18.264,18.397,17.725,18.104,17.09,9.903,29.512,20.481,37.463,16.699,26.539,0,0,0,0,0,5.2,5.2,0,20.5,5.91,42.334,0,0,5.988,50.435
