,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,CEN,EEC,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,AMY-L9030,TCPI-L9150,Demanda,Date
19,19,18.544,18.58,18.336,0,0,9.156,31.603,24.155,41.36,0,0,0,52.695,49.728,0,0,25.634,25.69,0,22,8,15.436,0,24.596,24.378,0,37.008,0,0,0,5.2,0,0,24.8,6.23,47.4,2.686,-4.1,7.892,524.051,1/6/2012
20,20,0,0,18.384,0,0,9.178,31.81,24.138,40.107,0,0,0,52.371,49.58,0,0,25.634,25.69,0,23,8,22.368,21.739,24.542,24.255,0,37.688,0,0,0,5.2,0,0,25,6.38,47.4,1.221,-7.8,5.09,523.953,1/6/2012
21,21,0,0,0,0,0,9.141,31.839,24.396,39.829,0,0,0,42.219,49.802,0,0,25.606,25.69,0,22.911,8,14.821,17.282,24.542,24.46,0,37.627,0,0,0,0,0,0,25.2,6.3,47.4,3.174,-9.3,4.798,478.382,1/6/2012
22,22,0,0,0,0,0,9.119,31.78,24.316,39.885,0,0,0,0,49.876,0,0,25.606,0,0,23.1,8.5,19.319,20.755,24.61,24.446,0,37.627,0,0,0,0,0,0,25,6.29,47.4,-6.226,-.9,8.094,416.661,1/6/2012
23,23,0,0,0,0,0,9.134,31.132,0,39.606,0,1.5,1.9,0,49.58,0,0,25.606,0,0,23,8.184,15.094,16.981,24.651,24.501,0,36.987,0,0,0,0,0,0,24.8,6.38,40,2.808,-6.1,1.996,380.348,1/6/2012
0,00,0,0,0,0,0,9.353,32.193,0,0,0,0,0,0,50.098,0,0,25.523,0,0,23.495,8.844,20.932,22.258,24.405,24.501,0,36.958,0,0,0,0,0,0,24.8,6.3,48.247,-1.953,-1.2,6.391,354.669,2/6/2012
1,01,0,0,0,0,0,9.141,16.196,0,0,0,0,0,0,49.21,0,0,25.439,0,0,22.776,8.316,20.973,17.993,24.637,24.487,0,37.957,0,0,0,0,0,0,25,6.3,48.247,-8.789,-.2,6.098,339.563,2/6/2012
2,02,0,0,0,0,0,9.251,0,0,0,0,0,0,0,50.024,0,0,25.634,0,0,23.427,8.844,23.475,23.94,24.501,24.35,0,36.537,0,0,0,0,0,0,25,0,48.366,6.104,-9.6,-1.813,328.658,2/6/2012
3,03,0,0,0,0,0,9.258,0,0,0,0,0,0,0,49.802,0,0,25.606,0,0,22.843,8.316,21.301,18.512,24.596,24.487,0,36.658,0,0,0,0,0,0,25,6.4,48.366,0,-4.1,3.992,321.253,2/6/2012
4,04,0,0,0,0,0,9.199,0,0,0,0,0,0,0,49.506,0,0,25.606,0,0,22.731,8.184,23.393,24.091,24.337,24.159,0,37.027,0,0,0,0,0,0,25.5,6.5,48.366,0,-3.9,4.193,328.266,2/6/2012
5,05,0,0,0,0,0,9.251,29.129,0,0,0,0,0,0,52.54,0,0,25.606,0,0,23.315,8.316,19.852,15.655,24.446,24.091,0,37.327,0,0,0,0,0,0,25.2,6.5,48.341,3.174,-6.6,4.285,348.67,2/6/2012
6,06,0,0,0,0,0,9.199,32.31,0,0,0,0,0,0,52.466,0,0,25.523,0,0,23.293,6.336,8.682,8.819,24.323,24.2,0,37.298,0,0,0,0,0,0,24.8,6.5,48.341,-4.273,0,8.899,327.424,2/6/2012
7,07,0,0,0,0,0,9.068,31.574,0,0,0,4.1,3.8,0,51.208,0,0,25.523,0,0,22.776,7.92,20.563,18.143,24.487,24.186,0,37.237,0,0,0,0,0,0,25.6,6.3,48.464,-4.517,-2,6.098,361.368,2/6/2012
8,08,0,0,0,0,0,9.156,30.189,17.999,29.559,0,4.5,4.4,0,50.616,0,0,25.523,0,0,24.101,8.052,16.489,17.241,24.61,24.501,0,37.508,0,0,0,0,0,0,25.7,6.23,48.464,10.865,-2.3,4.083,392.19,2/6/2012
9,09,0,0,0,0,0,9.053,31.073,0,40.024,0,10.5,7.9,21.428,49.58,0,0,25.161,0,0,22.821,7.524,17.829,18.499,24.665,24.487,0,37.688,0,0,0,0,0,0,25.5,6.15,48.325,-26.734,12.2,14.393,428.327,2/6/2012
10,10,0,0,0,0,0,8.95,31.22,0,39.551,0,16.801,11.8,34.643,49.58,0,0,25.05,0,0,23.405,7.524,16.598,17.268,24.706,24.378,0,37.298,0,0,0,0,0,0,25.4,5.92,48.325,-12.574,13.6,16.883,430.508,2/6/2012
11,11,0,0,0,0,0,8.921,31.603,0,39.829,0,13.9,10,36.055,50.172,0,0,25.105,0,0,23.719,7.92,19.401,20.153,24.706,24.391,0,37.348,0,0,0,5.2,0,0,25.1,5.8,48.325,26.368,-10.5,-9.302,451.082,2/6/2012
12,12,0,0,0,0,0,8.745,31.044,13.584,40.803,0,11.2,9.6,28.216,51.504,0,0,25.328,0,0,19.744,8.316,23.38,24.091,24.706,24.596,0,37.468,0,0,0,5.2,0,0,0,5.82,49.821,8.057,-1.7,1.593,435.216,2/6/2012
13,13,0,0,0,0,0,8.701,30.926,0,41.22,0,8.5,7.7,15.604,48.914,0,0,25.328,0,0,24.236,8.184,23.407,23.968,24.432,24.241,0,36.417,0,0,0,0,0,0,24.5,5.92,48.405,-8.911,5.3,6.299,427.915,2/6/2012
14,14,0,0,0,0,0,8.767,30.72,0,40.219,0,4,2.6,25.714,49.58,0,0,25.328,0,0,24.371,8.184,19.606,20.358,24.419,24.35,0,36.597,0,0,0,0,0,0,25.2,5.84,48.498,2.686,-3.9,1.282,424.283,2/6/2012
15,15,0,0,0,0,0,8.921,31.279,1.257,40.302,0,1.5,0,15.645,50.024,0,0,25.328,0,0,24.506,8.58,21.753,22.258,24.61,24.323,0,37.537,0,0,0,0,0,0,25.1,5.76,48.155,3.906,-10,1.19,421.742,2/6/2012
16,16,0,0,0,0,0,8.672,30.248,0,40.998,0,5.9,4.5,0,48.914,0,0,24.966,0,0,0,3.432,22.956,23.626,24.542,24.514,0,36.767,0,0,0,0,0,0,25.4,5.92,48.3,-25.391,-.9,8.185,397.761,2/6/2012
17,17,0,0,0,0,0,8.76,30.631,4.254,41.248,0,2.8,2.7,11.577,50.838,0,0,25.077,0,0,0,7.788,22.231,22.696,24.596,24.501,0,37.308,0,0,0,0,0,0,24.6,5.95,49.657,0,5,8.899,383.313,2/6/2012
18,18,0,0,0,0,0,8.848,30.838,23.301,39.885,0,2.1,2.3,0,44.77,0,0,25.105,0,0,22.619,6.996,23.38,23.872,24.583,24.61,0,36.658,0,0,0,0,0,0,24.4,5.99,41.022,-26.978,3.2,13.092,421.963,2/6/2012
19,19,16.415,16.59,16.199,0,0,9.163,31.957,24.461,40.024,0,0,0,48.149,50.616,0,0,25.161,0,0,23.562,8.976,14.916,15.791,24.542,24.583,0,37.048,0,0,0,5.2,0,0,0,0,48.748,-50.905,-9.1,3.296,538.81,2/6/2012
20,20,16.303,16.724,16.346,0,0,9.17,31.545,18.192,40.274,0,0,0,48.118,50.098,0,0,25.495,0,0,23.18,7.524,23.257,23.995,24.637,24.72,0,37.457,0,0,0,5.2,0,0,0,5.67,48.748,-14.039,5.4,12.598,492.694,2/6/2012
21,21,0,0,0,0,0,8.943,31.309,22.35,41.109,0,7.8,4.7,19.583,45.658,0,0,25.745,0,0,8.513,0,23.38,23.94,24.678,24.514,0,37.277,0,0,0,0,0,0,25,5.8,41.335,0,-6,-4.212,431.886,2/6/2012
22,22,0,0,0,0,0,9.016,31.368,11.715,41.443,0,5.6,5.6,0,45.732,0,0,25.217,0,0,23.248,8.052,19.442,20.139,24.487,24.555,0,37.388,0,0,0,0,0,0,25,6.46,41.146,-24.903,11.1,15.4,404.011,2/6/2012
23,23,0,0,0,0,0,9.104,31.839,0,21.793,0,1.4,1.4,0,44.844,0,0,25.578,0,0,23.068,7.788,21.753,22.341,24.555,24.542,0,37.038,0,0,0,0,0,0,24.9,6.38,48.007,0,2,8.185,366.145,2/6/2012
0,00,0,0,0,0,0,9.141,16.668,0,0,0,16.301,12.8,0,50.172,0,0,26.024,0,0,23.719,8.448,7.342,8.244,24.514,24.501,0,37.547,0,0,0,0,0,0,25.2,6.3,48.122,3.174,-2.2,-3.809,347.878,3/6/2012
1,01,0,0,0,0,0,0,0,0,0,0,15.601,10.5,0,49.728,0,0,26.024,0,0,23.405,8.58,16.516,17.282,24.514,24.501,0,37.638,0,0,0,0,0,0,25.1,6.3,38.495,1.221,-.9,-1.209,325.072,3/6/2012
2,02,0,0,0,0,0,0,0,0,0,0,5.2,5.8,0,50.172,0,0,25.773,0,0,24.236,8.184,23.571,24.241,24.72,24.323,0,37.107,0,0,0,0,0,0,25,5.92,24.695,-3.418,-5.2,-4.102,321.662,3/6/2012
3,03,0,0,0,0,0,0,0,0,0,0,20.401,13.1,0,50.098,0,0,26.135,0,0,24.393,8.052,10.637,11.28,24.692,24.528,0,36.977,0,0,0,0,0,0,25.2,6.15,28.568,0,-1,-1.41,312.621,3/6/2012
4,04,0,0,0,0,0,0,0,0,0,0,18.801,13.7,0,50.098,0,0,25.801,0,0,23.809,7.656,15.627,16.133,24.596,24.569,0,37.298,0,0,0,0,0,0,25.2,6.23,25.42,3.052,3.6,-1.007,309.293,3/6/2012
5,05,0,0,0,0,0,0,0,0,0,0,18.101,13.1,0,49.876,0,0,25.495,0,0,20.732,7.788,20.235,21.028,24.747,24.35,0,37.227,0,0,0,0,0,0,25.1,6.15,28.688,-4.273,4,0,322.89,3/6/2012
6,06,0,0,0,0,0,0,0,0,0,0,19.901,14,0,50.172,0,0,25.885,0,0,22.372,8.184,18.239,19.182,24.651,24.473,0,37.518,0,0,0,0,0,0,25.1,6,16.757,12.94,-.5,-4.614,304.639,3/6/2012
7,07,0,0,0,0,0,0,0,0,0,0,16.501,10.7,0,49.284,0,0,25.885,0,0,24.348,7.656,23.202,24.118,0,24.542,0,36.597,0,0,0,0,0,0,25.1,5.94,47.963,-15.015,11.2,8.789,316.862,3/6/2012
8,08,0,0,0,0,0,9.148,0,0,0,0,27.901,16.701,0,49.95,0,0,25.328,0,0,23.922,7.92,18.69,19.374,0,24.542,0,36.738,0,0,0,0,0,0,24.8,5.9,48.078,-18.677,13.4,3.882,340.387,3/6/2012
9,09,0,0,0,0,0,9.053,0,0,0,0,27.801,15.901,0,50.764,0,0,25.328,0,0,24.865,7.92,23.516,24.241,0,24.542,0,37.097,0,0,0,0,0,0,24.7,5.8,48.078,0,2.7,-2.014,348.96,3/6/2012
10,10,0,0,0,0,0,8.657,32.134,0,0,0,32.701,20.201,0,43.068,0,0,25.411,0,0,24.573,8.844,14.26,15.122,0,24.542,0,36.327,0,0,0,0,0,0,24.7,5.92,41.106,9.766,4.3,-6.5,350,3/6/2012
11,11,0,0,0,0,0,0,30.425,0,0,0,19.901,15.601,0,49.506,0,0,25.467,0,0,23.922,8.448,23.53,24.104,0,24.542,0,36.488,0,0,0,0,0,0,24.7,5.8,40.988,-5.86,4,-.311,355.553,3/6/2012
12,12,0,0,0,0,0,8.965,30.867,0,0,0,8.1,7.3,0,51.578,0,0,25.467,0,0,23.787,6.732,23.106,23.968,0,24.542,0,37.197,0,0,0,0,0,0,24.7,5.67,49.942,-37.721,15,11.499,363.143,3/6/2012
13,13,0,0,0,0,0,8.907,29.365,22.108,0,0,2.9,2.4,0,49.432,0,0,25.133,0,0,22.686,7.656,23.544,24.063,0,24.542,0,37.547,0,0,0,0,0,0,24.6,5.59,48.638,-7.935,-7.3,1.483,372.863,3/6/2012
14,14,0,0,0,0,0,8.687,29.011,5.398,31.757,0,0.3,0.6,0,49.802,0,0,25.189,0,0,16.689,7.128,23.585,23.968,0,24.542,0,32.507,0,0,0,0,0,0,24.6,5.59,48.677,3.662,-4.2,2.49,356.078,3/6/2012
15,15,0,0,0,0,0,8.819,16.579,0,41.61,0,1.1,0.9,2.319,43.66,0,0,25.244,0,0,22.596,7.788,14.807,15.45,24.596,24.432,0,37.097,0,0,0,0,0,0,24.5,5.67,41.055,3.052,-4.1,1.392,357.878,3/6/2012
16,16,0,0,0,0,0,8.877,0,0,41.721,0,0.5,0.5,0,49.728,0,0,25.244,0,0,22.304,8.448,20.782,21.083,24.596,24.487,0,36.327,0,0,0,0,0,0,24.6,5.67,40.934,13.916,-7.2,0,349.085,3/6/2012
17,17,0,0,0,0,0,9.617,0,0,41.387,0,1.8,0.9,0,49.728,0,0,25.161,0,0,22.372,8.316,19.715,20.303,24.514,24.555,0,37.327,0,0,0,0,0,0,25,5.8,48.694,1.953,-4.6,4.083,363.783,3/6/2012
18,18,0,0,0,0,0,10.525,31.869,0,41.415,0,0.9,0.7,0,50.098,0,0,25.161,0,0,22.664,8.448,19.579,20.467,24.583,24.542,0,36.117,0,0,0,0,0,0,25.2,5.9,48.806,-10.376,-.8,7.489,400.661,3/6/2012
19,19,18.558,18.958,18.592,0,0,10.525,31.898,22.785,42.028,0,0,0,49.237,44.992,0,0,25.161,0,0,22.349,8.052,11.102,11.621,24.46,24.296,0,37.648,0,0,0,5.2,0,0,25.3,6.23,41.008,5.493,-6.9,1.685,499.722,3/6/2012
20,20,0,0,18.262,0,0,10.43,31.78,22.753,41.248,0,0,0,48.728,50.172,0,0,25.467,0,0,23.046,8.184,20.864,21.561,24.46,24.542,0,37.747,0,0,0,5.2,0,0,25.2,6.15,48.521,22.706,-10.8,-.806,483.215,3/6/2012
21,21,0,0,0,0,0,10.298,31.103,22.527,41.387,0,0,0,39.437,50.098,0,0,25.745,0,0,19.789,8.052,20.276,20.714,24.61,24.487,0,36.627,0,0,0,0,0,0,24.8,6.22,48.639,12.207,-10.3,1.996,450.906,3/6/2012
22,22,0,0,0,0,0,10.122,30.926,10.329,40.469,0,0,0,0,49.802,0,0,25.467,0,0,23.001,7.788,16.311,17.282,24.542,24.788,0,37.608,0,0,0,0,0,0,26,6.15,41.429,-25.88,-.1,8.789,409.205,3/6/2012
23,23,0,0,0,0,0,10.335,0,0,41.026,0,0,0,0,49.728,0,0,25.467,0,0,22.304,8.316,22.614,23.175,24.473,24.391,0,37.797,0,0,0,0,0,0,25.6,6.15,39.15,10.987,-9.8,0.183,359.156,3/6/2012
0,00,0,0,0,0,0,10.379,0.33,0,0,0,0,0,0,50.764,0,0,25.467,0,0,23.315,7.788,23.462,24.186,24.487,24.473,0,38.047,0,0,0,0,0,0,25.5,6.15,48.75,4.517,-6.2,1.794,332.987,4/6/2012
1,01,0,0,0,0,0,10.401,0.33,0,0,0,7.8,3.4,0,50.468,0,0,25.606,0,0,23.091,8.448,13.221,14.055,24.692,24.391,0,36.778,0,0,0,0,0,0,25.7,6.18,48.439,0,-3.1,0.787,325.313,4/6/2012
2,02,0,0,0,0,0,10.364,0,0,0,0,11.1,7.4,0,33.67,0,0,25.745,0,0,22.866,8.976,12.414,13.385,24.46,24.378,0,36.797,0,0,0,0,0,0,25.3,6.15,48.439,-1.465,-5.7,0,318.609,4/6/2012
3,03,0,0,0,0,0,10.613,0,0,0,0,5,4,0,40.552,0,0,25.745,0,0,22.596,7.92,23.38,23.968,24.61,24.555,0,37.447,0,0,0,0,0,0,25.2,6.22,33.202,14.649,-9.9,-2.106,312.365,4/6/2012
4,04,0,0,0,0,0,10.327,0,0,0,0,3.5,3.3,0,49.802,0,0,25.745,0,0,23.046,8.052,21.739,21.999,24.665,24.528,0,37.147,0,0,0,0,0,0,24,6.22,41.131,4.395,-4.1,2.893,322.013,4/6/2012
5,05,0,0,0,0,0,10.437,0,0,8.461,0,9.1,7,0,50.172,0,0,25.745,0,0,22.933,8.58,20.645,20.96,24.733,24.555,0,36.367,0,0,0,0,0,0,24.5,6.44,48.467,9.033,-4.7,-1.209,345.971,4/6/2012
6,06,0,0,0,0,0,10.423,0,0,38.938,0,9.5,7,0,33.374,0,0,25.495,0,0,22.551,8.448,19.729,20.522,24.706,24.528,0,37.787,0,0,0,0,0,0,24.8,6.15,41.46,13.062,-6.4,-3.113,351.862,4/6/2012
7,07,0,0,0,0,0,10.657,0,0,37.825,0,12.8,8.9,0,50.542,0,0,25.857,0,0,23.383,8.052,13.604,11.198,24.473,24.528,0,36.727,0,0,0,0,0,0,25.5,6.31,48.74,-1.831,-.8,1.886,369.841,4/6/2012
8,08,0,0,0,0,0,10.254,1.821,0.371,36.712,33.813,16.201,10.5,0,50.542,0,0,25.495,0,0,23.293,8.184,23.434,24.05,24.637,24.35,0,37.057,0,0,0,0,0,0,0,0,50.095,-15.503,1.1,1.19,425.236,4/6/2012
9,09,16.33,16.163,16.407,5.982,0,10.357,28.746,18.95,37.157,0,11.8,8.6,46.852,32.782,0,0,25.439,0,0,23.697,8.052,7.547,7.821,24.542,24.473,0,36.987,0,0,0,5.2,0,0,24.5,6.07,41.106,24.659,-8.9,-5.914,475.715,4/6/2012
10,10,16.568,16.785,16.675,0,0,10.533,29.247,22.318,37.38,0,12.4,9.5,33.015,34.558,0,0,25.3,0,0,23.854,7.524,17.364,19.893,24.528,24.569,0,37.397,0,0,0,5.2,0,0,24.5,5.82,48.658,13.306,-8.4,-8.313,506.993,4/6/2012
11,11,18.249,18.433,17.933,0,0,10.284,28.422,22.076,37.101,0,12.2,11.5,39.113,33.3,0,0,25.467,0,0,23.405,8.316,19.456,17.46,24.528,24.514,0,36.927,0,0,0,5.2,0,0,24.5,5.77,48.775,-16.114,-6.2,0.293,534.95,4/6/2012
12,12,18.361,18.506,17.957,18.311,0,9.478,27.656,21.866,36.739,0,7.1,6.2,51.395,33.448,0,0,25.384,0,0,22.776,8.052,16.68,16.311,24.528,24.282,0,36.837,0,0,0,5.2,0,0,24.3,5.81,48.775,4.273,-1,2.399,520.28,4/6/2012
13,13,15.42,16.663,16.419,16.749,0,10.342,28.216,21.963,38.326,0,12.8,9.4,41.121,34.336,0,0,25.384,0,0,23.203,8.052,11.539,16.762,24.542,24.473,0,36.947,0,0,0,5.2,0,0,24.3,5.67,41.227,20.631,1,-6.116,493.539,4/6/2012
14,14,16.961,17.359,18.262,0,0,10.247,26.566,20.803,36.656,0,12.7,10.5,50.219,34.41,0,0,25.578,0,0,22.843,8.052,14.575,20.385,24.528,24.473,0,37.088,0,0,0,5.2,0,0,24.3,5.6,48.723,0,7.1,1.282,507.646,4/6/2012
15,15,16.611,9.717,16.443,0,0,8.657,26.978,21.173,36.294,0,19.501,12.4,50.547,28.86,0,0,25.94,0,0,23.046,8.052,11.498,11.881,24.528,24.35,0,37.097,0,0,0,5.2,0,0,24.4,5.6,41.253,8.789,-2,-5.603,488.84,4/6/2012
16,16,0,0,17.823,0,0,8.54,0.33,20.771,36.127,10.152,16.401,13.4,51.442,33.67,0,0,25.773,0,0,22.843,7.92,15.75,20.194,24.692,24.651,0,35.807,0,0,0,5.2,0,0,0,3,48.58,0,-.4,-3.314,446.78,4/6/2012
17,17,0,0,0,0,0,9.954,27.538,20.464,36.433,0,10.8,7.9,51.465,33.67,0,0,25.773,0,0,23.068,8.052,19.934,19.88,24.678,24.624,0,37.168,0,0,0,0,0,0,24.7,6.5,48.58,-13.794,0.8,4.395,469.81,4/6/2012
18,18,18.333,18.726,18.445,7.776,0,10.071,28.569,20.9,38.437,0,1.9,2.4,14.786,34.78,0,0,25.69,0,0,22.843,8,15.504,16.954,24.46,24.446,0,36.998,0,0,0,5.2,0,0,24.7,6.45,50.044,-11.353,0.8,9.595,477.37,4/6/2012
19,19,18.376,18.653,18.287,13.697,0,10.144,28.569,22.656,38.604,0,1.7,2.1,42.048,50.172,0,0,25.718,0,0,23.27,8,13.713,20.262,24.678,24.46,0,36.778,0,0,0,5.2,0,0,24.7,6.23,41.156,-9.156,-3.4,9.888,521.839,4/6/2012
20,20,18.236,0,18.03,0,0,9.961,28.157,22.398,38.493,0,4.8,4.6,52.053,49.802,0,0,25.356,0,0,23.697,8,20.085,19.811,24.692,24.432,0,37.117,0,0,0,5.2,0,0,24.5,6.3,40.981,14.527,-9.7,-.311,502.186,4/6/2012
21,21,0,0,0,0,0,10.078,28.481,22.382,38.242,0,5.1,3.5,29.208,50.542,0,0,25.356,0,0,23.18,8,19.852,19.866,24.596,24.487,0,37.247,0,0,0,0,0,0,24.7,6.23,48.554,29.908,-13.5,-4.706,437.899,4/6/2012
22,22,0,0,0,0,0,10.02,28.245,22.398,38.215,0,0,0,18.096,49.95,0,0,25.356,0,0,23.832,8,7.328,0,24.596,24.487,0,36.037,0,0,0,0,0,0,24.5,6.2,48.668,18.433,-10.8,-.513,388.768,4/6/2012
23,23,0,0,0,0,0,10.1,28.481,0,38.354,0,1.1,0,8.215,45.436,0,0,25.356,0,0,22.933,8,0,0,24.309,24.159,0,36.797,0,0,0,0,0,0,24.6,6.2,41.27,-1.587,-6.7,2.692,350.935,4/6/2012
0,00,0,0,0,0,0,10.137,27.155,0,40.191,0,5.8,4,0,38.85,0,0,25.328,0,0,23.113,8,0,0,24.637,24.528,0,37.088,0,0,0,0,0,0,24.7,6.2,36.856,0,-.6,4.688,332.445,5/6/2012
1,01,0,0,0,0,0,10.108,0,0,40.553,0,6.2,4.7,0,40.607,0,0,25.328,0,0,23.697,8,8.709,0,24.651,24.337,0,36.998,0,0,0,0,0,0,24.7,6,42.987,3.296,0,4.688,319.591,5/6/2012
2,02,0,0,0,0,0,0,0,0,0,0,1.2,1,0,50.838,0,0,25.244,0,0,23.427,8,23.885,24.542,24.651,24.542,0,37.048,0,0,0,0,0,0,24.8,6.26,42.987,3.052,-7,0,322.372,5/6/2012
3,03,0,0,0,0,0,0,0,0,0,0,0.2,0,0,46.913,0,0,25.411,0,0,23.585,8,23.885,24.596,24.651,24.309,0,36.998,0,0,0,0,0,0,25,6.2,48.602,-7.08,-1.5,6.793,320.167,5/6/2012
4,04,0,0,0,0,0,3.757,0,0,0,0,0.5,0.1,0,46.605,0,0,25.606,0,0,23.18,8,23.885,24.596,24.651,24.501,0,37.377,0,0,0,0,0,0,24.5,6.2,48.602,0,-6.3,1.483,326.827,5/6/2012
5,05,0,0,0,0,0,10.335,0,0,40.107,0,7.9,5.5,0,42.402,0,0,25.634,0,0,19.923,8,19.059,19.333,24.432,24.241,0,37.377,0,0,0,0,0,0,24.6,6.2,41.012,4.517,-3.7,0.183,355.085,5/6/2012
