,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,CEN,EEC,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,AMY-L9030,TCPI-L9150,Demanda,Date
20,20,0,0,0,0,0,12.437,30.808,24.074,41.666,0,39.301,22.501,54.595,50.986,16.872,0,25.885,25.662,0,33.019,22.176,7.78,7.397,0,0,2.628,38.407,0,0,0,0,0,0,19.7,5.91,48.116,-17.945,13.7,4.083,530.082,1/3/2012
21,21,0,0,0,0,0,12.752,0,0,41.666,0,37.201,22.601,54.482,50.468,16.28,0,25.885,26.052,0,30.817,18.084,12.305,19.962,0,0,2.522,38.577,0,0,0,0,0,0,19.8,5.92,48.116,-11.963,8.2,-5.109,492.371,1/3/2012
22,22,0,0,0,0,0,12.452,0,0,41.304,0,39.401,22.501,0,50.69,16.724,0,25.885,26.135,0,32.188,18.216,7.178,10.528,0,0,2.496,38.898,0,0,0,0,0,0,19.4,5.99,48.237,-26.612,22.701,4.285,417.849,1/3/2012
23,23,0,0,0,0,0,6.79,0,0,0,0,39.601,22.401,0,52.54,17.02,0,25.885,25.801,0,33.221,18.612,12.743,15.874,0,0,2.751,38.638,0,0,0,0,0,0,19.5,6.1,43.02,-25.391,22.301,5.585,377.972,1/3/2012
0,00,0,0,0,0,0,0,0,0,0,0,37.601,22.501,0,50.616,16.576,0,25.523,25.801,0,31.671,18.612,7.055,7.342,0,0,1.266,38.638,0,0,0,0,0,0,20.1,6.15,43.02,-34.303,23.101,9.284,354.39,2/3/2012
1,01,0,0,0,0,0,0,0,0,0,0,37.301,22.501,0,49.802,0,0,25.523,25.801,0,34.546,18.612,18.567,16.612,17.186,0,2.558,38.907,0,0,0,0,0,0,20.2,6.1,0,-35.401,21.601,6.592,341.394,2/3/2012
2,02,0,0,0,0,0,0,0,0,0,0,37.201,22.501,0,50.69,16.28,0,26.246,25.745,0,32.21,15.576,14.329,9.885,14.493,0,1.063,38.137,0,0,0,0,0,0,19.5,6.1,0,-42.238,29.201,12.983,329.98,2/3/2012
3,03,0,0,0,0,0,0,0,0,0,0,39.601,22.501,0,50.246,16.502,0,25.801,25.745,0,30.48,16.896,9.803,8.026,14.438,0,2.602,38.367,0,0,0,0,0,0,19.8,6.15,0,-33.204,24.601,7.086,328.475,2/3/2012
4,04,0,0,0,0,0,0,0,0,0,0,38.301,22.501,0,50.394,16.206,0,25.718,25.745,0,32.008,13.2,19.975,21.042,0,0,2.47,39.188,0,0,0,0,0,0,19.8,6.1,0,-41.749,29.401,10.895,334.071,2/3/2012
5,05,0,0,0,0,0,0,0,0,0,0,39.301,22.401,0,50.246,16.428,0,25.718,25.551,0,31.918,16.236,7.069,7.055,13.139,0,2.619,38.917,0,0,0,0,0,0,19.3,6.1,42.94,-31.007,27.601,7.196,361.108,2/3/2012
6,06,0,0,0,0,0,0,0,0,0,0,38.801,20.501,0,50.986,16.65,0,25.718,25.578,0,31.783,17.82,14.588,13.563,14.151,0,1.151,38.548,0,0,0,0,0,0,19.1,6.1,47.912,-26.856,22.301,4.999,382.476,2/3/2012
7,07,0,0,0,0,0,0,0,0,0,0,39.201,22.401,0,51.282,16.798,0,25.718,25.551,0,32.48,17.688,13.098,12.92,15.956,0,2.584,39.117,0,0,0,0,0,0,19.2,6.15,47.912,0,9.9,-5.914,384.07,2/3/2012
8,08,0,0,0,0,0,11.038,0,0,0,0,38.701,22.401,15.612,51.356,16.872,0,25.718,25.69,0,32.951,17.16,20.7,25.061,16.516,0,1.811,38.338,0,0,0,0,0,0,19.4,6.1,47.912,10.62,10.2,-7.416,419.933,2/3/2012
9,09,0,0,0,0,0,10.855,0,0,0,0,35.001,22.401,54.013,50.616,16.65,0,25.718,25.467,0,31.693,16.632,17.706,20.467,17.022,17.104,2.593,39.127,0,0,0,0,0,0,19.4,6.5,47.912,-25.147,22.201,3.882,476.281,2/3/2012
10,10,0,0,0,0,0,10.869,0,0,38.27,0,37.101,21.801,54.635,50.838,16.724,0,25.718,25.551,0,30.817,20.46,15.34,16.954,14.944,15.368,1.705,39.087,0,0,0,0,0,0,19.3,5.76,41.942,-18.799,13.5,1.593,506.89,2/3/2012
11,11,0,0,0,0,0,10.994,0,0,36.712,0,26.601,16.601,54.123,50.764,16.65,0,25.467,25.912,0,30.233,19.536,23.544,24.186,23.694,23.79,2.074,39.427,0,0,0,0,0,0,20,5.6,48.249,-16.236,8,3.699,528.694,2/3/2012
12,12,0,0,0,0,0,10.804,28.864,0,39.662,0,17.701,14.6,53.822,51.134,16.65,0,25.467,25.885,0,30.278,14.784,19.36,18.622,17.719,17.979,2.074,37.587,0,0,0,0,0,0,19.6,5.37,48.249,-15.381,9.2,7.196,515.196,2/3/2012
13,13,0,0,0,0,0,12.312,29.924,0,39.272,0,12.5,8.4,54.244,50.542,16.502,0,25.467,25.94,0,30.593,16.764,18.909,19.1,19.1,19.169,2.233,38.827,0,0,0,0,0,0,18.8,5.48,48.249,-30.763,16.401,16.388,510.301,2/3/2012
14,14,0,0,0,0,0,10.686,28.422,22.495,37.157,0,14,11.9,53.908,51.06,15.762,0,25.467,25.94,0,26.887,14.52,20.768,21.739,14.247,14.766,1.424,38.437,0,0,0,0,0,0,18.8,5.36,48.249,-48.83,19.101,17.689,534.034,2/3/2012
15,15,0,0,0,0,0,10.598,29.541,24.01,36.183,0,24.301,14.6,54.056,49.95,15.762,0,25.801,25.94,0,29.919,15.048,15.108,14.192,0,15.026,1.697,38.997,0,0,0,0,0,0,19,5.44,48.249,-33.57,15,9.687,522.301,2/3/2012
16,16,0,0,0,0,0,10.752,30.307,24.428,35.042,0,24.901,15,47.65,51.282,15.836,0,25.69,25.912,0,31.828,15.312,15.354,19.456,0,0,1.978,38.118,0,0,0,0,0,0,19,5.67,48.249,-21.973,9.5,3.186,511.052,2/3/2012
17,17,0,0,0,0,0,10.664,15.961,0,39.523,0,29.501,17.301,47.607,51.208,15.688,0,25.69,25.551,0,34.456,21.12,8.367,9.598,0,0,1.995,38.447,0,0,0,0,0,0,19,5.67,48.249,-4.761,13.4,4.688,452.269,2/3/2012
18,18,0,0,0,0,0,12.598,0,0,40.246,0,38.601,22.501,47.814,44.844,14.578,0,25.69,25.189,0,31.648,17.292,10.364,10.008,0,0,1.767,38.208,0,0,0,0,0,0,19,5.84,48.249,-31.983,22.001,5.182,459.237,2/3/2012
19,19,0,0,0,0,0,12.825,31.397,24.896,40.052,0,36.001,21.301,47.662,44.918,14.726,0,25.69,25.578,0,31.851,19.8,23.421,23.298,0,18.006,2.127,38.707,0,0,0,0,0,0,19.3,5.92,48.249,7.202,9.6,0,538.923,2/3/2012
20,20,0,0,0,0,0,12.408,30.513,24.235,39.551,0,36.401,22.601,47.388,50.394,16.65,0,25.69,25.578,0,30.952,16.896,19.907,21.657,0,0,1.934,38.118,0,0,0,0,0,0,18.8,5.99,48.249,-24.903,13.8,2.49,542.525,2/3/2012
21,21,0,0,0,0,0,12.495,15.755,0,39.495,0,37.301,22.601,47.724,51.208,16.65,0,25.69,25.578,0,29.739,14.652,16.557,21.903,0,0,1.811,38.158,0,0,0,0,0,0,19,6.1,48.249,-11.109,15.9,1.282,484.563,2/3/2012
22,22,0,0,0,0,0,12.635,0,0,40.274,0,39.101,22.401,0,50.764,16.428,0,25.69,25.3,0,32.255,17.952,15.641,21.37,0,0,2.101,38.737,0,0,0,0,0,0,18.9,6.15,48.249,-15.015,17.101,1.282,430.58,2/3/2012
23,23,0,0,0,0,0,12.576,0,0,0,0,37.601,20.401,0,50.838,16.576,0,25.69,25.662,0,33.041,15.84,13.672,13.467,0,0,1.898,38.857,0,0,0,0,0,0,18.9,6.2,48.249,-32.105,20.801,4.596,386.176,2/3/2012
0,00,0,0,0,0,0,0,0,0,0,0,38.801,22.601,0,50.764,16.576,0,25.328,25.662,0,31.693,15.048,11.608,10.91,0,0,2.048,38.837,0,0,0,0,0,0,19.3,6.1,41.157,-34.059,23.701,6.098,360.693,3/3/2012
1,01,0,0,0,0,0,0,0,0,0,0,38.401,22.601,0,51.208,16.576,0,25.69,25.3,0,31.02,20.724,16.133,16.366,0,15.067,2.101,38.267,0,0,0,0,0,0,19.3,6.1,0,-23.316,19.101,3.186,345.883,3/3/2012
2,02,0,0,0,0,0,0,0,0,0,0,36.901,22.401,0,50.838,16.502,0,25.578,25.3,0,35.557,19.272,13.495,12.209,0,13.918,2.004,39.068,0,0,0,0,0,0,19.3,6.1,0,-37.599,26.801,10.584,338.657,3/3/2012
3,03,0,0,0,0,0,0,0,0,0,0,36.901,22.501,0,51.208,16.502,0,25.578,25.384,0,33.131,20.46,18.922,17.993,0,0,2.013,38.508,0,0,0,0,0,0,19.3,6.1,0,-28.687,21.101,6.189,335.898,3/3/2012
4,04,0,0,0,0,0,0,0,0,0,0,38.501,22.501,0,51.356,16.576,0,25.578,25.384,0,28.391,19.14,20.317,20.96,0,0,2.004,38.647,0,0,0,0,0,0,19.3,6.1,0,-30.519,22.801,6.189,336.284,3/3/2012
5,05,0,0,0,0,0,0,0,0,0,0,36.801,20.501,0,51.8,16.724,0,25.578,25.384,0,29.964,15.84,7.356,7.52,0,17.172,2.065,39.137,0,0,0,0,0,0,19.3,6.1,30.981,-18.189,15.3,0,355.112,3/3/2012
6,06,0,0,0,0,0,0,0,0,0,0,39.001,20.301,0,50.912,16.576,0,25.578,25.384,0,29.627,19.272,12.688,16.68,0,0,2.197,38.797,0,0,0,0,0,0,19.3,6.1,30.981,-16.236,21.201,2.893,345.536,3/3/2012
7,07,0,0,0,0,0,0,0,0,0,0,38.701,22.501,0,50.838,16.576,0,25.578,25.384,0,25.561,18.744,18.253,20.139,0,0,2.259,38.267,0,0,0,0,0,0,19.3,6.1,38.065,-31.373,19.601,4.688,373.35,3/3/2012
8,08,0,0,0,0,0,12.539,0,0,0,0,38.401,22.501,0,51.134,16.65,0,25.578,25.384,0,27.673,17.16,22.231,21.479,0,15.887,1.828,38.198,0,0,0,0,0,0,19.3,6.1,38.065,2.808,3.3,-7.215,401.215,3/3/2012
9,09,0,0,0,0,0,12.671,0,0,40.052,0,36.901,22.601,0,51.504,16.946,0,25.578,25.384,0,23.742,17.688,20.276,16.297,0,20.467,1.986,38.787,0,0,0,0,0,0,19.3,6.1,38.065,-25.636,18.501,3.296,438.184,3/3/2012
10,10,0,0,0,0,0,12.422,0,0,39.773,0,37.101,20.101,0,50.616,16.502,0,25.578,26.052,0,25.09,20.064,23.407,24.678,14.711,14.356,1.854,32.008,0,0,0,0,0,0,19.3,6.1,38.065,-29.542,17.101,7.782,452.437,3/3/2012
11,11,0,0,0,0,0,12.657,0,0,40.33,0,29.301,20.601,21.955,50.32,16.576,0,25.912,25.885,0,25.808,11.484,22.628,17.118,20.303,19.975,2.268,39.037,0,0,0,0,0,0,19.3,6.1,38.065,-26.978,16.201,10.382,465.978,3/3/2012
12,12,0,0,0,0,0,12.071,0,0,38.688,0,21.001,15.901,21.564,50.69,16.28,0,25.634,25.885,0,24.595,13.728,22.983,22.3,22.505,22.313,2.153,39.387,0,0,0,0,0,0,19.3,6.1,38.065,-22.706,12.9,11.298,459.651,3/3/2012
13,13,0,0,0,0,0,12.144,0,0,39.217,0,12.6,11.3,31.526,51.43,16.28,0,25.662,25.885,0,27.987,16.236,14.862,16.981,14.493,13.987,1.749,38.277,0,0,0,0,0,0,19.3,6.1,48.105,-21.485,19.301,14.283,432.022,3/3/2012
14,14,0,0,0,0,0,12.027,0,0,38.688,0,14.3,9.6,31.401,51.948,16.206,0,25.634,25.885,0,31.244,16.236,10.049,19.838,0,15.313,1.846,39.087,0,0,0,0,0,0,19.3,6.1,48.131,-19.654,10.2,8.698,433.589,3/3/2012
15,15,0,0,0,0,0,11.844,0,0,38.688,0,10.8,9.4,31.288,51.134,16.428,0,26.107,25.773,0,33.086,15.972,9.407,14.096,0,14.821,2.083,37.917,0,0,0,0,0,0,19.3,6.1,48.131,-23.194,12.3,11.682,421.587,3/3/2012
16,16,0,0,0,0,0,11.99,0,0,39.94,0,9.8,8.3,28.831,51.134,16.354,0,25.745,25.773,0,33.4,17.16,10.596,7.971,0,14.875,1.468,39.217,0,0,0,0,0,0,19.3,6.1,48.131,-30.152,16.701,16.095,413.441,3/3/2012
17,17,0,0,0,0,0,12.195,0,0,40.302,0,15,9.5,0,51.8,16.428,0,25.718,25.773,0,33.805,15.312,20.016,19.1,0,0,1.872,39.077,0,0,0,0,0,0,19.3,6.1,48.131,-20.753,14.9,8.991,396.291,3/3/2012
18,18,0,0,0,0,0,12.635,0,0,41.61,0,17.101,9.4,33.294,51.8,16.724,0,26.079,25.773,0,32.569,16.632,10.227,10.76,0,17.008,1.5,39.047,0,0,0,0,0,0,19.3,6.1,48.131,-26.978,14.6,14.1,433.968,3/3/2012
19,19,0,0,0,0,0,12.715,28.952,21.576,42,0,31.001,18.901,54.456,51.504,16.872,0,25.69,25.773,0,29.38,16.896,15.75,16.407,15.081,14.985,1.635,39.207,0,0,0,0,0,0,19.3,6.1,48.131,-9.033,12.2,4.083,545.062,3/3/2012
20,20,0,0,0,0,0,12.342,14.635,0,41.471,0,26.501,18.501,54.393,50.986,16.576,0,25.69,25.773,0,31.334,22.308,17.596,17.856,22.149,22.751,1.846,37.997,0,0,0,0,0,0,19.3,6.1,48.219,-21.119,13.3,8.496,533.647,3/3/2012
21,21,0,0,0,0,0,12.415,0,0,41.554,0,35.801,22.501,32.88,50.912,16.576,0,25.69,25.773,0,32.592,16.368,12.51,12.647,21.301,20.358,1.811,38.328,0,0,0,0,0,0,19.3,6.1,48.219,-25.391,18.601,2.783,497.643,3/3/2012
22,22,0,0,0,0,0,12.452,0,0,41.443,0,29.301,20.001,0,50.764,0,0,25.69,25.411,0,31.379,16.632,22.395,24.555,0,25.28,1.178,38.397,0,0,0,0,0,0,19.3,6.1,48.219,-11.841,11.1,2.087,437.151,3/3/2012
23,23,0,0,0,0,0,12.444,0,0,21.821,0,29.601,20.801,0,49.654,0,0,25.69,25.411,0,33.715,20.46,15.573,14.78,0,15.696,1.811,38.137,0,0,0,0,0,0,19.3,6.1,48.219,-26.978,17.101,5.988,403.102,3/3/2012
0,00,0,0,0,0,0,12.444,0,0,0,0,31.001,19.901,0,49.284,0,0,25.69,25.3,0,33.4,18.348,17.514,21.589,0,0,2.11,39.1,0,0,0,0,0,0,19,6.1,47.2,-31.861,23.901,10.089,365.852,4/3/2012
1,01,0,0,0,0,0,12.452,0,0,0,0,23.301,16.701,0,49.358,0,0,25.69,25.272,0,34,20.196,14.657,16.858,0,0,2.04,38.8,0,0,0,0,0,0,19,6.22,47.2,-32.228,20.501,11.39,352.082,4/3/2012
2,02,0,0,0,0,0,0,0,0,0,0,29.001,19.401,0,49.654,0,0,25.634,24.994,0,33.1,19.536,10.774,7.383,0,0,1.88,38.7,0,0,0,0,0,0,19,6.3,47.2,-29.054,16.901,6.189,338.521,4/3/2012
3,03,0,0,0,0,0,0,0,0,0,0,25.901,17.501,0,51.43,0,0,25.3,25.523,0,31.5,19.272,15.381,16.735,0,0,1.77,38.9,0,0,0,0,0,0,19,6.3,40,-7.324,12.8,2.985,326.052,4/3/2012
4,04,0,0,0,0,0,0,0,0,0,0,27.801,19.001,0,49.358,0,0,25.69,25.523,0,34,16.896,14.67,8.381,0,0,1.8,38.8,0,0,0,0,0,0,19,6.3,40,-38.453,25.401,13.184,327.088,4/3/2012
5,05,0,0,0,0,0,0,0,0,0,0,25.801,18.801,0,49.95,0,0,25.69,25.523,0,33.1,16.5,15.163,15.942,0,0,1.828,38.8,0,0,0,0,0,0,19,6.35,47.2,-28.809,19.801,11.097,337.491,4/3/2012
6,06,0,0,0,0,0,0,0,0,0,0,16.301,12.3,0,50.246,0,0,25.495,25.523,0,32.906,17.292,6.74,5.92,0,16.639,2.13,38.9,0,0,0,0,0,0,19,6.5,47.2,-26.002,1.4,22.596,325.182,4/3/2012
7,07,0,0,0,0,0,12.708,0,0,0,0,17.201,13.2,0,50.024,0,0,25.551,25.523,0,32.8,17.16,0,0,0,17.501,1.547,38.7,0,0,0,0,0,0,19.2,6.4,47.2,-4.395,-5.2,9.687,324.536,4/3/2012
8,08,0,0,0,0,0,12.642,0,0,39.996,0,10.1,9.8,0,42.328,0,0,25.634,25.523,0,32.2,17.952,0,0,0,14.629,1.48,38.8,0,0,0,0,0,0,19,6.3,47.9,0,-9,11.884,341.4,4/3/2012
9,09,0,0,0,0,0,12.635,0,0,39.578,0,21.401,12.1,0,43.586,0,0,25.773,25.551,0,33,14.652,0,0,0,15.491,1.52,39.267,0,0,0,0,0,0,19,6,47.9,0,-6,7.691,355.796,4/3/2012
10,10,0,0,0,0,0,12.62,0,0,38.02,0,13,7.3,16.533,50.394,0,0,25.801,25.523,0,31.2,16.632,0,0,0,14.411,1.521,38.8,0,0,0,0,0,0,19,5.95,47.9,0,-9.7,15.583,358.681,4/3/2012
11,11,0,0,0,0,0,12.437,0,0,38.27,0,18.101,11.4,8.814,43.142,0,0,25.606,25.523,0,32.6,15.972,0,0,0,15.409,2.092,38.8,0,0,0,0,0,0,19.1,5.6,47.9,0,-14,8.386,366.368,4/3/2012
12,12,0,0,0,0,0,11.932,0,0,37.519,0,15,14.4,0,49.95,0,0,25.606,25.523,0,32.4,16.764,0,14.862,0,15.723,1.95,39.3,0,0,0,0,0,0,19,5.6,47.9,0,-1.7,-2.216,377.345,4/3/2012
13,13,0,0,0,0,0,11.939,0,0,38.521,0,20.401,16.301,0,49.358,0,0,25.606,25.523,0,32.9,16.632,0,11.58,0,15.012,2.2,38.8,0,0,0,0,0,0,19,5.6,47.9,0,0.9,-1.611,377.984,4/3/2012
14,14,0,0,0,0,0,12.122,0,0,39.05,0,19.901,16.101,0,49.21,0,0,25.606,25.523,0,32.5,19.14,0,9.543,0,13.795,2.08,39.1,0,0,0,0,0,0,20,5.36,47.9,0,4.6,-.604,372.935,4/3/2012
15,15,0,0,0,0,0,12.107,0,0,40.608,0,15.901,11.5,0,43.068,0,0,25.662,25.439,0,31,10.032,0,10.254,0,23.366,2.1,38.8,0,0,0,0,0,0,19.8,5.28,47.9,0,-3.1,-2.307,368.224,4/3/2012
16,16,0,0,0,0,0,11.946,0,0,39.885,0,15.401,14.3,0,42.994,0,0,25.662,25.718,0,33,21.12,0,8.121,0,16.407,2.109,38.8,0,0,0,0,0,0,19.6,5.36,47.9,0,0.8,0,367.494,4/3/2012
17,17,0,0,0,0,0,12.254,0,0,41.721,0,25.201,17.801,0,44.104,0,0,25.69,25.411,0,33,18.612,9.379,7.069,0,0,2.022,38.9,0,0,0,0,0,0,20,5.28,40,0,7.4,-.311,359.353,4/3/2012
18,18,0,0,0,0,0,11.968,0,0,41.443,0,39.301,22.401,0,48.544,0,0,25.272,25.439,0,32.5,18.216,11.198,11.95,0,0,1.93,39.1,0,0,0,0,0,0,19.9,5.21,47.2,0,5.3,-6.5,402.772,4/3/2012
19,19,0,0,0,0,0,12.554,13,0,41.582,0,37.301,22.601,53.598,50.986,16.428,0,25.662,25.718,0,32,15.972,7.11,6.918,21.028,23.475,2.013,38.7,0,0,0,0,0,0,19.9,5.36,47.2,-21.729,12.1,0.385,528.3,4/3/2012
20,20,0,0,0,0,0,12.43,0,0,41.527,0,39.401,22.601,42.363,50.912,16.798,0,25.356,25.718,0,31,19.008,14.93,12.633,23.858,24.159,1.55,38.5,0,0,0,0,0,0,20,5.52,47.2,-25.025,18.601,3.497,518.391,4/3/2012
21,21,0,0,0,0,0,12.4,0,0,40.998,0,38.901,22.501,8.618,50.616,16.502,0,25.272,25.718,0,33,18.876,13.7,14.739,23.612,24.132,2.61,38.9,0,0,0,0,0,0,19.5,5.6,47.2,-21.241,19.601,2.49,482.545,4/3/2012
22,22,0,0,0,0,0,12.554,0,0,0,0,38.901,22.501,0,51.356,16.576,0,25.272,25.718,0,32.3,14.916,17.501,18.786,21.534,20.303,2.083,38.7,0,0,0,0,0,0,18.8,5.84,47.2,-12.818,14.6,-1.502,430.558,4/3/2012
23,23,0,0,0,0,0,12.437,0,0,0,0,36.701,22.501,0,51.134,16.206,0,25.3,25.384,0,31.9,18.216,7.78,6.754,0,14.452,1.995,38.2,0,0,0,0,0,0,19.6,5.92,47.2,-36.622,28.201,10.382,379.764,4/3/2012
0,00,0,0,0,0,0,0,0,0,0,0,37.601,22.501,0,51.948,16.502,0,25.3,25.356,0,32.15,15.18,15.286,20.426,0,0,2.29,38.8,0,0,0,0,0,0,19.2,5.92,22.36,-15.992,19.101,-.311,348.022,5/3/2012
1,01,0,0,0,0,0,0,0,0,0,0,39.301,22.501,0,52.022,16.724,0,25.3,25.356,0,32.2,16.632,23.243,9.803,0,0,1.69,39,0,0,0,0,0,0,19,6,0,-27.1,20.801,3.79,331.281,5/3/2012
2,02,0,0,0,0,0,0,0,0,0,0,38.801,22.501,0,51.652,16.428,0,25.411,25.356,0,33.2,21.12,13.836,17.323,0,0,1.872,38.7,0,0,0,0,0,0,19,6,0,-29.176,22.101,6.189,332.144,5/3/2012
3,03,0,0,0,0,0,0,0,0,0,0,39.101,22.401,0,50.69,0,0,25.411,25.356,0,32.2,17.292,24.186,24.35,0,0,1.65,38.6,0,0,0,0,0,0,19,6,0,-18.677,17.201,2.985,324.728,5/3/2012
4,04,0,0,0,0,0,0,0,0,0,0,39.201,22.301,0,50.394,16.502,0,25.467,25.495,0,30.6,17.952,16.407,23.311,0,0,1.635,39,0,0,0,0,0,0,19,6,0,-19.044,21.601,5.182,325.511,5/3/2012
5,05,0,0,0,0,0,0,0,0,0,0,36.401,22.601,0,51.134,16.65,0,25.467,25.495,0,33.5,13.992,14.999,22.354,0,0,1.846,38.6,0,0,0,0,0,0,19.2,6,29,-28.565,20.301,6.995,358.412,5/3/2012
