,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
22,2.9,11.3,7.2,29.479,29/7/2013,419.604,52.392,16.798,15.544,0,22,6.958,13.387,0,19.066,22.395,23.134,25.499,0,0,0,0,0,0,11.477,31.957,0,0,26.378,26.598,0,0,0,0,0,0,0,0,12.8,5.67,26.219,0,0,-4.102,44.451
23,6.7,11.4,7.2,0,29/7/2013,380.119,52.392,16.724,21.654,0,23,2.686,13.365,0,18.908,16.379,17.377,15.45,0,0,0,0,0,0,11.587,32.252,0,0,26.308,26.709,0,0,0,0,0,0,0,0,11.4,5.6,26.191,0,0,-6.409,41.049
0,-10.8,10.4,4.8,0,30/7/2013,357.56,52.096,16.798,13.145,0,00,5.005,13.5,0,10.031,13.932,15.176,0,0,0,0,0,0,0,11.529,32.399,0,0,26.598,26.348,0,0,0,0,0,0,0,0,11.4,5.6,26.107,0,0,-11.005,44.529
1,-14.5,15.701,11.3,0,30/7/2013,338.208,52.17,13.024,18.545,0,01,13.672,13.4,0,7.404,17.118,18.239,0,0,0,0,0,0,0,11.433,0,0,0,26.499,25.658,0,0,0,0,0,0,0,0,14.6,5.8,26.163,0,3.671,-19.703,44.294
2,-18.101,14.1,9.6,0,30/7/2013,346.592,51.948,16.502,17.991,0,02,11.841,13.8,0,11.554,14.452,15.381,0,0,0,0,0,0,0,11.228,0,0,0,26.778,25.778,0,0,0,0,0,0,0,0,14.6,5.78,26.191,0,0,-22.211,42.438
3,-5,16.401,10.2,0,30/7/2013,339.956,50.986,0,19.7,0,03,0,13.5,0,15.336,19.169,20.399,0,0,0,0,0,0,0,0,0,0,0,26.788,25.958,0,0,0,0,0,0,0,0,14.3,5.76,26.219,0,0,-14.008,47.699
4,5.2,24.201,15.201,0,30/7/2013,349.535,45.066,14.504,32.439,0,04,8.789,13.589,0,20.957,16.694,17.719,0,0,0,0,0,0,0,0,0,0,0,28.488,28.508,0,0,0,0,0,0,0,0,14,5.84,26.163,0,0,-16.114,44.03
5,8,17.801,14.3,0,30/7/2013,375.518,52.984,17.094,32.598,0,05,7.447,13.9,0,11.711,23.858,24.555,17.022,0,0,0,0,0,0,0.461,0,0,0,27.598,27.638,0,0,0,0,0,0,0,0,14.2,5.76,26.079,0,0,-9.906,49.362
6,3.7,16.601,13.7,0,30/7/2013,382.901,50.764,16.724,34.402,0,06,8.057,13.5,0,16.387,11.075,11.854,0,0,0,0,0,0,0,11.58,32.369,0,0,29.948,30.008,0,0,0,0,0,0,0,0,14.2,5.6,25.968,0,0,-13.715,42.006
7,6.6,17.001,13.5,1.978,30/7/2013,400.669,52.762,16.724,33.984,0,07,15.259,13,0,18.698,21.452,22.245,0,0,0,0,0,0,0,11.617,32.605,0,0,29.698,29.218,0,0,0,0,0,0,0,0,14.2,5.44,26.024,0,0,-12.012,50.37
8,0.1,19.501,15.1,44.734,30/7/2013,454.189,51.504,16.576,24.83,0,08,16.48,13.499,0,18.383,24.022,24.432,24.938,0,0,0,0,0,0,10.108,32.635,0,0,29.708,30.428,0,0,0,0,0,0,0,0,14.2,5.4,25.69,0,6.702,-13.916,37.866
9,8.1,26.301,16.301,37.915,30/7/2013,511.925,51.134,16.576,29.696,0,09,6.714,13.4,0,16.334,17.022,18.116,15.354,15.969,0,0,0,0,0,11.221,32.252,20.078,30.254,29.268,28.897,0,0,0,0,0,5.2,0,0,13.8,5.1,25.662,0,0,-11.115,33.64
10,18.401,24.201,15.901,47.682,30/7/2013,526.144,51.43,16.576,33.131,0,10,-1.221,13.5,0,21.902,24.009,24.555,15.641,0,0,0,0,0,0,9.698,31.986,17.548,33.26,28.228,29.178,0,0,0,0,0,0,0,0,12,4.9,25.885,0,0,-6.812,42.749
11,12.5,22.301,16.701,32.656,30/7/2013,551.512,51.874,16.576,28.428,0,11,0,13.252,0,22.27,24.009,24.569,24.487,24.186,0,0,0,0,0,11.053,31.574,17.661,33.372,29.298,27.838,0,0,0,0,0,1,0,0,9.8,4.7,25.718,0,0,-6.812,50.206
12,4.2,23.801,18.701,48.005,30/7/2013,535.705,44.4,14.356,30.096,0,12,18.311,13.5,0,18.96,18.69,19.415,19.975,18.813,0,0,18.177,0,0,10.833,31.515,17.645,33.427,28.488,28.758,0,0,0,0,0,5.2,0,0,9.8,4.6,25.745,0,0,-17.304,38.012
13,-2.7,5.9,6.4,37.969,30/7/2013,528.139,51.208,16.502,9.696,0,13,3.418,13,0,10.609,23.968,24.624,24.268,23.968,0,0,18.763,0,0,10.62,31.014,17.467,33.26,28.328,29.418,0,0,0,0,0,5.2,0,0,11.4,4.58,25.69,0,0,-3.204,50.411
14,1,6.5,3,47.639,30/7/2013,557.063,51.282,16.576,9.442,0,14,0,13.1,0,7.089,23.968,24.241,24.323,23.653,18.614,18.885,18.018,0,0,10.357,30.838,17.371,33.344,27.928,29.218,0,0,0,0,0,5.2,0,0,11.5,4.8,25.829,0,0,5.383,50.138
15,-2.7,16.301,10.7,47.305,30/7/2013,549.146,51.8,16.502,16.9,0,15,11.597,13.6,0,11.921,23.968,24.46,16.024,15.586,18.348,2.673,17.896,0,0,9.243,30.896,18.966,33.288,28.337,29.358,0,0,0,0,0,5.2,0,0,11.5,4.6,25.745,0,0,-11.609,45.317
16,0.9,14.2,9.4,47.114,30/7/2013,526.676,52.244,16.502,16.443,0,16,10.376,13.4,0,13.865,24.009,24.282,15.094,14.37,18.333,0,9.485,0,0,9.361,30.69,19.079,34.735,27.938,29.298,0,0,0,0,0,5.2,0,0,11.3,5.5,25.662,0,0,-5.402,37.749
17,0.6,8.6,5.9,47.197,30/7/2013,485.127,52.762,16.576,10.759,0,17,10.01,13.3,0,16.281,23.776,24.391,16.147,15.245,0,0,0,0,0,9.991,31.574,19.159,34.151,27.829,29.188,0,0,0,0,0,5.2,0,0,11.2,5.2,25.773,0,0,-3.516,37.829
18,-.4,14.3,8.1,39.668,30/7/2013,463.2,52.466,16.576,26.634,0,18,6.348,13.6,0,7.089,23.735,24.501,19.962,19.223,0,0,0,0,0,11.397,31.633,0,0,28.368,28.838,0,0,0,0,0,0,0,0,11.2,5.2,25.829,0,0,-6.61,50.273
19,10,11,9.2,47.056,30/7/2013,563.706,52.17,16.502,16.742,0,19,6.714,13.471,0,7.404,23.968,24.391,23.749,22.805,18.936,19.105,18.201,0,0,11.536,31.81,18.982,35.654,27.948,29.228,0,0,0,0,0,5.2,0,0,11.2,5.3,25.384,0,0,2.582,49.468
20,-10.3,6.9,3.9,47.414,30/7/2013,560.516,52.392,16.502,10.657,0,20,14.283,13.5,0,5.724,23.79,24.542,19.77,19.032,18.333,18.445,18.201,16.7,0,11.499,31.928,19.933,36.155,28.658,28.429,0,0,0,0,0,5.2,0,0,11.2,5.44,25.801,0,3.47,-6.5,41.424
21,2.3,10.3,6.2,47.388,30/7/2013,497.855,51.134,16.502,7.287,0,21,8.301,13.8,0,4.096,24.036,24.35,21.288,19.551,0,0,18.274,0,0,11.426,32.104,19.997,36.266,27.558,28.078,0,0,0,0,0,5.2,0,0,11.3,5.44,25.578,0,0,3.589,41.202
22,8.1,2.6,2.1,47.403,30/7/2013,448.693,51.282,16.798,16.73,0,22,2.441,6.67,0,11.501,23.913,24.296,21.028,20.016,0,0,0,0,0,11.602,32.222,0,36.155,29.018,28.689,0,0,0,0,0,0,0,0,11.3,5.51,25.328,0,0,7.398,37.857
23,0.3,12,6.7,47.456,30/7/2013,405.246,51.578,16.798,10.575,0,23,7.935,13.6,0,10.083,8.627,9.625,15.067,14.629,0,0,0,0,0,11.58,32.252,0,0,28.548,28.548,0,0,0,0,0,0,0,0,11.1,5.51,25.551,0,0,-2.71,47.657
0,-3.9,4.8,3.2,0,31/7/2013,380.272,51.356,16.798,8.507,0,00,8.301,13.3,0,3.833,21.876,22.874,16.311,18.991,0,0,0,0,0,11.287,31.397,0,0,28.208,28.559,0,0,0,0,0,0,0,0,10.5,5.6,25.885,0,0,-3.516,50.414
1,-5.2,6.2,4.1,0,31/7/2013,362.462,51.134,16.65,9.39,0,01,5.371,13.589,0,2.52,19.319,20.426,18.485,0.602,0,0,0,0,0,11.507,32.104,0,0,28.278,28.188,0,0,0,0,0,0,0,0,12,5.6,25.773,0,0,-2.014,46.817
2,-5.3,8.2,3.9,0,31/7/2013,358.185,51.282,16.872,9.64,0,02,9.156,13.589,0,8.613,23.708,24.46,0,0,0,0,0,0,0,11.338,31.928,0,0,28.738,28.358,0,0,0,0,0,0,0,0,11.8,5.51,25.801,0,0,-5.914,47.126
3,0.3,6.6,2.6,0,31/7/2013,343.805,50.32,1.924,8.027,0,03,7.935,14.039,0,3.886,23.161,23.885,24.61,0,0,0,0,0,0,11.463,32.075,0,0,28.698,28.299,0,0,0,0,0,0,0,0,11.3,5.6,25.745,0,0,3.186,47.437
4,0.8,11.4,6.6,0,31/7/2013,349.365,51.504,17.02,10.074,0,04,8.057,13.499,0,4.095,23.27,24.009,0,0,0,0,0,0,0,11.499,32.016,0,0,28.488,28.838,0,0,0,0,0,0,0,0,11.5,5.6,25.829,0,0,-.714,47.918
5,-3.4,8.9,5.8,4.047,31/7/2013,376.222,53.206,17.02,9.022,0,05,10.376,13.365,0,5.46,23.762,24.378,17.501,0,0,0,0,0,0,11.602,32.605,0,0,28.528,28.908,0,0,0,0,0,0,0,0,11.6,5.76,25.829,0,0,-1.3,50.494
6,-1.9,10.4,5.6,22.315,31/7/2013,377.977,53.28,17.538,9.994,0,06,9.033,13.432,0,3.833,19.674,20.727,15.477,0,0,0,0,0,0,9.976,31.928,0,0,28.658,27.748,0,0,0,0,0,0,0,0,11.4,5.76,25.718,0,0,-1.3,45.481
7,-2.4,7.2,5.6,53.643,31/7/2013,393.898,51.726,17.094,13.775,0,07,10.132,13.432,0,3.518,19.333,20.249,0,0,0,0,0,0,0,10.013,31.721,0,0,29.208,28.818,0,0,0,0,0,0,0,0,11.4,5.76,25.745,0,0,-2.6,47.591
8,-10,2.2,2.1,54.412,31/7/2013,453.489,51.726,17.094,12.776,0,08,12.329,13.432,0,7.299,23.872,24.46,24.569,0,0,0,0,0,0,9.903,32.134,0,23.491,29.058,28.538,0,0,0,0,0,0,0,0,10.5,5.4,25.662,0,0,-7.508,49.684
9,-1.7,8.9,5.6,51.823,31/7/2013,505.586,51.726,17.094,16.906,0,09,4.639,13.073,0,9.611,23.872,24.473,16.229,14.629,0,0,18.067,0,0,9.829,31.839,19.594,35.348,29.098,28.559,0,0,0,0,0,0,0,0,11.4,5.3,25.634,0,0,2.087,37.687
10,4.8,27.201,18.001,42.713,31/7/2013,527.717,44.844,14.578,40.79,0,10,16.602,13.073,0,35.455,20.727,21.342,14.479,0,0,0,9.339,0,0,9.983,32.193,17.806,34.596,28.718,28.198,0,0,0,0,0,0,0,0,13,5.1,25.161,0,8.524,-22.504,37.842
11,8.2,37.201,20.501,52.229,31/7/2013,557.688,52.392,16.206,43.89,0,11,4.761,13.163,0,19.17,23.776,24.282,0,15.149,0,0,0,0,0,9.829,30.513,17.58,34.652,28.767,28.088,0,0,0,0,0,0,0,0,13,5,25.968,0,0,-13.404,40.707
12,2.7,32.301,17.401,52.072,31/7/2013,550.87,51.8,16.65,42.144,0,12,11.353,13.252,0,25.684,23.831,24.555,0,14.629,0,0,0,0,0,9.668,30.278,17.741,34.374,28.488,27.968,0,0,0,0,0,0,0,0,13,4.6,25.773,0,0,-18.604,40.11
13,15.6,30.101,19.401,55.063,31/7/2013,546.926,51.948,16.502,34.321,0,13,-6.958,13.185,0,18.803,23.831,24.214,16.106,14.561,0,0,0,0,0,9.712,29.158,0,34.568,28.778,28.708,0,0,0,0,0,0,0,0,13,4.8,25.885,0,0,0.494,46.351
14,3.4,21.601,10,52.016,31/7/2013,534.82,52.096,16.65,27.527,0,14,7.569,12.915,0,21.693,23.831,24.501,20.139,19.551,0,0,0,0,0,9.829,30.189,0,34.902,28.628,28.618,0,0,0,0,0,0,0,0,18,5,25.885,0,0,-11.701,50.517
15,-2.4,8.4,5.3,52.048,31/7/2013,540.877,52.022,16.428,12.184,0,15,4.151,13.005,0,12.552,18.403,19.415,20.331,19.182,18.348,0,18.152,0,0,8.328,30.101,19.82,35.515,28.668,28.438,0,0,0,0,0,0,0,0,18.5,5.3,25.968,0,0,-1.3,50.498
16,-4.5,6.5,6.7,51.493,31/7/2013,533.249,52.688,16.65,11.838,0,16,10.132,13.41,0,13.97,22.532,22.874,16.995,15.436,12.437,0,18.397,0,0,9.91,30.366,19.272,36.489,28.798,28.378,0,0,0,0,0,0,0,0,19,5.3,25.94,0,0,-6.116,47.392
17,-5.3,8.5,7.2,52.218,31/7/2013,485.393,52.096,16.576,13.985,0,17,20.264,13.432,0,6.774,18.184,18.895,17.022,15.491,0,0,0,0,0,9.947,30.219,19.224,36.628,28.808,28.928,0,0,0,0,0,5.2,0,0,19.2,5.3,25.912,0,0,-3.113,47.505
18,-2.7,0,0.5,48.962,31/7/2013,446.753,52.392,16.724,4.938,0,18,11.353,13.455,0,1.733,18.581,19.633,16.721,14.807,0,0,0,0,0,9.551,31.044,18.918,35.682,28.748,28.288,0,0,0,0,0,5.2,0,0,19.4,4,25.912,0,0,7.288,47.505
19,3,7.9,5.3,54.918,31/7/2013,553.085,51.874,16.502,10.86,0,19,16.114,13.095,0,14.075,13.372,14.206,16.379,14.875,18.46,18.445,18.226,17.408,16.211,9.566,31.78,18.901,35.682,28.538,28.178,0,0,0,0,0,5.2,0,0,19.6,5.3,25.94,0,7.599,-1.502,47.505
20,8.5,11.4,10.1,52.687,31/7/2013,532.872,50.394,16.502,21.957,0,20,0,13.477,0,11.449,9.256,0,13.59,0,16.275,16.517,18.006,14.893,5.957,9.507,31.191,19.192,35.682,28.838,27.898,0,0,0,0,0,5.2,0,0,19.3,5.36,25.996,0,0,4.889,47.58
21,3.5,14.8,10.4,55.273,31/7/2013,510.76,51.504,16.65,24.59,0,21,4.883,13.41,0,13.287,7.164,8.408,15.6,14.219,1.498,0,9.534,0,0,9.558,31.692,19.369,36.016,28.368,28.408,0,0,0,0,0,5.2,0,0,19.4,5.6,25.912,0,0,-5.713,47.58
22,2.2,10.3,6.3,55.532,31/7/2013,439.943,52.022,17.094,16.784,0,22,10.865,13.297,0,18.436,7.506,0,16.667,15.204,0,0,0,0,0,9.903,32.605,3.013,18.871,28.608,28.418,0,0,0,0,0,0,0,0,20.5,5.6,25.857,0,0,-2.911,47.58
23,-.9,6.1,4.5,41.701,31/7/2013,412.003,51.726,17.02,9.03,0,23,4.273,13.252,0,7.772,17.911,0,21.356,20.085,0,0,0,0,0,9.646,31.928,0,0,28.068,28.228,0,0,0,0,0,0,0,0,20.5,5.6,25.801,0,0,2.985,48.487
