,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
3,5.8,11.3,8.7,0,14/7/2013,334.292,49.876,0,13.656,0,03,-13.794,13.7,10.2,2.205,0,0,0,0,0,2.673,0,0,0,9.954,32.399,0,0,26.738,32.368,0,0,0,0,0,0,0,0,20,5.84,25.328,0,0,0,37.749
4,-4.6,6.3,3.5,0,14/7/2013,335.623,50.542,0,7.393,0,04,-15.381,13.9,10.2,0,14.999,16.079,0,0,0,2.722,0,0,0,10.093,0,0,0,27.168,32.438,0,0,0,0,0,0,0,0,20,5.9,25.745,0,0,0,43.513
5,-2.8,3.3,2.2,0,14/7/2013,341.137,50.32,0,8.948,0,05,-10.987,13.8,10.032,3.518,23.776,24.555,0,0,0,2.759,0,0,0,10.203,0,0,0,25.849,31.758,0,0,0,0,0,0,0,0,20.5,5.9,25.384,0,0,0.586,43.513
6,-14.4,5.1,3.5,0,14/7/2013,315.27,50.764,0,13.01,0,06,1.709,13,10,0.893,23.257,24.036,0,0,0,2.747,0,0,0,5.838,0,0,0,26.149,32.328,0,0,0,0,0,0,0,0,19,5.6,25.411,0,0,-7.801,19.981
7,21.801,17.701,11.4,0,14/7/2013,336.347,49.506,0,32.538,0,07,4.151,13.2,10,12.868,0,15.422,16.762,14.848,0,2.686,0,0,0,4.556,2.91,0,0,26.088,32.148,0,0,0,0,0,0,0,0,19,5.76,25.384,0,0,0,39.304
8,5.5,11.7,9.3,0,14/7/2013,345.508,50.098,0,25.236,0,08,8.179,13.8,10,9.821,0,7.397,0,15.887,0,2.673,0,0,0,9.983,32.546,0,0,25.979,31.938,0,0,0,0,0,0,0,0,18.4,5.521,25.495,0,0,-5.2,48.213
9,3.4,11.1,7.9,0,14/7/2013,352.593,49.802,0,18.502,0,09,4.028,13.724,10.7,11.396,0,24.815,0,0,0,2.698,0,0,0,10.115,32.369,0,0,26.019,31.437,0,0,0,0,0,0,0,0,18.1,5.44,25.745,0,0,-3.003,48.94
10,13.9,31.401,20.901,10.248,14/7/2013,364.85,49.728,0,34.005,0,10,9.766,13.8,10.9,13.34,0,6.946,0,0,0,2.673,0,0,0,9.844,32.104,0,0,26.098,31.808,0,0,0,0,0,0,0,0,18.2,5.36,25.94,0,0,-7.105,38.115
11,4.5,17.201,11.2,3.079,14/7/2013,370.541,49.95,0,24.147,0,11,11.597,13.612,10.5,10.766,0,15.327,16.243,16.393,0,2.661,0,0,0,9.991,19.614,0,0,26.128,31.188,0,0,0,0,0,0,0,0,19.4,5.28,25.718,0,0,-7.013,47.165
12,-1.4,11,10.1,6.563,14/7/2013,375.257,50.246,0,19.675,0,12,12.329,13.7,10.9,7.089,13.002,0,16.147,15.846,0,2.698,0,0,0,10.005,32.841,0,0,26.208,31.557,0,0,0,0,0,0,0,0,19.4,5.24,25.634,0,0,-10.309,48.026
13,13.7,22.701,15.1,4.652,14/7/2013,387.969,50.394,0,22.321,0,13,1.953,13.7,11,13.34,9.912,0,15.942,15.668,0,2.698,0,0,0,9.785,32.222,0,0,26.038,31.567,0,0,0,0,0,0,0,0,19.5,5.2,25.634,0,0,2.692,47.514
14,-2.2,1.4,0.1,8.34,14/7/2013,374.432,52.54,0,1.271,0,14,2.93,13.612,10.8,1.68,25.554,0,23.639,23.352,0,2.649,0,0,0,9.91,28.54,0,0,26.388,31.857,0,4.27,0,0,0,0,0,0,19.6,5.04,25.773,0,0,1.099,48.385
15,-3,1.3,1.5,31.344,14/7/2013,369.299,50.468,0,5.616,0,15,8.423,13.8,11,6.143,23.544,0,18.567,16.954,0,2.625,0,0,0,9.646,32.134,0,0,26.038,31.817,0,0,0,0,0,0,0,0,20.5,5.04,25.69,0,0,4.688,38.845
16,2.4,7.9,6.6,25.21,14/7/2013,366.933,50.098,0,15.428,0,16,5.249,13.5,10.2,8.402,6.522,7.274,0,15.504,0,2.612,0,0,0,9.478,31.397,0,0,26.118,31.918,0,0,0,0,0,0,0,0,19.8,5.12,25.718,0,0,0.183,48.605
17,2.9,7,7.2,0,14/7/2013,377.105,50.468,0,16.982,0,17,8.667,13.9,10.8,12.71,20.03,20.782,0,18.129,0,2.649,0,0,0,9.705,31.751,0,0,26.178,32.368,0,0,0,0,0,0,0,0,19.2,5.09,25.578,0,0,-3.314,48.219
18,-1.6,8.1,4.9,11.7,14/7/2013,380.533,50.098,0,13.726,0,18,13.428,13.9,10.956,8.875,21.438,22.067,23.366,22.546,0,2.686,0,0,0,9.698,0.33,0,0,26.398,31.777,0,0,0,0,0,5.2,0,0,19,5.37,25.662,0,0,-6.116,48.408
19,-1,14.5,9.9,35.745,14/7/2013,525.995,51.948,16.872,11.84,0,19,3.54,14.4,10.6,7.877,7.301,7.889,20.536,18.963,14.972,2.722,19.056,0,0,9.917,32.399,18.95,34.04,25.908,32.048,0,0,0,0,0,5.2,0,0,18.7,5.5,25.829,0,0,-1.007,48.056
20,2.5,11.7,10.9,35.751,14/7/2013,519.547,52.244,17.242,29.579,0,20,18.311,13.5,10,19.118,8.121,8.887,17.637,16.475,4.552,2.795,11.548,0,0,10.188,33.135,19.465,34.819,25.708,33.078,0,0,0,0,0,5.2,0,0,18.1,5.67,25.885,0,0,-11.005,48.056
21,1.8,33.101,21.701,42.026,14/7/2013,490.788,52.022,17.316,40.122,0,21,15.748,13.7,10,19.434,7.438,8.19,0,16.243,0,2.783,0,0,0,9.976,32.576,0,0,25.068,32.518,0,0,0,0,0,0,0,0,18.4,5.6,25.912,0,0,-23.804,50.416
22,17.301,32.101,22.501,0.708,14/7/2013,428.824,51.874,17.242,43.801,0,22,-4.273,13.8,10.1,30.622,8.709,0,0,0,0,2.686,0,0,0,9.632,15.755,0,0,25.318,32.608,0,0,0,0,0,0,0,0,19.5,5.67,25.996,0,0,-21.113,37.623
23,23.301,37.801,22.101,0,14/7/2013,389.956,44.4,14.652,42.084,0,23,-18.921,13.9,10.7,34.772,0,0,0,0,0,2.71,0,0,0,0,0,0,0,24.788,32.458,0,0,0,0,0,0,0,0,19.7,5.6,26.024,0,0,-16.901,20.101
0,24.001,30.801,20.001,0,15/7/2013,358.114,51.134,16.576,37.182,0,00,-15.503,13.634,10.296,27.68,10.022,0,0,0,0,2.759,0,0,0,0,0.33,0,0,24.588,32.117,0,0,0,0,0,0,0,0,19.6,5.51,25.745,0,0,-12.818,0
1,10,0,0,0,15/7/2013,337.581,51.652,17.02,38.216,0,01,-18.067,13.634,9.9,32.408,9.338,10.104,0,0,0,2.747,0,0,0,0,0.33,0,0,24.758,32.198,0,0,0,0,0,0,0,0,19.7,5.67,25.94,0,0,-6.317,0
2,10,0,0,0,15/7/2013,328.145,51.356,16.946,38.216,0,02,-12.696,13.499,9.768,31.935,8.983,9.926,0,0,0,2.673,0,0,0,0,0.33,0,0,25.388,32.077,0,0,0,0,0,0,0,0,19.7,5.67,25.829,0,0,-8.918,0
3,10,0,0,0,15/7/2013,327.553,45.14,14.578,34.499,0,03,-15.87,13.544,9.636,32.25,8.914,0,0,0,0,2.661,0,0,0,0,0.33,0,0,25.298,31.987,0,0,0,0,0,0,0,0,19.7,5.51,25.773,0,0,-5.109,20.075
4,10,0,0,0,15/7/2013,329.7,48.914,16.058,37.593,0,04,-12.207,13.612,10.56,29.309,7.178,0,0,0,0,2.71,0,0,0,0,0.33,0,0,25.759,32.308,0,0,0,0,0,0,0,0,19.7,5.84,26.052,0,0,-6.317,20.075
5,2.3,0,0,0,15/7/2013,363.421,52.318,17.02,36.174,0,05,-16.602,13.612,9.9,26.315,0,0,0,0,0,2.747,0,0,0,0,0.33,0,0,25.918,32.028,0,0,0,0,0,0,0,0,19.7,5.76,25.439,0,0,-6.116,48.138
6,2.6,0,0,0,15/7/2013,364.245,52.91,17.316,35.663,0,06,-10.743,13.612,10.164,20.378,20.891,0,0,0,0,2.686,0,0,0,0,0.33,0,0,25.889,32.427,0,0,0,0,0,0,0,0,19.7,5.76,25.857,0,0,-3.406,48.138
7,0,0,0,0,15/7/2013,384.378,51.43,17.02,35.342,0,07,11.353,13.612,10.692,23.215,14.67,15.764,0,0,0,2.661,0,0,0,10.203,31.515,0,0,25.858,31.888,0,0,0,0,0,0,0,0,19.4,5.67,26.024,0,0,-8.515,48.022
8,6.1,0,0,36.8,15/7/2013,452.671,50.912,16.724,37.777,0,08,2.564,11.366,10.296,25.159,18.116,19.182,0,0,0,2.722,0,0,0,9.903,30.896,0,28.891,26.579,31.798,0,0,0,0,0,0,0,0,19.4,5.6,25.69,0,0,0,46.905
9,-5.4,0,0,40.231,15/7/2013,506.534,50.542,16.502,33.448,0,09,15.381,12.668,10.56,27.103,19.305,20.358,18.075,17.938,0,2.673,0,0,0,10.005,29.63,0,34.29,26.058,32.207,0,0,0,0,0,5.2,0,0,19,5.4,25.662,0,3.177,-14.704,48.133
10,-.6,0,0,42.078,15/7/2013,527.442,50.468,16.576,27.753,0,10,6.226,12.668,10.296,23.583,19.633,20.549,20.481,19.962,0,2.185,0,0,0,9.866,29.276,18.66,34.374,26.239,32.048,0,0,0,0,0,5.2,0,0,19,5,25.718,0,0,-3.809,48.133
11,-4.6,0,0,42.153,15/7/2013,541.673,50.912,16.798,32.874,0,11,15.015,12.983,9.504,25.895,17.911,19.059,18.348,18.253,0,2.686,18.36,0,0,9.998,29.512,17.725,34.93,26.188,31.857,0,0,0,0,0,5.2,0,0,18,5,25.801,0,0,-14.008,48.133
12,-4.8,0,0,42.146,15/7/2013,535.689,50.764,16.872,22.484,0,12,21.241,12.623,11.616,18.12,23.571,24.35,22.6,22.833,0,2.686,18.116,0,0,9.873,29.365,17.709,34.875,26.188,32.458,0,0,0,0,0,5.2,0,0,19.4,4.9,25.662,0,0,-7.617,50.102
13,0,0,0,38.946,15/7/2013,536.193,50.246,16.502,14.137,0,13,1.343,12.601,10.956,14.285,23.612,24.364,23.653,23.503,0,2.734,17.225,0,0,9.639,28.834,16.114,34.374,25.939,31.488,0,0,0,0,0,5.2,0,0,19.2,4.9,25.662,0,0,5.786,50.092
14,-7.4,0,0,42.482,15/7/2013,553.669,52.17,17.094,15.062,0,14,10.376,13.005,10.824,8.98,23.94,24.487,16.967,15.094,18.516,18.238,17.359,0,0,8.57,29.158,16.372,35.459,25.809,31.408,0,0,0,0,0,5.2,0,0,19.3,4.9,25.3,0,0,-6.207,48.665
15,1.8,0,0,46.216,15/7/2013,549.07,50.69,16.724,9.387,0,15,-5.005,12.444,10.296,4.62,23.366,24.35,18.307,18.581,18.249,18.25,16.004,0,0,8.196,29.659,16.017,34.986,26.178,31.628,0,0,0,0,0,5.2,0,0,19.2,5,25.801,0,0,12.598,47.974
16,-2.9,0,0,43.801,15/7/2013,520.305,50.838,16.502,9.253,0,16,11.597,13.14,10.692,4.147,23.708,24.337,15.299,14.834,18.207,18.555,16.443,0,0,8.218,30.425,16.162,34.986,25.878,31.338,0,0,0,0,0,5.2,0,0,19,5.1,25.551,0,0,0.586,47.974
17,2.9,0,0,46.387,15/7/2013,465.828,51.874,17.02,9.07,0,17,8.667,12.713,10.956,7.44,23.762,24.432,0,0,6.849,0,0,0,0,9.895,32.31,16.71,36.879,25.998,31.517,0,0,0,0,0,0,0,0,18.3,5.3,25.523,0,0,-7.013,50.269
18,-1.6,0,0,46.568,15/7/2013,461.18,44.4,14.578,22.26,0,18,3.784,13.23,7.656,15.38,15.846,16.913,0,16.106,0,0,0,0,0,10.218,31.81,16.533,34.847,26.138,31.687,0,0,0,0,0,0,0,0,19.3,5.2,25.773,0,0,-1.904,38.914
19,-1,0,0,52.373,15/7/2013,569.201,50.69,16.428,34.77,0,19,2.441,12.646,9.9,22.31,23.065,23.475,22.628,21.725,0,0,18.128,0,0,10.833,31.603,16.13,35.849,26.168,31.508,0,0,0,0,0,5.2,0,0,19.1,5.4,25.718,0,0,4.285,48.248
20,2.5,0,0,52.967,15/7/2013,558.589,51.208,16.946,38.87,0,20,10.62,13.163,9.9,27.23,12.524,13.508,15.696,14.766,18.487,0,18.384,0,0,11.133,32.104,16.339,35.932,25.988,31.548,0,0,0,0,0,5.2,0,0,19,5.36,25.69,0,0,-11.518,48.248
21,1.8,0,0,52.257,15/7/2013,533.917,51.43,16.946,43.37,0,21,1.221,13.679,9.636,28.37,13.563,14.356,15.463,14.397,0,0,0,0,0,11.06,32.045,12.746,35.626,26.128,31.687,0,0,0,0,0,5.2,0,0,18.3,5.36,25.718,0,0,-1.904,48.248
22,-8,0,0,52.704,15/7/2013,460.313,52.762,17.316,43.6,0,22,6.348,13.185,10.56,27.6,7.41,7.875,0,0,0,0,0,0,0,11.302,32.546,8.073,0,26.088,31.718,0,0,0,0,0,0,0,0,18,5.4,25.718,0,0,-15.51,43.612
23,42,0,0,0,15/7/2013,445.09,50,16.7,41.6,0,23,9.3,13.477,10.428,26.7,16.598,0,0,0,0,0,0,0,0,13.6,32.163,4.286,0,26.078,31.548,0,0,0,0,0,0,0,0,19.7,5.6,25.745,0,0,10,48.431
0,4,0,0,0,16/7/2013,389.879,52.022,17.168,41.664,0,00,1.343,13.499,11.088,29.203,8.381,0,0,0,0,0,0,0,0,11.236,32.664,0,0,25.998,31.607,0,0,0,0,0,0,0,0,19.9,5.6,25.857,0,0,-9.009,50.247
1,6,0,0,0,16/7/2013,376.116,51.134,16.798,28.541,0,01,0,13.432,10.296,24.844,24.022,0,0,0,0,0,0,0,0,11.082,32.252,0,0,26.378,31.728,0,0,0,0,0,0,0,0,19.8,5.6,25.773,0,0,4.486,49.624
2,6,0,0,0,16/7/2013,358.223,52.17,17.168,34.569,0,02,11.109,12.174,10.956,23.005,19.032,0,0,0,0,0,0,0,0,11.155,32.546,0,0,26.308,31.538,0,0,0,0,0,0,0,0,19.4,5.6,25.829,0,0,-5.713,43.253
3,12,0,0,0,16/7/2013,352.24,51.356,2.664,31.33,0,03,6.958,13.365,9.504,25.316,25.048,0,0,0,0,0,0,0,0,11.126,32.104,0,0,26.598,31.768,0,0,0,0,0,0,0,0,19.2,5.53,25.773,0,0,-3.9,50.399
4,4,0,0,9.571,16/7/2013,351.016,52.244,16.872,26.354,0,04,7.813,13.365,11.616,17.279,7.957,0,0,0,0,0,0,0,0,9.888,30.985,0,0,26.239,32.018,0,0,0,0,0,0,0,0,18.9,5.84,25.829,0,0,-5.914,47.508
5,-3.4,0,0,16.571,16/7/2013,386.301,51.208,16.872,33.279,0,05,11.841,13.544,10.428,15.44,25.581,0,0,0,0,0,0,0,0,11.206,30.867,0,0,26.518,31.928,0,0,0,0,0,0,0,0,19.9,5.6,25.578,0,0,-8.002,47.877
6,6.4,0,0,15.165,16/7/2013,383.97,51.208,16.946,39.335,0,06,5.371,13.567,10.428,22.112,14.342,0,0,0,0,0,0,0,0,11.411,32.369,0,0,26.378,31.907,0,0,0,0,0,0,0,0,19.4,5.66,25.829,0,0,-3.003,50.318
7,22.401,0,0,44.771,16/7/2013,398.339,51.504,16.872,35.995,0,07,-7.324,13.455,9.24,26.945,7.287,0,0,0,0,0,0,0,0,11.133,31.545,0,0,26.588,31.938,0,0,0,0,0,0,0,0,19.7,5.67,25.718,0,0,7.489,45.753
8,-3.8,0,0,45.344,16/7/2013,469.707,51.282,16.872,30.869,0,08,6.104,13.455,11.484,21.692,12.688,13.782,0,0,0,0,0,0,0,11.39,31.132,0,34.763,26.818,32.557,0,0,0,0,0,5.2,0,0,19.3,5.51,26.079,0,0,-2.71,47.521
9,0.1,0,0,45.445,16/7/2013,515.808,51.356,16.872,36.565,0,09,7.324,13.005,10.164,28.941,21.11,22.395,16.202,15.477,0,0,0,0,0,9.895,31.073,5.495,33.483,25.039,31.678,0,0,0,0,0,0,0,0,19.2,5.35,25.439,0,0,-8.112,47.521
10,3.9,0,0,45.227,16/7/2013,523.217,51.43,16.872,37.493,0,10,3.662,13.252,10.296,26.787,15.04,16.092,20.741,19.948,0,0,0,0,0,9.859,30.808,16.372,33.622,26.409,31.737,0,0,0,0,0,1,0,0,19,5.34,25.606,0,0,-4.614,47.521
11,-2.9,0,0,45.106,16/7/2013,544.44,52.022,16.872,33.274,0,11,10.254,13.118,10.692,25.317,21.465,22.354,15.231,14.862,18.936,0,0,0,0,9.588,29.541,16.259,32.843,20.869,36.037,0,0,0,0,0,5.2,0,0,19.2,5.1,25.829,0,0,-3.516,47.521
12,0,0,0,45.148,16/7/2013,524.912,50.838,16.65,18.921,0,12,12.94,13.14,10.296,22.322,15.04,16.12,20.208,20.59,18.264,19.092,0,0,0,9.536,29.423,16.194,33.26,27.269,30.148,0,0,0,0,0,5.2,0,0,18.8,5.04,25.829,0,0,-3.003,47.521
13,-4,0,0,47.289,16/7/2013,528.516,51.43,16.724,11.001,0,13,3.296,13.252,10.692,13.55,18.17,19.264,14.944,14.916,18.348,18.299,0,0,0,10.76,29.453,16.436,33.121,28.129,30.258,0,0,0,0,0,5.2,0,0,18,4.97,25.272,0,0,1.19,47.521
14,-5.9,0,0,48.541,16/7/2013,542.045,51.356,16.872,7.741,0,14,10.987,13.14,10.56,12.132,19.743,20.85,18.02,17.336,18.194,18.445,17.481,0,0,10.679,28.982,17.016,33.399,29.088,28.908,0,0,0,0,0,5.2,0,0,19.4,5.01,25.384,0,0,-.201,47.521
15,-17.001,0,0,48.369,16/7/2013,542.159,51.282,16.872,4.889,0,15,18.921,13.005,11.352,4.096,21.944,22.628,22.983,22.86,16.989,18.384,16.956,0,0,10.818,29.099,16.533,33.706,29.918,28.037,0,0,0,0,0,5.2,0,0,19.3,4.87,25.662,0,0,-.806,47.521
16,0.9,0,0,48.134,16/7/2013,541.431,51.948,16.946,18.159,0,16,8.179,13.163,10.296,5.566,12.073,13.016,23.448,23.038,18.516,18.189,16.736,0,0,10.738,30.16,17.516,34.346,28.478,29.138,0,0,0,0,0,5.2,0,0,19.2,4.96,25.217,0,0,-.403,47.521
17,-1.3,0,0,48.384,16/7/2013,499.697,51.578,16.872,29.487,0,17,10.498,13.005,10.428,15.336,8.039,8.832,17.145,15.477,0,0,18.201,0,0,10.862,30.278,16.339,34.067,29.358,28.818,0,0,0,0,0,5.2,0,0,19.2,4.96,25.189,0,0,-1.904,45.944
18,-5.3,0,0,47.728,16/7/2013,450.603,43.364,14.356,20.936,0,18,17.579,13.185,10.164,13.341,8.053,8.737,0,16.243,0,0,18.47,0,0,11.184,30.808,16.501,34.624,28.859,29.048,0,0,0,0,0,5.2,0,0,18.1,5.12,25.439,0,0,-5.713,37.709
19,-6.9,0,0,47.44,16/7/2013,571.263,51.874,17.02,14.05,0,19,17.09,13.118,10.692,7.194,22.04,22.655,23.339,23.202,19.272,19.141,18.336,13.782,0,11.097,30.779,16.597,34.93,29.268,29.318,0,0,0,0,0,5.2,0,0,18,5.28,25.523,0,0,-2.014,50.292
20,1.8,0,0,48.727,16/7/2013,575.691,52.244,17.02,29.381,0,20,4.883,13.275,10.164,18.225,12.674,13.672,17.104,15.6,18.586,18.555,18.189,14.686,0,11.14,31.044,17.564,34.875,29.058,28.948,0,0,0,0,0,5.2,0,0,19.2,5.4,25.885,0,0,-1.3,41.025
21,4.7,0,0,49.5,16/7/2013,523.901,51.208,16.946,41.01,0,21,8.423,13.41,10.164,28.153,13.358,14.233,16.831,15.094,1.653,0,0,0,0,11.038,29.482,16.098,34.318,28.798,29.327,0,0,0,0,0,5.2,0,0,19.3,5.5,25.551,0,0,-6.61,47.384
22,0.4,7.6,6.4,50.101,16/7/2013,468.856,51.948,16.946,20.263,0,22,7.813,13.589,10.428,17.28,23.817,24.364,0,17.377,1.681,0,0,0,0,9.873,29.954,4.077,0,28.998,29.378,0,0,0,0,0,0,0,0,19.2,5.7,25.745,0,0,-6.61,46.621
23,16.801,25,16.201,12.891,16/7/2013,421.8,50,18.1,30.394,0,23,3.174,13.41,10.032,22.428,13.7,14.643,0,0,0,0,0,0,0,9.676,28.157,0,0,29.027,30.268,0,0,0,0,0,0,0,0,19,5.5,25.551,0,0,-8.4,47.244
0,9.1,16.701,10.6,8.193,17/7/2013,389.831,51.504,16.798,22.65,0,00,5.493,13.41,10.956,14.916,23.721,0,0,0,0,0,0,0,0,9.881,30.896,0,0,29.067,29.208,0,0,0,0,0,0,0,0,19.2,5.6,25.662,0,0,-5.109,50.437
1,5.7,11.3,6.8,5.615,17/7/2013,373.025,51.726,16.872,16.866,0,01,7.935,13.41,12.012,14.653,24.815,0,0,0,0,0,0,0,0,9.976,29.924,0,0,28.958,28.778,0,0,0,0,0,0,0,0,19.6,5.6,25.773,0,0,-7.91,47.228
2,2.8,7.8,3.1,21.387,17/7/2013,370.377,51.356,16.798,13.736,0,02,5.493,13.455,11.22,8.297,22.751,0,0,0,0,0,0,0,0,9.829,30.985,0,0,28.998,28.938,0,0,0,0,0,0,0,0,19.4,5.6,25.801,0,0,0.696,50.433
3,-.1,9.5,9.3,14.875,17/7/2013,369.648,52.318,17.39,25.986,0,03,9.156,13.499,11.616,10.766,7.998,0,0,0,0,0,0,0,0,9.976,31.103,0,0,29.128,29.338,0,0,0,0,0,0,0,0,19.4,5.8,25.912,0,0,-7.013,41.075
4,7.4,21.801,12.6,14.922,17/7/2013,367.553,51.726,16.502,18.175,0,04,5.737,13.634,10.956,11.607,7.615,0,0,0,0,0,0,0,0,9.954,31.162,0,0,29.438,29.067,0,0,0,0,0,0,0,0,19.2,5.7,25.94,0,0,-7.215,37.745
5,-3.3,9.3,7.3,27.62,17/7/2013,396.201,52.318,17.242,11.295,0,05,10.01,13.589,11.616,17.228,24.624,0,0,0,0,0,0,0,0,10.049,31.309,0,0,29.208,29.038,0,0,0,0,0,0,0,0,19.6,5.6,25.829,0,0,-8.808,41.935
6,11.6,16.701,14.3,45.896,17/7/2013,389.723,50.838,16.428,14.649,0,06,10.865,13.612,11.088,11.081,13.987,0,0,0,0,0,0,0,0,9.8,30.484,0,0,29.148,28.978,0,0,0,0,0,0,0,0,19.5,5.7,25.69,0,0,0.787,47.853
7,27.201,22.901,18.801,47.09,17/7/2013,415.735,44.104,14.504,26.753,0,07,-11.353,13.679,10.032,21.798,6.344,0,0,0,0,0,0,0,0,9.712,30.396,0,0,28.978,29.327,0,0,0,0,0,0,0,0,19,5.7,25.606,0,0,1.593,37.869
8,16.601,24.901,18.901,42.687,17/7/2013,459.966,51.134,16.354,33.892,0,08,5.86,13.387,10.428,27.681,14.219,15.532,0,0,0,0,0,0,0,9.881,30.955,0,0,28.938,29.018,0,0,0,0,0,0,0,0,18,5.3,25.829,0,0,-12.909,49.377
9,8.4,19.501,16.101,45.389,17/7/2013,508.515,51.578,16.798,27.851,0,09,8.057,12.983,10.428,21.009,14.52,15.627,16.161,14.342,0,0,0,0,0,9.749,29.041,0,30.978,29.078,28.708,0,0,0,0,0,0,0,0,19.1,5.36,25.829,0,0,-7.709,49.377
10,1.7,17.901,13.9,51.125,17/7/2013,540.091,51.356,16.576,25.732,0,10,5.982,12.915,10.56,21.377,12.414,13.495,15.956,14.575,0,0,0,0,0,9.829,29.276,17.338,31.729,29.108,28.767,0,0,0,0,0,5.2,0,0,19.2,5.21,25.857,0,0,-11.316,49.251
11,2.1,13,10.3,49.155,17/7/2013,549.515,51.134,16.576,25.277,0,11,6.836,12.915,10.56,19.118,22.518,23.243,20.29,18.649,5.882,0,0,0,0,9.771,28.658,16.227,31.507,27.978,29.457,0,0,0,0,0,5.2,0,0,19,5.28,25.411,0,0,-3.9,49.251
12,0.9,6.9,4.5,49.124,17/7/2013,540.651,51.578,16.206,13.028,0,12,4.883,10.445,9.636,8.245,23.175,23.913,17.61,16.161,18.348,19.129,0,0,0,10.738,29.895,16.065,31.451,28.467,28.429,0,0,0,0,0,5.2,0,0,19,5.12,25.829,0,0,-.806,49.251
13,6.5,19.001,12.9,48.564,17/7/2013,533.893,52.022,16.798,25.526,0,13,-1.343,13.252,9.372,11.921,6.754,7.547,0,15.436,16.401,16.456,0,0,0,10.657,29.689,16.404,31.674,29.457,28.748,0,0,0,0,0,5.2,0,0,18.8,4.82,25.857,0,0,-7.306,47.63
14,0,5.5,5.1,48.626,17/7/2013,538.44,51.652,16.724,11.047,0,14,9.522,12.758,9.372,3.675,21.192,22.04,20.809,19.811,18.278,18.433,10.95,0,0,10.584,29.394,16.21,31.729,28.288,28.748,0,0,0,0,0,5.2,0,0,18.9,4.96,25.857,0,0,1.19,48.032
15,0.7,4.5,5.2,48.547,17/7/2013,535.126,52.096,16.724,11.377,0,15,3.418,8.243,9.9,5.933,15.956,16.817,16.311,15.887,18.068,18.421,18.213,0,0,9.368,29.718,18.096,31.674,28.129,28.058,0,0,0,0,0,5.2,0,0,19,4.99,25.384,0,0,-1.611,48.032
16,4.7,4.3,2.2,48.23,17/7/2013,507.44,51.8,16.576,6.978,0,16,9.888,12.534,9.768,13.13,14.137,15.19,15.833,14.916,18.095,7.056,18.274,0,0,9.683,29.276,17.596,31.952,28.259,28.048,0,0,0,0,0,5.2,0,0,19,5.04,25.523,0,0,-5.402,48.032
17,12.1,29.701,14.6,48.763,17/7/2013,488.236,52.022,16.65,38.771,0,17,19.776,13.118,11.22,18.909,9.16,10.09,0,0,0,0,0,0,0,11.111,29.276,16.936,31.869,28.228,28.037,0,0,0,0,0,5.2,0,0,19,5.04,25.773,0,5.402,-14.008,48.032
18,19.101,37.801,22.101,38.04,17/7/2013,466.791,44.252,14.356,40.127,0,18,8.301,11.882,0.66,30.884,7.069,7.916,0,0,0,0,0,0,0,11.382,30.101,2.659,34.652,28.148,27.999,0,0,0,0,0,0,0,0,18.4,5.12,25.718,0,0,-17.103,37.823
19,2.7,18.701,12.4,49.104,17/7/2013,552.371,52.984,17.39,21.768,0,19,14.527,13.207,10.824,25.106,18.034,19.1,1.244,16.803,0,0,18.165,0,0,11.602,32.929,17.967,34.902,29.698,28.678,0,0,0,0,0,5.2,0,0,17.9,5.36,25.718,0,0,-14.411,50.403
20,-5.6,4.7,3.8,48.916,17/7/2013,553.194,52.836,17.242,5.076,0,20,8.423,13.207,10.56,0,18.676,19.77,16.174,16.598,18.418,18.445,17.945,17.286,0,11.573,33.666,17.58,34.819,29.027,28.978,0,0,0,0,0,5.2,0,0,17.8,5.4,25.439,0,0,6.098,44.186
21,-9.3,1.8,2.2,48.79,17/7/2013,506.283,51.356,16.502,7.145,0,21,12.329,13.477,11.22,4.096,23.776,24.378,23.598,23.188,0,0,0,0,0,11.28,31.986,18.708,34.902,28.658,28.838,0,0,0,0,0,0,0,0,17.8,5.5,25.495,0,0,2.582,46.819
22,-11.5,1.7,1.4,49.811,17/7/2013,436.812,51.726,16.798,4.992,0,22,4.639,13.522,11.616,0,15.696,16.667,0,0,0,0,0,0,0,11.441,32.163,13.052,34.763,28.578,28.608,0,0,0,0,0,0,0,0,19.5,5.7,25.3,0,0,5.182,46.872
23,14.2,9.8,7.8,47.046,17/7/2013,404.751,50.468,16.65,12.954,0,23,-3.906,13.14,11.484,9.085,6.918,7.656,0,0,0,0,0,0,0,11.221,29.306,2.627,17.813,28.868,28.608,0,0,0,0,0,0,0,0,19.4,5.6,25.328,0,0,11.298,47.066
0,-.8,8.2,6.6,36.703,18/7/2013,386.672,52.54,17.316,10.456,0,00,6.714,13.994,10.824,10.556,14.985,0,0,0,0,0,0,0,0,11.419,30.867,2.691,0,29.188,28.299,0,0,0,0,0,0,0,0,19.5,5.6,25.328,0,0,-1.904,48.264
