,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,HPA1,HPA2,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
4,0.7,7.8,5.3,12.098,10/8/2013,362.878,43.808,14.43,13.333,0,04,,,4.639,13.657,0,1.68,7.944,0,0,24.063,0,0,0,0,0,5.596,30.955,0,37.073,28.467,28.259,0,0,0,0,0,0,0,0,18.8,5.6,25.551,0,0,-.806,37.751
5,-1.9,10.8,7.2,11.95,10/8/2013,377.056,52.244,16.798,9.363,0,05,,,7.813,13.657,0,5.986,8.299,0,0,24.077,0,0,0,0,0,4.124,31.014,0,34.04,28.578,28.628,0,0,0,0,0,0,0,0,18.8,5.6,25.745,0,0,-4.303,41.763
6,-.6,6.7,4.3,0,10/8/2013,356.589,52.17,16.798,5.299,0,06,,,9.766,13.702,0,6.67,21.247,22.204,0,24.268,0,0,0,0,0,4.116,30.455,0,0,28.568,27.768,0,0,0,0,0,0,0,0,19,5.6,25.801,0,0,1.996,47.143
7,9.8,11.1,7.8,10.132,10/8/2013,376.636,51.874,16.872,11.945,0,07,,,2.808,13.589,0,6.984,18.034,19.059,0,24.268,0,0,0,0,0,4.109,30.366,0,0,28.408,28.259,0,0,0,0,0,0,0,0,19,5.67,25.829,0,0,4.596,48.347
8,12.2,10.6,7.1,33.403,10/8/2013,410.475,51.726,16.65,17.478,0,08,,,-3.54,13.589,0,6.039,17.911,18.922,0,24.268,0,0,0,0,0,4.153,30.425,0,0,28.098,28.138,0,0,0,0,0,0,0,0,18.8,5.54,25.857,0,0,2.197,48.233
9,5,16.301,10,39.936,10/8/2013,429.937,51.652,16.798,12.836,0,09,,,7.569,13.589,0,12.289,19.128,20.249,0,24.268,0,0,0,0,0,4.197,30.72,0,1.976,28.188,28.238,0,0,0,0,0,0,0,0,18.7,5.44,25.912,0,0,-7.105,48.346
10,-1,5.9,7.1,29.836,10/8/2013,440.51,51.726,16.724,17.528,0,10,,,2.93,13.612,0,16.912,12.401,13.454,0,24.268,0,0,0,0,0,1.296,31.78,0,38.799,29.078,28.118,0,0,0,0,0,0,0,0,18.7,5.2,25.857,0,0,-5.805,48.346
11,11.5,11.2,6.8,26.273,10/8/2013,440.435,51.652,16.946,19.816,0,11,,,-2.197,13.477,0,17.385,12.948,14.192,0,24.296,0,0,0,0,0,0,31.22,0,38.326,28.578,28.588,0,0,0,0,0,0,0,0,18.7,5,25.69,0,0,-.201,48.346
12,-2.9,17.001,11.9,23.006,10/8/2013,445.556,52.17,16.798,19.257,0,12,,,15.015,13.499,0,17.385,12.401,13.372,0,24.036,0,0,0,0,0,0,31.368,0,38.883,28.878,29.038,0,0,0,0,0,0,0,0,18.7,4.89,25.885,0,0,-12.104,47.1
13,-6.5,14.8,11.8,8.492,10/8/2013,435.235,52.466,17.02,23.302,0,13,,,12.207,13.634,0,11.606,13.358,14.411,0,24.036,0,0,0,0,0,0,29.482,0,38.799,27.878,28.167,0,0,0,0,0,0,0,0,18.8,4.66,25.885,0,0,-16.718,45.628
14,1.4,13.8,10.4,8.496,10/8/2013,418.84,52.17,17.02,20.492,0,14,,,9.644,11.163,0,15.231,16.557,17.774,0,15.286,0,0,0,0,0,0,29.306,0.29,38.827,28.208,28.559,0,0,0,0,0,0,0,0,18.8,5,25.773,0,0,-9.705,47.067
15,-5.1,8.3,5.7,39.608,10/8/2013,411.309,52.836,16.798,10.795,0,15,,,11.719,13.791,0,7.667,23.927,24.514,0,24.186,0,0,0,0,0,0,28.923,0.628,0,28.767,28.818,0,0,0,0,0,0,0,0,18.7,4.89,25.773,0,0,-3.314,49.993
16,9.9,12.8,10.6,30.906,10/8/2013,396.852,52.466,16.798,26.789,0,16,,,9.278,13.859,0,6.775,15.518,16.598,15.668,15.778,0,0,0,0,0,0,29.217,1.16,0,28.429,28.559,0,0,0,0,0,0,0,0,18.8,5,26.052,0,0,-1.703,37.663
17,0.1,7.2,4.6,28.495,10/8/2013,403.408,52.022,16.872,8.615,0,17,,,8.911,13.791,0,3.255,24.036,24.678,16.776,17.254,0,0,0,0,0,0,30.572,2.659,0,29.027,27.928,0,0,0,0,0,0,0,0,18.8,5.15,25.467,0,0,1.483,47.458
18,-4.2,5.1,2.9,49.189,10/8/2013,423.772,52.466,16.872,6.841,0,18,,,11.475,13.836,0,5.461,19.756,20.7,17.323,16.708,0,0,0,0,0,4.102,31.427,2.659,11.328,28.259,28.078,0,0,0,0,0,5.2,0,0,18.8,5.28,25.718,0,0,0.494,43.538
19,-3,1.6,1.9,49.063,10/8/2013,541.683,52.614,16.724,9.14,0,19,,,9.033,13.455,0,12.394,23.352,24.104,23.407,19.333,17.311,7.739,18.848,0,0,4.651,31.014,20.336,38.409,28.218,28.208,0,0,0,0,0,5.2,0,0,18.8,5.2,25.384,0,0,1.19,49.243
20,-1.1,8.6,6.4,48.866,10/8/2013,534.308,52.466,16.946,9.371,0,20,,,1.221,13.455,0,4.988,14.37,15.463,16.817,16.598,11.583,18.628,18.152,0,0,8.496,31.368,20.287,38.326,27.699,27.898,0,0,0,0,0,5.2,0,0,18.7,5.36,25.523,0,0,4.486,43.558
21,-.8,2,2.9,48.362,10/8/2013,497.002,51.652,16.576,7.092,0,21,,,0,13.455,0,3.413,15.504,16.571,15.737,15.668,0,10.791,17.945,0,0,8.379,31.368,21.012,38.688,28.378,28.158,0,0,0,0,0,5.2,0,0,18.7,5.5,25.411,0,0,6.189,40.445
22,-1.4,3.9,1.6,28.89,10/8/2013,443.37,52.466,16.946,10.037,0,22,,,9.522,13.432,0,7.72,23.284,24.186,16.954,16.475,0,0,0,0,0,8.789,32.134,5.978,39.3,28.368,28.248,0,0,0,0,0,0,0,0,18.8,5.51,25.328,0,0,2.087,41.096
23,-.1,3.3,3.4,18.071,10/8/2013,406.004,52.096,16.872,8.85,0,23,,,5.86,13.634,0,5.881,20.03,20.96,16.12,16.038,0,0,0,0,0,8.628,31.721,6.913,16.728,27.869,28.908,0,0,0,0,0,0,0,0,18.8,5.59,25.217,0,0,1.685,37.706
0,-6.5,5.8,4.8,0,11/8/2013,376.1,52.244,16.798,6.418,0,00,,,0,13.477,0,4.569,17.227,18.129,0,14.985,0,0,0,0,0,8.738,32.045,2.675,0,28.597,28.288,0,0,0,0,0,0,0,0,18.7,5.44,25.133,0,0,-3.9,49.158
1,2,1.4,0.6,0,11/8/2013,366.358,51.948,16.872,4.72,0,01,,,-17.457,13.544,0,5.145,15.791,16.817,0,15.012,0,0,0,0,0,2.322,31.928,2.675,0,28.328,29.058,0,0,0,0,0,0,0,0,19,5.44,25.411,0,0,9.192,44.5
2,-5.2,0.5,0.3,0,11/8/2013,354.44,51.8,16.946,0,0,02,,,-12.574,13.612,0,0.735,16.461,17.76,0,14.698,0,0,0,0,0,0,31.22,2.659,0,28.597,28.729,0,0,0,0,0,0,0,0,19,5.7,25.495,0,0,5.292,44.848
3,-3.9,0,0,0,11/8/2013,343.28,51.06,6.438,0.314,0,03,,,-12.574,13.14,0,0.314,16.01,17.131,0,14.588,0,0,0,0,0,0,31.603,2.643,0,28.488,28.218,0,0,0,0,0,0,0,0,19,5.8,25.495,0,0,5.695,47.997
4,-4.6,0,0,0,11/8/2013,346.726,51.578,16.724,2.295,0,04,,,-10.743,13.747,0,0,19.442,20.18,0,0,0,0,0,0,0,0,31.515,2.643,0,28.597,28.518,0,0,0,0,0,0,0,0,19,5.7,25.411,0,0,3.992,47.997
5,-4.7,0,0,0,11/8/2013,358.794,51.356,16.576,0,0,05,,,-12.696,13.971,0,0,18.84,19.811,0,15.081,0,0,0,0,0,0,31.986,2.691,0,28.568,28.808,0,0,0,0,0,0,0,0,19,5.7,25.3,0,0,5.896,44.483
6,-3.4,0,0,0,11/8/2013,332.492,52.022,16.872,0.294,0,06,,,-14.283,14.016,0,0,12.838,13.932,0,0,0,0,0,0,0,0,31.928,2.675,0,28.259,28.278,0,0,0,0,0,0,0,0,19,5.75,25.356,0,0,7.691,43.85
7,-5.1,0,0,0,11/8/2013,345.928,51.726,16.946,0,0,07,,,-12.94,14.039,0,0,18.198,18.963,0,0,0,0,0,0,0,0,31.721,2.643,0,28.158,28.288,0,0,0,0,0,0,0,0,19,5.62,25.69,0,0,5.988,48.869
8,-4,0.8,0.5,9.009,11/8/2013,362.961,52.096,16.502,4.737,0,08,,,-11.841,13.971,0,0.735,18.922,20.139,0,0,0,0,0,0,0,0,31.898,2.659,0,28.508,28.408,0,0,0,0,0,0,0,0,19,5.45,25.69,0,0,3.186,48.869
9,-2.7,2.1,1.5,15.049,11/8/2013,366.683,51.356,16.428,3.07,0,09,,,-13.672,14.398,0,5.828,19.551,20.454,0,0,0,0,0,0,0,0,29.924,2.562,0,28.238,26.598,0,0,0,0,0,0,0,0,19,5.5,25.495,0,0,3.882,43.539
10,-6.2,1.2,2.3,15.058,11/8/2013,374.211,51.726,16.576,8.075,0,10,,,-11.963,13.881,0,3.833,19.087,20.016,0,0,0,0,0,0,0,0,29.954,2.61,0,27.739,27.598,0,0,0,0,0,0,0,0,18.8,5.5,25.829,0,0,0.586,44.375
11,0.7,2.6,2,14.952,11/8/2013,378.445,51.874,16.502,6.459,0,11,,,-16.236,13.724,0,5.828,19.401,20.536,0,0,0,0,0,0,0,0,30.131,2.643,0,28.208,27.648,0,0,0,0,0,0,0,0,18.7,5.28,26.219,0,0,5.292,47.691
12,-6.6,0.2,0.7,34.312,11/8/2013,385.164,51.8,17.094,3.828,0,12,,,-11.719,13.926,0,1.523,19.592,20.303,0,0,0,0,0,0,0,0,30.219,2.675,0,28.238,27.538,0,0,0,0,0,0,0,0,19,5,25.718,0,0,4.798,47.607
13,-3.9,3.7,2.8,34.846,11/8/2013,388.704,52.022,17.168,5.312,0,13,,,-12.696,13.971,0,3.15,15.969,16.954,0,0,0,0,0,0,0,0,29.6,2.659,0,28.129,27.808,0,0,0,0,0,0,0,0,19,5,25.662,0,0,0.696,47.032
14,2.5,1.6,1.4,28.851,11/8/2013,376.494,53.354,17.316,3.789,0,14,,,-17.457,13.679,0,2.729,23.612,24.487,0,0,0,0,0,0,0,0,0.33,2.659,0,27.928,27.999,0,20.11,0,0,0,0,0,0,19,0,25.606,0,0,9.192,50.297
15,-1.9,3.5,2.9,0,11/8/2013,361.953,52.392,17.242,4.939,0,15,,,-11.109,13.949,0,0,15.176,16.338,0,16.776,0,0,0,0,0,0,31.721,2.659,0,27.988,27.808,0,0,0,0,0,0,0,0,19,5.83,25.523,0,0,2.985,43.257
16,1.5,16.101,7.5,0,11/8/2013,370.577,44.4,14.504,9.902,0,16,,,-15.381,13.881,0,10.031,0,0,17.815,19.551,0,0,0,0,0,0,19.702,2.659,0,28.488,27.948,0,0,0,0,0,0,0,0,19,5.9,25.69,0,0,-3.314,43.905
17,-3.3,1.3,1.4,0,11/8/2013,382.722,52.17,16.946,11.819,0,17,,,-8.179,14.061,0,1.26,24.077,24.829,24.022,24.104,0,0,0,0,0,0,0.33,2.659,0,28.278,28.048,0,0,0,0,0,0,0,0,19,6,25.773,0,0,2.49,43.056
18,0.2,9.7,6,31.379,11/8/2013,433.778,52.17,16.872,2.602,0,18,,,-2.197,13.769,0,0,23.202,24.173,23.995,24.487,0,0,0,0,0,0,32.31,2.643,0,28.178,28.337,0,0,0,0,0,0,0,0,19,6.06,25.773,0,0,6.482,49.833
19,-7.5,4,1.1,47.736,11/8/2013,505.11,52.096,16.946,0,0,19,,,12.574,13.814,0,0,20.508,21.424,23.995,24.514,17.227,0,18.763,0,0,8.599,32.399,20.513,39.272,28.948,28.648,0,0,0,0,0,5.2,0,0,19,5.8,25.718,0,0,3.79,37.754
20,-7.3,0.1,0,49.006,11/8/2013,495.016,52.17,17.094,3.108,0,20,,,8.789,13.814,0,2.468,16.366,17.419,23.94,24.405,7.465,0,18.116,0,0,8.614,32.134,20.432,38.91,28.388,28.328,0,0,0,0,0,5.2,0,0,18.5,5.8,25.745,0,0,6.995,38.608
21,0.3,1,1.1,48.874,11/8/2013,449.856,51.948,16.946,6.646,0,21,,,2.808,13.657,0,0,21.001,21.862,24.282,23.475,0,0,0,0,0,8.548,32.075,7.283,26.469,28.658,28.668,0,0,0,0,0,0,0,0,18.8,5.9,25.467,0,0,7.086,37.833
22,-5.8,3.5,2.2,8.765,11/8/2013,394.026,52.022,16.946,5.945,0,22,,,-7.202,3.257,0,0.262,18.649,19.893,17.323,16.639,0,0,0,0,0,8.687,32.576,8.621,0,28.358,28.308,0,0,0,0,0,0,0,0,18.7,5.77,25.495,0,0,-1.209,37.72
23,-2.9,9.9,1.3,0,11/8/2013,361.77,51.874,16.798,3.027,0,23,,,-9.522,0,0,4.253,21.001,21.753,0,0,0,0,0,0,0,8.716,32.193,2.659,0,28.618,28.637,0,0,0,0,0,0,0,0,18.8,5.77,25.495,0,0,-.604,47.423
0,-.9,1.3,0,0,12/8/2013,343.021,52.17,16.872,1.152,0,00,,,-17.335,0,0,0,18.581,19.497,0,0,0,0,0,0,0,8.614,32.016,2.659,0,28.228,28.378,0,0,0,0,0,0,0,0,18.7,5.72,25.467,0,0,7.782,47.423
1,-.1,0,0,0,12/8/2013,330.897,52.244,16.798,0.685,0,01,,,-16.602,0,0,0,14.807,15.915,0,0,0,0,0,0,0,8.577,32.045,2.755,0,28.578,28.108,0,0,0,0,0,0,0,0,18.8,5.84,25.606,0,0,9.796,47.423
2,-10.2,0,0,0,12/8/2013,323.063,52.244,16.946,1.268,0,02,,,-2.075,13.095,0,0,7.547,8.285,0,0,0,0,0,0,0,8.672,32.605,2.675,0,28.618,28.318,0,0,0,0,0,0,0,0,18.8,5.84,25.662,0,0,2.289,47.423
3,-8.6,0,0,0,12/8/2013,324.896,50.912,7.474,0.745,0,03,,,-10.865,13.836,0,0.42,16.065,0,0,0,0,0,0,0,0,8.511,31.78,2.659,0,28.408,28.318,0,0,0,0,0,0,0,0,18.7,5.9,25.495,0,0,2.582,47.595
4,-8.1,0,0,0,12/8/2013,329.017,51.874,16.946,0,0,04,,,-6.348,14.016,0,0,14.739,0,0,0,0,0,0,0,0,8.599,32.369,2.643,0,28.308,27.399,0,0,0,0,0,0,0,0,18.8,5.91,25.495,0,0,0.385,47.595
5,-5.6,0,0,19.562,12/8/2013,357.841,51.874,16.946,0,0,05,,,-11.109,14.016,0,0,23.311,0,0,0,0,0,0,0,0,8.606,31.928,2.707,0,28.308,27.959,0,0,0,0,0,0,0,0,19,5.67,25.439,0,0,5.383,50.36
6,-4.1,0,0,36.309,12/8/2013,364.932,51.578,16.798,0,0,06,,,-5.249,14.016,0,0,25.294,0,0,0,0,0,0,0,0,8.584,32.193,2.707,0,28.618,28.188,0,0,0,0,0,0,0,0,18.9,6.3,25.551,0,0,7.398,50.366
7,-9.1,0,0,45.62,12/8/2013,385.407,51.8,16.946,0,0,07,,,6.104,13.926,0,0,10.842,11.662,0,14.752,0,0,0,0,0,8.745,32.428,2.707,33.399,28.429,28.138,0,0,0,0,0,0,0,0,18.8,5.92,25.384,0,0,4.999,37.865
8,-10.2,0,0,45.626,12/8/2013,445.42,52.318,17.02,0,0,08,,,7.569,13.455,0,0,23.885,24.583,0,23.284,0,0,0,0,0,8.555,31.928,7.557,36.238,27.838,28.398,0,0,0,0,0,0,0,0,18.5,5.84,26.302,0,0,3.882,50.382
9,-11,0,0,46.048,12/8/2013,509.031,51.874,16.798,0,0,09,,,9.4,13.455,0,0,22.094,22.71,19.538,19.387,16.765,8.753,17.835,0,0,8.467,32.075,17.5,35.654,27.948,28.288,0,0,0,0,0,0,0,0,19,5.44,25.384,0,0,3.497,48.27
10,-11.9,0,0,45.24,12/8/2013,539.445,51.948,16.872,0,0,10,,,8.423,13.455,0,0,17.829,18.84,24.446,24.268,16.835,18.421,18.25,16.81,0,8.467,32.075,19.03,36.211,28.259,28.299,0,0,0,0,0,0,0,0,18.8,5.36,25.523,0,0,3.186,47.434
11,-8.4,0,0,46.476,12/8/2013,542.78,52.17,16.872,1.463,0,11,,,11.475,13.477,0,0,23.858,24.501,24.692,22.792,17.045,17.225,18.25,16.907,2.832,8.269,32.075,17.935,36.155,28.167,27.628,0,0,0,0,0,0,0,0,19,5.28,25.105,0,0,2.692,50.373
12,-.7,0.5,0.1,45.972,12/8/2013,538.538,51.726,16.946,1.177,0,12,,,7.08,13.634,0,0,18.663,19.688,23.94,23.216,16.527,16.98,16.846,16.773,15.723,6.863,29.806,17.677,36.183,28.068,27.518,0,0,0,0,0,5.2,0,0,19,5.13,25.189,0,0,7.892,46.981
13,-10.2,0.2,0,45.69,12/8/2013,532.173,51.43,16.872,0,0,13,,,9.522,13.499,0,0,19.36,20.44,17.733,17.583,16.667,16.956,16.749,16.712,15.625,6.636,29.188,17.564,36.238,28.068,27.278,0,0,0,0,0,5.2,0,0,19,5.04,25.773,0,0,7.782,47.395
14,-1.2,0,0.1,45.646,12/8/2013,545.736,51.8,16.798,1.675,0,14,,,1.709,12.871,0,0,23.872,24.501,17.514,17.801,16.793,18.506,16.663,16.724,15.723,6.695,27.685,17.467,35.793,28.028,27.439,0,0,0,0,0,5.2,0,0,19,5.28,25.745,0,0,7.984,48.049
15,5.1,17.501,9.4,0.879,12/8/2013,525.285,44.918,14.652,28.799,0,15,,,0,12.017,0,11.975,18.307,19.059,0,0,16.695,18.58,16.724,16.7,15.625,6.775,28.098,17.886,35.932,28.178,27.368,0,0,0,0,0,5.1,0,0,18.7,5.6,25.662,0,0,-10.602,39.069
16,-11.1,0,0.1,39.775,12/8/2013,495.13,51.356,16.872,3.049,0,16,,,0,13.567,0,0,12.114,13.303,16.106,15.559,16.737,18.69,16.871,9.595,0,6.878,29.689,18.756,37.435,28.358,27.708,0,0,0,0,0,5.1,0,0,18.6,6,25.3,0,10.071,1.099,47.682
17,-11.4,0,0,39.727,12/8/2013,483.683,0,0,0,0,17,,,0,13.567,0,0,23.981,24.391,23.612,22.874,16.583,18.604,16.614,17.444,16.211,6.724,30.985,19.063,37.268,28.118,28.098,0,0,0,0,0,5.1,0,0,18.4,5.91,29.085,0,10.968,-.806,40.086
18,-5.7,0,0,46.231,12/8/2013,490.704,0,0,0,0,18,,,0,13.567,0,0,22.505,23.352,16.803,15.833,16.695,18.812,16.773,17.371,15.82,7.178,32.075,19.208,37.658,27.628,27.668,0,0,0,0,0,5.1,0,0,18.8,5.76,47.455,0,3.891,5.786,42.389
19,3.1,1.9,1.1,39.843,12/8/2013,541.854,0,0,6.51,1,19,,,0,13.634,0,0,24.022,24.501,22.751,23.229,16.499,18.543,16.456,17.31,15.625,6.914,31.662,18.724,37.073,28.259,27.829,0,10.055,0,0,0,5.1,0,0,19,5.76,47.678,0,0,11.682,49.19
20,-13.6,0.1,0,39.807,12/8/2013,523.145,0,0,0,1,20,,,0,13.634,0,0,23.995,24.542,22.71,23.243,16.751,18.702,16.761,18.067,15.82,7.083,32.134,20.255,37.324,27.688,27.708,0,10.029,0,0,0,5.1,0,0,18.8,5.76,47.566,0,12.708,-3.809,43.865
21,10.4,24.501,15.1,45.639,12/8/2013,458.64,0,0,37.616,0,21,,,4.883,13.634,0,2.363,6.987,7.615,15.45,0,15.21,14.722,16.541,3.455,0,7.046,31.898,19.997,37.157,27.959,27.488,0,0,0,0,0,5.1,0,0,18.8,5.84,25.801,0,0,-10.218,37.786
22,-10.1,0,0,45.984,12/8/2013,388.388,0,0,0.526,0,22,,,0,13.612,0,0,10.446,15.135,16.024,0,2.717,0,13.501,2.673,0,8.511,32.635,20.61,38.075,28.337,27.848,0,0,0,0,0,5.1,0,0,18.9,5.76,25.801,0,0,-.311,39.19
23,-1,1.2,1.1,20.46,12/8/2013,364.933,0,0,5.733,0,23,,,-17.457,13.836,0,9.085,16.01,17.022,0,0,0,0,0,2.686,0,8.621,30.838,10.522,37.686,28.488,28.259,0,0,0,0,0,0,0,0,18.8,5.85,25.857,0,0,1.483,46.478
0,-1.1,0,0,20.142,13/8/2013,350.797,0,0,1.279,0,00,,,-21.607,13.747,0,3.518,15.641,16.653,0,0,0,0,0,2.649,0,8.474,31.751,13.729,37.38,28.248,28.138,0,0,0,0,0,0,0,0,18.8,5.84,25.801,0,0,7.782,40.818
1,-4.4,0.7,1.3,20.484,13/8/2013,339.274,0,0,10.333,0,01,,,-16.114,13.836,0,4.569,23.325,24.2,0,0,0,0,0,2.649,0,8.577,31.309,0,20.735,28.559,28.278,0,0,0,0,0,0,0,0,18.7,5.84,25.69,0,0,3.186,38.808
2,-.9,5.2,3.1,21.144,13/8/2013,326.544,0,0,16.402,0,02,,,-15.015,13.949,0,2.624,19.62,20.495,0,0,0,0,0,1.306,0,7.705,31.78,0,0,28.337,27.999,0,0,0,0,0,0,0,0,18.7,6.05,25.662,0,0,-.311,45.505
3,7.1,0.9,0.7,22.829,13/8/2013,332.52,0,0,8.191,0,03,,,-29.176,14.083,0,0,22.751,23.626,0,0,0,0,0,2.698,0,8.665,32.163,0,0,28.178,27.758,0,0,0,0,0,0,0,0,18.7,5.98,26.024,0,0,11.792,49.976
4,-4.3,0.3,0,30.249,13/8/2013,338.249,0,0,2.174,0,04,,,-19.532,14.106,0,2.836,23.995,24.46,0,0,0,0,0,1.257,0,8.723,32.428,0,0,27.628,27.739,0,0,0,0,0,0,0,0,18.9,5.95,25.718,0,0,4.285,50.339
5,-8.5,0,0,44.798,13/8/2013,363.296,0,0,3.429,0,05,,,-10.743,13.477,0,0.84,23.653,24.419,17.186,0,0,0,0,1.245,0,8.753,32.576,0,0,30.288,28.188,0,0,0,0,0,0,0,0,19,5.99,25.662,8.628,0,0.494,43.835
6,16.701,1.6,1.9,45.38,13/8/2013,372.984,0,0,7.225,0,06,,,-22.34,13.949,0,5.672,21.999,22.833,14.206,0,0,0,0,1.27,0,8.489,31.957,0,4.398,28.908,28.148,0,0,0,0,0,0,0,0,19,6.1,25.801,25.69,0,18.293,48.444
7,-.8,0.7,1,45.586,13/8/2013,386.378,0,0,6.702,0,07,,,0,13.859,0,0,24.05,24.569,16.42,0,0,0,0,1.294,0,8.636,32.104,0,35.932,28.608,28.328,0,0,0,0,0,0,0,0,19.9,5.9,25.578,25.773,0,8.185,45.043
8,-12.7,3.8,3.2,39.237,13/8/2013,441.158,0,0,7.162,0,08,,,7.447,13.836,0,0,24.05,24.501,24.159,23.544,0,0,0,1.27,0,8.701,32.752,16.178,35.236,27.898,27.878,0,0,0,0,0,5.2,0,0,19,5.6,25.745,25.022,4.596,-6.61,39.922
9,-5.6,2,1.7,39.662,13/8/2013,495.379,0,0,5.522,0,09,,,-2.197,13.612,0,0,24.05,24.432,24.569,23.995,16.835,18.433,16.602,3.162,0,8.394,31.662,18.966,35.181,27.569,27.668,0,0,0,0,0,5.2,0,0,19,5.36,25.885,25.662,0,4.285,40.255
10,-9.9,2,1,45.84,13/8/2013,512.103,0,0,2.321,1,10,,,5.127,13.589,0,0,20.686,21.452,24.432,23.844,16.961,18.714,16.919,17.701,15.723,8.46,29.806,19.03,35.153,27.959,27.918,0,0,0,0,0,5.2,0,0,18.8,5.44,36.823,25.996,4.88,0,29.443
11,43.301,0,0,45.938,13/8/2013,535.764,0,0,0,0,11,,,-44.313,13.567,0,0,23.831,24.446,24.761,24.036,16.709,18.677,16.98,18.152,15.82,8.357,29.011,18.37,34.735,27.548,27.648,0,0,0,0,0,5.2,0,0,18.8,5.36,47.789,35.32,0,46.199,38.302
12,-9.1,0.9,0.1,45.623,13/8/2013,534.472,0,0,2.535,0,12,,,4.028,13.387,0,0,23.831,24.528,20.727,19.21,16.793,18.494,16.956,18.226,15.82,8.313,30.101,19.143,35.181,27.869,28.178,0,0,0,0,0,5.2,0,0,18.7,5.28,47.566,32.731,4.056,-.403,37.661
13,-6.4,0,0,45.286,13/8/2013,525.513,0,0,0.462,0,13,,,0,12.511,0,0,23.803,24.473,20.495,19.278,16.681,18.677,16.675,18.055,15.723,8.181,29.748,18.982,35.181,27.878,27.688,0,0,0,0,0,5.2,0,0,19.2,5.04,47.566,25.467,0,10.089,40.809
14,12.1,0,0,55.285,13/8/2013,531.372,0,0,0,0,14,,,-11.963,13.387,0,0,23.817,23.899,19.497,18.075,16.499,18.58,16.651,17.994,15.82,8.291,28.834,18.789,37.213,27.948,27.578,0,0,0,0,0,5.2,0,0,19,4.97,47.65,35.598,0,20.783,38.533
15,-17.401,0,0,54.601,13/8/2013,543.075,0,0,0,0,15,,,9.278,13.252,0,0,23.817,24.487,16.653,15.094,16.527,18.799,16.797,18.433,15.918,8.379,29.659,19.24,37.936,27.648,27.658,0,0,0,0,0,5.2,0,0,19,5.04,47.678,35.654,7.608,-2.417,42.673
16,-13.9,0,0,52.697,13/8/2013,532.705,0,0,0,0,16,,,13.184,13.365,0,0,24.036,24.514,18.758,17.323,16.667,18.812,16.761,18.372,15.918,8.335,30.101,19.401,37.908,28.138,27.768,0,0,0,0,0,5.2,0,0,19.2,5.04,40.831,25.662,6.336,-3.204,50.314
17,-9.7,0,0,52.447,13/8/2013,481.957,0,0,0,0,17,,,8.423,0,0,0,24.036,24.528,15.436,14.752,16.737,18.641,16.858,18.213,14.258,8.203,30.219,19.063,37.463,27.678,27.728,0,0,0,0,0,5.2,0,0,19,5.59,25.244,25.439,4.285,2.985,41.217
18,-5,0,0,56.192,13/8/2013,477.248,0,0,0,0,18,,,5.86,13.589,0,0,23.872,24.692,14.78,14.479,16.457,18.775,18.433,16.688,0,8.247,31.81,19.304,37.602,28.248,27.588,0,0,0,0,0,5.2,0,0,19.1,5.83,25.439,25.578,7.187,4.395,37.787
19,-9.2,0,0,55.559,13/8/2013,566.755,0,0,0,0,19,,,-1.831,13.589,0,0,23.899,24.583,16.42,16.174,16.625,18.531,17.957,18.116,15.723,8.54,32.134,19.208,37.714,28.037,27.488,0,0,0,0,0,5.2,0,0,19.1,6.07,40.33,48.012,0,6.482,48.464
20,-.7,1.4,0.9,53.922,13/8/2013,532.013,0,0,12.219,0,20,,,-1.587,13.589,0,0,22.217,23.051,16.065,15.272,16.485,18.738,17.994,17.994,15.82,8.408,31.633,18.837,37.213,28.637,27.678,0,0,0,0,0,5.2,0,0,19,5.6,26.747,26.191,0,5.09,50.38
21,-3.9,0.1,0,55.134,13/8/2013,492.489,0,0,-.187,0,21,,,-5.493,14.016,0,0,23.885,24.432,15.518,15.696,15.252,18.641,16.651,2.625,0,8.357,31.692,19.901,37.658,28.528,27.768,0,0,0,0,0,5.2,0,0,18.7,6.07,25.94,25.439,0,12.799,47.892
22,-8.1,0.1,0,55.226,13/8/2013,420.961,0,0,0,0,22,,,-4.517,13.859,0,0,23.968,24.596,0,23.311,0,0,2.966,2.734,0,8.643,32.134,0,37.714,27.048,27.258,0,0,0,0,0,5.2,0,0,18.7,5.9,25.773,25.411,0,4.083,44.461
23,-13,0.1,0,32.09,13/8/2013,388.619,0,0,0,0,23,,,-16.846,13.679,0,0,24.05,24.446,0,0,0,0,0,2.649,0,7.222,31.898,0,37.435,28.578,28.498,0,0,0,0,0,0,0,0,19,6,25.662,25.69,0,8.295,45.889
0,-9.6,2.5,1.5,21.165,14/8/2013,365.673,0,0,5.21,0,00,,,-3.906,13.926,0,0,23.968,24.446,0,0,0,0,0,2.686,0,8.628,32.576,0,37.797,28.718,27.708,0,0,0,0,0,0,0,0,20,5.7,25.272,25.578,0,0,38.719
