,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,HPA1,HPA2,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
22,0.4,2,1.4,50.643,17/8/2013,438.549,51.652,16.798,7.859,0,22,,,2.564,0,0,5.777,20.522,21.301,16.366,14.575,0,0,0,0,0,9.617,30.72,2.594,38.716,25.538,26.188,0,0,0,0,0,0,0,0,21.4,5.8,26.163,0,0,5.493,42.972
23,-2.3,0.1,1.1,53.676,17/8/2013,396.455,50.764,10.804,6.154,0,23,,,5.737,0,0,1.417,23.571,24.528,19.032,18.881,0,0,0,0,0,9.632,30.779,2.659,0,25.528,26.038,0,0,0,0,0,0,0,0,21.5,5.5,25.968,0,0,4.596,46.857
0,-4.1,1.7,1,36.825,18/8/2013,366.509,51.652,16.502,4.443,0,00,,,5.615,0,0,0,22.997,23.803,0,14.37,0,0,0,0,0,9.595,31.014,2.659,0,25.549,26.058,0,0,0,0,0,0,0,0,21.3,5.8,25.94,0,0,3.497,43.832
1,-3.9,2.1,2.3,21.472,18/8/2013,354.813,51.504,16.798,9.313,0,01,,,-8.545,0,0,2.625,12.428,13.481,0,0,0,0,0,0,0,9.58,30.926,2.675,0,25.648,26.069,0,0,0,0,0,0,0,0,21.6,5.84,25.773,0,0,1.483,48.402
2,2.7,7.7,6.7,8.389,18/8/2013,342.378,50.616,16.65,18.836,0,02,,,-10.132,0,0,3.255,11.375,12.387,0,0,0,0,0,0,0,9.471,13.486,2.659,0,25.448,26.088,0,0,0,0,0,0,0,0,21.5,5.7,25.885,0,0,-.403,48.402
3,3.7,7.9,5.5,8.476,18/8/2013,337.642,52.318,17.168,14.852,0,03,,,-7.569,0,0,8.928,17.801,18.895,0,0,0,0,0,0,0,9.749,0,2.659,0,25.618,26.019,0,0,0,0,0,0,0,0,21.4,5.7,25.94,0,0,0.787,46.319
4,-1.8,6.3,5.2,8.438,18/8/2013,337.991,52.096,16.946,13.563,0,04,,,-4.639,0,0,6.144,19.278,20.276,0,0,0,0,0,0,0,9.72,0,2.675,0,25.488,26.149,0,0,0,0,0,0,0,0,21.3,5.76,25.829,0,0,-2.417,48.592
5,1.5,7.8,7.3,8.391,18/8/2013,344.007,51.948,16.798,12.607,0,05,,,-7.324,0,0,7.194,20.303,21.192,0,0,0,0,0,0,0,9.712,0,2.643,0,25.428,26.088,0,0,0,0,0,0,0,0,21.5,5.8,25.912,0,0,-1.703,50.464
6,1.2,8.9,5.7,8.459,18/8/2013,324.849,52.022,16.946,13.762,0,06,,,-3.784,0,0,8.664,18.512,19.538,0,0,0,0,0,0,0,9.617,0,2.659,0,25.688,26.178,0,0,0,0,0,0,0,0,21.5,5.8,25.912,0,0,0,39.27
7,0.2,4.6,3.3,8.413,18/8/2013,337.887,52.022,16.65,13.542,0,07,,,-4.639,0,0,8.927,15.026,16.174,0,14.957,0,0,0,0,0,9.727,0,2.755,0,25.698,26.258,0,0,0,0,0,0,0,0,21.6,5.8,25.94,0,0,0,45.24
8,7.2,16.701,12.3,8.417,18/8/2013,356.414,51.874,16.724,17.725,0,08,,,0,0,0,10.346,19.087,20.331,0,14.356,0,0,0,0,0,9.507,0,2.643,0,25.419,26.218,0,0,0,0,0,0,0,0,21.4,5.67,25.718,0,0,-4.303,44.374
9,4.3,15.901,10.4,8.374,18/8/2013,364.747,52.17,17.02,22.844,0,09,,,9.033,0,0,11.134,23.653,24.555,0,15.655,0,0,0,0,0,9.785,0,2.643,0,25.419,26.228,0,0,0,0,0,0,0,0,21.3,5.37,25.69,0,0,-9.412,47.277
10,9.2,11.6,9.2,8.41,18/8/2013,370.545,52.096,16.798,19.488,0,10,,,-1.465,0,0,8.928,23.407,24.241,16.708,15.012,0,0,0,0,0,8.152,0,2.675,0,25.568,25.889,0,0,0,0,0,0,0,0,21.3,5.48,25.662,0,0,0.385,45.975
11,3,11.7,8.1,8.398,18/8/2013,382.363,51.504,16.65,20.453,0,11,,,5.127,0,0,13.918,23.639,24.569,17.446,16.01,0,0,0,0,0,9.698,0,2.643,0,25.658,25.308,0,0,0,0,0,0,0,0,21.3,5.3,25.857,0,0,-6.207,48.808
12,-2.6,7.6,6.2,8.295,18/8/2013,385.686,52.244,17.094,11.495,0,12,,,4.883,0,0,7.614,23.694,24.555,24.569,24.05,0,0,0,0,0,9.705,0,2.739,0,26.138,25.589,0,0,0,0,0,0,0,0,21.2,5.2,25.244,0,0,-2.509,50.419
13,-.8,5.1,4.5,8.32,18/8/2013,379.946,52.17,16.65,10.79,0,13,,,9.033,0,0,8.612,23.257,24.268,22.217,20.85,0,0,0,0,0,9.529,29.423,2.643,0,25.958,25.639,0,0,0,0,0,0,0,0,21.2,5.2,25.634,0,0,-2.106,39.032
14,0.3,8.1,5.5,8.105,18/8/2013,391.889,51.8,16.872,7.771,0,14,,,2.808,0,0,2.467,23.954,24.514,24.514,24.255,0,0,0,0,0,9.346,31.279,2.643,0,26.019,25.698,0,0,0,0,0,0,0,0,21.4,4.97,25.578,0,0,0.897,41.386
15,-3,2,2.4,9.922,18/8/2013,380.489,51.504,16.946,6.84,0,15,,,8.057,0,0,3.307,23.721,24.446,22.682,20.508,0,0,0,0,0,9.163,30.513,2.659,0,26.048,25.868,0,0,0,0,0,0,0,0,21.2,5,25.578,0,0,1.282,46.425
16,0.1,0.3,0.8,19.21,18/8/2013,377.539,52.022,17.02,2.831,0,16,,,8.057,0,0,2.205,23.079,23.708,23.612,23.831,0,0,0,0,0,9.178,32.075,2.675,0,25.688,25.318,0,0,0,0,0,0,0,0,21.3,5.2,25.578,0,0,1.685,46.311
17,3.3,4,3.6,19.17,18/8/2013,384.406,51.726,17.02,10.328,0,17,,,0,0,0,1.733,21.575,22.641,22.737,16.981,0,0,0,0,0,9.053,30.572,2.659,0,25.039,25.119,0,0,0,0,0,0,0,0,21.4,5.36,25.551,0,0,5.292,43.98
18,1.9,1.6,1.6,38.334,18/8/2013,436.154,51.134,16.428,6.143,0,18,,,-10.62,0,0,5.093,23.899,24.063,22.901,23.885,0,0,0,0,0,9.302,29.895,2.482,4.481,25.348,25.388,0,0,0,0,0,0.2,0,0,21.2,5.44,25.801,0,0,9.595,49.834
19,21.501,4,3.6,47.891,18/8/2013,525.543,51.282,16.428,6.204,0,19,,,-14.405,13.522,0,3.308,23.134,23.981,23.093,23.749,18.194,0,18.128,0,0,9.353,28.864,20.174,38.549,25.438,25.278,0,0,0,0,0,5.2,0,0,21.4,5.59,25.829,0,0,23.493,45.181
20,-13.5,4.2,3.8,48.218,18/8/2013,529.5,52.022,17.094,9.226,0,20,,,18.067,14.061,0,6.143,23.927,24.651,19.62,20.891,18.333,0,17.994,0,0,9.529,29.571,21.045,38.437,25.538,25.159,0,0,0,0,0,5.2,0,0,21.4,5.7,25.662,0,3.69,-6.812,43.524
21,-2.5,2.7,2.7,51.223,18/8/2013,483.418,51.652,16.798,6.168,0,21,,,15.015,13.702,0,2.205,23.694,24.501,16.776,16.229,0,0,18.336,0,0,9.602,29.865,21.641,38.604,25.668,25.428,0,0,0,0,0,5.2,0,0,21.4,5.6,25.662,0,0,3.095,43.674
22,-4.3,0,0.7,51.858,18/8/2013,421.727,52.318,17.242,4.553,0,22,,,-5.615,14.128,0,5.828,7.356,8.463,16.311,15.053,0,0,0,0,0,9.763,30.219,2.675,22.823,25.348,25.608,0,0,0,0,0,0,0,0,21.3,5.67,25.523,0,0,2.49,37.784
23,-5.5,6.2,3.9,25.06,18/8/2013,384.438,52.392,16.946,12.61,0,23,,,-3.418,13.163,0,10.504,9.475,10.446,0,0,0,0,0,0,0,9.595,30.219,2.723,0,25.518,26.019,0,0,0,0,0,0,0,0,21.2,5.76,25.69,0,0,-4.505,48.14
0,5.6,11.9,7.7,7.927,19/8/2013,357.392,44.178,14.504,27.785,0,00,0,0,-10.743,14.1,0,18.698,6.891,7.67,0,0,0,0,0,0,0,5.611,17.345,2.659,0,25.679,25.968,0,0,0,0,0,0,0,0,21.2,5.7,25.467,0,0,-6.207,37.957
1,3.8,16.001,12.1,7.888,19/8/2013,345.839,44.77,14.652,31.346,0,01,0,0,-5.615,13.9,0,12.71,16.352,17.514,0,0,0,0,0,0,0,0,0,2.643,0,25.518,25.748,0,0,0,0,0,0,0,0,21.3,5.7,25.551,0,0,-11.408,25.657
2,4.3,17.501,12.5,7.867,19/8/2013,339.643,51.726,16.946,18.629,0,02,0,0,-5.371,13.8,0,9.348,19.032,20.167,0,0,0,0,0,0,0,0,0,2.659,0,25.698,25.769,0,0,0,0,0,0,0,0,21.3,5.7,25.384,0,0,-6.207,22.701
3,7.5,19.101,13.6,8.216,19/8/2013,333.749,51.208,0,19.187,0,03,0,0,-9.766,13.8,0,9.348,20.919,21.575,0,0,0,0,0,0,0,0,0,2.707,0,25.438,26.418,0,0,0,0,0,0,0,0,21.6,5.7,25.551,0,0,-4.614,23.988
4,10.6,21.201,11.7,8.263,19/8/2013,340.142,45.362,14.06,19.589,0,04,0,0,-8.423,13.2,0,10.976,19.51,20.467,0,0,0,0,0,0,0,0,0,2.643,0,25.679,26.268,0,0,0,0,0,0,0,0,21.1,5.67,25.384,0,0,-4.01,28.019
5,4.3,17.901,12.4,8.259,19/8/2013,367.71,52.096,17.02,21.046,0,05,0,0,-8.789,13.3,0,15.231,19.62,20.618,0,0,0,0,0,0,0,0,0,2.675,0,25.608,25.998,0,0,0,0,0,0,0,0,21,5.67,25.801,0,0,-9.21,30.45
6,0.4,19.501,11.5,8.388,19/8/2013,371.878,52.17,17.168,19.022,0,06,0,0,-4.151,13.3,0,10.398,22.505,23.325,16.899,0,0,0,0,0,0,0,0,2.659,0,25.679,25.889,0,0,0,0,0,0,0,0,21.1,5.8,25.578,0,0,-9.302,22.608
7,2.8,13.4,9.5,8.302,19/8/2013,381.23,52.17,17.02,17.482,0,07,0,0,14.893,6.7,0,11.4,23.544,24.337,15.668,0,0,0,0,0,0,9.815,30.661,2.659,0,25.568,26.178,0,0,0,0,0,0,0,0,21.3,5.8,25.439,0,6.519,-8.918,49.581
8,13.7,18.001,12.3,20.73,19/8/2013,456.16,52.096,17.168,18.465,0,08,0,0,0,13.4,0,12.24,23.516,24.241,23.776,22.395,0,0,0,0,0,9.756,30.337,2.627,0,25.889,25.388,0,0,0,0,0,0,0,0,21,5.6,25.634,0,0,-1.813,49.681
9,22.901,16.901,10,36.106,19/8/2013,515.912,51.652,16.576,16.231,0,09,0,0,-7.202,12.983,0,11.79,22.04,22.751,21.971,20.741,0,0,9.253,0,0,9.683,30.013,20.013,36.739,25.778,25.518,0,0,0,0,0,5.2,0,0,21.3,5.6,25.69,0,0,5.896,46.948
10,8.6,17.701,12.4,47.428,19/8/2013,547.271,52.022,17.094,23.188,0,10,3.577,0,1.953,13.2,0,17.4,21.151,21.575,16.379,14.999,0,0,18.116,0,0,9.771,29.954,18.853,35.598,25.438,25.419,0,0,0,0,0,5.2,0,0,20.8,5.36,25.578,0,0,-8.918,41.549
11,10.7,18.501,11.3,47.63,19/8/2013,545.124,51.948,17.168,31.087,0,11,7.138,0,6.836,12.8,0,8.29,20.249,21.11,17.049,15.887,0,18.226,8.777,0,0,9.588,28.805,19.159,36.238,25.608,25.318,0,0,0,0,0,5.2,0,0,21,5.28,25.745,0,0,-8.002,41.391
12,-9.5,9.8,7,47.678,19/8/2013,553.921,53.502,17.612,10.765,0,12,0,0,15.992,12,0,4.47,23.968,24.569,24.583,24.227,17.325,19.337,0,0,0,9.471,30.131,19.111,37.24,25.668,25.639,0,0,0,0,0,5.2,0,0,21,5.2,25.745,0,0,-5.402,50.447
13,-.9,2.7,2.6,47.72,19/8/2013,541.37,53.058,17.168,5.741,0,13,0,0,0,13,0,6.301,23.844,24.487,24.309,23.434,16.625,18.665,0,0,0,9.353,28.127,18.95,37.352,25.589,25.408,0,0,0,0,0,5.2,0,0,21,5,25.718,0,0,7.984,49.902
14,-2.9,0.8,0.3,49.101,19/8/2013,561.434,52.91,17.168,2.234,0,14,7.247,0,5.493,12,0,0.314,23.585,24.637,24.309,23.434,16.261,18.519,2.161,18.97,16.504,9.141,29.306,17.548,37.24,25.598,24.918,0,0,0,0,0,5.2,0,0,21.2,5.04,25.801,0,0,8.295,50.539
15,-13.5,2.4,1.2,51.348,19/8/2013,565.89,51.8,17.094,3.139,0,15,7.218,0,11.353,13.2,0,2.573,23.161,24.009,16.817,15.204,16.499,18.567,11.902,18.323,15.82,9.06,29.158,17.822,38.994,26.128,25.379,0,0,0,0,0,5.2,0,0,21.3,5.04,25.801,0,0,-2.014,47.573
16,-11.5,3.7,2.8,48.451,19/8/2013,550.284,52.022,17.094,5.233,0,16,7.217,0,17.212,13.612,0,1.68,19.155,20.153,17.419,16.256,16.568,18.653,10.999,16.919,17.188,9.163,29.63,19.224,38.994,25.528,25.168,0,0,0,0,0,5.2,0,0,21,5.12,25.829,0,0,-3.204,42.829
17,-6.3,10.3,7,50.821,19/8/2013,505.822,51.652,17.02,15.608,0,17,7.218,0,7.324,13.544,0,7.93,16.967,18.061,16.434,15.299,2.367,9.375,0,0,0,8.907,27.862,19.755,38.688,25.228,25.419,0,0,0,0,0,5.2,0,0,21.2,5.12,25.773,0,0,-6.207,37.935
18,-13.3,8.6,6.1,35.017,19/8/2013,468.466,51.726,17.02,10.409,0,18,7.185,0,19.166,13.4,0,8.087,22.723,23.721,17.131,15.819,0,0,2.93,0,0,9.602,29.748,0,38.437,25.079,25.838,0,0,0,0,0,0,0,0,21.2,5.45,25.801,0,4.834,-11.115,47.028
19,0.7,9,6.5,51.537,19/8/2013,579.437,51.948,17.02,22.469,0,19,7.215,0,3.906,13.9,0,9.033,23.448,24.104,15.846,15.026,16.611,18.397,18.165,0,0,8.291,31.014,20.078,38.437,25.408,25.348,0,0,0,0,0,5.2,0,0,21.3,5.6,25.745,0,0,-3.406,47.634
20,-5,10.5,6.3,51.429,19/8/2013,568.582,51.578,16.502,20.516,0,20,0,0,9.156,13.4,0,7.825,22.737,23.544,16.448,15.067,15,18.641,18.311,0,0,9.016,31.103,18.853,38.521,25.589,25.358,0,0,0,0,0,5.2,0,0,21.2,5.6,25.773,0,0,-5.805,47.108
21,-.9,21.601,13.6,51.482,19/8/2013,515.057,51.948,16.65,32.076,0,21,0,0,18.189,13,0,15.704,16.325,17.35,16.762,15.887,1.653,0,0,0,0,9.903,31.928,11.022,38.716,25.298,25.979,0,0,0,0,0,0,0,0,21.3,5.67,25.634,0,7.022,-22.102,37.778
22,18.301,25.201,15.301,2.197,19/8/2013,446.813,52.022,16.65,41.152,0,22,0,0,-6.348,13.8,0,20.694,14.561,15.682,16.106,0,0,0,0,0,0,9.829,31.486,10.957,0,25.358,25.769,0,0,0,0,0,0,0,0,21.3,5.76,25.662,0,0,-13.916,37.876
23,6.8,17.601,12,0,19/8/2013,407.712,52.244,16.65,30.992,0,23,0,0,0,13.9,0,17.91,16.106,17.295,0,0,0,0,0,0,0,9.969,31.78,6.462,0,25.249,25.948,0,0,0,0,0,0,0,0,21,5.76,25.606,0,0,-19.501,39.329
0,18.701,17.401,11.2,0,20/8/2013,386.641,45.14,14.06,27.854,0,00,0,0,-10.132,13.5,0,15.757,19.948,20.659,0,0,0,0,0,0,0,9.544,30.838,0,0,25.679,25.998,0,0,0,0,0,0,0,0,21.3,5.76,25.718,0,0,0,45.948
1,3.5,12.2,7.9,0,20/8/2013,369.921,51.726,16.946,19.021,0,01,0,0,5.493,13.589,0,10.188,23.667,24.432,0,0,0,0,0,0,0,9.888,31.81,0,0,25.688,25.668,0,0,0,0,0,0,0,0,21.3,5.76,25.356,0,0,-5.805,42.788
2,-8,7,4.3,0,20/8/2013,358.219,51.134,16.65,8.142,0,02,0,0,11.109,13.859,0,6.248,23.612,24.364,16.202,0,0,0,0,0,0,9.851,31.338,0,0,25.528,25.809,0,0,0,0,0,0,0,0,21.3,5.73,25.495,0,0,-3.314,41.423
3,1,3.2,2.1,0,20/8/2013,355.333,50.616,6.068,12.504,0,03,0,0,2.441,13.095,0,6.406,23.503,24.61,15.504,0,0,0,0,0,0,9.859,31.839,0,0,25.728,25.518,0,0,0,0,0,0,0,0,21.3,5.67,25.523,0,0,-1.117,48.59
4,-2.1,8.7,4.9,6.209,20/8/2013,360.688,52.392,17.02,8.96,0,04,0,0,7.813,13.477,0,2.258,21.78,22.628,16.366,0,0,0,0,0,0,9.771,31.515,0,0,25.668,25.748,0,0,0,0,0,0,0,0,21,5.76,25.606,0,0,-2.106,38.934
5,6.6,5.6,5.6,15.409,20/8/2013,383.023,52.022,16.946,11.83,0,05,0,0,-1.221,12.848,0,0.525,23.216,23.899,15.723,0,0,0,0,0,0,9.785,31.692,0,0,25.658,25.828,0,0,0,0,0,0,0,0,21.6,5.75,25.578,0,0,5.182,50.561
6,5.8,10.4,5,34.966,20/8/2013,388.831,51.208,16.724,15.156,0,06,0,0,1.343,13.679,0,5.146,18.676,19.62,13.959,0,0,0,0,0,0,9.778,31.692,0,0,25.658,25.728,0,0,0,0,0,0,0,0,21.1,5.76,25.606,0,0,2.783,39.571
7,-3.6,9.1,4.2,33.688,20/8/2013,404.825,51.652,16.724,14.949,0,07,0,0,6.104,0,0,3.518,23.516,24.337,24.159,0,0,0,0,0,0,9.639,31.309,0,0,25.668,25.788,0,0,0,0,0,0,0,0,21.2,5.9,25.411,0,0,-2.216,50.119
8,7.6,9.3,5.2,47.88,20/8/2013,469.199,51.726,16.65,20.852,0,08,0,0,-5.249,0,0,9.558,23.762,24.446,15.313,13.905,0,0,0,0,0,9.639,31.545,1.773,33.733,25.549,25.668,0,0,0,0,0,5.2,0,0,21,5.67,25.606,0,0,4.798,38.511
9,0.6,3.9,4.3,48.03,20/8/2013,521.829,52.392,16.946,11.825,0,09,0,0,2.441,12.938,0,8.98,23.995,24.378,20.59,19.305,0,0,18.836,0,0,9.676,31.721,17.854,37.547,25.628,25.618,0,0,0,0,0,5.2,0,0,21,5.6,25.745,0,0,2.893,46.622
10,-14.5,7.5,6.4,50.485,20/8/2013,542.347,51.948,16.354,16.989,0,10,0,0,18.067,13.657,0,9.663,23.968,24.46,18.294,16.926,0,18.677,18.519,0,0,9.742,30.543,17.757,37.936,25.528,25.518,0,0,0,0,0,5.2,0,0,21,5.44,25.745,0,7.288,-11.609,43.344
11,2,6,4.1,51.307,20/8/2013,570.839,51.726,16.872,13.496,0,11,0,0,-6.104,12.399,0,11.344,23.968,24.637,22.204,21.247,0,16.858,18.079,0,0,9.427,29.659,17.467,37.407,25.589,25.849,0,0,0,0,0,5.2,0,0,21.2,5.28,25.801,0,0,3.095,50.346
12,-3.1,3.7,3.4,47.884,20/8/2013,552.276,53.132,17.464,6.311,0,12,0,0,10.132,13.05,0,8.56,23.968,24.501,23.12,22.272,17.241,17.103,18.262,0,0,9.492,29.659,17.725,38.437,25.788,25.889,0,0,0,0,0,5.2,0,0,21,5.12,25.773,0,0,-.806,47.626
13,5,1.6,2.3,48.019,20/8/2013,546.913,51.948,17.02,4.992,0,13,0,0,-2.564,13.612,0,1.417,23.79,24.473,23.325,22.751,16.33,15.479,17.969,11.206,0,9.449,29.63,17.741,37.797,25.748,25.348,0,0,0,0,0,5.2,0,0,20.8,5.16,25.69,0,0,15.088,47.918
14,-.4,9.8,8.1,47.356,20/8/2013,564.123,51.8,17.168,19.419,0,14,0,0,13.55,13.634,0,8.612,24.063,24.583,15.463,14.37,16.415,17.115,17.982,16.98,0,9.375,29.07,17.806,37.992,25.738,25.379,0,0,0,0,0,5.2,0,0,21,5.04,25.857,0,0,-10.913,41.043
15,-3.6,4.5,4.5,47.114,20/8/2013,566.674,51.282,16.872,18.165,0,15,0,0,11.353,13.185,0,16.597,21.739,22.505,15.997,16.01,16.372,16.956,17.896,16.578,0,9.046,29.011,17.628,37.547,25.849,25.348,0,0,0,0,0,5.2,0,0,21,5.04,25.912,0,0,-5.805,43.585
16,-9.1,0.1,0,47.368,20/8/2013,555.343,51.504,16.872,1.979,0,16,0,0,7.202,13.455,0,2.467,23.899,24.665,19.852,20.003,16.568,18.604,17.872,16.59,0,9.412,28.805,17.709,37.992,25.589,25.518,0,0,0,0,0,5.2,0,0,20.8,4.9,25.718,0,0,1.886,48.933
17,-9.5,0.8,1,41.499,20/8/2013,515.824,51.8,16.872,6.502,0,17,0,0,3.54,13.41,0,4.83,19.647,20.426,16.202,17.323,0,18.604,17.591,0,0,10.115,29.689,17.596,39.161,25.868,25.708,0,0,0,0,0,5.2,0,0,21,5.04,25.718,0,0,-.403,42.927
18,2.4,5.6,3.1,48.147,20/8/2013,473.987,51.8,16.872,7.33,0,18,0,0,1.831,7.704,0,6.091,18.088,19.401,15.764,16.174,0,0,17.945,0,0,10.847,30.16,17.806,39.356,21.008,20.819,0,0,0,0,0,5.2,0,0,20.8,5.31,25.94,0,0,3.497,38.556
19,-5.7,7.4,5.4,48.083,20/8/2013,594.134,51.578,17.02,8.906,0,19,0,0,13.062,13.612,0,3.728,23.858,24.596,23.94,22.382,16.709,18.799,18.287,16.7,16.113,10.935,31.309,17.677,39.718,21.129,20.609,0,0,0,0,0,5.2,0,0,20.8,5.44,25.801,0,0,-3.9,50.594
20,-5,10.7,6.6,48.644,20/8/2013,579.753,51.282,16.872,23.738,0,20,0,0,4.761,13.612,0,12.71,23.831,24.583,16.311,15.983,16.485,18.653,18.274,0,0,10.767,31.191,18.724,39.189,21.369,20.848,0,0,0,0,0,5.2,0,0,21,5.59,25.718,0,0,-4.212,45.953
21,3.9,10.3,5.4,48.963,20/8/2013,518.485,51.948,16.872,21.852,0,21,0,0,8.911,13.589,0,13.708,21.93,22.778,14.698,22.874,1.639,0,18.238,0,0,10.957,31.78,18.869,39.606,21.708,21.039,0,0,0,0,0,5.2,0,0,21,5.47,25.773,0,0,-2.509,42.596
22,16.301,13,6.7,48.316,20/8/2013,459.671,51.504,16.872,26.412,0,22,0,0,0,13.477,0,18.015,14.123,14.93,14.999,15.272,2.101,0,0,0,0,10.921,31.25,11.763,22.545,21.698,20.678,0,0,0,0,0,0,0,0,21,5.51,25.94,0,0,-1.007,37.703
23,7.5,10.2,7.6,10.059,20/8/2013,412.181,52.318,16.872,23.38,0,23,0,0,8.667,13.949,0,14.706,19.838,20.823,16.243,15.969,0,0,0,0,0,9.727,31.839,13.681,0,21.568,20.538,0,0,0,0,0,0,0,0,21.1,5.51,25.885,0,0,-7.617,43.662
0,2.2,15.201,11.5,9.082,21/8/2013,394.569,52.466,16.798,20.123,0,00,0,0,7.08,13.724,0,6.984,23.954,24.596,16.188,0,0,0,0,0,0,11.001,31.869,0,0,21.908,21.089,0,0,0,0,0,0,0,0,22,5.9,25.578,0,0,0,44.359
1,7.7,18.301,12.1,9.107,21/8/2013,376.895,51.208,16.576,18.824,0,01,0,0,4.639,13.342,0,10.345,22.518,23.079,0,0,0,0,0,0,0,9.624,31.839,0,0,22.359,20.949,0,0,0,0,0,0,0,0,22,5.9,25.718,0,0,0,45.555
2,5.1,15.901,11,0,21/8/2013,368.627,52.096,16.872,22.815,0,02,0,0,7.691,13.747,0,20.799,18.69,19.948,0,0,0,0,0,0,0,9.551,30.72,0,0,21.868,21.358,0,0,0,0,0,0,0,0,22,5.9,25.384,0,0,0,38.957
3,10.4,22.801,13.4,0,21/8/2013,372.321,51.356,3.108,28.29,0,03,0,0,8.057,12.579,0,21.902,22.149,22.942,0,0,0,0,0,0,0,9.441,30.248,0,0,21.948,21.199,0,0,0,0,0,0,0,0,22,5.9,25.745,0,0,0,42.702
4,4.9,12.7,6.9,0,21/8/2013,369.552,51.208,16.946,17.334,0,04,0,0,6.226,13.836,0,6.879,23.708,24.378,16.079,0,0,0,0,0,0,9.602,31.78,0,0,21.849,21.008,0,0,0,0,0,0,0,0,22,5.9,25.94,0,0,0,44.547
5,5.8,10.4,6,11.787,21/8/2013,390.689,51.8,17.094,20.012,0,05,0,0,8.911,13.724,0,14.758,23.968,24.419,23.844,0,0,0,0,0,0,9.712,31.751,0,0,21.668,21.188,0,0,0,0,0,0,0,0,22,5.9,25.69,0,0,0,50.472
6,-.2,1.6,7.8,28.199,21/8/2013,392.03,52.096,17.02,26.018,0,06,0,0,10.376,14.061,0,14.758,19.264,20.29,16.626,0,0,0,0,0,0,9.742,32.252,0,0,21.708,21.039,0,0,0,0,0,0,0,0,22,5.9,25.411,0,0,0,42.469
7,7,0,0,42.434,21/8/2013,415.526,50.838,16.502,31.741,0,07,0,0,3.174,13.926,0,17.227,22.915,23.872,13.577,0,0,0,0,0,0,9.588,31.309,0,0,21.578,20.678,0,0,0,0,0,0,0,0,22,5.9,25.773,0,0,0,50.21
8,30.501,18.001,10.3,38.279,21/8/2013,485.888,51.06,16.28,31.511,0,08,0,0,-22.217,13.634,0,24.897,18.047,19.004,14.151,0,0,0,0,0,0,9.353,30.248,0,38.354,21.608,20.978,0,0,0,0,0,0,0,0,22,5.9,25.801,0,0,8.991,42.133
9,20.401,19.401,13.9,45.035,21/8/2013,530.582,50.616,16.428,28.48,0,09,0,0,-4.395,13.567,0,26.525,21.534,22.149,21.684,20.905,0,0,0,0,0,9.383,28.275,0,37.714,21.708,20.888,0,0,0,0,0,5.2,0,0,22,5.9,25.773,0,0,0,47.194
10,14,30.201,19.501,45.34,21/8/2013,556.296,50.616,16.428,33.956,0,10,0,0,0,13.118,0,25.579,21.315,22.122,16.571,14.807,0,0,0,0,0,9.265,28.098,17.274,37.741,21.708,21.069,0,0,0,0,0,5.2,0,0,22,5.9,25.718,0,0,0,44.131
11,8.9,35.701,18.401,45.318,21/8/2013,553.118,50.616,16.428,40.352,0,11,0,0,18.799,9.389,0,29.466,22.204,22.928,18.17,16.762,0,0,0,0,0,9.551,28.746,16.597,38.465,21.559,20.829,0,0,0,0,0,5.2,0,0,22,5.9,25.662,0,8.231,0,44.131
12,12.4,22.301,13.4,45.135,21/8/2013,551.663,50.616,16.428,32.777,0,12,0,0,4.761,13.365,0,26.735,22.341,23.161,17.145,15.819,0,0,18.104,0,0,9.309,26.919,16.307,38.048,21.308,20.628,0,0,0,0,0,5.2,0,0,22,5.9,25.773,0,0,0,43.181
13,7.6,21.401,11.8,51.346,21/8/2013,541.524,50.616,16.428,33.099,0,13,0,0,2.808,14.016,0,32.618,16.079,17.213,16.981,15.915,0,0,0,0,0,9.119,26.713,16.178,38.298,21.559,20.848,0,0,0,0,0,5.2,0,0,22,5.9,25.996,0,0,0,45.584
14,9.2,31.201,18.301,48.15,21/8/2013,541.185,50.616,16.428,26.712,0,14,0,1.013,8.423,13.589,0,33.511,20.59,21.465,17.391,16.311,0,0,0,0,0,9.229,26.949,9.588,37.964,21.519,20.609,0,0,0,0,0,5.2,0,0,22,5.9,25.912,0,0,0,40.286
15,16.101,30.501,19.601,38.216,21/8/2013,539.849,50.616,16.428,41.939,0,15,0,1.307,0,13.702,0,32.933,23.817,24.337,17.145,15.956,0,0,0,0,0,7.852,26.271,0,38.521,21.469,20.909,0,0,0,0,0,0,0,0,22,5.9,25.578,0,0,0,40.413
16,9.5,22.801,16.201,45.076,21/8/2013,539.979,50.616,16.428,40.289,0,16,0,4.944,4.028,1.819,0,18.908,23.557,24.446,23.598,22.956,0,0,0,0,0,7.793,27.627,0,38.298,21.408,21.048,0,0,0,0,0,5.2,0,0,22,5.9,25.634,0,0,0,49.633
