,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
16,16,0,0,0,0,0,10.855,28.098,21.673,36.016,0,0,0,0,53.077,50.986,16.576,0,25.551,0,0,28.863,21.384,0,0,0,0,31.938,30.908,0,0,0,0,0,0,21,5.13,41.413,-2.319,0,12.6,21.79,417.902,1/5/2013
17,17,0,0,0,0,0,11.126,28.392,0,35.626,0,0,0,6.564,53.62,51.578,16.65,5.96,25.829,0,0,30.66,18.216,0,0,0,0,31.548,30.317,0,0,0,0,0,0,20.5,5.28,37.733,-14.649,0,20.801,22.889,406.789,1/5/2013
18,18,0,0,0,0,0,11.441,29.158,24.267,36.294,0,0,0,6.353,52.827,51.06,16.724,12.019,25.745,0,0,29.335,16.632,0,0,0,0,31.528,30.708,0,0,0,5.2,5.2,0,21.3,5.5,44.059,-13.55,0,21.801,20.087,455.285,1/5/2013
19,19,18.319,18.519,17.969,15.32,0,11.375,29.099,22.688,35.932,0,0,0,5.408,53.381,51.06,16.724,11.8,25.69,0,0,27.942,21.12,0,0,18.594,18.786,30.838,30.278,0,0,0,5.2,5.2,0,20.5,5.67,47.636,-6.47,0,8.6,9.796,574.812,1/5/2013
20,20,18.474,18.641,18.189,0,0,11.499,29.659,22.962,36.572,0,0,0,4.883,53.434,51.282,16.946,9.148,25.745,0,0,28.931,19.932,0,15.983,20.044,17.979,31.378,30.388,0,0,0,5.2,5.2,0,20,5.8,50.406,9.156,0,4.2,9.082,552.582,1/5/2013
21,21,0,0,0,0,0,11.39,29.335,22.688,36.35,0,0,0,3.727,53.687,51.652,16.428,2.533,25.801,0,0,28.279,12.012,24.091,24.555,0,15.45,31.458,30.558,0,0,0,5.2,5.2,0,20,5.9,49.846,-9.4,0,7.9,16.095,518.591,1/5/2013
22,22,0,0,0,0,0,11.514,29.6,23.091,24.771,0,0,0,0,53.621,51.356,16.798,1.168,25.829,0,0,28.931,20.724,20.796,21.698,0,0,31.257,30.747,0,0,0,0,5.2,0,20,5.8,48.469,2.93,0,9.2,17.597,458.022,1/5/2013
23,23,0,0,0,0,0,11.47,29.335,9.684,0,0,0,0,0,53.408,50.764,16.428,3.18,25.829,0,0,30.57,15.84,18.485,19.456,0,0,31.108,30.818,0,0,0,0,5.2,0,19.8,6,48.148,-22.217,0,32.901,37.391,415.846,1/5/2013
0,00,0,0,0,0,0,11.258,28.952,0,0,0,0,0,0,53.435,51.726,16.65,0,25.857,0,0,31.132,19.536,0,23.708,0,0,31.278,30.518,0,0,0,0,5.2,0,18.8,5,47.452,-3.662,0,10.7,22.486,390.571,2/5/2013
1,01,0,0,0,0,0,11.411,29.482,0,0,0,0,0,0,30.769,52.54,17.168,0,25.829,0,0,30.233,19.008,0,25.813,0,0,31.898,30.548,0,0,0,0,0,0,18.8,5.9,47.452,0,0,2.9,12.397,377.311,2/5/2013
2,02,0,0,0,0,0,11.375,29.453,0,0,0,0,0,0,30.334,51.8,16.724,0,25.773,0,0,30.143,18.48,19.538,0,0,0,30.568,30.888,0,0,0,0,0,0,18.8,5.9,47.452,-6.226,0,8.4,18.897,366.949,2/5/2013
3,03,0,0,0,0,0,11.441,29.217,0,0,0,0,0,1.47,29.957,50.838,3.552,0.219,25.745,0,0,31.334,18.348,24.856,0,0,0,30.957,30.718,0,0,0,0,0,0,18.6,6,50.586,-4.761,0,14.8,19.3,355.114,2/5/2013
4,04,0,0,0,0,0,11.719,29.983,0,0,0,0,0,0,30.135,52.466,16.872,0,25.829,0,0,29.717,14.388,25.075,0,0,0,31.498,30.577,0,0,0,0,0,0,18.6,6,45.129,-12.818,0,14.8,25.398,368.981,2/5/2013
5,05,0,0,0,0,0,11.448,29.541,0,35.014,0,0,0,0,53.768,52.096,16.724,0,25.801,0,0,31.446,12.408,25.745,0,0,0,31.817,30.688,0,0,0,0,5.2,0,18.6,6,48.976,-9.278,0,30.201,35.597,400.652,2/5/2013
6,06,0,0,0,0,0,11.477,29.659,0,34.457,0,0,0,0,53.561,44.918,14.8,0,25.773,0,0,32.951,20.856,7.725,0,0,0,31.567,30.577,0,0,0,0,5.2,0,20,6,37.583,-7.202,0,21.201,29.389,385.882,2/5/2013
7,07,0,0,0,0,0,11.639,29.924,0,35.264,0,0,0,0,53.666,52.244,16.798,0,25.773,0,0,30.548,19.272,12.879,0,0,0,31.428,30.798,0,0,0,0,5.2,0,20,5.9,41.299,5.371,0,2.6,14.191,409.497,2/5/2013
8,08,0,0,0,0,0,11.228,28.952,14.567,34.513,0,0,0,0,53.774,51.874,16.724,0,25.718,0,0,30.233,20.856,23.653,24.378,0,0,31.118,31.307,0,0,0,5.2,5.2,0,20,5.91,49.929,-6.348,0,12.3,24.299,480.5,2/5/2013
9,09,17.521,18.567,18.738,19.239,0,11.236,28.923,21.222,34.234,0,0,0,0.84,52.593,51.652,16.576,0,25.551,0,0,8.962,9.108,23.202,24.104,0,0,31.248,30.378,0,0,0,5.2,5.2,0,20,5.5,49.494,-18.799,0,12.1,23.988,538.853,2/5/2013
10,10,18.558,18.751,18.177,18.604,17.383,11.602,29.482,21.979,34.624,0,0,0,1.103,52.823,51.948,17.168,0.725,45.813,0,2.1,10.849,16.896,12.196,13.125,0,0,31.238,30.747,0,0,0,5.2,5.2,0,19.7,5.36,47.745,8.179,0,-3.2,7.599,552.909,2/5/2013
11,11,18.502,18.531,18.274,18.384,17.48,11.426,29.6,20.448,34.68,0,0,0,5.303,53.033,52.17,16.576,1.281,46.481,0,1,11.792,17.688,15.217,16.366,0,0,31.477,30.498,0,0,0,5.2,5.2,0,20,5.28,47.576,-10.254,0,9.861,15.784,576.723,2/5/2013
12,12,18.376,18.604,18.177,18.519,17.285,9.734,29.365,20.658,34.68,0,0,0,4.5,52.451,51.504,16.798,6.33,46.342,0,1,10.737,20.328,12.565,13.536,0,0,31.328,30.588,0,0,0,5.2,5.2,0,19.7,5.13,39.199,-2.441,0,-2.167,2.893,575.269,2/5/2013
13,13,18.656,18.69,18.067,18.494,17.285,9.888,27.98,20.787,34.875,0,0,0,7.68,44.842,52.466,16.946,11.4,40.107,0,1,12.219,19.8,0,19.319,0,0,31.508,29.998,0,0,0,5.2,5.2,0,20,4.97,40.152,-10.01,0,5.725,10.987,562.37,2/5/2013
14,14,18.418,18.653,18.128,18.69,0,9.676,27.833,20.722,36.378,0,0,0,9.61,48.613,52.096,16.946,9.5,46.592,0,1,11.411,15.708,15.067,16.079,0,0,31.418,30.827,0,0,0,5.2,5.2,0,20,4.89,46.858,-6.714,0,8.101,13.587,562.512,2/5/2013
15,15,18.348,18.824,18.14,18.604,16.113,9.624,27.685,21.866,36.044,0,0,0,5.86,48.452,51.504,16.576,8.81,31.952,0,0.9,10.332,19.008,12.264,13.18,0,0,31.307,30.218,0,0,0,5.2,5.2,0,19.8,5,46.795,8.301,0,-2.613,-1.3,548.464,2/5/2013
16,16,18.445,18.69,17.75,18.409,17.09,9.632,29.188,21.625,35.654,0,0,0,5.52,48.45,51.874,16.798,9.83,0,0,2.1,9.861,18.348,23.202,23.106,0,0,31.238,30.758,0,0,0,5.2,5.2,0,19.21,5.28,50.181,-12.574,0,10.32,12.195,556.072,2/5/2013
17,17,18.572,18.702,18.079,4.834,0,10.511,29.335,21.866,36.183,0,0,0,7.06,48.53,51.652,16.576,14.6,0,0,0,10.467,11.352,15.491,16.803,0,0,31.588,30.678,0,0,0,5.2,5.2,0,19.5,5.36,50.366,0,0,2.18,2.087,504.739,2/5/2013
18,18,18.348,4.346,17.823,0,0,11.155,28.952,21.528,36.071,0,0,0,10.98,48.334,51.8,16.872,12.67,0,0,0,10.714,16.368,16.844,17.842,0,0,31.378,30.338,0,0,0,5.2,5.2,0,19.8,5.44,46.601,-3.54,0,7.169,13.184,487.082,2/5/2013
19,19,18.544,18.714,17.969,18.494,17.48,11.661,29.63,21.995,36.266,0,0,0,8.96,48.526,51.874,16.872,15.24,0,0,1,10.782,18.084,21.643,22.45,0,17.104,31.498,30.568,0,0,0,5.2,5.2,0,20.3,5.67,47.626,-8.179,0,0,3.992,590.621,2/5/2013
20,20,18.474,18.543,17.786,18.421,17.383,11.47,29.482,22.93,35.988,0,0,0,3.19,48.403,52.022,16.798,3.59,0,0,0,10.737,17.424,23.954,23.147,0,24.05,31.808,30.298,0,0,0,5.2,5.2,0,19.9,5.89,47.626,-5.615,0,0,30.488,558.764,2/5/2013
21,21,18.306,18.616,17.884,18.384,15.527,11.411,29.041,22.688,35.849,0,0,0,3.5,48.524,52.022,16.354,3.21,0,0,0,10.265,17.424,13.823,14.356,0,0,31.387,31.328,0,0,0,5.2,5.2,0,19.7,5.5,47.626,-9.033,0,0,24.793,519.814,2/5/2013
22,22,0,0,17.823,0,0,11.346,29.335,22.817,35.71,0,0,0,0.5,48.222,52.022,16.576,6.67,0,0,0,13.14,17.82,22.792,23.475,0,0,31.398,30.888,0,0,0,5.2,5.2,0,19.6,5.83,47.626,-8.911,0,0,30.488,464.927,2/5/2013
23,23,0,0,16.675,0,0,11.558,29.718,23.22,35.988,0,0,0,1.08,48.463,51.652,16.65,3.78,0,0,0,11.905,17.556,11.69,12.469,0,0,31.468,30.838,0,0,0,5.2,5.2,0,19.7,5.91,47.626,-17.09,0,0,53.395,430.588,2/5/2013
0,00,0,0,0,0,0,11.675,29.689,23.397,36.238,0,0,0,2.6,48.362,52.614,17.094,0.3,0,0,0,13.028,16.368,7.41,8.258,0,0,30.968,30.657,0,0,0,5.2,5.2,0,19.7,5.91,47.626,-12.574,0,0,44.295,406.52,3/5/2013
1,01,0,0,0,0,0,11.368,29.188,22.833,36.016,0,0,0,1.7,42.139,51.948,16.724,1.82,0,0,0,11.59,19.404,0,8.586,0,0,31.288,31.328,0,0,0,5.2,5.2,0,19.8,5.91,38.085,0,0,0,20.49,388.607,3/5/2013
2,02,0,0,0,0,0,11.492,29.188,22.978,35.932,0,0,0,0.3,42.055,44.844,14.43,0.85,0,0,0,13.387,15.444,0,7.698,0,0,31.458,31.098,0,0,0,5.2,5.2,0,20,6,40.465,-9.4,0,0,28.986,382.21,3/5/2013
3,03,0,0,0,0,0,11.704,29.659,23.284,36.656,0,0,0,1.6,42.576,51.06,0,4.92,0,0,0,12.287,13.992,0,8.108,0,0,31.607,30.898,0,0,0,5.2,5.2,0,20,6,42.522,-10.01,0,0,30.598,378.887,3/5/2013
4,04,0,0,0,0,0,11.353,29.011,22.737,35.793,0,0,0,1.5,43.83,44.252,14.356,0.58,0,11.606,0,11.231,18.48,0,0,0,0,31.557,30.978,0,0,0,5.2,5.2,0,19.7,6.07,50.416,-7.08,0,0,42.097,379.845,3/5/2013
5,05,0,0,0,0,0,11.433,29.306,23.172,35.793,0,0,0,0.3,49.11,52.022,16.798,0.26,0,26.191,0,11.096,9.768,0,9.639,0,0,31.888,30.848,0,0,0,5.2,5.2,0,19.8,5.91,49.785,-12.452,0,0,45.485,415.435,3/5/2013
6,06,0,18.604,0,0,0,11.587,25.329,23.413,36.378,0,0,0,0.39,34.803,52.392,16.724,0,0,0,0,13.634,19.404,9.092,10.104,0,0,31.288,30.178,0,0,0,5.2,5.2,0,19.8,5.44,39.997,-9.644,0,0,49.092,388.672,3/5/2013
7,07,0,18.799,0,0,0,11.338,29.306,23.043,35.626,0,0,0,0.39,49.075,51.282,16.872,0,0,6.596,0,11.253,0,12.1,17.965,0,0,31.737,30.458,0,0,0,5.2,5.2,0,20,5.5,50.53,-3.296,0,0,35.084,417.585,3/5/2013
8,08,18.614,18.812,16.919,0,0,11.8,29.482,22.301,35.042,0,0,0,1.26,50.086,51.874,16.872,0,0,25.773,0,12.736,0,4.443,5.401,0,0,31.947,30.718,0,0,0,5.2,5.2,0,20,5.5,49.11,-3.052,0,0,20.893,463.371,3/5/2013
9,09,18.278,18.519,16.675,17.859,16.309,11.39,27.774,21.657,34.68,0,0,0,0.7,49.707,51.43,16.724,0,0,25.773,0,11.568,0,13.344,14.219,0,0,32.037,30.048,0,0,0,5.2,5.2,0,20,5.9,49.11,-5.86,0,0,26.588,509.679,3/5/2013
10,10,18.333,18.506,16.639,18.445,17.48,11.243,27.479,21.673,34.624,0,0,0,1.71,49.626,51.282,16.798,0.27,0,25.439,0,12.017,11.22,11.198,12.196,0,0,31.907,30.068,0,0,0,5.2,5.2,0,20,5.9,49.11,-5.737,0,0,25.086,523.752,3/5/2013
11,11,18.572,18.69,16.736,18.592,17.48,11.653,29.718,20.593,35.932,0,0,0,3.98,49.449,52.392,16.798,3.04,0,25.885,1,12.826,0,16.844,17.924,0,0,32.408,30.397,0,0,0,5.2,5.2,0,20,6.5,49.11,-12.818,0,0,26.991,542.548,3/5/2013
12,12,18.403,18.433,16.529,18.262,17.285,11.309,27.833,20.094,35.431,0,0,0,4.85,49.339,51.356,16.502,0.15,0,29.002,1,11.298,0,23.981,24.501,0,0,32.238,30.848,0,0,0,5.2,5.2,0,20,5.6,49.975,-3.54,0,0,21.589,543.114,3/5/2013
13,13,18.361,18.592,16.504,18.262,17.285,11.346,28.098,20.432,35.932,0,0,0,8.91,49.291,51.652,16.798,6.3,0,25.467,0,11.837,0,12.537,13.44,0,0,32.128,31.148,0,0,0,5.2,5.2,0,20,5.3,48.115,-2.93,0,0,13.092,531.02,3/5/2013
14,14,18.222,18.567,16.529,18.25,17.285,11.411,27.921,20.336,36.044,0,0,0,7.4,49.132,51.948,16.798,9.75,0,25.272,0,10.624,6.468,14.301,15.149,0,0,31.958,29.678,0,0,0,5.2,5.2,0,20.5,5.4,48,-18.921,0,0,25.196,558.168,3/5/2013
15,15,18.586,18.555,16.761,18.47,17.383,11.324,28.304,20.529,35.209,0,0,0,7.2,49.267,51.8,16.724,7.8,0,25.272,0,10.782,5.28,23.954,24.378,0,0,32.028,29.208,0,0,0,5.2,5.2,0,20.3,5.12,50.258,-14.283,0,0,16.993,575.675,3/5/2013
16,16,18.418,18.665,16.944,18.506,17.48,11.331,27.892,20.771,35.988,0,0,0,7.562,49.251,51.948,16.946,7.836,0,25.411,0,11.523,7.92,23.954,24.61,0,0,31.528,28.548,0,0,0,5.2,5.2,0,19.9,5.15,37.692,-5.737,0,18.201,15.29,542.847,3/5/2013
17,17,15.323,6.995,0,0,0,11.243,27.803,21.834,35.877,0,5.1,2.1,11.134,49.103,51.8,16.724,12.887,0,25.912,0,25.427,0.924,23.94,24.514,0,0,31.748,29.618,0,0,0,5.2,5.2,0,20,5.2,38.562,-3.662,0,11.1,8.386,506.051,3/5/2013
18,18,4.636,10.633,9.632,0,0,11.148,27.921,21.721,35.515,0,0.9,0.8,6.249,49.19,51.874,16.576,6.851,0,25.551,0,31.064,2.508,23.817,24.733,0,0,31.867,29.968,0,0,0,5.2,5.2,0,20,5.59,49.821,-8.179,0,11.1,17.487,511.565,3/5/2013
19,19,16.891,18.763,18.372,18.616,17.48,11.565,29.099,20.658,35.904,0,1,3.4,22.428,49.256,51.948,17.02,17.357,0,25.523,1.1,26.28,3.3,7.711,8.395,0,0,31.557,31.108,0,0,0,5.2,5.2,0,20.2,5.75,44.002,-3.174,0,17.501,2.087,559.82,3/5/2013
20,20,18.39,18.628,18.152,18.372,0,11.368,29.158,20.207,35.626,0,0,0.7,4.568,49.146,51.356,16.724,5.42,0,25.439,0,30.121,12.144,21.958,22.86,0,0,31.737,29.738,0,0,0,5.2,5.2,0,20,5.85,50.019,-2.441,0,5.3,5.585,563.572,3/5/2013
21,21,18.544,18.702,18.397,16.041,0,11.47,29.6,21.641,36.127,0,0,0,0.314,48.958,52.022,17.168,0.906,0,25.356,0,30.054,12.936,9.776,10.664,0,0,31.548,30.028,0,0,0,5.2,5.2,0,19.7,5.76,50.019,9.644,0,-.9,6.885,517.57,3/5/2013
22,22,18.712,0,18.641,0,0,11.697,29.895,23.446,36.628,0,0,0,0,49.131,52.614,17.168,0,0,25.217,0,28.751,9.636,11.676,12.866,0,0,31.278,29.918,0,0,0,5.2,5.2,0,20,5.91,50.55,0,0,4.5,20.6,485.648,3/5/2013
23,23,9.832,0,18.409,0,0,11.499,29.335,23.139,35.904,0,0,0,0.314,49.052,51.8,16.946,0,0,25.467,0,28.436,11.88,8.285,9.092,0,0,31.477,30.308,0,0,0,5.2,5.2,0,20,5.91,41.789,-10.132,0,24.401,30.982,448.203,3/5/2013
0,00,0,0,0,0,0,11.411,30.661,22.882,35.877,0,0,0,2.94,49.071,51.43,16.872,0,0,25.161,0,31.873,9.636,0,9.475,0,0,31.098,30.088,0,0,0,5.2,5.2,0,19.8,5.99,42.673,-13.184,0,16.901,24.885,435.699,4/5/2013
1,01,0,0,0,0,0,11.573,31.014,23.188,0,0,0,0,0,46.278,51.504,16.946,0,0,25.439,0,31.334,12.276,0,8.709,0,0,31.528,30.617,0,0,0,0,5.2,0,19.8,5.99,37.738,-1.343,0,8.7,16.095,383.764,4/5/2013
2,02,0,0,0,0,0,11.639,31.279,23.365,0,0,0,0,0,35.169,51.504,17.02,0,0,25.69,0,33.041,9.24,0,7.164,0,0,31.418,30.208,0,0,0,0,5.2,0,19.8,5.99,39.326,-4.151,0,10.2,17.89,374.987,4/5/2013
3,03,0,0,0,0,0,11.39,30.69,22.962,0,0,0,0,1.68,35.061,50.098,7.918,0,0,25.885,0,34.052,8.976,0,7.533,0,0,31.517,29.719,0,0,0,0,5.2,0,19.8,5.99,39.951,-6.714,0,8.8,19.19,371.738,4/5/2013
4,04,0,0,0,0,0,11.58,31.014,23.252,0,0,0.2,0.3,0,35.227,51.356,17.02,0,0,25.829,0,29.088,9.108,0,7.821,0,0,31.708,30.148,0,0,0,0,5.2,0,19.8,6,39.717,-6.714,0,11,19.483,372.966,4/5/2013
5,05,0,0,0,0,0,11.675,31.191,23.526,0,0,3.3,2.2,0,35.164,51.504,16.872,2.555,0,25.885,0,30.683,10.824,0,8.039,0,0,31.888,30.248,0,0,0,0,5.2,0,20,6.07,41.42,-5.737,0,6.6,14.393,394.824,4/5/2013
6,06,0,0,0,0,0,11.646,31.309,0,0,0,8.6,7.7,9.19,12.309,45.066,14.874,14.61,0,25.606,0,31.963,8.844,0,7.547,0,0,31.338,29.878,0,0,0,0,5.2,0,19.7,5.99,37.738,-9.033,0,17.201,11.188,360.828,4/5/2013
7,07,0,0,0,0,0,11.485,31.014,0,0,0,14.6,12.6,12.184,0,51.874,16.798,16.723,0,25.69,0,31.918,9.504,0,8.49,0,0,31.068,30.998,0,0,0,0,5.2,0,19.7,5.8,47.502,-12.207,0,26.701,10.089,383.486,4/5/2013
8,08,0,0,0,0,0,11.324,30.425,0,0,0,20.6,15.801,14.338,11.864,50.986,16.428,30.407,0,25.829,0,31.042,17.82,8.6,9.229,0,0,32.268,30.428,0,0,0,0,5.2,0,19.5,5.5,40.31,-7.691,0,26.101,1.886,427.883,4/5/2013
9,09,0,0,0,0,0,10.591,31.103,21.689,0,0,19.3,9.9,19.118,51.469,52.022,16.798,25.236,0,25.857,0,32.345,6.732,8.067,8.901,0,0,31.578,30.208,0,0,0,0,5.2,0,19.5,5.6,47.014,2.319,0,17.001,0.989,470.737,4/5/2013
10,10,0,0,0,0,0,10.027,30.337,0,0,0,23.96,16.601,25.159,51.004,50.838,16.724,32.935,0,25.857,0,31.087,16.764,9.188,10.008,0,0,31.378,30.447,0,0,0,0,5.2,0,19.8,5.3,46.902,-17.457,0,37.301,6.299,490.107,4/5/2013
11,11,0,0,0,0,0,9.888,30.072,0,0,0,16.83,17.001,24.529,50.401,50.69,16.502,32.124,0,25.634,0,30.413,15.84,14.164,15.204,0,0,31.047,30.378,0,0,0,0,5.2,0,20,5.2,46.902,-12.574,0,37.801,8.094,478.53,4/5/2013
12,12,0,0,0,0,0,9.888,30.808,0,36.851,0,18.22,11.2,22.848,50.462,52.318,17.168,25.047,0,25.328,0,34.119,10.692,0,0,0,15.805,32.478,30.638,0,0,0,0,5.2,0,20,5,46.656,8.057,0,14.7,-2.014,487.454,4/5/2013
13,13,0,0,0,0,0,10.576,29.924,0,36.211,0,23.39,13.7,18.75,50.315,51.06,16.576,22.798,0,25.272,0,29.964,9.636,0,0,0,14.014,31.848,30.808,0,0,0,0,5.2,0,20.4,5,37.821,-6.348,0,25.701,2.197,477.689,4/5/2013
14,14,0,0,0,0,0,10.76,30.396,0,36.322,0,14.58,13.9,18.435,42.359,45.584,15.022,25.078,0,25.05,0,30.84,19.668,0,0,0,0,31.468,31.798,0,0,0,0,5.2,0,20,4.9,43.244,0,0,18.901,-1.502,459.254,4/5/2013
15,15,0,0,0,0,0,10.635,29.954,0,37.046,0,13.05,8.8,24.528,48.025,51.43,16.576,19.748,0,25.328,0,30.75,8.844,0,0,0,0,31.328,30.668,0,0,0,0,5.2,0,20,4.79,38.595,-7.324,0,14.4,3.699,459.572,4/5/2013
16,16,0,0,0,0,0,10.555,29.836,0,38.075,0,18.91,10.4,17.805,35.326,50.986,16.28,22.203,0,25.411,0,28.706,16.5,0,0,0,0,30.638,30.608,0,0,0,0,5.2,0,20,5.04,42.601,1.221,0,19.501,4.596,441.976,4/5/2013
17,17,0,0,0,0,0,11.133,30.219,0,0,0,20.56,13.9,15.757,35.053,51.134,16.724,25.276,0,25.244,0,30.413,13.86,0,0,0,0,30.888,30.357,0,0,0,0,5.2,0,20,5.28,50.233,-4.883,0,23.401,6.189,425.796,4/5/2013
18,18,0,0,0,0,0,11.397,29.983,0,0,0,34.4,20.701,34.194,24.588,51.282,16.724,40.082,0,25.217,0,26.842,12.804,0,0,0,0,30.728,30.168,0,0,0,0,5.2,0,18.2,5.34,47.348,-10.743,0,30.001,-8.203,475.118,4/5/2013
19,19,0,0,0,0,0,11.221,30.278,22.64,36.962,0,34.7,22.201,30.727,49.431,50.32,16.28,41.549,0,25.69,0,29.537,14.124,0,7.656,0,0,31.177,29.918,0,0,0,5.2,5.2,0,20,5.67,48.842,-13.55,0,33.001,-5.402,578.776,4/5/2013
20,20,0,0,0,0,0,11.419,30.631,21.641,37.519,0,35.7,20.401,38.869,49.574,50.69,16.798,41.465,0,25.606,0,31.873,10.428,0,0,0,0,31.318,30.518,0,0,0,5.2,5.2,0,19.8,5.76,48.995,-6.104,0,34.701,-9.613,563.724,4/5/2013
21,21,0,0,0,0,0,11.294,30.572,0,37.073,0,37.9,22.501,39.92,49.699,51.282,16.872,41.964,5.288,25.523,0,29.357,7.26,0,0,0,0,31.148,30.138,0,0,0,0,5.2,0,19.7,5.83,39.369,-6.958,0,33.401,-12.104,537.248,4/5/2013
