,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,MTL,GSR,HEM,HPA1,HPA2,PHD,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
10,10,25.248,0,0,0,0,0,0,0,0,0,0,0,38.701,18.501,37.451,0,28.404,0,37.56,25.606,0,0,0,0,0,6.621,0,29.38,26.5,0,0,0,0,28.337,27.838,0,0,0,0,0,0,0,19,0,4.9,46.259,28.932,34.535,-7,-51.912,395.75,1/1/2016
11,11,37.625,0,0,0,0,0,0,0,0,0,0,0,38.901,18.301,37.766,0,14.652,0,37.66,25.69,0,0,0,0,0,6.625,0,30.862,26.8,0,0,0,0,28.678,27.888,0,0,0,0,0,0,0,19,0,4.65,36.965,31.129,34.709,-10.4,-57.405,394.05,1/1/2016
12,12,37.667,0,0,0,0,0,0,0,0,0,0,0,37.401,17.701,37.766,0,14.375,0,37.38,25.634,0,0,0,0,0,6.64,0,29.357,27,0,0,0,0,28.208,27.678,0,0,0,0,0,0,0,18.9,0,4.6,48.125,27.833,27.952,-5.5,-52.608,400.78,1/1/2016
13,13,37.672,0,0,0,0,0,0,0,0,0,0,0,36.901,16.401,36.82,0,14.626,0,36.4,25.662,0,0,0,0,0,6.618,0,28.032,27.5,0,0,0,0,27.898,27.538,0,0,0,0,0,0,0,19,0,4.6,48.291,28.321,35.084,-14,-59.31,403.87,1/1/2016
14,14,37.007,0,0,0,0,0,0,0,0,0,0,0,33.801,18.001,37.976,0,15.115,0,37.886,25.69,0,0,0,0,0,6.631,0,28.796,26.6,0,0,0,0,28.308,27.048,0,0,0,0,0,0,0,19,0,4.6,47.813,25.269,34.855,-5.8,-51.418,391.38,1/1/2016
15,15,37.267,0,0,0,0,0,0,0,0,0,0,0,37.401,16.701,38.974,0,14.325,0,37.7,25.662,0,0,0,0,0,6.628,0,30.143,27.5,0,0,0,0,27.588,27.188,0,0,0,0,0,0,0,19,0,4.5,42.144,33.57,37.886,-10.8,-57.405,389.47,1/1/2016
16,16,37.401,0,0,0,0,0,0,0,0,0,0,0,38.801,18.301,38.554,0,0,0,37.96,25.662,0,0,0,0,0,6.618,0,31.132,29.6,7.438,0,0,0,24.998,24.878,0,0,0,0,0,0,0,19.3,0,4.6,46.391,24.049,31.962,2.7,-50.502,383.42,1/1/2016
17,17,37.061,0,0,0,0,0,0,0,0,0,0,0,38.201,18.501,36.662,0,0,0,37.945,25.885,0,0,0,0,0,6.63,0,28.998,26.7,7.615,0,0,0,25.889,26.409,0,0,0,0,0,0,0,18.8,0,4.75,47.128,12.574,9.293,9.3,-38.014,394.04,1/1/2016
18,18,35.575,0,0,0,0,0,8.804,27.921,0,0,0,0,36.901,17.701,38.029,12.15,52.536,16.879,37.94,25.745,0,0,0,0,0,6.603,0,29.245,30,20.085,0,0,15.34,26.608,26.088,0,3.388,0,0,0,0,0,18.8,0,4.9,50.284,44.679,26.881,-5.3,-52.608,527.89,1/1/2016
19,19,35.808,0,0,0,0,0,10.32,32.428,0,0,0,0,38.901,15.601,38.554,51.342,49.078,14.904,37.79,25.829,0,0,0,0,0,6.635,0,28.594,28.8,19.633,0,0,0,27.328,26.239,0,6.796,0,0,0,0,0,18.8,0,4.98,46.669,10.132,4.578,16,-36.915,571.24,1/1/2016
20,20,35.686,0,0,0,0,0,10.357,34.078,0,0,0,0,38.801,18.501,38.397,42.28,51.36,16.102,37.94,25.801,0,0,0,0,0,6.583,0,27.448,26.7,13.7,0,0,0,27.869,26.608,0,9.13,0,0,0,0,0,18.8,0,5.1,44.997,43.458,27.906,-10.1,-55.208,550.19,1/1/2016
21,21,35.8,0,0,0,0,0,10.5,33.4,0,0,0,0,38.8,17.7,39.1,3.2,50,12.6,37.7,25.7,0,0,0,0,0,6.606,0,29.2,27.4,6.4,7.5,0,0,29.2,27.7,0,8.716,0,0,0,0,0,18.8,0,5.1,40.4,39.3,24.1,-9.7,-53.212,511.04,1/1/2016
22,22,35.798,0,0,0,0,0,0,0,0,0,0,0,38.801,18.301,39.604,3.199,40.869,13.235,37.44,25.745,0,0,0,0,0,6.586,0,31.918,29.7,0,8.764,0,0,28.948,28.228,0,3.473,0,0,0,0,0,18.8,0,5.3,40.171,50.905,35.066,-17.801,-62.111,448.82,1/1/2016
23,23,35.685,0,0,0,0,0,0,0,0,0,0,0,39.001,16.301,39.709,0,26.88,0,39.69,25.439,0,0,0,0,0,6.638,0,29.133,26,0,8.614,0,0,29.118,28.018,0,8.926,0,0,0,0,0,18.8,0,5.2,38.861,40.284,30.479,-11.6,-60.005,422.87,1/1/2016
0,0,37.643,0,0,0,0,0,0,0,0,0,0,0,38.801,18.401,39.395,0,27.691,0,40.03,25.857,0,0,0,0,0,0,0,31.604,28.5,0,0,0,0,28.848,27.508,0,3.426,0,0,0,0,0,18.6,0,5.29,37.692,46.999,36.119,-15.3,-61.104,402.57,2/1/2016
1,1,15.04,0,0,0,0,0,0,0,0,0,0,0,38.201,18.501,37.976,0,27.054,0,40.06,25.94,0,0,0,0,0,0,0,29.178,25.3,0,0,0,0,29.757,28.578,0,0,0,0,0,0,0,18.6,0,5.37,37.574,42.726,33.592,-21.601,-60.115,382.53,2/1/2016
2,2,15.404,0,0,0,0,0,0,0,0,0,0,0,38.601,18.401,38.239,0,1.373,0,40.02,25.718,0,0,0,0,0,0,0,31.064,29.6,0,0,0,0,27.718,27.699,0,0,0,0,0,0,0,18.9,0,5.37,40.009,39.552,34.205,-25.401,-62.514,372.26,2/1/2016
3,3,25.332,0,0,0,0,0,0,0,0,0,0,0,38.801,18.301,37.608,0,0,0,40.11,25.634,0,0,0,0,0,0,0,29.447,26.5,0,0,0,0,28.308,26.948,0,0,0,0,0,0,0,19.2,0,5.4,43.465,40.04,35.084,-15.9,-57.204,363.04,2/1/2016
4,4,32.146,0,0,0,0,0,0,0,0,0,0,0,38.901,18.401,38.133,0,0,0,40.06,25.662,0,0,0,0,0,0,0,30.323,28,0,0,0,0,28.238,27.468,0,0,0,0,0,0,0,19,0,5.5,42.572,30.274,27.046,-6.8,-52.608,376.49,2/1/2016
5,5,37.556,0,0,0,0,0,0,0,0,0,0,0,38.701,17.401,38.816,0,0.697,0,39.72,25.718,0,0,0,0,0,0,0,30.817,28.3,0,0,0,0,28.538,27.558,0,0,0,0,0,0,0,18.8,0,5.4,49.225,38.942,33.94,-12.9,-59.511,386.8,2/1/2016
6,6,10.001,0,0,0,0,0,0,0,0,0,0,0,38.901,18.301,35.822,0,27.208,0,40.51,25.885,0,0,0,0,0,0,0,28.347,28.1,0,0,0,0,26.908,27.099,0,0,0,0,0,0,0,18.8,0,5.4,43.456,47.975,37.556,-27.101,-58.303,374.61,2/1/2016
7,7,11.639,0,0,0,0,0,0,0,0,0,0,0,38.701,18.401,34.246,0,27.276,0,39.91,25.495,0,0,0,0,0,0,0,28.414,28.5,0,0,0,0,26.428,25.988,0,0,0,0,0,0,0,19,0,5.4,49.517,36.134,30.039,-12.2,-51.015,375.98,2/1/2016
8,8,37.723,0,0,0,0,0,0,0,0,0,0,0,38.601,18.401,36.505,0,34.023,0,38.818,25.495,0,0,0,0,0,6.623,0,32.255,29.7,0,0,0,0,27.869,27.068,0,0,0,0,0,0,0,19,0,5.3,48.48,7.935,14.255,19.801,-30.708,414.58,2/1/2016
9,9,37.135,0,0,0,0,0,0,0,0,0,0,0,36.201,18.201,36.873,0,35.689,0,39.088,25.3,0,0,0,0,5.026,5.065,0,27.448,30,18.854,0,0,0,26.348,26.499,0,0,0,0,0,0,0,18.2,0,5,49.653,8.179,12.378,19.301,-38.014,438.74,2/1/2016
10,10,37.413,0,0,0,0,0,0,0,0,0,0,0,35.201,18.101,38.607,0,48.673,0,39.823,25.857,0,0,0,0,5.051,5.038,0,30.593,29.8,10.268,11.786,0,0,25.268,25.268,0,0,0,0,0,0,0,18.8,0,4.83,51.265,0,3.351,25.501,-28.51,461.31,2/1/2016
11,11,37.354,0,0,0,0,0,0,0,0,0,0,0,33.701,17.701,38.396,0,50.55,0,37.841,25.718,0,0,0,0,5.059,5.049,0,26.976,29.9,12.579,14.069,0,0,25.148,25.168,7.416,6.65,0,0,0,0,0,18.8,0,4.67,48.865,-3.296,0,24.001,-25.013,475.94,2/1/2016
12,12,36.296,0,0,0,0,0,0,0,0,0,0,0,34.501,18.201,36.505,0,49.297,14.662,38.542,25.551,0,0,0,0,5.049,5.058,0,31.581,29.5,8.873,10.309,0,0,25.329,25.079,7.148,7.12,0,0,0,0,0,18.8,0,4.65,48.363,12.696,13.953,16.801,-34.407,471.38,2/1/2016
13,13,34.733,0,0,0,0,0,0,0,0,0,0,0,30.601,16.901,38.081,0,48.025,14.897,34.704,25.69,0,0,0,0,5.053,5.049,0,26.617,28.2,8.846,10.473,0,0,25.289,25.289,3.562,3.404,0,0,0,0,0,18.7,0,4.52,47.432,0,6.986,17.901,-26.606,457.78,2/1/2016
14,14,34.092,0,0,0,0,0,0,0,0,0,0,0,30.501,17.601,33.353,0,48.135,14.759,34.801,25.634,0,0,0,0,5.036,5.069,0,30.93,28.1,8.135,9.53,0,0,25.068,25.018,3.528,3.444,0,0,0,0,0,18.9,0,4.51,47.34,14.893,16.974,2,-42.409,462.04,2/1/2016
15,15,37.685,0,0,0,0,0,0,0,0,0,0,0,31.601,17.001,36.925,0,41.559,13.449,36.202,25.662,0,0,0,0,5.041,5.049,0,29.335,27,11.539,12.975,0,0,23.909,26.288,3.578,3.488,0,0,0,0,0,19,0,4.5,46.631,20.386,25.517,-1.3,-43.104,456.93,2/1/2016
16,16,36.778,0,0,0,0,0,0,0,0,0,0,0,38.001,18.501,37.188,0,37.548,0,39.841,25.773,0,0,0,0,5.058,5.061,0,30.48,27,9.092,10.377,0,0,26.239,26.069,3.578,3.474,0,0,0,0,0,18.8,0,4.51,37.07,27.589,22.88,-0.7,-51.509,442.18,2/1/2016
17,17,37.28,0,0,0,0,0,0,0,0,0,0,0,38.301,17.601,39.341,0,37.763,0,40.03,25.606,0,0,0,0,5.048,5.069,0,28.998,27.852,9.584,10.965,0,0,25.459,25.079,3.53,3.473,0,0,0,0,0,18.8,0,4.75,36.957,19.166,10.034,9.4,-41.401,444.29,2/1/2016
18,18,37.497,0,0,0,0,0,3.699,4.884,0,0,0,0,38.201,18.401,38.449,8.335,53.105,16.519,40.01,25.578,0,0,0,0,5.049,5.059,0,29.223,30.228,23.913,24.856,15.327,16.311,24.198,26.418,8.854,8.82,0,0,0,0,0,18.8,0,4.9,47.931,36.256,20.234,-6.2,-51.802,576.09,2/1/2016
19,19,35.492,0,0,0,0,0,10.386,33.636,0,0,0,0,38.901,18.501,37.608,42.405,51.76,16.594,40.06,25.745,0,0,0,0,5.031,5.033,0,29.11,32.868,15.081,16.543,0,15.846,27.168,22.969,3.526,3.431,0,0,0,0,0,19,0,4.98,47.554,32.96,14.896,-4.1,-50.41,605.89,2/1/2016
20,20,35.901,0,0,0,0,0,10.166,33.783,0,0,0,0,39.001,18.501,37.398,42.253,51.83,16.636,39.8,25.411,0,0,0,0,5.038,5.059,0,25.427,28.644,12.907,14.342,0,0,25.759,24.658,7.755,7.689,0,0,0,0,0,19,0,5.22,50.964,30.03,20.884,-3.1,-49.11,584.45,2/1/2016
21,21,37.416,0,0,0,0,0,10.313,33.783,0,0,0,0,38.701,16.301,38.659,46.754,48.003,14.703,39.99,25.606,0,0,0,0,5.038,5.068,0,28.549,27.852,7.78,0,0,0,25.788,25.108,4.516,4.435,0,0,0,0,0,18.8,0,5.22,44.816,30.519,20.38,1.2,-49.605,550.72,2/1/2016
22,22,35.397,0,0,0,0,0,5.581,0,0,0,0,0,38.401,16.301,37.346,11.431,51.437,16.67,39.69,25.69,0,0,0,0,5.056,5.023,0,30.076,30.36,15.053,0,0,0,25.849,24.618,3.532,0,0,0,0,0,0,18.7,0,5.22,47.556,31.373,16.095,-2.6,-51.015,495.15,2/1/2016
23,23,37.939,0,0,0,0,0,0,0,0,0,0,0,38.601,14.3,36.4,0,53.439,0,38.017,25.801,0,0,0,0,5.063,5.046,0,29.447,26.136,19.073,0,0,0,25.698,25.238,6.814,0,0,0,0,0,0,18.8,0,5.3,41.302,23.316,14.85,5.5,-45.302,454.05,2/1/2016
0,0,37.477,0,0,0,0,0,0,0,0,0,0,0,37.301,17.701,34.562,0,45.161,0,37.29,25.829,0,0,0,0,5.061,5.066,0,31.693,26.532,0,0,0,0,25.348,24.578,3.528,0,0,0,0,0,0,19,0,5.37,47.381,20.875,11.289,9.7,-41.218,428.23,3/1/2016
1,1,36.266,0,0,0,0,0,0,0,0,0,0,0,38.701,17.801,33.616,0,42.504,0,39.322,25.745,0,0,0,0,0,0,0,29.717,28.644,0,0,0,0,25.589,24.678,3.528,0,0,0,0,0,0,19.4,0,5.45,37.648,43.336,31.166,-15.9,-57.314,407.32,3/1/2016
2,2,33.222,0,0,0,0,0,0,0,0,0,0,0,32.901,17.701,29.151,0,46.126,0,34.464,25.718,0,0,0,0,0,0,0,31.716,29.304,0,0,0,0,25.898,25.218,0,0,0,0,0,0,0,18.8,0,5.53,45.945,43.947,32.493,-16.801,-54.604,396.66,3/1/2016
3,3,30.009,0,0,0,0,0,0,0,0,0,0,0,26.301,15.701,30.359,0,51.189,0,31.984,25.578,0,0,0,0,0,0,0,31.02,26.268,0,0,0,0,26.028,25.198,0,0,0,0,0,0,0,19,0,5.55,47.627,46.266,32.887,-21.501,-54.805,388.97,3/1/2016
4,4,29.601,0,0,0,0,0,0,0,0,0,0,0,23.701,12.9,29.886,0,51.63,0,32.77,25.69,0,0,0,0,0,0,0,28.032,28.908,0,0,0,0,25.628,25.188,0,0,0,0,0,0,0,19.2,0,5.64,49.589,42.238,30.506,-23.201,-53.212,392.03,3/1/2016
5,5,29.415,0,0,0,0,0,0,0,0,0,0,0,19.501,10.1,24.948,0,54.023,17.141,23.407,25.773,0,0,0,0,0,0,0,27.448,27.456,8.928,0,0,0,25.928,25.198,0,0,0,0,0,0,0,19.2,0,5.53,42.686,40.407,26.936,-27.801,-48.305,395.46,3/1/2016
6,6,9.709,0,0,0,0,0,1.494,0,0,0,0,0,7.6,2.5,16.334,0,54.156,17.433,16.328,25.885,0,0,0,0,0,0,0,31.177,27.984,9.912,0,0,0,26.778,25.849,8.578,3.455,0,0,0,0,0,19.7,0,5.6,40.378,49.928,32.017,-51.602,-50.703,371.21,3/1/2016
7,7,22.981,0,0,0,0,0,0,0,0,0,0,0,15.401,8.4,16.334,0,47.5,15.69,18.784,25.718,0,0,0,0,0,6.333,0,28.908,26.4,10.186,0,0,0,24.838,24.868,3.547,0.744,0,0,0,0,0,19.2,0,5.45,38.956,40.895,29.92,-20.101,-39.607,349.13,3/1/2016
8,8,22.514,0,0,0,0,0,0,0,0,0,0,0,18.301,9.7,15.126,0,41.615,13.401,27.141,25.968,0,0,0,0,0,6.616,0,31.379,27.324,11.827,0,0,0,25.478,25.289,3.546,0,0,0,0,0,0,19.2,0,5.3,50.938,20.753,20.179,-17.101,-33.912,390.76,3/1/2016
9,9,26.477,0,0,0,0,0,0,0,0,0,0,0,11.4,7,18.698,0,54.774,16.29,24.844,25.634,0,0,0,0,0,6.608,0,29.582,28.248,24.432,0,0,0,26.069,25.419,3.551,0,0,0,0,0,0,19.2,0,5.1,49.743,33.937,34.498,-26.301,-41.804,402.72,3/1/2016
10,10,25.61,0,0,0,0,0,0,0,0,0,0,0,4.2,3.6,16.019,0,51.531,15.916,23.007,25.968,0,0,0,0,0,6.61,0,30.885,27.852,21.178,22.382,0,0,25.568,25.228,8.807,8.858,0,0,0,0,0,19.2,0,4.91,49.779,40.407,35.78,-33.701,-42.811,417.45,3/1/2016
11,11,25.623,0,0,0,0,0,0,24.209,0,0,0,0,11.4,6.8,22.059,0,48.057,14.277,16.72,25.439,0,0,0,0,0,6.621,0,30.683,28.776,13.782,15.381,0,0,25.488,25.379,8.527,8.432,0,0,0,0,0,18.8,0,4.98,47.482,33.082,30.818,-33.101,-44.514,442.63,3/1/2016
12,12,20.798,0,0,0,0,0,10.401,33.783,0,0,0,0,8.5,5.6,16.229,0,53.127,17.07,13.678,25.634,0,0,0,0,0,6.593,0,31.828,26.532,7.725,9.188,0,0,25.228,25.198,6.463,6.457,0,0,0,0,0,19,0,4.83,42.025,23.438,17.771,-25.301,-32.411,432.4,3/1/2016
13,13,17.532,0,0,0,0,0,9.917,33.047,0,0,0,0,6.3,5,11.817,15.995,51.86,16.201,8.8,25.801,0,0,0,0,0,6.578,0,30.211,27.324,17.131,18.731,0,0,25.958,24.978,8.734,8.725,0,0,0,0,0,18.5,0,4.61,40.518,33.448,29.609,-28.201,-33.509,432.93,3/1/2016
14,14,16.364,0,0,0,0,0,9.895,32.929,0,0,0,0,10,6,11.869,15.865,49.395,15.574,12.929,25.634,0,0,0,0,0,6.591,0,31.94,28.908,11.116,12.537,0,0,25.209,24.968,4.629,4.553,0,0,0,0,0,18.6,0,4.6,48.504,35.035,31.303,-32.201,-40.01,434.49,3/1/2016
15,15,19.964,0,0,0,0,0,10.02,31.574,0,0,0,0,10.7,7.4,13.078,16.686,48.869,14.915,16.435,25.69,0,0,0,0,0,6.601,0,33.221,26.268,8.108,9.448,0,0,25.168,24.658,3.57,3.43,0,0,0,0,0,18.8,0,4.7,46.808,38.942,34.645,-38.501,-42.317,433.36,3/1/2016
16,16,19.329,0,0,0,0,0,10.034,31.574,0,0,0,0,12.5,7.8,13.708,16.686,42.363,13.611,15.717,25.634,0,0,0,0,0,6.586,0,31.581,29.304,11.211,12.674,0,0,25.308,24.708,3.598,3.424,0,0,0,0,0,18.5,0,4.82,37.113,25.636,19.419,-11.4,-28.913,413.02,3/1/2016
17,17,20.857,0,0,0,0,0,9.954,31.751,0,0,0,0,16.501,8.4,26.42,16.686,41.613,13.372,15.509,25.662,0,0,0,0,0,6.596,0,32.322,28.776,6.946,8.121,0,0,25.228,24.568,3.517,3.49,0,0,0,0,0,19,0,4.82,37.113,34.303,19.556,-13.5,-34.004,420.87,3/1/2016
18,18,29.677,0,0,0,0,0,9.727,31.78,0,0,0,0,21.901,11.6,28.258,3.19,51.847,16.833,22.651,25.912,0,0,0,0,0,6.611,0,33.288,28.644,23.954,24.405,22.395,21.356,25.108,24.638,3.491,3.39,0,0,0,0,0,18.8,0,5.05,49.604,17.457,0,-1.7,-32.814,561.17,3/1/2016
19,19,28.549,0,0,0,0,0,9.917,32.723,0,0,0,0,37.601,17.401,19.328,51.582,48.464,14.807,39.806,25.662,0,0,0,0,0,6.628,0,29.223,30.624,12.264,13.645,15.586,15.696,25.388,24.968,8.489,8.026,0,0,0,4.9,4.9,18.9,0,5.14,45.541,33.815,18.128,-2.4,-44.514,590.73,3/1/2016
20,20,32.18,0,0,0,0,0,9.866,34.284,0,0,0,0,36.201,18.101,29.099,51.926,48.173,14.808,39.538,25.745,0,0,0,0,0,6.594,0,29.02,33.66,11.034,12.36,0,0,24.968,24.788,3.526,3.435,0,0,0,4.9,4.9,18.6,0,5.5,44.362,46.754,34.764,-23.801,-59.218,569.09,3/1/2016
21,21,36.265,0,0,0,0,0,10.049,34.284,0,0,0,0,37.901,18.001,29.886,18.719,49.302,15.128,40.5,25.773,0,0,0,0,0,6.593,0,30.817,27.984,7.137,8.231,0,0,25.058,25.598,5.028,5.035,0,0,0,0,0,18.9,0,4.9,44.506,35.157,26.148,-12.3,-52.919,529.52,3/1/2016
22,22,35.311,0,0,0,0,0,10.254,12.426,0,0,0,0,33.101,16.201,20.642,1.378,41.658,13.104,34.071,25.773,0,0,0,0,0,6.561,0,30.997,31.152,8.149,9.475,0,0,25.268,25.518,3.397,3.322,0,0,0,0,0,18.8,0,5.3,46.702,36.622,20.856,-13.6,-49.403,464.08,3/1/2016
23,23,28.169,0,0,0,0,0,0,0,0,0,0,0,34.501,17.501,26.419,0,52.799,0,31.408,25.829,0,0,0,0,0,6.6,0,31.244,30.228,8.162,9.448,0,0,24.989,25.469,3.472,3.471,0,0,0,0,0,19.3,0,5.37,40.904,27.467,13.395,-0.9,-39.808,425.12,3/1/2016
0,0,14.466,0,0,0,0,0,0.198,0,0,0,0,0,30.101,14.4,11.764,0,54.908,17.89,21.346,25.718,0,0,0,0,0,6.616,0,30.952,27.06,0,0,0,0,25.119,25.368,3.537,3.454,0,0,0,0,0,19,0,5.37,50.232,21.607,6.693,-10.9,-32.411,402.52,4/1/2016
1,1,20.864,0,0,0,0,0,10.32,33.312,0,0,0,0,15,11.3,6.932,0,51.788,15.96,24.988,25.745,0,0,0,0,0,0,0,30.256,19.14,0,0,0,0,25.198,25.379,3.548,0,0,0,0,0,0,18.8,0,5.41,46.259,47.487,30.616,-29.401,-41.017,382.52,4/1/2016
2,2,23.141,0,0,0,0,0,10.196,33.017,0,0,0,0,8.4,6,15.809,0,48.013,14.73,25.123,25.801,0,0,0,0,0,0,0,31.828,27.324,0,0,0,0,25.138,25.628,0,0,0,0,0,0,0,19,0,5.45,46.351,47.975,31.678,-27.001,-40.01,378.3,4/1/2016
3,3,33.137,0,0,0,0,0,0,33.076,0,0,0,0,7.4,4.7,15.966,0,47.596,15.017,18.204,25.829,0,0,0,0,0,0,0,30.593,29.172,0,0,0,0,25.198,25.419,0,0,0,0,0,0,0,19.2,0,5.53,43.6,45.656,30.433,-32.301,-41.804,377.66,4/1/2016
4,4,17.745,0,0,0,0,0,0,32.929,0,0,0,0,8.1,6,16.176,0,54.216,17.337,12.454,25.912,0,0,0,0,0,0,0,30.885,25.872,0,0,0,0,25.549,25.838,0,0,0,0,0,0,0,19.2,0,5.45,47.723,41.627,25.086,-34.301,-40.101,379.08,4/1/2016
5,5,23.544,0,0,0,0,0,10.284,33.047,0,0,0,0,13.5,8.3,17.91,0,49.531,15.788,18.875,25.996,0,0,0,0,0,0,0,29.851,31.284,0,0,0,0,25.549,25.438,0,0,0,0,0,0,0,19.3,0,5.53,37.306,53.102,35.469,-44.001,-52.718,399.19,4/1/2016
6,6,27.262,0,0,0,0,0,10.327,33.283,0,0,0,0,10.6,8,19.749,0,49.148,15.173,16.061,25.801,0,0,0,0,0,0,0,31.064,29.964,0,0,0,0,25.348,25.408,0,0,0,0,0,0,0,19,0,5.45,48.097,40.529,24.253,82.903,-142.918,394.97,4/1/2016
7,7,24.699,0,0,0,0,0,10.276,33.047,0,0,0,0,17.601,9,23.163,16.56,47.997,14.877,22.398,25.773,0,0,0,0,0,0,0,32.188,27.588,0,0,0,0,25.549,25.778,0,0,0,0,0,0,0,19,0,5.53,45.301,20.386,6.601,-1.7,-19.813,420.86,4/1/2016
8,8,23.689,0,0,0,0,0,10.13,32.104,0,8.934,0,0,13.9,5.7,15.757,42.663,50.452,16.667,18.674,25.857,0,0,0,0,6.631,0,0,28.998,27.06,14.711,16.229,0,0,25.558,25.238,0,0,0,0,0,4.9,4.9,18.9,0,5.4,49.842,2.197,-4.459,9.8,-7.801,493.15,4/1/2016
9,9,27.324,0,0,0,0,0,10.32,31.545,0,34.457,0,0,11.7,4.3,18.855,47.631,47.806,15.034,16.604,45.729,0,0,0,0,6.673,0,0,30.121,30.228,8.272,9.68,0,0,25.568,25.098,5.995,5.887,0,0,0,4.9,4.9,18.7,0,5.14,46.726,0,-4.605,5,-11.115,549.94,4/1/2016
10,10,22.843,0,0,0,0,0,10.342,32.9,1.321,32.648,0,0,8.9,5.4,16.597,50.82,51.328,16.54,18.199,46.815,0,0,0,0,6.635,0,0,27.313,29.04,14.698,16.092,0,15.122,27.088,25.528,8.05,7.973,0,0,0,4.9,4.9,18.6,0,5.06,47.706,-14.649,-8.972,28.301,8.185,560.5,4/1/2016
